Day,k_policy,Budget,t_Clicks_OptCost,t_Clicks_ActCost,tm1_Clicks_OptCost,Actual_Clicks,Opt_Cost,Act_Cost,Opt_Purch,Act_Purch,N_Opt,N_Obs,Avg_Cost_Change,Pct_New_Keywords,Oracle_k,Hist_MSE,Hist_R2,Hist_Bias,Opt_Cost_Region_A,Act_Cost_Region_A,Opt_Clicks_Region_A,Act_Clicks_Region_A,Opt_Purch_Region_A,Act_Purch_Region_A,Opt_Cost_Region_B,Act_Cost_Region_B,Opt_Clicks_Region_B,Act_Clicks_Region_B,Opt_Purch_Region_B,Act_Purch_Region_B,Opt_Cost_Region_USA,Act_Cost_Region_USA,Opt_Clicks_Region_USA,Act_Clicks_Region_USA,Opt_Purch_Region_USA,Act_Purch_Region_USA,Opt_Cost_Origin_new,Act_Cost_Origin_new,Opt_Clicks_Origin_new,Act_Clicks_Origin_new,Opt_Purch_Origin_new,Act_Purch_Origin_new,Opt_Cost_Origin_existing,Act_Cost_Origin_existing,Opt_Clicks_Origin_existing,Act_Clicks_Origin_existing,Opt_Purch_Origin_existing,Act_Purch_Origin_existing,Opt_Cost_Origin_existing searches,Act_Cost_Origin_existing searches,Opt_Clicks_Origin_existing searches,Act_Clicks_Origin_existing searches,Opt_Purch_Origin_existing searches,Act_Purch_Origin_existing searches,Opt_Cost_Match_Exact match,Act_Cost_Match_Exact match,Opt_Clicks_Match_Exact match,Act_Clicks_Match_Exact match,Opt_Purch_Match_Exact match,Act_Purch_Match_Exact match,Opt_Cost_Match_Phrase match,Act_Cost_Match_Phrase match,Opt_Clicks_Match_Phrase match,Act_Clicks_Match_Phrase match,Opt_Purch_Match_Phrase match,Act_Purch_Match_Phrase match,Opt_Cost_Match_Broad match,Act_Cost_Match_Broad match,Opt_Clicks_Match_Broad match,Act_Clicks_Match_Broad match,Opt_Purch_Match_Broad match,Act_Purch_Match_Broad match
2025-12-01,50,357,246.10608,121.51521,421.001669455252,177,356.9898977253035,339.51,0.3039335966018607,0.2505823907136645,72,30,,,384,,,,118.73989716443305,79.17999999999999,34.22697,25.464582,0.10455624332454215,0.07778899277202146,118.88999943913115,34.620000000000005,198.9831,59.762314,0.15445627617992902,0.04638918965798812,119.36000112173929,225.70999999999998,12.896007,36.2883,0.04492107709738949,0.1264042082836549,0.0,0.0,0.0,0.0,0.0,0.0,110.15000110066735,339.51,125.02278,121.51521,0.12305311002132695,0.2505823907136645,246.8398966246361,0.0,121.0833,0.0,0.18088049999021888,0.0,52.57000319123105,37.26,52.484425,2.3527331,0.052081946237889594,0.008190270044289513,96.86000151948542,32.980000000000004,48.652977,3.6587002,0.07264837474276316,0.010132582531740349,207.55989301458698,269.27,144.96867,115.50377,0.17920328908197086,0.23225953877225575
2025-12-02,50,357,129.72304,122.04857,341.5110665246517,170,357.13999839784304,333.08,0.24423463618420715,0.2469178168457311,178,36,0.45798798056959095,0.9550561797752809,384,,,,153.1800014913262,85.97999999999999,56.904617,28.19897,0.1738317227921099,0.08614197873784991,50.37999806267841,32.49,67.69147,61.369457,0.05254402167861049,0.04763669959014578,153.57999884383844,214.60999999999999,5.126956,32.480145,0.017858891713486768,0.1131391385177354,0.0,0.0,0.0,0.0,0.0,0.0,72.92999833332925,333.08,75.156006,122.04857,0.11273932958595663,0.24691781684573108,284.21000006451385,0.0,54.567036,0.0,0.13149530997457146,0.0,12.26999997749277,60.849999999999994,0.3295649,3.8626914,0.0011429026505184107,0.013207651258575488,45.3399993292483,14.99,16.483934,1.2607783,0.05046344938388265,0.0031231070334765704,299.529999091102,257.24,112.90954,116.9251,0.19262828321222503,0.23058705815771052
2025-12-03,50,357,259.06143,141.56406,402.40543112945227,204,357.069997660626,349.52000000000004,0.3861759762759102,0.2876419864924984,80,37,0.4049676641044213,0.8,384,,,,134.0800015751659,85.84,57.130962,32.298176,0.17452318304342615,0.09866418906277005,88.66999788540278,42.29,181.64728,70.78841,0.14099972843046643,0.05494795294271875,134.3199982000572,221.39,20.283184,38.477478,0.07065306480201766,0.13402984448700955,0.0,0.0,0.0,0.0,0.0,0.0,159.4499995507925,349.52000000000004,190.57181,141.56406,0.24924980396935414,0.2876419864924984,197.61999810983338,0.0,68.48961,0.0,0.13692614844826106,0.0,52.70999979757422,54.01,61.79682,4.683168,0.08039831079948655,0.015431621483076856,63.89000047649856,31.819999999999997,67.258484,5.6345735,0.09455036460280042,0.016184925664611174,240.46999738655313,263.68999999999994,130.00612,131.24632,0.2112272891249204,0.25602544049801346
2025-12-04,50,357,260.1884,125.12811,445.37698072125124,174,357.13999999993274,321.47999999999996,0.34623787086946156,0.2554859992892494,144,38,0.21144931872392117,0.9305555555555556,384,,,,119.04666666660623,58.85000000000001,58.237793,20.948364,0.17790430795703663,0.06399288256197881,119.04666666666213,35.419999999999995,197.67523,63.314716,0.15344108925939756,0.04914666739786266,119.04666666666434,227.20999999999998,4.2753525,40.86502,0.014892473653027354,0.14234644932940796,0.0,0.0,0.0,0.0,0.0,0.0,138.0933315411902,321.47999999999996,176.81058,125.12811,0.21532239431786698,0.2554859992892494,219.04666845874254,0.0,83.37784,0.0,0.13091547696684014,0.0,60.513335606366546,24.28,41.102413,1.6803377,0.03577349527512362,0.005651826636477324,191.54666430716634,22.91,148.17245,2.208253,0.21022621215757756,0.006296995656590016,105.08000008639985,274.28999999999996,70.91352,121.23952,0.10023816385200594,0.24353717405138806
2025-12-05,50,357,77.630615,115.263336,223.25777509957058,170,357.13999999999544,295.81000000000006,0.24544771463767123,0.2322823510223897,70,35,0.6586698343448826,0.5857142857142857,384,,,,178.25000000934926,55.59999999999999,58.25708,21.145338,0.17796322605250245,0.06459459060378601,0.6399999812924726,37.559999999999995,0.0,59.161552,0.0,0.04592286174393154,178.25000000935384,202.65000000000003,19.373545,34.95644,0.06748448858516878,0.12176489867467213,0.0,0.0,0.0,0.0,0.0,0.0,58.010000335176144,295.81000000000006,19.306686,115.263336,0.05976438757735152,0.2322823510223897,299.1299996648193,0.0,58.32393,0.0,0.1856833270603197,0.0,67.76999551787875,28.76,14.018513,2.2807705,0.04374854706936498,0.007657511835268297,68.599999322604,19.919999999999998,16.823862,3.4881833,0.05154198188788502,0.009988950569952837,220.77000515951278,247.12999999999997,46.788246,109.494385,0.1501571844346845,0.21463588729662625
2025-12-06,50,357,226.94759,124.62697,440.1812404897674,194,357.129996787205,374.28999999999996,0.30432274346651106,0.2792103125664919,99,40,0.6802558290059325,0.9595959595959596,384,,,,119.91999917020364,110.83999999999999,40.589314,37.689793,0.12399190833184873,0.11513445365325074,117.21000094837547,34.74000000000001,173.18025,51.255962,0.13442739662846462,0.039786320285804415,119.99999666862593,228.70999999999998,13.178023,35.681217,0.0459034385061977,0.12428953862743676,2.9099999553292886,0.0,0.03557253,0.0,0.0001137480832989628,0.0,73.70999960616534,374.28999999999996,92.91873,124.62697,0.0987361481080968,0.2792103125664919,280.50999722571044,0.0,133.9933,0.0,0.20547283760919732,0.0,26.359999748783117,23.740000000000002,7.1197495,1.5604012,0.021911214107756708,0.005346479276064595,85.61999984270113,28.730000000000004,83.05136,2.4486217,0.08193070009986633,0.006413169741947226,245.1499971957208,321.82,136.77649,120.61796,0.2004808183439548,0.2674506700752059
2025-12-07,50,357,262.36472,137.0641,399.1748461662108,188,357.139999999999,394.08000000000004,0.3564122908058623,0.28857863637309356,89,41,2.8526838788441444,0.898876404494382,384,,,,118.27000230832007,116.77000000000001,55.806595,37.07641,0.1704775048963852,0.11326069274335648,118.27000230831898,35.36000000000001,197.10204,63.895744,0.1529961580758883,0.049597674708009507,120.59999538335997,241.95,9.45607,36.09195,0.03293862783358882,0.12572026892172755,0.0,0.0,0.0,0.0,0.0,0.0,129.84000307385853,394.08000000000004,137.72772,137.0641,0.19006533887310662,0.28857863637309356,227.29999692614047,0.0,124.636986,0.0,0.16634694257992771,0.0,46.31999971509726,50.349999999999994,51.163166,3.2197294,0.041545117796682414,0.011091254590670195,57.60999682110252,26.36,22.516806,3.8712568,0.06899598783925445,0.011825881989272239,253.2100034637992,317.37000000000006,188.68474,129.97311,0.2458711789857956,0.26566150551753115
2025-12-08,50,357,192.99452,116.756516,412.8216546408113,173,356.9599985790704,340.53,0.31066827289827076,0.2454104000139996,157,32,0.6061909825081203,0.8471337579617835,384,,,,118.70000053682637,73.75000000000001,65.99791,24.5321,0.20160984518548755,0.07494045551191607,118.84999910045161,31.610000000000003,123.125275,55.697285,0.09557329689269552,0.04323379668916147,119.40999894179232,235.17,3.8713307,36.52713,0.013485130820087657,0.12723614781292206,0.0,0.0,0.0,0.0,0.0,0.0,132.399999230374,340.53,107.71665,116.756516,0.21220023489278728,0.2454104000139996,224.55999934869638,0.0,85.27785,0.0,0.09846803197130852,0.0,47.599999795116254,31.619999999999997,12.758939,1.6835339,0.03945354439984143,0.0058327068137629294,105.00999993437112,21.75,46.21149,3.110618,0.08862710263462889,0.009649934060176803,204.34999884958293,287.15999999999997,134.0241,111.96237,0.18258763153052907,0.22992774885453554
2025-12-09,50,357,163.34839,134.52322,390.9718647724171,192,357.1399999999976,329.9,0.2627790016062719,0.2806605200545216,183,32,0.1861355686584009,0.8032786885245902,384,,,,116.08000314350627,89.53999999999999,51.927296,32.57071,0.1586270669030247,0.09949672179504143,98.17999803890802,34.12,104.896126,64.2645,0.08142331859340882,0.04988391594085574,142.87999881758333,206.23999999999998,6.524963,37.688015,0.022728616109838368,0.13127988231862442,0.0,0.0,0.0,0.0,0.0,0.0,96.98000267023662,329.9,62.121147,134.52322,0.13134868007565884,0.2806605200545216,260.159997329761,0.0,101.227234,0.0,0.13143031052755522,0.0,46.320003560272774,43.660000000000004,21.151718,3.8798544,0.04654674130591512,0.012535983548659833,137.6199978473895,28.439999999999998,74.50845,5.2379146,0.10806495968170499,0.01615711907786762,173.19999859233536,257.8,67.68821,125.405464,0.10816729211362446,0.2519674208426894
2025-12-10,50,357,192.71704,95.10571,446.00749546171915,147,357.10999976400956,252.56,0.3346195456604286,0.19281806786137082,56,33,2.5523162668415313,0.4642857142857143,384,,,,120.20000360977944,53.67999999999999,59.840134,17.206587,0.18279912451001168,0.052562527326420326,115.66999830874477,27.93,114.89546,48.42554,0.08918509067869433,0.037589267512758706,121.23999784548538,170.95,17.98144,29.47358,0.06263533047172258,0.10266627302219178,0.0,0.0,0.0,0.0,0.0,0.0,149.98000119762943,252.56,60.662,95.10571,0.19169159708103603,0.19281806786137082,207.12999856638015,0.0,132.05504,0.0,0.14292795440594472,0.0,38.220000325580955,38.12,12.9041605,4.9385004,0.03995939656094908,0.015857404679914353,149.23000013905906,16.889999999999997,79.24374,1.2306061,0.14976987937253997,0.003907255991481945,169.65999929936956,197.55000000000004,100.56913,88.9366,0.14489027513168906,0.1730534097836201
