Budget,Spend Exact match,Clicks Exact match,Purch Exact match,Spend Phrase match,Clicks Phrase match,Purch Phrase match,Spend Broad match,Clicks Broad match,Purch Broad match
Actual,0.11509759734944305,0.022167972693173936,0.036200936965948394,0.07901409080568611,0.032126344346528515,0.046689252813196275,0.8058883118448709,0.9457056853073375,0.9171098074106854
357,0.1287782269065513,0.13591336354984487,0.14051405522589627,0.27666684576543726,0.3184584389794445,0.3029543070002308,0.5945549273280114,0.5456281820014561,0.5565316404496097
