Keyword,Region,Match type,Origin,Optimal Cost,Gurobi Pred,Gurobi Pred over Base,Actual Model Pred,Diff,t_Clicks_OptCost
cambridge institute for sustainability leadership online course,USA,Broad match,existing searches,0.960000003634977,1.0821998839000004,0.1198864702800053,1.0822,-1.6645400346959605e-07,0.012436926
certificate in systems thinking,USA,Broad match,existing searches,0.960000003634977,3.4708292582,0.1198866465056642,3.470829,2.481902345863318e-07,0.10324621
certification in project management,USA,Broad match,existing searches,0.960000003634977,2.2865431593000003,0.1198866651593753,2.286543,2.668439456066096e-07,0.05705881
certification program in agentic systems and design,USA,Broad match,existing searches,0.960000003634977,1.036041115600001,0.1198864925683844,1.0360413,-1.4416562432728597e-07,0.05705899
cmu software architecture,USA,Broad match,existing,0.960000003634977,1.5214509714000006,0.1198866117350836,1.521451,-2.4998925152175392e-08,0.05705899
coursera edx,USA,Broad match,existing searches,0.960000003634977,1.0821998839000004,0.1198864702800053,1.0822,-1.6645400346959605e-07,0.012436926
create design system,A,Exact match,existing searches,2.260000081941898,1.3808935133000002,0.2831367698689089,1.3808935,4.444318868479513e-08,0.32555723
create design system,A,Phrase match,existing searches,1.849999939840905,1.6873300524000006,0.2718533725980596,1.68733,4.4846899971418e-08,0.26883268
create design system,A,Broad match,existing searches,2.260000081941898,1.8977590391000003,0.2831369230111333,1.8977588,1.975854131419652e-07,0.36748302
dale carnegie training online,USA,Broad match,existing searches,0.960000003634977,1.0821998839000004,0.1198864702800053,1.0822,-1.6645400346959605e-07,0.012436867
design patterns certification,A,Phrase match,existing searches,2.260000081941898,1.5882594030000006,0.2831367890931402,1.5882593,6.366742000274428e-08,0.27936983
design patterns certification,A,Broad match,existing searches,14.089999865021204,11.2694369783,9.876327060659314,11.269437,1.420573241261991e-07,5.2574944
design patterns certification,B,Phrase match,existing searches,20.56000000789035,56.97801191800001,55.578083944252754,56.97801,3.6477363352105385e-06,43.421886
digitaldefynd,USA,Exact match,existing searches,0.960000003634977,1.1111971421000004,0.1198864860292912,1.1111974,-2.103093623695429e-07,0.082533
digitaldefynd,USA,Phrase match,existing searches,0.960000003634977,1.1400470763000006,0.119886520460462,1.1400472,-1.162735467907794e-07,0.082533
edx,USA,Broad match,existing searches,0.960000003634977,1.1104551434000007,0.1198864459474555,1.1104553,-1.3118190844707558e-07,0.012436926
edx cs50x,USA,Broad match,existing searches,0.960000003634977,1.1104551434000007,0.1198864459474555,1.1104553,-1.3118190844707558e-07,0.012436867
edx mooc org,USA,Broad match,existing searches,0.960000003634977,1.0821998839000004,0.1198864702800053,1.0822,-1.6645400346959605e-07,0.012436867
elearning leadership,USA,Broad match,existing searches,0.960000003634977,1.0821998839000004,0.1198864702800053,1.0822,-1.6645400346959605e-07,0.012436867
elv systems course,USA,Broad match,existing searches,0.960000003634977,1.036041115600001,0.1198864925683844,1.0360413,-1.4416562432728597e-07,0.058624327
freecodecamp courses with certificate,USA,Broad match,existing searches,0.960000003634977,1.4138824836000008,0.1198865071519417,1.4138826,-1.2958206707658348e-07,0.012436926
freecodecamp full stack certification,USA,Broad match,existing searches,0.960000003634977,1.4138824836000008,0.1198865071519417,1.4138826,-1.2958206707658348e-07,0.012436986
future skill e learning platform,USA,Broad match,existing searches,0.960000003634977,1.0821998839000004,0.1198864702800053,1.0822,-1.6645400346959605e-07,0.012436926
futures thinking certification,USA,Broad match,existing searches,0.960000003634977,1.2683473055000007,0.1198864404792487,1.2683475,-1.9625475999873745e-07,0.05705905
futures thinking certification,A,Broad match,existing searches,1.849999939840905,1.5655868096000003,0.2718532127982427,1.5655869,-1.1495291696306253e-07,0.3091929
gestion de proyectos,USA,Exact match,existing searches,0.960000003634977,1.0367831143000006,0.1198865326502203,1.0367833,-2.232930780277087e-07,0.12872034
gestion de proyectos,USA,Phrase match,existing searches,0.960000003634977,1.0656330485000003,0.1198865074767461,1.0656332,-1.292572626709898e-07,0.12872034
gestion de proyectos,USA,Broad match,existing searches,0.960000003634977,2.2121291315000007,0.1198866521756598,2.2121289,2.538602301704884e-07,0.058624268
google coursera free courses with certificate,USA,Phrase match,existing searches,0.960000003634977,1.0656330485000003,0.1198865074767461,1.0656332,-1.292572626709898e-07,0.082533
google coursera free courses with certificate,USA,Broad match,existing searches,0.960000003634977,1.0821998839000004,0.1198864702800053,1.0822,-1.6645400346959605e-07,0.05705899
grow with google courses,USA,Broad match,existing searches,0.960000003634977,1.0821998839000004,0.1198864702800053,1.0822,-1.6645400346959605e-07,0.012436926
how to become a problem solver,USA,Broad match,existing searches,0.960000003634977,1.0821998839000004,0.1198864702800053,1.0822,-1.6645400346959605e-07,0.058624387
how to learn dsge models,USA,Broad match,existing searches,0.960000003634977,1.367723715300001,0.1198865294403208,1.3677238,-1.0729368793427341e-07,0.058624208
hp certification courses,USA,Broad match,existing searches,0.960000003634977,1.0821998839000004,0.1198864702800053,1.0822,-1.6645400346959605e-07,0.012436986
https www theforage com simulations cbre project management x2vz,USA,Broad match,existing searches,0.6600000171038356,1.1299757712000011,0.027673696767628,1.1299758,-2.4545848464896384e-08,0.0
ibm project manager certification,USA,Broad match,existing searches,1.849999939840905,2.2405161863000003,0.1482737069756594,2.240516,2.389580813222381e-07,0.16449285
leadership in engineering management,USA,Broad match,existing,0.960000003634977,1.0821998839000004,0.1198864702800053,1.0822,-1.6645400346959605e-07,0.05705911
learning sysml,USA,Broad match,existing searches,0.960000003634977,1.0821998839000004,0.1198864702800053,1.0822,-1.6645400346959605e-07,0.058624268
lj lms,USA,Broad match,existing searches,0.960000003634977,1.3206480077000005,0.1198864510746342,1.3206482,-1.856593745408475e-07,0.012436867
lms learning program,USA,Broad match,existing,0.960000003634977,1.4138824836000008,0.1198865071519417,1.4138826,-1.2958206707658348e-07,0.012436986
massachusetts institute of technology mit online courses for free,USA,Broad match,existing searches,0.960000003634977,1.0821998839000004,0.1198864702800053,1.0822,-1.6645400346959605e-07,0.012436867
microsoft project management certification,USA,Broad match,existing searches,2.260000081941898,2.251799703300001,0.1595572239756597,2.2517993,3.58283521073588e-07,0.2212174
mit launchx summer program,USA,Broad match,existing searches,0.960000003634977,1.036041115600001,0.1198864925683846,1.0360413,-1.4416562410524136e-07,0.012436986
mit project management simulation,USA,Broad match,existing searches,0.960000003634977,1.2221885372000012,0.1198864627676281,1.2221887,-1.7396638063438274e-07,0.05705899
online classes it course,USA,Broad match,existing searches,0.6600000171038356,0.9899871179000004,0.0276737042800051,0.9899872,-7.663811618652262e-08,0.0
online course for business management,USA,Broad match,existing searches,0.960000003634977,1.1566139117000005,0.1198864832637212,1.1566141,-1.5347028758938566e-07,0.05705899
online courses on educational leadership,USA,Broad match,existing searches,0.960000003634977,1.0821998839000004,0.1198864702800053,1.0822,-1.6645400346959605e-07,0.012436867
process modeling in system analysis and design,USA,Broad match,existing,0.960000003634977,1.5214509714000006,0.1198866117350836,1.521451,-2.4998925152175392e-08,0.10324645
product design bootcamp free,USA,Broad match,existing searches,0.960000003634977,1.367723715300001,0.1198865294403208,1.3677238,-1.0729368793427341e-07,0.012436926
product development bootcamp,USA,Broad match,existing searches,0.960000003634977,1.367723715300001,0.1198865294403208,1.3677238,-1.0729368793427341e-07,0.012436926
program owner,USA,Broad match,existing searches,0.960000003634977,1.036041115600001,0.1198864925683844,1.0360413,-1.4416562432728597e-07,0.05705899
quality software management systems thinking,USA,Broad match,existing searches,0.960000003634977,2.2121291315000007,0.1198866521756598,2.2121289,2.538602301704884e-07,0.10324621
simulation and modeling,USA,Exact match,existing searches,0.960000003634977,1.1233278255000003,0.1198866109385379,1.1233279,-2.5795470870448873e-08,0.016698778
simulation and modeling,USA,Phrase match,existing searches,0.960000003634977,1.1521777597000002,0.1198867049743532,1.1521777,6.824034448627003e-08,0.016698718
simulation and modeling,USA,Broad match,existing searches,1.849999939840905,1.5498380262000009,0.1482736665350839,1.5498381,-3.9901073334291937e-08,0.21068054
simulation and modeling,A,Exact match,existing searches,1.849999939840905,1.3428171981000008,0.2718532193326057,1.3428173,-1.0841855391241496e-07,0.26883268
simulation and modeling,A,Phrase match,existing searches,0.6600000171038356,1.1274877573000006,0.027673938368421,1.1274875,2.17054944462447e-07,0.049319923
simulation and modeling,A,Broad match,existing searches,0.6600000171038356,1.496760969000001,0.0276739643384409,1.4967607,2.430249643747828e-07,0.049319863
soft skill certificate,USA,Broad match,existing searches,0.960000003634977,1.0821998839000004,0.1198864702800053,1.0822,-1.6645400346959605e-07,0.012436867
soft skills for technical professionals,USA,Broad match,existing,0.960000003634977,1.0821998839000004,0.1198864702800053,1.0822,-1.6645400346959605e-07,0.012436986
software architect certification,USA,Broad match,existing searches,0.960000003634977,2.2121291315000007,0.1198866521756598,2.2121289,2.538602301704884e-07,0.05705881
