Location,Region,Opt_Conversions,Act_Conversions,Opt_Clicks,Act_Clicks,Opt_Spend,Act_Spend
"Alberta, Canada",USA,0.0,0.0,0.008469463299326447,0.01099779556726731,0.011442951875744761,0.019820949586189504
Australia,A,0.081872065245682,0.006610804942707622,2.8070422369948114,0.22665616946426131,4.366063152961115,0.7371709448388859
Austria,B,0.0,0.0,0.33348278919136076,0.007891031625508338,0.16170763260092555,0.012816946959896509
Belgium,A,0.16374413049136402,0.013221609885415243,3.54389082420595,0.2861534139486299,5.512154730613409,0.9306783178590935
Brazil,C,0.0,0.0,0.0,0.0,0.0,0.0
"British Columbia, Canada",USA,0.0,0.0,0.039524162063523424,0.05132304598058078,0.053400442086808886,0.09249776473555102
Canada,A,0.1754401398121757,0.014166010591516334,4.198867346171405,0.3390398534902909,6.530902799637668,1.1026848716548334
Chile,B,0.20008967351481644,0.004734618975305002,4.624294676786869,0.10942230520704893,2.242345838732834,0.17772833117723158
China,B,0.2667862313530886,0.00631282530040667,11.316182646560176,0.2677690064922496,5.487278999591407,0.43492173350582153
Colombia,B,0.44464371892181437,0.010521375500677782,10.916003299530542,0.25829976854163955,5.293229840470295,0.41954139715394567
Denmark,A,0.011696009320811714,0.0009444007061010887,2.5614260412577656,0.20682375463613845,3.984032627077018,0.6726684871654833
Egypt,B,10.303506576715742,0.2438065737894559,221.63266169657834,5.24437961831284,107.47089262657511,8.518142949547219
France,A,0.3508802796243515,0.028332021183032668,11.742793358094962,0.9481783089254933,18.264697523220665,3.0838317859093394
Germany,A,0.40936032622841,0.03305402471353811,12.152153684323372,0.9812323336390314,18.90141506636083,3.191335882031677
Hong Kong,B,0.08892874378436287,0.002104275100135556,3.5126853794823334,0.08311886645535448,1.703320396729749,0.13500517464424322
Hungary,B,0.0,0.0,2.7123266854230677,0.06418039055413448,1.3152220784875277,0.1042445019404916
India,C,0.0,0.0,0.0,0.0,0.0,0.0
Ireland,A,0.0,0.0,0.5497124380781506,0.04438683318675118,0.8550207007882185,0.14436264336428184
Israel,A,0.6432805126446444,0.05194203883555988,13.087834429988309,1.0567843901271183,20.3567694506812,3.437059530311305
Italy,A,0.08187206524568201,0.0066108049427076225,1.847969472688251,0.14921531156397205,2.8743249090327345,0.48530420535226654
Japan,A,0.14035211184974056,0.011332808473213066,3.5906748614891963,0.2899310167730343,5.584922449829427,0.9429645002730748
"Manitoba, Canada",USA,0.0,0.0,0.0056463088662176315,0.007331863711511541,0.007628634583829841,0.013213966390793003
Mexico,A,0.7602406058527614,0.06138604589657078,34.37457139386563,2.7755936752311006,53.46608169396966,9.027272528672857
Netherlands,A,0.07017605592487029,0.005666404236606533,1.0526408388730544,0.084996063549098,1.6372736823604184,0.2764391043145822
Norway,A,0.0,0.0,0.3508802796243514,0.028332021183032664,0.5457578941201394,0.09214636810486074
"Ontario, Canada",USA,0.011292617732435263,0.014663727423023082,0.16938926598652895,0.21995591134534623,0.22885903751489522,0.3964189917237901
Poland,B,0.02223218594609072,0.0005260687750338891,1.4895564583880783,0.03524660792727057,0.7222940922841341,0.05724902975420441
Portugal,B,0.022232185946090718,0.000526068775033889,1.178305855142808,0.02788164507679612,0.5713669685232702,0.04528654592496766
"Quebec, Canada",USA,0.0,0.0,0.06210939752839395,0.08065050082662695,0.08391498042212825,0.14535363029872303
Romania,B,0.17785748756872574,0.004208550200271113,4.891080908139958,0.11573513050745561,2.371711944813575,0.1879818887451488
Saudi Arabia,B,0.11116092973045359,0.0026303438751694454,7.358853548156027,0.17412876453621728,3.5683484260604232,0.28282729624838293
Singapore,B,0.2890184172991794,0.006838894075440559,3.4459888216440615,0.08154066013025281,1.6709788702095638,0.1324417852522639
South Africa,B,0.8892874378436286,0.021042751001355563,24.010760821777975,0.5681542770366003,11.642949547266639,0.9228201811125486
Spain,A,0.3976643169075983,0.03210962400743702,12.95917832745938,1.0463959823600064,20.15665822283715,3.4032725286728565
Sweden,A,0.0,0.0,0.3625762889451632,0.029276421889133757,0.5639498239241441,0.0952179137083561
Switzerland,A,0.02339201864162343,0.0018888014122021774,0.7836326244943849,0.06327484730877295,1.2188592968683114,0.20579355543418898
Taiwan,B,0.022232185946090718,0.0005260687750338891,3.0235772886683376,0.07154535340460892,1.4661492022483915,0.11620698576972834
Turkiye,B,0.72543622742094,0.0171656241293558,37.99480578186903,0.8990515365329165,18.423889607665448,1.4602774902975422
United Arab Emirates,B,0.15562530162263502,0.003682481425237224,5.2690280692235,0.12467829968303172,2.5549805950946234,0.20250776196636483
United Kingdom,A,0.0,0.0,1.1111208854771129,0.08971806707960345,1.7282333313804417,0.291796832332059
United States,USA,5.882381039914191,7.638408933289838,122.85803462002946,159.53402249877962,165.99145990955353,287.52269469726497
