Day,k_policy,Budget,t_Clicks_OptCost,t_Clicks_ActCost,tm1_Clicks_OptCost,Actual_Clicks,Opt_Cost,Act_Cost,Opt_Purch,Act_Purch,N_Opt,N_Obs,Avg_Cost_Change,Pct_New_Keywords,Oracle_k,Hist_MSE,Hist_R2,Hist_Bias,Opt_Cost_Region_USA,Act_Cost_Region_USA,Opt_Clicks_Region_USA,Act_Clicks_Region_USA,Opt_Purch_Region_USA,Act_Purch_Region_USA,Opt_Cost_Region_B,Act_Cost_Region_B,Opt_Clicks_Region_B,Act_Clicks_Region_B,Opt_Purch_Region_B,Act_Purch_Region_B,Opt_Cost_Region_A,Act_Cost_Region_A,Opt_Clicks_Region_A,Act_Clicks_Region_A,Opt_Purch_Region_A,Act_Purch_Region_A,Opt_Cost_Origin_new,Act_Cost_Origin_new,Opt_Clicks_Origin_new,Act_Clicks_Origin_new,Opt_Purch_Origin_new,Act_Purch_Origin_new,Opt_Cost_Origin_existing,Act_Cost_Origin_existing,Opt_Clicks_Origin_existing,Act_Clicks_Origin_existing,Opt_Purch_Origin_existing,Act_Purch_Origin_existing,Opt_Cost_Origin_existing searches,Act_Cost_Origin_existing searches,Opt_Clicks_Origin_existing searches,Act_Clicks_Origin_existing searches,Opt_Purch_Origin_existing searches,Act_Purch_Origin_existing searches,Opt_Cost_Match_Exact match,Act_Cost_Match_Exact match,Opt_Clicks_Match_Exact match,Act_Clicks_Match_Exact match,Opt_Purch_Match_Exact match,Act_Purch_Match_Exact match,Opt_Cost_Match_Phrase match,Act_Cost_Match_Phrase match,Opt_Clicks_Match_Phrase match,Act_Clicks_Match_Phrase match,Opt_Purch_Match_Phrase match,Act_Purch_Match_Phrase match,Opt_Cost_Match_Broad match,Act_Cost_Match_Broad match,Opt_Clicks_Match_Broad match,Act_Clicks_Match_Broad match,Opt_Purch_Match_Broad match,Act_Purch_Match_Broad match
2025-12-01,full,353,166.95212,132.05516,222.18057226086216,190,353.9900000000014,339.01,0.2139930055393879,0.10487356328673753,258,44,,,384,2.020794630050659,0.9025059342384338,0.0001419988255849,337.85000005592553,256.5,161.70374,62.83869,0.20998029721197456,0.08159915375053577,0.0,31.95,0.0,47.316658,0.0,0.006530674039867488,16.139999944075832,50.56000000000001,5.248383,21.899807,0.004012708327413351,0.016743735496334275,91.64999929654539,0.0,31.410961,0.0,0.04078868892170279,0.0,13.83000000089043,339.01,6.996831,132.05516,0.009085730995519148,0.10487356328673753,248.51000070256555,0.0,128.54433,0.0,0.16411858933734577,0.0,6.450000065089908,7.5,2.086467,1.9388525,0.002709380619064823,0.0017056235823476348,74.94000006776119,35.900000000000006,44.16865,5.832954,0.05640082890366435,0.00646246377955793,272.59999986715025,295.61,120.697,124.283356,0.15488279985915135,0.09670547503273234
2025-12-02,full,353,154.42831,142.21645,246.9410443619388,213,353.92999854340064,344.9,0.14753581389626785,0.11544884085365881,97,43,0.6401831784704917,0.8350515463917526,384,2.0685245990753174,0.900302529335022,0.0001790001770631,201.6500018258298,259.25,55.180912,68.29123,0.07165514315880754,0.08867952852961031,0.0,35.45,0.0,47.484615,0.0,0.006553856138189262,152.27999671757087,50.2,99.2474,26.44061,0.07588067073746031,0.02021545618585924,73.11999886016176,0.0,34.99751,0.0,0.031095554387144404,0.0,7.579999823558561,344.9,3.854103,142.21645,0.0033251763546993792,0.11544884085365881,273.22999985968033,0.0,115.5767,0.0,0.11311508170406986,0.0,5.950000106947869,3.38,1.1145645,0.7436171,0.0014473171720045157,0.000694729335299049,88.50000091392269,14.04,22.968468,2.3625898,0.027520796937266775,0.002162527798067136,259.4799975225301,327.47999999999996,130.34528,139.11024,0.11856769822888608,0.11259158508010901
2025-12-03,full,353,112.3048,142.13225,275.90251036846485,214,353.7700100290786,350.34000000000003,0.14583332930803258,0.12055045554302007,274,44,0.662898338018648,0.9452554744525548,384,1.965264916419983,0.9054325819015504,4.176706408235046e-05,353.7700100290786,265.53,112.3048,71.430084,0.14583332930803258,0.09275549685708084,0.0,31.589999999999996,0.0,41.91455,0.0,0.005785072365683608,0.0,53.22,0.0,28.78762,0.0,0.02200988632025562,159.9300047424328,0.0,51.05421,0.0,0.06629641736846058,0.0,22.900000583086182,350.34000000000003,7.9470344,142.13225,0.010319617745072177,0.12055045554302007,170.94000470355954,0.0,53.30355,0.0,0.06921729667128634,0.0,0.0,5.37,0.0,1.116467,0.0,0.001004607140259847,119.39000353738626,32.769999999999996,38.004078,6.680336,0.04935017461253013,0.006956792976589948,234.3800064916923,312.2,74.30072,134.33545,0.0964831596490755,0.11258905259689628
2025-12-04,full,353,115.26158,133.10881,217.0469652083963,202,353.93999113454737,342.20000000000005,0.1496728735009468,0.10474333930092197,298,42,0.026116660658877904,0.6677852348993288,384,1.968966364860535,0.9054290652275084,-2.775495601939349e-05,353.93999113454737,258.35,115.26158,60.499607,0.1496728735009468,0.07856173173454989,0.0,31.779999999999998,0.0,46.81669,0.0,0.006461668993984036,0.0,52.07,0.0,25.792505,0.0,0.019719938572388043,139.1599965764318,0.0,45.273026,0.0,0.0587892675032165,0.0,11.849999555517662,342.20000000000005,5.06888,133.10881,0.006582191460594906,0.10474333930092197,202.92999500259785,0.0,64.91968,0.0,0.08430141206034886,0.0,55.119999219132026,25.61,18.099764,2.570107,0.023503440963698847,0.003274059607538452,115.14999723710694,22.759999999999998,37.856426,4.043748,0.04915844656760886,0.004469716492515583,183.66999467830837,293.83,59.305393,126.49496,0.07701099092321213,0.09699956707156446
2025-12-05,full,353,130.3821,107.810425,186.79947893543562,158,353.9500004415104,242.95999999999998,0.1676020386761541,0.07966717031370311,330,36,0.23100410349340234,0.8151515151515152,384,2.0605266094207764,0.9011065363883972,-0.0001869206221396,348.32000044924666,179.33,127.18808,47.389324,0.1651600115934015,0.061537381038758464,0.0,31.500000000000004,0.0,44.794933,0.0,0.006182624028373038,5.6299999922636825,32.129999999999995,3.194026,15.626181,0.002442027082752625,0.01194716524657161,130.09999997337323,0.0,51.654053,0.0,0.06681557313655585,0.0,18.27000004867599,242.95999999999998,8.20756,107.810425,0.010657922016559013,0.07966717031370311,205.5800004194612,0.0,70.52049,0.0,0.09012854609096853,0.0,0.0,7.61,0.0,0.5932232,0.0,0.000744992393495111,186.91000016869322,14.469999999999999,65.85303,2.8531194,0.08551341268577133,0.002593001243811698,167.04000027281717,220.88000000000002,64.52907,104.36409,0.08208862103680974,0.07632917531912571
2025-12-06,full,353,138.60918,104.40683,196.18346307534995,151,353.8600001288466,226.74999999999997,0.17577296867686315,0.07936973373160539,327,29,0.01145673328548018,0.8287461773700305,384,1.9132004976272583,0.9082560539245604,0.0001506786995762,341.0,163.56999999999996,130.7103,44.295155,0.1697338041053055,0.057519448773148095,0.0,26.46,0.0,38.47917,0.0,0.005310919215716527,12.860000128846584,36.72,7.8988676,21.632504,0.006039164571557635,0.016539365742740765,151.0,0.0,61.300434,0.0,0.07960164523219648,0.0,18.0,226.74999999999997,7.169481,104.40683,0.009309925996606938,0.07936973373160539,184.8600001288466,0.0,70.13926,0.0,0.08686140487841928,0.0,33.75,5.23,12.09363,0.64242506,0.015704176418877717,0.0008342207110992213,4.75,3.0100000000000002,1.984722,0.83586013,0.0025772596926565278,0.0007636807613013268,315.3600001288466,218.51,124.53083,102.928535,0.15749153984088932,0.07777183336016638
2025-12-07,full,353,151.09843,213.16707,286.7856188316358,289,353.97000867369104,571.83,0.19620878951699106,0.19141386895725898,310,45,0.15266669738181898,0.9032258064516129,384,2.027559280395508,0.9028160572052002,-0.0002291200987437,353.97000867369104,444.0400000000001,151.09843,115.06269,0.19620878951699106,0.14941458429494536,0.0,39.92,0.0,52.682144,0.0,0.0072712223009309416,0.0,87.86999999999999,0.0,45.42223,0.0,0.034728062361382685,41.56000114621492,0.0,16.431498,0.0,0.021337112199010536,0.0,17.540000506722237,571.83,8.711939,213.16707,0.011312883445301816,0.19141386895725898,294.87000702075386,0.0,125.955,0.0,0.16355878891910566,0.0,67.52000165972953,11.66,30.887283,1.613128,0.04010866241332424,0.0016718324835494768,86.04000211919721,24.87,37.102406,5.1702185,0.04817931836486547,0.005423956081582926,200.41000489476428,535.3,83.108734,206.38371,0.10792080130844176,0.1843180813019825
2025-12-08,full,353,112.19905,122.822266,215.24102926208053,191,353.9700064706078,317.5200000000001,0.13787210543100836,0.09684234226258637,178,39,0.6963499935446772,0.702247191011236,384,1.8913846015930176,0.9100241661071776,-0.0001758759529005,331.07000647060784,235.20999999999998,97.54722,55.99942,0.12666988706897125,0.07271800656039731,0.0,32.23,0.0,43.039215,0.0,0.005940299759227037,22.9,50.08,14.6518345,23.783638,0.011202218362037109,0.018184035942962015,93.85000201058192,0.0,29.149319,0.0,0.037851831869002504,0.0,47.25000041629959,317.5200000000001,18.349411,122.822266,0.01993731093392359,0.09684234226258637,212.8700040437263,0.0,64.70032,0.0,0.08008296386647552,0.0,39.99000129052853,7.300000000000001,13.646875,2.2546532,0.01772114257215953,0.001050201976315255,91.16000241046326,45.48,28.20027,10.699,0.03661944481369053,0.0070519788193834755,222.82000276961605,264.74,70.35191,109.86861,0.0835315180451583,0.08874016476904631
2025-12-09,full,353,147.35048,142.50809,190.51865811695347,220,353.77999783923696,359.0799999999999,0.1913418841805403,0.1201845612093705,251,38,0.8246155951479305,0.8605577689243028,384,1.966252326965332,0.9066025018692015,-2.3623746575468905e-06,353.77999783923696,275.52,147.35048,72.44811,0.1913418841805403,0.09407744698993316,0.0,32.0,0.0,43.824795,0.0,0.006048725428902175,0.0,51.56,0.0,26.235178,0.0,0.02005838879053517,122.36000015666349,0.0,49.524124,0.0,0.06430951940359557,0.0,30.46999968554817,359.0799999999999,13.966221,142.50809,0.01813582598651269,0.1201845612093705,200.94999799702526,0.0,83.86016,0.0,0.10889653631364553,0.0,0.0,0.99,0.0,0.3075028,0.0,0.00023510459285378568,45.43999973005482,21.86,16.467934,3.0788283,0.021384426252002795,0.003998010852390981,308.33999810918215,336.22999999999996,130.88257,139.12175,0.1699574678356836,0.115951447667287
2025-12-10,full,353,113.96914,133.40765,324.98968534286485,198,353.54998950829565,343.87000000000006,0.1479945633228384,0.11902671094184802,299,41,0.24195798408719396,0.862876254180602,384,2.013036012649536,0.9046335220336914,2.516099666082226e-07,353.54998950829565,263.42,113.96914,70.91303,0.1479945633228384,0.09208407965866414,0.0,27.91,0.0,33.25933,0.0,0.004590474040688096,0.0,52.540000000000006,0.0,29.23529,0.0,0.02235215724249579,85.5899974857691,0.0,23.276201,0.0,0.030225298416453814,0.0,15.189999555640503,343.87000000000006,5.699314,133.40765,0.007400841853203008,0.11902671094184802,252.76999246688607,0.0,84.99362,0.0,0.11036842119559169,0.0,2.2199999392298575,8.77,0.5701933,1.2671384,0.0007404241861905575,0.0016201045405282496,135.08999598087917,16.33,43.660164,3.3265557,0.056694881956727755,0.0022955002010110444,216.23999358818668,318.77000000000004,69.738785,128.81398,0.09055926089509989,0.1151111070700094
