Budget,avg clicks (opt),se clicks (opt),avg cost (opt),se cost (opt),clicks/$ (opt),avg kws (opt),se kws (opt),improvement in clicks,improvement in clicks/$,avg clicks (act),se clicks (act),avg cost (act),se cost (act),clicks/$ (act),avg n kws (act),se n kws (act)
300,509.76361483870966,17.210231348520328,299.86976495564045,0.032642696118578,1.6999500263526688,31.870967741935484,5.131756901248704,1.7567309587592013,2.1993776336245463,184.91598290322577,6.3299648065636385,348.0196774193549,11.264539865597182,0.5313377228391793,36.87096774193548,0.40624674816596545
350,597.3137132258063,19.529156292646793,349.83810227752764,0.03636155468519518,1.707400392744972,35.064516129032256,5.257444385886574,2.2301897534644444,2.2133995373442605,184.91598290322577,6.3299648065636385,348.0196774193549,11.264539865597182,0.5313377228391793,36.87096774193548,0.40624674816596545
400,669.2081438709678,21.441638285501107,399.87222560104806,0.026072395389935613,1.67355495337312,39.96774193548387,5.460411554651096,2.6189848674205316,2.1497009932412743,184.91598290322577,6.3299648065636385,348.0196774193549,11.264539865597182,0.5313377228391793,36.87096774193548,0.40624674816596545
450,754.1040119354838,24.359710741589293,449.89316761362835,0.022930045653878118,1.6761846283096125,44.774193548387096,5.554366620379862,3.0780899525063647,2.154650152360715,184.91598290322577,6.3299648065636385,348.0196774193549,11.264539865597182,0.5313377228391793,36.87096774193548,0.40624674816596545
500,821.6695406451613,26.590216079658624,499.86056858974223,0.02552397381736963,1.6437974752906384,50.516129032258064,5.903137669005355,3.443474964925964,2.0936961646673233,184.91598290322577,6.3299648065636385,348.0196774193549,11.264539865597182,0.5313377228391793,36.87096774193548,0.40624674816596545
550,903.2846548387097,29.993527610006264,549.8682004320071,0.02852470182919289,1.6427293924781228,58.61290322580645,7.679560558013978,3.884838187899832,2.091685987774916,184.91598290322577,6.3299648065636385,348.0196774193549,11.264539865597182,0.5313377228391793,36.87096774193548,0.40624674816596545
