Budget,Share USA,Share A,Share B,Share New,Share Existing,Share ExSearches
Actual,0.846740219546355,0.10205299848636662,0.05120678196727846,0.0,1.0,0.0
300,0.01070057041838058,0.0010359448829963549,0.9882634846986231,0.6487313843100518,0.10194434204251447,0.2493242736474337
350,0.009163259536296344,0.0005332654339575688,0.9903034750297461,0.6663190488183821,0.09698071748457894,0.23670023369703888
400,0.008255194547448209,0.0003752905958116326,0.9913695148567402,0.647267851007474,0.09718793988736407,0.25554420910516173
450,0.007817782959389728,0.00013467361636215647,0.992047543424248,0.6760519182671653,0.09202913576909104,0.23191894596374377
500,0.00745963046057436,0.0004230547297596585,0.9921173148096659,0.666389641295447,0.08938271438646511,0.24422764431808763
550,0.0075317545453546806,0.0029722730747004777,0.9894959723799448,0.6624826235975989,0.08594920266727879,0.251568173735122
