keyword_idx,region,match_type
403,B,Phrase match
403,C,Phrase match
415,C,Broad match
437,A,Broad match
437,A,Phrase match
437,B,Broad match
437,B,Phrase match
438,C,Broad match
438,C,Exact match
438,C,Phrase match
443,USA,Broad match
443,USA,Exact match
443,USA,Phrase match
443,A,Broad match
443,B,Broad match
443,C,Broad match
443,C,Exact match
443,C,Phrase match
453,USA,Broad match
453,USA,Exact match
453,USA,Phrase match
453,A,Broad match
453,A,Exact match
453,A,Phrase match
453,B,Broad match
453,B,Exact match
453,B,Phrase match
453,C,Broad match
453,C,Exact match
453,C,Phrase match
461,USA,Phrase match
461,A,Broad match
461,A,Exact match
461,A,Phrase match
461,B,Broad match
461,B,Exact match
461,B,Phrase match
461,C,Phrase match
462,USA,Phrase match
462,A,Broad match
462,A,Exact match
462,A,Phrase match
462,B,Broad match
462,B,Exact match
462,B,Phrase match
462,C,Phrase match
463,C,Broad match
464,USA,Broad match
464,USA,Exact match
464,USA,Phrase match
464,A,Broad match
464,A,Exact match
464,A,Phrase match
464,B,Broad match
464,B,Exact match
464,B,Phrase match
464,C,Broad match
464,C,Exact match
464,C,Phrase match
466,USA,Broad match
466,USA,Phrase match
466,C,Broad match
578,USA,Phrase match
578,A,Broad match
578,A,Exact match
578,A,Phrase match
578,B,Broad match
578,B,Exact match
578,B,Phrase match
578,C,Phrase match
584,USA,Broad match
584,USA,Phrase match
584,A,Broad match
584,A,Phrase match
584,B,Broad match
584,B,Phrase match
584,C,Broad match
584,C,Phrase match
588,USA,Broad match
588,USA,Phrase match
588,A,Broad match
588,A,Exact match
588,A,Phrase match
588,B,Broad match
588,B,Exact match
588,B,Phrase match
588,C,Broad match
588,C,Exact match
588,C,Phrase match
589,USA,Broad match
589,USA,Phrase match
589,A,Broad match
589,B,Broad match
589,B,Phrase match
589,C,Broad match
591,USA,Broad match
591,USA,Phrase match
591,A,Broad match
591,B,Broad match
591,C,Broad match
591,C,Exact match
591,C,Phrase match
596,USA,Broad match
596,USA,Phrase match
596,A,Broad match
596,B,Broad match
596,B,Phrase match
596,C,Broad match
596,C,Exact match
596,C,Phrase match
597,USA,Broad match
597,USA,Exact match
597,USA,Phrase match
597,A,Broad match
597,A,Exact match
597,A,Phrase match
597,B,Broad match
597,B,Exact match
597,B,Phrase match
597,C,Broad match
597,C,Exact match
597,C,Phrase match
599,A,Phrase match
600,USA,Broad match
600,USA,Exact match
600,USA,Phrase match
600,A,Broad match
600,A,Exact match
600,A,Phrase match
600,B,Broad match
600,B,Exact match
600,B,Phrase match
600,C,Broad match
600,C,Exact match
600,C,Phrase match
601,USA,Broad match
601,USA,Exact match
601,USA,Phrase match
601,A,Broad match
601,A,Exact match
601,A,Phrase match
601,B,Broad match
601,B,Exact match
601,B,Phrase match
601,C,Broad match
601,C,Exact match
601,C,Phrase match
604,USA,Broad match
604,USA,Exact match
604,USA,Phrase match
604,A,Broad match
604,A,Exact match
604,A,Phrase match
604,B,Broad match
604,B,Exact match
604,B,Phrase match
604,C,Broad match
604,C,Exact match
604,C,Phrase match
605,USA,Phrase match
605,A,Broad match
605,A,Exact match
605,A,Phrase match
605,B,Broad match
605,B,Exact match
605,B,Phrase match
605,C,Phrase match
606,USA,Broad match
606,USA,Exact match
606,USA,Phrase match
606,A,Broad match
606,A,Exact match
606,A,Phrase match
606,B,Broad match
606,B,Exact match
606,B,Phrase match
606,C,Broad match
606,C,Exact match
606,C,Phrase match
609,USA,Broad match
609,USA,Exact match
609,USA,Phrase match
609,A,Broad match
609,A,Exact match
609,A,Phrase match
609,B,Broad match
609,B,Exact match
609,B,Phrase match
609,C,Broad match
609,C,Exact match
609,C,Phrase match
616,USA,Phrase match
616,A,Broad match
616,A,Phrase match
616,B,Broad match
616,B,Phrase match
616,C,Phrase match
631,A,Broad match
631,A,Exact match
631,A,Phrase match
631,B,Broad match
631,B,Exact match
631,B,Phrase match
638,USA,Broad match
638,USA,Exact match
638,USA,Phrase match
638,A,Broad match
638,A,Exact match
638,A,Phrase match
638,B,Broad match
638,B,Exact match
638,B,Phrase match
638,C,Broad match
638,C,Exact match
638,C,Phrase match
644,USA,Broad match
644,USA,Phrase match
644,B,Broad match
644,B,Exact match
644,B,Phrase match
647,C,Broad match
651,C,Broad match
662,USA,Broad match
662,C,Broad match
663,USA,Broad match
663,USA,Exact match
663,USA,Phrase match
663,A,Broad match
663,B,Broad match
663,C,Broad match
666,USA,Broad match
666,USA,Exact match
666,USA,Phrase match
666,A,Broad match
666,A,Exact match
666,A,Phrase match
666,B,Broad match
666,B,Exact match
666,B,Phrase match
666,C,Broad match
666,C,Exact match
666,C,Phrase match
669,USA,Broad match
669,USA,Exact match
669,USA,Phrase match
669,A,Broad match
669,A,Exact match
669,A,Phrase match
669,B,Broad match
669,B,Exact match
669,B,Phrase match
669,C,Broad match
669,C,Exact match
669,C,Phrase match
670,USA,Broad match
670,USA,Exact match
670,USA,Phrase match
670,A,Broad match
670,A,Phrase match
670,B,Broad match
670,B,Phrase match
670,C,Broad match
670,C,Phrase match
671,USA,Broad match
671,USA,Exact match
671,USA,Phrase match
671,A,Broad match
671,A,Phrase match
671,B,Broad match
671,B,Phrase match
671,C,Broad match
671,C,Phrase match
672,USA,Broad match
672,A,Broad match
672,B,Broad match
672,C,Broad match
673,USA,Broad match
673,USA,Exact match
673,USA,Phrase match
673,A,Broad match
673,A,Exact match
673,A,Phrase match
673,B,Broad match
673,B,Exact match
673,B,Phrase match
673,C,Broad match
673,C,Exact match
673,C,Phrase match
674,USA,Broad match
674,USA,Exact match
674,USA,Phrase match
674,A,Broad match
674,A,Exact match
674,A,Phrase match
674,B,Broad match
674,B,Exact match
674,B,Phrase match
674,C,Broad match
674,C,Exact match
674,C,Phrase match
675,USA,Broad match
675,A,Broad match
675,B,Broad match
675,C,Broad match
677,A,Broad match
678,USA,Broad match
678,A,Broad match
678,A,Phrase match
678,B,Broad match
678,B,Phrase match
678,C,Broad match
678,C,Exact match
678,C,Phrase match
680,USA,Broad match
680,USA,Exact match
680,USA,Phrase match
680,A,Broad match
680,A,Exact match
680,A,Phrase match
680,B,Broad match
680,B,Exact match
680,B,Phrase match
680,C,Broad match
680,C,Exact match
680,C,Phrase match
682,USA,Broad match
682,USA,Exact match
682,USA,Phrase match
682,A,Broad match
682,A,Exact match
682,A,Phrase match
682,B,Broad match
682,B,Exact match
682,B,Phrase match
682,C,Broad match
682,C,Exact match
682,C,Phrase match
688,USA,Broad match
688,C,Broad match
692,A,Phrase match
692,B,Phrase match
697,A,Broad match
697,B,Broad match
698,A,Phrase match
699,USA,Broad match
699,USA,Exact match
699,USA,Phrase match
699,A,Broad match
699,B,Broad match
699,C,Broad match
700,A,Phrase match
701,USA,Broad match
701,USA,Exact match
701,USA,Phrase match
701,A,Broad match
701,A,Exact match
701,A,Phrase match
701,B,Broad match
701,B,Exact match
701,B,Phrase match
701,C,Broad match
701,C,Exact match
701,C,Phrase match
702,USA,Broad match
702,USA,Phrase match
704,C,Broad match
708,USA,Broad match
708,USA,Exact match
708,USA,Phrase match
708,A,Broad match
708,A,Exact match
708,A,Phrase match
708,B,Broad match
708,B,Exact match
708,B,Phrase match
708,C,Broad match
708,C,Exact match
708,C,Phrase match
709,C,Broad match
728,USA,Broad match
728,USA,Phrase match
728,A,Broad match
728,A,Exact match
728,A,Phrase match
728,B,Broad match
728,B,Exact match
728,B,Phrase match
728,C,Broad match
728,C,Exact match
728,C,Phrase match
733,A,Phrase match
733,B,Phrase match
734,USA,Phrase match
734,A,Broad match
734,A,Exact match
734,A,Phrase match
734,B,Broad match
734,B,Exact match
734,B,Phrase match
734,C,Phrase match
738,USA,Phrase match
738,A,Broad match
738,A,Exact match
738,A,Phrase match
738,B,Broad match
738,B,Exact match
738,B,Phrase match
738,C,Phrase match
745,USA,Broad match
745,USA,Exact match
745,USA,Phrase match
745,A,Broad match
745,A,Exact match
745,A,Phrase match
745,B,Broad match
745,B,Exact match
745,B,Phrase match
745,C,Broad match
745,C,Exact match
745,C,Phrase match
762,USA,Broad match
762,USA,Exact match
762,USA,Phrase match
762,A,Broad match
762,A,Exact match
762,A,Phrase match
762,B,Broad match
762,B,Exact match
762,B,Phrase match
762,C,Broad match
762,C,Exact match
762,C,Phrase match
764,USA,Broad match
764,USA,Exact match
764,USA,Phrase match
764,A,Broad match
764,B,Broad match
764,B,Phrase match
764,C,Broad match
772,USA,Broad match
772,USA,Phrase match
772,A,Broad match
772,A,Phrase match
772,B,Broad match
772,B,Exact match
772,B,Phrase match
772,C,Broad match
772,C,Phrase match
773,USA,Phrase match
773,A,Broad match
773,A,Exact match
773,A,Phrase match
773,B,Broad match
773,B,Exact match
773,B,Phrase match
773,C,Phrase match
775,A,Broad match
775,B,Broad match
777,C,Broad match
782,USA,Broad match
782,USA,Exact match
782,USA,Phrase match
782,A,Broad match
782,A,Exact match
782,A,Phrase match
782,B,Broad match
782,B,Exact match
782,B,Phrase match
782,C,Broad match
782,C,Exact match
782,C,Phrase match
784,USA,Broad match
784,USA,Exact match
784,USA,Phrase match
784,A,Broad match
784,A,Exact match
784,A,Phrase match
784,B,Broad match
784,B,Exact match
784,B,Phrase match
784,C,Broad match
784,C,Exact match
784,C,Phrase match
785,C,Broad match
786,USA,Broad match
786,USA,Exact match
786,USA,Phrase match
786,A,Broad match
786,A,Exact match
786,A,Phrase match
786,B,Broad match
786,B,Exact match
786,B,Phrase match
786,C,Broad match
786,C,Exact match
786,C,Phrase match
787,USA,Broad match
787,USA,Exact match
787,USA,Phrase match
787,A,Broad match
787,A,Exact match
787,A,Phrase match
787,B,Broad match
787,B,Exact match
787,B,Phrase match
787,C,Broad match
787,C,Exact match
787,C,Phrase match
788,C,Broad match
790,USA,Broad match
790,USA,Exact match
790,USA,Phrase match
790,A,Broad match
790,A,Exact match
790,A,Phrase match
790,B,Broad match
790,B,Exact match
790,B,Phrase match
790,C,Broad match
790,C,Exact match
790,C,Phrase match
796,C,Broad match
797,USA,Broad match
797,USA,Exact match
797,USA,Phrase match
797,A,Broad match
797,A,Exact match
797,A,Phrase match
797,B,Broad match
797,B,Exact match
797,B,Phrase match
797,C,Broad match
797,C,Exact match
797,C,Phrase match
798,USA,Broad match
798,USA,Exact match
798,USA,Phrase match
798,A,Broad match
798,A,Exact match
798,A,Phrase match
798,B,Broad match
798,B,Exact match
798,B,Phrase match
798,C,Broad match
798,C,Exact match
798,C,Phrase match
799,USA,Broad match
799,USA,Exact match
799,USA,Phrase match
799,A,Broad match
799,A,Exact match
799,A,Phrase match
799,B,Broad match
799,B,Exact match
799,B,Phrase match
799,C,Broad match
799,C,Exact match
799,C,Phrase match
804,USA,Broad match
804,A,Broad match
804,B,Broad match
804,C,Broad match
805,USA,Broad match
805,USA,Exact match
805,USA,Phrase match
805,A,Broad match
805,A,Phrase match
805,B,Broad match
805,B,Exact match
805,B,Phrase match
805,C,Broad match
805,C,Phrase match
807,USA,Broad match
807,USA,Exact match
807,USA,Phrase match
807,A,Broad match
807,A,Exact match
807,A,Phrase match
807,B,Broad match
807,B,Exact match
807,B,Phrase match
807,C,Broad match
807,C,Exact match
807,C,Phrase match
808,C,Broad match
809,USA,Broad match
809,C,Broad match
811,USA,Broad match
811,USA,Exact match
811,USA,Phrase match
811,A,Broad match
811,A,Exact match
811,A,Phrase match
811,B,Broad match
811,B,Exact match
811,B,Phrase match
811,C,Broad match
811,C,Exact match
811,C,Phrase match
813,USA,Broad match
813,USA,Exact match
813,USA,Phrase match
813,A,Broad match
813,A,Phrase match
813,B,Broad match
813,B,Phrase match
813,C,Broad match
813,C,Phrase match
821,USA,Broad match
821,USA,Exact match
821,USA,Phrase match
821,A,Broad match
821,A,Exact match
821,A,Phrase match
821,B,Broad match
821,B,Exact match
821,B,Phrase match
821,C,Broad match
821,C,Exact match
821,C,Phrase match
822,USA,Broad match
822,USA,Exact match
822,USA,Phrase match
822,A,Broad match
822,A,Exact match
822,A,Phrase match
822,B,Broad match
822,B,Exact match
822,B,Phrase match
822,C,Broad match
822,C,Exact match
822,C,Phrase match
823,USA,Broad match
823,USA,Exact match
823,USA,Phrase match
823,A,Broad match
823,A,Exact match
823,A,Phrase match
823,B,Broad match
823,B,Exact match
823,B,Phrase match
823,C,Broad match
823,C,Exact match
823,C,Phrase match
831,USA,Broad match
831,USA,Exact match
831,USA,Phrase match
831,A,Broad match
831,A,Phrase match
831,B,Broad match
831,B,Phrase match
831,C,Broad match
831,C,Phrase match
832,C,Broad match
834,USA,Broad match
834,USA,Exact match
834,USA,Phrase match
834,A,Broad match
834,A,Exact match
834,A,Phrase match
834,B,Broad match
834,B,Exact match
834,B,Phrase match
834,C,Broad match
834,C,Exact match
834,C,Phrase match
835,USA,Broad match
835,USA,Phrase match
835,C,Broad match
837,USA,Broad match
837,USA,Phrase match
837,C,Broad match
839,USA,Broad match
839,USA,Phrase match
839,A,Broad match
839,A,Phrase match
839,B,Broad match
839,B,Phrase match
839,C,Broad match
839,C,Phrase match
849,USA,Broad match
849,USA,Exact match
849,USA,Phrase match
849,A,Broad match
849,A,Exact match
849,A,Phrase match
849,B,Broad match
849,B,Exact match
849,B,Phrase match
849,C,Broad match
849,C,Exact match
849,C,Phrase match
850,USA,Broad match
850,USA,Exact match
850,USA,Phrase match
850,A,Broad match
850,A,Exact match
850,A,Phrase match
850,B,Broad match
850,B,Exact match
850,B,Phrase match
850,C,Broad match
850,C,Exact match
850,C,Phrase match
912,USA,Broad match
912,USA,Exact match
912,USA,Phrase match
912,A,Broad match
912,A,Exact match
912,A,Phrase match
912,B,Broad match
912,B,Exact match
912,B,Phrase match
912,C,Broad match
912,C,Exact match
912,C,Phrase match
913,A,Broad match
913,B,Broad match
913,C,Phrase match
914,USA,Phrase match
914,A,Broad match
914,A,Phrase match
914,B,Broad match
914,B,Exact match
914,B,Phrase match
914,C,Broad match
917,USA,Phrase match
917,A,Broad match
917,A,Exact match
917,A,Phrase match
917,B,Broad match
917,B,Exact match
917,B,Phrase match
917,C,Phrase match
919,USA,Broad match
919,USA,Exact match
919,USA,Phrase match
919,A,Broad match
919,A,Exact match
919,A,Phrase match
919,B,Broad match
919,B,Exact match
919,B,Phrase match
919,C,Broad match
919,C,Exact match
919,C,Phrase match
921,USA,Phrase match
921,A,Broad match
921,A,Exact match
921,A,Phrase match
921,B,Broad match
921,B,Exact match
921,B,Phrase match
921,C,Phrase match
925,A,Phrase match
932,USA,Broad match
932,USA,Exact match
932,USA,Phrase match
932,A,Broad match
932,A,Exact match
932,A,Phrase match
932,B,Broad match
932,B,Exact match
932,B,Phrase match
932,C,Broad match
932,C,Exact match
932,C,Phrase match
934,A,Broad match
934,A,Exact match
934,A,Phrase match
934,B,Phrase match
957,USA,Broad match
957,USA,Exact match
957,USA,Phrase match
957,A,Broad match
957,A,Exact match
957,A,Phrase match
957,B,Broad match
957,B,Exact match
957,B,Phrase match
957,C,Broad match
957,C,Exact match
957,C,Phrase match
963,USA,Broad match
963,USA,Exact match
963,USA,Phrase match
963,A,Broad match
963,B,Broad match
963,C,Broad match
964,USA,Broad match
964,USA,Exact match
964,USA,Phrase match
964,B,Broad match
964,C,Broad match
965,USA,Broad match
965,USA,Phrase match
965,C,Broad match
966,USA,Broad match
966,C,Broad match
966,C,Exact match
966,C,Phrase match
969,C,Broad match
971,C,Broad match
972,C,Broad match
973,USA,Broad match
973,USA,Exact match
973,USA,Phrase match
973,A,Broad match
973,A,Phrase match
973,B,Broad match
973,B,Phrase match
973,C,Broad match
973,C,Phrase match
975,USA,Broad match
975,USA,Exact match
975,USA,Phrase match
975,A,Broad match
975,A,Exact match
975,A,Phrase match
975,B,Broad match
975,B,Exact match
975,B,Phrase match
975,C,Broad match
975,C,Exact match
975,C,Phrase match
976,USA,Broad match
976,USA,Exact match
976,USA,Phrase match
976,A,Broad match
976,A,Exact match
976,A,Phrase match
976,B,Broad match
976,B,Exact match
976,B,Phrase match
976,C,Broad match
976,C,Exact match
976,C,Phrase match
977,USA,Broad match
977,A,Broad match
977,B,Broad match
977,B,Phrase match
977,C,Broad match
983,USA,Phrase match
983,A,Broad match
983,A,Exact match
983,A,Phrase match
983,B,Broad match
983,B,Exact match
983,B,Phrase match
983,C,Broad match
983,C,Phrase match
984,USA,Broad match
984,USA,Exact match
984,USA,Phrase match
984,A,Broad match
984,A,Exact match
984,A,Phrase match
984,B,Broad match
984,B,Exact match
984,B,Phrase match
984,C,Broad match
984,C,Exact match
984,C,Phrase match
985,USA,Broad match
985,USA,Phrase match
985,A,Broad match
985,A,Exact match
985,A,Phrase match
985,B,Broad match
985,B,Exact match
985,B,Phrase match
985,C,Broad match
985,C,Exact match
985,C,Phrase match
986,USA,Broad match
986,USA,Exact match
986,USA,Phrase match
986,A,Broad match
986,A,Exact match
986,A,Phrase match
986,B,Broad match
986,B,Exact match
986,B,Phrase match
986,C,Broad match
986,C,Exact match
986,C,Phrase match
993,C,Broad match
1012,USA,Broad match
1012,USA,Exact match
1012,USA,Phrase match
1012,A,Broad match
1012,B,Broad match
1012,C,Broad match
1013,C,Broad match
1022,USA,Broad match
1022,C,Broad match
1022,C,Exact match
1022,C,Phrase match
1023,USA,Broad match
1023,USA,Exact match
1023,USA,Phrase match
1023,A,Broad match
1023,A,Phrase match
1023,B,Broad match
1023,B,Phrase match
1023,C,Broad match
1023,C,Phrase match
1024,USA,Broad match
1024,USA,Exact match
1024,USA,Phrase match
1024,A,Broad match
1024,A,Exact match
1024,A,Phrase match
1024,B,Broad match
1024,B,Exact match
1024,B,Phrase match
1024,C,Broad match
1024,C,Exact match
1024,C,Phrase match
1026,USA,Broad match
1026,USA,Exact match
1026,USA,Phrase match
1026,A,Broad match
1026,A,Phrase match
1026,B,Broad match
1026,B,Phrase match
1026,C,Broad match
1026,C,Phrase match
1044,C,Broad match
1066,A,Phrase match
1066,B,Phrase match
1117,USA,Broad match
1117,USA,Exact match
1117,USA,Phrase match
1117,A,Broad match
1117,A,Exact match
1117,A,Phrase match
1117,B,Broad match
1117,B,Exact match
1117,B,Phrase match
1117,C,Broad match
1117,C,Exact match
1117,C,Phrase match
1132,USA,Broad match
1132,USA,Exact match
1132,USA,Phrase match
1132,A,Broad match
1132,A,Exact match
1132,A,Phrase match
1132,B,Broad match
