keyword_idx,region,match_type
6,C,Broad match
7,USA,Broad match
7,USA,Exact match
7,USA,Phrase match
7,A,Broad match
7,A,Exact match
7,A,Phrase match
7,B,Broad match
7,B,Exact match
7,B,Phrase match
7,C,Broad match
7,C,Exact match
7,C,Phrase match
11,USA,Broad match
11,USA,Phrase match
11,C,Broad match
25,A,Phrase match
25,B,Phrase match
26,A,Phrase match
27,A,Broad match
27,A,Exact match
27,A,Phrase match
27,B,Broad match
27,B,Exact match
27,B,Phrase match
27,C,Phrase match
28,A,Broad match
28,A,Phrase match
28,B,Broad match
28,B,Phrase match
31,A,Broad match
31,A,Phrase match
31,B,Broad match
31,B,Phrase match
32,A,Broad match
32,B,Broad match
32,B,Phrase match
33,USA,Broad match
33,A,Broad match
33,B,Broad match
33,B,Phrase match
33,C,Broad match
34,A,Broad match
55,A,Broad match
55,A,Exact match
55,A,Phrase match
55,B,Broad match
55,B,Exact match
55,B,Phrase match
57,USA,Broad match
57,USA,Exact match
57,USA,Phrase match
57,A,Broad match
57,A,Exact match
57,A,Phrase match
57,B,Broad match
57,B,Exact match
57,B,Phrase match
57,C,Broad match
57,C,Exact match
57,C,Phrase match
62,USA,Broad match
62,USA,Exact match
62,USA,Phrase match
62,A,Broad match
62,A,Exact match
62,A,Phrase match
62,B,Broad match
62,B,Exact match
62,B,Phrase match
62,C,Broad match
62,C,Exact match
62,C,Phrase match
64,A,Broad match
64,B,Broad match
64,C,Broad match
67,USA,Phrase match
67,A,Broad match
67,A,Exact match
67,A,Phrase match
67,B,Broad match
67,B,Exact match
67,B,Phrase match
67,C,Phrase match
68,A,Broad match
68,B,Broad match
71,USA,Broad match
71,USA,Exact match
71,USA,Phrase match
71,A,Broad match
71,A,Phrase match
71,B,Broad match
71,B,Phrase match
71,C,Broad match
71,C,Phrase match
73,USA,Phrase match
73,A,Broad match
73,A,Exact match
73,A,Phrase match
73,B,Broad match
73,B,Exact match
73,B,Phrase match
73,C,Phrase match
75,USA,Broad match
75,USA,Phrase match
75,A,Broad match
75,B,Broad match
75,C,Broad match
76,A,Broad match
76,A,Exact match
76,A,Phrase match
76,B,Broad match
76,B,Exact match
76,B,Phrase match
79,A,Broad match
79,A,Phrase match
79,B,Broad match
79,B,Phrase match
79,C,Phrase match
83,A,Broad match
83,A,Exact match
83,A,Phrase match
83,B,Broad match
83,B,Exact match
83,B,Phrase match
85,A,Broad match
85,A,Exact match
85,A,Phrase match
85,B,Broad match
85,B,Exact match
85,B,Phrase match
86,A,Broad match
86,A,Exact match
86,A,Phrase match
86,B,Broad match
86,B,Exact match
86,B,Phrase match
95,USA,Phrase match
95,A,Broad match
95,A,Exact match
95,A,Phrase match
95,B,Broad match
95,B,Exact match
95,B,Phrase match
95,C,Phrase match
96,USA,Broad match
96,USA,Exact match
96,USA,Phrase match
96,A,Broad match
96,A,Phrase match
96,B,Broad match
96,B,Phrase match
96,C,Broad match
96,C,Phrase match
104,USA,Broad match
104,USA,Exact match
104,USA,Phrase match
104,A,Broad match
104,A,Exact match
104,A,Phrase match
104,B,Broad match
104,B,Exact match
104,B,Phrase match
104,C,Broad match
104,C,Exact match
104,C,Phrase match
105,USA,Broad match
105,USA,Phrase match
105,A,Broad match
105,A,Phrase match
105,B,Broad match
105,B,Phrase match
105,C,Broad match
105,C,Phrase match
107,USA,Broad match
107,USA,Exact match
107,USA,Phrase match
107,A,Broad match
107,A,Exact match
107,A,Phrase match
107,B,Broad match
107,B,Exact match
107,B,Phrase match
107,C,Broad match
107,C,Exact match
107,C,Phrase match
122,USA,Phrase match
122,A,Broad match
122,A,Exact match
122,A,Phrase match
122,B,Broad match
122,B,Exact match
122,B,Phrase match
122,C,Phrase match
123,USA,Phrase match
123,A,Broad match
123,A,Exact match
123,A,Phrase match
123,B,Broad match
123,B,Exact match
123,B,Phrase match
123,C,Broad match
123,C,Phrase match
130,A,Broad match
130,A,Exact match
130,A,Phrase match
130,B,Broad match
130,B,Exact match
130,B,Phrase match
130,C,Phrase match
133,A,Broad match
133,A,Phrase match
133,B,Broad match
133,B,Exact match
133,B,Phrase match
133,C,Phrase match
135,A,Broad match
135,A,Phrase match
135,B,Broad match
135,B,Phrase match
135,C,Phrase match
138,USA,Broad match
138,USA,Exact match
138,USA,Phrase match
138,A,Broad match
138,A,Exact match
138,A,Phrase match
138,B,Broad match
138,B,Exact match
138,B,Phrase match
138,C,Broad match
138,C,Exact match
138,C,Phrase match
140,C,Broad match
144,A,Broad match
144,A,Phrase match
144,B,Broad match
144,B,Phrase match
144,C,Broad match
144,C,Phrase match
155,A,Broad match
155,A,Exact match
155,A,Phrase match
155,B,Broad match
155,B,Exact match
155,B,Phrase match
159,USA,Broad match
159,USA,Exact match
159,USA,Phrase match
159,A,Broad match
159,A,Exact match
159,A,Phrase match
159,B,Broad match
159,B,Exact match
159,B,Phrase match
159,C,Broad match
159,C,Exact match
159,C,Phrase match
182,USA,Broad match
182,USA,Exact match
182,USA,Phrase match
182,A,Broad match
182,A,Exact match
182,A,Phrase match
182,B,Broad match
182,B,Exact match
182,B,Phrase match
182,C,Broad match
182,C,Exact match
182,C,Phrase match
203,C,Broad match
218,A,Broad match
219,A,Broad match
219,B,Broad match
220,USA,Phrase match
220,A,Broad match
220,A,Exact match
220,A,Phrase match
220,B,Broad match
220,B,Exact match
220,B,Phrase match
220,C,Phrase match
223,USA,Broad match
223,USA,Exact match
223,USA,Phrase match
223,A,Broad match
223,A,Exact match
223,A,Phrase match
223,B,Broad match
223,B,Exact match
223,B,Phrase match
223,C,Broad match
223,C,Exact match
223,C,Phrase match
225,A,Broad match
225,A,Exact match
225,A,Phrase match
225,B,Broad match
225,B,Exact match
225,B,Phrase match
235,A,Phrase match
235,B,Phrase match
239,USA,Broad match
239,A,Broad match
239,A,Phrase match
239,B,Broad match
239,B,Phrase match
239,C,Broad match
239,C,Phrase match
241,A,Broad match
241,A,Phrase match
241,B,Phrase match
252,USA,Broad match
252,USA,Phrase match
252,C,Broad match
258,USA,Broad match
258,USA,Phrase match
258,C,Broad match
259,A,Broad match
259,B,Broad match
264,USA,Broad match
264,USA,Exact match
264,USA,Phrase match
264,A,Broad match
264,A,Exact match
264,A,Phrase match
264,B,Broad match
264,B,Exact match
264,B,Phrase match
264,C,Broad match
264,C,Exact match
264,C,Phrase match
266,A,Broad match
275,C,Broad match
278,USA,Broad match
278,USA,Phrase match
278,A,Broad match
278,B,Broad match
278,C,Broad match
283,A,Phrase match
286,A,Phrase match
286,B,Phrase match
289,USA,Broad match
289,USA,Phrase match
289,A,Broad match
289,B,Broad match
289,C,Broad match
290,A,Phrase match
290,B,Phrase match
292,A,Phrase match
292,B,Phrase match
301,A,Broad match
301,B,Broad match
301,C,Broad match
302,USA,Broad match
302,USA,Phrase match
302,A,Broad match
302,B,Broad match
302,C,Broad match
303,C,Broad match
307,USA,Broad match
307,USA,Exact match
307,USA,Phrase match
307,A,Broad match
307,A,Exact match
307,A,Phrase match
307,B,Broad match
307,B,Exact match
307,B,Phrase match
307,C,Broad match
307,C,Exact match
307,C,Phrase match
309,C,Broad match
315,A,Broad match
315,B,Broad match
315,B,Phrase match
320,C,Broad match
323,A,Broad match
323,A,Exact match
323,A,Phrase match
323,B,Broad match
323,B,Phrase match
324,USA,Broad match
324,USA,Exact match
324,USA,Phrase match
324,A,Broad match
324,A,Exact match
324,A,Phrase match
324,B,Broad match
324,B,Exact match
324,B,Phrase match
324,C,Broad match
324,C,Exact match
324,C,Phrase match
325,USA,Broad match
325,USA,Exact match
325,USA,Phrase match
325,A,Broad match
325,A,Exact match
325,A,Phrase match
325,B,Broad match
325,B,Exact match
325,B,Phrase match
325,C,Broad match
325,C,Exact match
325,C,Phrase match
327,USA,Broad match
333,C,Broad match
341,USA,Phrase match
342,USA,Broad match
342,USA,Exact match
342,USA,Phrase match
342,A,Broad match
342,A,Exact match
342,A,Phrase match
342,B,Broad match
342,B,Exact match
342,B,Phrase match
342,C,Broad match
342,C,Exact match
342,C,Phrase match
351,USA,Phrase match
351,A,Broad match
351,A,Exact match
351,A,Phrase match
351,B,Broad match
351,B,Exact match
351,B,Phrase match
351,C,Phrase match
364,USA,Broad match
364,USA,Exact match
364,USA,Phrase match
364,A,Broad match
364,B,Broad match
364,C,Broad match
372,A,Broad match
372,A,Exact match
372,A,Phrase match
372,B,Broad match
372,B,Phrase match
374,USA,Phrase match
374,A,Broad match
374,A,Exact match
374,A,Phrase match
374,B,Broad match
374,B,Exact match
374,B,Phrase match
374,C,Phrase match
376,USA,Broad match
376,USA,Phrase match
376,A,Broad match
376,B,Broad match
376,C,Broad match
379,A,Broad match
379,B,Broad match
380,USA,Broad match
380,USA,Exact match
380,USA,Phrase match
380,A,Broad match
380,A,Exact match
380,A,Phrase match
380,B,Broad match
380,B,Exact match
380,B,Phrase match
380,C,Broad match
380,C,Exact match
380,C,Phrase match
398,USA,Broad match
398,USA,Exact match
398,USA,Phrase match
398,A,Broad match
398,A,Exact match
398,A,Phrase match
398,B,Broad match
398,B,Exact match
398,B,Phrase match
398,C,Broad match
398,C,Exact match
398,C,Phrase match
401,USA,Broad match
401,USA,Exact match
401,USA,Phrase match
401,A,Broad match
401,A,Exact match
401,A,Phrase match
401,B,Broad match
401,B,Exact match
401,B,Phrase match
401,C,Broad match
401,C,Exact match
401,C,Phrase match
402,USA,Broad match
402,USA,Phrase match
402,A,Broad match
402,B,Broad match
402,B,Phrase match
402,C,Broad match
403,USA,Phrase match
403,A,Broad match
403,A,Phrase match
403,B,Broad match
