Region,Match type,bert_0,bert_1,bert_2,bert_3,bert_4,bert_5,bert_6,bert_7,bert_8,bert_9,bert_10,bert_11,bert_12,bert_13,bert_14,bert_15,bert_16,bert_17,bert_18,bert_19,bert_20,bert_21,bert_22,bert_23,bert_24,bert_25,bert_26,bert_27,bert_28,bert_29,bert_30,bert_31,bert_32,bert_33,bert_34,bert_35,bert_36,bert_37,bert_38,bert_39,bert_40,bert_41,bert_42,bert_43,bert_44,bert_45,bert_46,bert_47,bert_48,bert_49,is_new_keyword,Competition,Competition (indexed value),Top of page bid (low range),Top of page bid (high range),last_month_searches,three_month_avg,six_month_avg,mom_change,search_trend,Avg_ CPC,day_of_week,is_weekend,month,is_public_holiday,days_to_next_course_start
C,Broad match,-0.8799865245819092,0.4250560998916626,0.0013865389628335834,-0.020683305338025093,-0.008383594453334808,0.08893420547246933,-0.03839566931128502,0.035353533923625946,0.055757999420166016,-0.013611773028969765,-0.010380015708506107,-0.022261274978518486,0.027141574770212173,0.03845790773630142,-0.03880056366324425,0.03807565197348595,-0.021569903939962387,0.0455547533929348,0.02128147892653942,0.033403437584638596,-0.011269603855907917,0.008839670568704605,0.02065456472337246,-0.030326656997203827,-0.004355703480541706,0.011731741949915886,0.03434346988797188,-0.0057897442020475864,0.0067107160575687885,-0.009896084666252136,0.06632677465677261,-0.006717577576637268,-0.03975660353899002,0.001477960729971528,-0.047240279614925385,-0.011310705915093422,-0.003572603454813361,0.022712109610438347,0.0059978109784424305,-0.04950672760605812,0.0027288540732115507,0.0138018187135458,-0.02246597222983837,0.05135536566376686,-0.0474882535636425,0.021701321005821228,0.001100863330066204,-0.0027644974179565907,-0.009917010553181171,0.000649520312435925,True,High,74.0,5.13,11.26,10.0,10.0,10.0,0.0,7.951207131982423e-17,8.195,Monday,0.0,1.0,0.0,28.0
USA,Broad match,-0.8565413355827332,0.4213702976703644,-0.07922583818435669,-0.054611898958683014,0.014932251535356045,0.161708265542984,-0.00360523140989244,0.009132126346230507,-0.02117202617228031,-0.0453779436647892,-0.0038485389668494463,0.03429591655731201,0.02600081078708172,0.05707283690571785,0.0229136161506176,0.04998479411005974,0.0018986102659255266,0.040672801434993744,-0.01994241774082184,-0.016209213063120842,-0.005106931086629629,-0.018135543912649155,0.07088606059551239,-0.0116427605971694,-0.03273686766624451,0.050507981330156326,-0.016961025074124336,-0.013950912281870842,0.019293246790766716,0.0566135048866272,0.05029771849513054,-0.01065044105052948,-0.05134184658527374,-0.06887725740671158,-0.07638794183731079,-0.003180519677698612,0.03638186305761337,-0.008851873688399792,0.0021205891389399767,-0.0667591467499733,0.01888880506157875,0.030447019264101982,-0.02599441632628441,0.038445305079221725,-0.030880337581038475,0.0049294112250208855,-0.022337954491376877,-0.012164506129920483,-0.00942537747323513,-0.0012008139165118337,True,High,74.0,5.13,11.26,10.0,10.0,10.0,0.0,7.951207131982423e-17,8.195,Monday,0.0,1.0,0.0,28.0
USA,Exact match,-0.8565413355827332,0.4213702976703644,-0.07922583818435669,-0.054611898958683014,0.014932251535356045,0.161708265542984,-0.00360523140989244,0.009132126346230507,-0.02117202617228031,-0.0453779436647892,-0.0038485389668494463,0.03429591655731201,0.02600081078708172,0.05707283690571785,0.0229136161506176,0.04998479411005974,0.0018986102659255266,0.040672801434993744,-0.01994241774082184,-0.016209213063120842,-0.005106931086629629,-0.018135543912649155,0.07088606059551239,-0.0116427605971694,-0.03273686766624451,0.050507981330156326,-0.016961025074124336,-0.013950912281870842,0.019293246790766716,0.0566135048866272,0.05029771849513054,-0.01065044105052948,-0.05134184658527374,-0.06887725740671158,-0.07638794183731079,-0.003180519677698612,0.03638186305761337,-0.008851873688399792,0.0021205891389399767,-0.0667591467499733,0.01888880506157875,0.030447019264101982,-0.02599441632628441,0.038445305079221725,-0.030880337581038475,0.0049294112250208855,-0.022337954491376877,-0.012164506129920483,-0.00942537747323513,-0.0012008139165118337,True,High,74.0,5.13,11.26,10.0,10.0,10.0,0.0,7.951207131982423e-17,8.195,Monday,0.0,1.0,0.0,28.0
USA,Phrase match,-0.8565413355827332,0.4213702976703644,-0.07922583818435669,-0.054611898958683014,0.014932251535356045,0.161708265542984,-0.00360523140989244,0.009132126346230507,-0.02117202617228031,-0.0453779436647892,-0.0038485389668494463,0.03429591655731201,0.02600081078708172,0.05707283690571785,0.0229136161506176,0.04998479411005974,0.0018986102659255266,0.040672801434993744,-0.01994241774082184,-0.016209213063120842,-0.005106931086629629,-0.018135543912649155,0.07088606059551239,-0.0116427605971694,-0.03273686766624451,0.050507981330156326,-0.016961025074124336,-0.013950912281870842,0.019293246790766716,0.0566135048866272,0.05029771849513054,-0.01065044105052948,-0.05134184658527374,-0.06887725740671158,-0.07638794183731079,-0.003180519677698612,0.03638186305761337,-0.008851873688399792,0.0021205891389399767,-0.0667591467499733,0.01888880506157875,0.030447019264101982,-0.02599441632628441,0.038445305079221725,-0.030880337581038475,0.0049294112250208855,-0.022337954491376877,-0.012164506129920483,-0.00942537747323513,-0.0012008139165118337,True,High,74.0,5.13,11.26,10.0,10.0,10.0,0.0,7.951207131982423e-17,8.195,Monday,0.0,1.0,0.0,28.0
A,Broad match,-0.8565413355827332,0.4213702976703644,-0.07922583818435669,-0.054611898958683014,0.014932251535356045,0.161708265542984,-0.00360523140989244,0.009132126346230507,-0.02117202617228031,-0.0453779436647892,-0.0038485389668494463,0.03429591655731201,0.02600081078708172,0.05707283690571785,0.0229136161506176,0.04998479411005974,0.0018986102659255266,0.040672801434993744,-0.01994241774082184,-0.016209213063120842,-0.005106931086629629,-0.018135543912649155,0.07088606059551239,-0.0116427605971694,-0.03273686766624451,0.050507981330156326,-0.016961025074124336,-0.013950912281870842,0.019293246790766716,0.0566135048866272,0.05029771849513054,-0.01065044105052948,-0.05134184658527374,-0.06887725740671158,-0.07638794183731079,-0.003180519677698612,0.03638186305761337,-0.008851873688399792,0.0021205891389399767,-0.0667591467499733,0.01888880506157875,0.030447019264101982,-0.02599441632628441,0.038445305079221725,-0.030880337581038475,0.0049294112250208855,-0.022337954491376877,-0.012164506129920483,-0.00942537747323513,-0.0012008139165118337,True,High,74.0,5.13,11.26,10.0,10.0,10.0,0.0,7.951207131982423e-17,8.195,Monday,0.0,1.0,0.0,28.0
A,Exact match,-0.8565413355827332,0.4213702976703644,-0.07922583818435669,-0.054611898958683014,0.014932251535356045,0.161708265542984,-0.00360523140989244,0.009132126346230507,-0.02117202617228031,-0.0453779436647892,-0.0038485389668494463,0.03429591655731201,0.02600081078708172,0.05707283690571785,0.0229136161506176,0.04998479411005974,0.0018986102659255266,0.040672801434993744,-0.01994241774082184,-0.016209213063120842,-0.005106931086629629,-0.018135543912649155,0.07088606059551239,-0.0116427605971694,-0.03273686766624451,0.050507981330156326,-0.016961025074124336,-0.013950912281870842,0.019293246790766716,0.0566135048866272,0.05029771849513054,-0.01065044105052948,-0.05134184658527374,-0.06887725740671158,-0.07638794183731079,-0.003180519677698612,0.03638186305761337,-0.008851873688399792,0.0021205891389399767,-0.0667591467499733,0.01888880506157875,0.030447019264101982,-0.02599441632628441,0.038445305079221725,-0.030880337581038475,0.0049294112250208855,-0.022337954491376877,-0.012164506129920483,-0.00942537747323513,-0.0012008139165118337,True,High,74.0,5.13,11.26,10.0,10.0,10.0,0.0,7.951207131982423e-17,8.195,Monday,0.0,1.0,0.0,28.0
A,Phrase match,-0.8565413355827332,0.4213702976703644,-0.07922583818435669,-0.054611898958683014,0.014932251535356045,0.161708265542984,-0.00360523140989244,0.009132126346230507,-0.02117202617228031,-0.0453779436647892,-0.0038485389668494463,0.03429591655731201,0.02600081078708172,0.05707283690571785,0.0229136161506176,0.04998479411005974,0.0018986102659255266,0.040672801434993744,-0.01994241774082184,-0.016209213063120842,-0.005106931086629629,-0.018135543912649155,0.07088606059551239,-0.0116427605971694,-0.03273686766624451,0.050507981330156326,-0.016961025074124336,-0.013950912281870842,0.019293246790766716,0.0566135048866272,0.05029771849513054,-0.01065044105052948,-0.05134184658527374,-0.06887725740671158,-0.07638794183731079,-0.003180519677698612,0.03638186305761337,-0.008851873688399792,0.0021205891389399767,-0.0667591467499733,0.01888880506157875,0.030447019264101982,-0.02599441632628441,0.038445305079221725,-0.030880337581038475,0.0049294112250208855,-0.022337954491376877,-0.012164506129920483,-0.00942537747323513,-0.0012008139165118337,True,High,74.0,5.13,11.26,10.0,10.0,10.0,0.0,7.951207131982423e-17,8.195,Monday,0.0,1.0,0.0,28.0
B,Broad match,-0.8565413355827332,0.4213702976703644,-0.07922583818435669,-0.054611898958683014,0.014932251535356045,0.161708265542984,-0.00360523140989244,0.009132126346230507,-0.02117202617228031,-0.0453779436647892,-0.0038485389668494463,0.03429591655731201,0.02600081078708172,0.05707283690571785,0.0229136161506176,0.04998479411005974,0.0018986102659255266,0.040672801434993744,-0.01994241774082184,-0.016209213063120842,-0.005106931086629629,-0.018135543912649155,0.07088606059551239,-0.0116427605971694,-0.03273686766624451,0.050507981330156326,-0.016961025074124336,-0.013950912281870842,0.019293246790766716,0.0566135048866272,0.05029771849513054,-0.01065044105052948,-0.05134184658527374,-0.06887725740671158,-0.07638794183731079,-0.003180519677698612,0.03638186305761337,-0.008851873688399792,0.0021205891389399767,-0.0667591467499733,0.01888880506157875,0.030447019264101982,-0.02599441632628441,0.038445305079221725,-0.030880337581038475,0.0049294112250208855,-0.022337954491376877,-0.012164506129920483,-0.00942537747323513,-0.0012008139165118337,True,High,74.0,5.13,11.26,10.0,10.0,10.0,0.0,7.951207131982423e-17,8.195,Monday,0.0,1.0,0.0,28.0
B,Exact match,-0.8565413355827332,0.4213702976703644,-0.07922583818435669,-0.054611898958683014,0.014932251535356045,0.161708265542984,-0.00360523140989244,0.009132126346230507,-0.02117202617228031,-0.0453779436647892,-0.0038485389668494463,0.03429591655731201,0.02600081078708172,0.05707283690571785,0.0229136161506176,0.04998479411005974,0.0018986102659255266,0.040672801434993744,-0.01994241774082184,-0.016209213063120842,-0.005106931086629629,-0.018135543912649155,0.07088606059551239,-0.0116427605971694,-0.03273686766624451,0.050507981330156326,-0.016961025074124336,-0.013950912281870842,0.019293246790766716,0.0566135048866272,0.05029771849513054,-0.01065044105052948,-0.05134184658527374,-0.06887725740671158,-0.07638794183731079,-0.003180519677698612,0.03638186305761337,-0.008851873688399792,0.0021205891389399767,-0.0667591467499733,0.01888880506157875,0.030447019264101982,-0.02599441632628441,0.038445305079221725,-0.030880337581038475,0.0049294112250208855,-0.022337954491376877,-0.012164506129920483,-0.00942537747323513,-0.0012008139165118337,True,High,74.0,5.13,11.26,10.0,10.0,10.0,0.0,7.951207131982423e-17,8.195,Monday,0.0,1.0,0.0,28.0
B,Phrase match,-0.8565413355827332,0.4213702976703644,-0.07922583818435669,-0.054611898958683014,0.014932251535356045,0.161708265542984,-0.00360523140989244,0.009132126346230507,-0.02117202617228031,-0.0453779436647892,-0.0038485389668494463,0.03429591655731201,0.02600081078708172,0.05707283690571785,0.0229136161506176,0.04998479411005974,0.0018986102659255266,0.040672801434993744,-0.01994241774082184,-0.016209213063120842,-0.005106931086629629,-0.018135543912649155,0.07088606059551239,-0.0116427605971694,-0.03273686766624451,0.050507981330156326,-0.016961025074124336,-0.013950912281870842,0.019293246790766716,0.0566135048866272,0.05029771849513054,-0.01065044105052948,-0.05134184658527374,-0.06887725740671158,-0.07638794183731079,-0.003180519677698612,0.03638186305761337,-0.008851873688399792,0.0021205891389399767,-0.0667591467499733,0.01888880506157875,0.030447019264101982,-0.02599441632628441,0.038445305079221725,-0.030880337581038475,0.0049294112250208855,-0.022337954491376877,-0.012164506129920483,-0.00942537747323513,-0.0012008139165118337,True,High,74.0,5.13,11.26,10.0,10.0,10.0,0.0,7.951207131982423e-17,8.195,Monday,0.0,1.0,0.0,28.0
