Region,Opt_Purchases,Act_Purchases,Opt_Clicks,Act_Clicks,Opt_Spend,Act_Spend
A,0.0016810303244593472,0.02005838879053517,2.1986876,26.235178,4.50906632781102,51.56
B,0.0,0.006048725428902175,0.0,43.824795,0.0,32.0
USA,0.11981403298841257,0.09407744698993316,92.26759,72.448105,349.48093367219053,275.52
