Budget,Spend USA,Conv USA,Clicks USA,Purch USA,Spend A,Conv A,Clicks A,Purch A,Spend B,Conv B,Clicks B,Purch B
Actual,0.8461914130373339,0.7404980764113299,0.6816751552969276,0.7822015363363037,0.10239171310192464,0.1495358008704344,0.1907118853043694,0.1556282539714605,0.051416873860741494,0.1099661227182356,0.12761295695129393,0.06217020969223402
847,0.5067333254603797,0.6235995129630176,0.5540552310851238,0.6749298639383288,0.27715149422666946,0.2197413795334793,0.2704818781949609,0.23432210409595394,0.21611518031295088,0.15665910750350323,0.1754628847066345,0.0907480319657171
