Budget,avg clicks (opt),se clicks (opt),avg cost (opt),se cost (opt),avg conv (opt),se conv (opt),avg purch (opt),se purch (opt),clicks/$ (opt),avg kws (opt),se kws (opt),improvement in clicks,improvement in clicks/$,improvement in conv,improvement in purch,avg clicks (act),se clicks (act),avg cost (act),se cost (act),avg conv (act),se conv (act),avg purch (act),se purch (act),clicks/$ (act),avg n kws (act),se n kws (act)
847,933.4177783870969,37.76011576069316,844.1974773537138,1.6412575930303885,19.43555519128304,0.808618027374516,0.5866166269928628,0.026848504885274054,1.1056865288357174,30.741935483870968,5.31643176922741,8.974381435705073,7.225689635489348,8.626750782159407,8.395536438013522,93.58152025806451,4.604890016174444,696.1941935483873,31.278541508135742,2.01891122260084,0.10041971220040523,0.062435671540739604,0.0031999920560272866,0.13441870260522415,85.2258064516129,1.8060291364654264
