Budget,Spend New,Clicks New,Conv New,Purch New,Spend Existing,Clicks Existing,Conv Existing,Purch Existing,Spend Existing searches,Clicks Existing searches,Conv Existing searches,Purch Existing searches
Actual,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
847,0.02132390004428605,0.012529939612529335,0.011024024021998657,0.00732512756615314,0.13568099263755945,0.09686211032455527,0.09550068878544267,0.09378474553952829,0.8429951073181545,0.8906079684480032,0.8934752860468166,0.8988901253904572
