Day,k_policy,Hist_MSE,Hist_R2,Hist_Bias,CV_Score,best_params
2025-12-01,100,1.4632245302200317,0.9015010595321655,-9.403615848719644e-05,1.7079567909240723,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}"
2025-12-02,100,1.488554835319519,0.900177538394928,-9.569405512215799e-05,1.7131266355514527,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}"
2025-12-03,100,1.5005234479904175,0.8997467756271362,-0.00017213279876065842,1.7306313514709473,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}"
2025-12-04,100,1.5036816596984863,0.9000299572944641,-2.5882323344596216e-05,1.6949363231658936,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}"
2025-12-06,100,1.4975420236587524,0.9011443853378296,-0.0001106058813390963,1.701325821876526,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}"
2025-12-05,100,1.4756118059158325,0.9023057222366333,-0.00011485140168114989,1.7142720937728881,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}"
2025-12-07,100,1.4744404554367065,0.9031175374984741,-3.7995416421781624e-05,1.7232580661773682,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}"
2025-12-10,100,1.4858088493347168,0.903712809085846,-4.556977341670379e-06,1.7227708578109742,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}"
2025-12-11,100,1.5225156545639038,0.9016476273536682,-2.5130118491432058e-05,1.7473282098770142,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}"
2025-12-12,100,1.4872139692306519,0.9042962193489075,-8.218303602552727e-05,1.7324966430664062,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}"
2025-12-15,100,1.4743754863739014,0.9063919186592102,-5.416169181862712e-05,1.7299301624298096,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}"
2025-12-14,100,1.465733289718628,0.9066381454467773,-9.421223047871746e-05,1.6968770742416381,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}"
2025-12-16,100,1.5021698474884033,0.9049811959266663,-5.9302953312103034e-05,1.7425540208816528,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}"
2025-12-17,100,1.5081000328063965,0.9049460887908936,2.89376040236582e-05,1.7450897455215455,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}"
2025-12-18,100,1.434735894203186,0.9098567962646484,8.387137913832189e-05,1.6947206020355225,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}"
2025-12-19,100,1.4642820358276367,0.9082685708999634,-0.0001277927090970104,1.7169564247131348,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}"
2025-12-20,100,1.4772776365280151,0.9077925086021423,1.9253766828897808e-05,1.68388991355896,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}"
2025-12-21,100,1.4696577787399292,0.9086751937866211,-7.286238775180703e-05,1.7035531997680664,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}"
2025-12-22,100,1.444258213043213,0.9106353521347046,2.5446726344473022e-05,1.6940054893493652,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}"
2025-12-23,100,1.504557490348816,0.9073218703269958,1.5101863714359665e-05,1.7421620845794679,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}"
2025-12-24,100,1.5082201957702637,0.907692015171051,-7.556212382726464e-05,1.7056467533111572,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}"
2025-12-27,100,1.4803766012191772,0.9109126925468445,-8.845025665883115e-05,1.6842087268829347,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}"
2025-12-26,100,1.5103075504302979,0.908603847026825,-0.00010411023122415653,1.7170808553695678,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}"
2025-12-28,100,1.4890996217727661,0.9108477830886841,-1.9176804408954453e-05,1.6872050285339355,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}"
2025-12-29,100,1.4803848266601562,0.9118734002113342,-6.161180630218117e-05,1.687964391708374,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}"
2025-12-30,100,1.4890928268432617,0.9119519591331482,-0.00012672523057279185,1.7221717357635498,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}"
2025-12-16,100,1.5021698474884033,0.9049811959266663,-5.9302953312103034e-05,1.7425540208816528,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}"
2025-12-31,100,1.5232484340667725,0.9101415276527405,-7.776002017304305e-05,1.7219791650772094,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}"
