Budget,Spend USA,Conv USA,Clicks USA,Purch USA,Spend A,Conv A,Clicks A,Purch A,Spend B,Conv B,Clicks B,Purch B
Actual,0.7528175625232393,0.5147995090233521,0.4667266736375446,0.7904408185085787,0.15113823798100492,0.1685342176177456,0.19922094286172062,0.20955918149142036,0.09604419949575607,0.3166662733589021,0.33405239748130167,0.0
353,0.9178706172362557,0.9246567840537894,0.9039633992061202,0.9380987365462917,0.08212870839696532,0.07534321594621042,0.09603661205543773,0.0619012634537076,6.74366778872683e-07,0.0,0.0,0.0
