Budget,Spend New,Clicks New,Purch New,Spend Existing,Clicks Existing,Purch Existing,Spend Existing searches,Clicks Existing searches,Purch Existing searches
Actual,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
353,0.1266163653316059,0.09789118258460933,0.1080578810808679,0.09495825525994955,0.08147323851725168,0.08458799335651873,0.7784253794084443,0.8206355658444807,0.8073541304849192
