Budget,Spend USA,Clicks USA,Purch USA,Spend A,Clicks A,Purch A,Spend B,Clicks B,Purch B
Actual,0.7538445405571839,0.4799510512143631,0.7634413988957819,0.15003664654546348,0.19366453960632177,0.1813770829077994,0.09611881289735287,0.32638439768345473,0.055181518196417624
353,0.8573566740392399,0.7715856360806788,0.8515724887524071,0.14263495536604814,0.22841435041108213,0.14842751124759282,8.370594712019586e-06,0.0,0.0
