Budget,Spend Exact match,Clicks Exact match,Purch Exact match,Spend Phrase match,Clicks Phrase match,Purch Phrase match,Spend Broad match,Clicks Broad match,Purch Broad match
Actual,0.11509759734944305,0.022167972693173936,0.036200936965948394,0.07901409080568611,0.032126344346528515,0.046689252813196275,0.8058883118448709,0.9457056853073375,0.9171098074106854
357,0.1040809786117937,0.1665950898953967,0.1343417670036515,0.25132818013443226,0.3756372200840661,0.33027558668304496,0.6445908412537739,0.4577676945291522,0.5353826493849061
