Budget,avg clicks (opt),se clicks (opt),avg cost (opt),se cost (opt),avg purch (opt),se purch (opt),clicks/$ (opt),avg kws (opt),se kws (opt),improvement in clicks,improvement in clicks/$,improvement in purch,avg clicks (act),se clicks (act),avg cost (act),se cost (act),avg purch (act),se purch (act),clicks/$ (act),avg n kws (act),se n kws (act)
357,216.90373987096774,11.684358987066522,356.8127406886914,0.130615813595863,0.3601521532755891,0.00770509653286491,0.6078923623980396,79.48387096774194,8.372750343687827,0.7832240547987206,0.6582740240200575,0.4279781907564993,121.63571890322582,2.7193376118368158,331.8109677419355,10.232678848688424,0.25221124216525426,0.00652930861514383,0.36658136929888185,35.225806451612904,0.7865942340710879
