Budget,Spend USA,Clicks USA,Purch USA,Spend A,Clicks A,Purch A,Spend B,Clicks B,Purch B
Actual,0.6565582424505209,0.2912247699727706,0.48923770369581293,0.24263815192093435,0.22333923747588394,0.3290358902025716,0.10080360562854483,0.4854359811476493,0.18172640610161517
357,0.3985220393345651,0.06998624967268371,0.14682116126496852,0.39520458785028484,0.3049007718770522,0.5609460629200845,0.20627337281514982,0.6251129820344316,0.29223277581494683
