Keyword,bert_0,bert_1,bert_2,bert_3,bert_4,bert_5,bert_6,bert_7,bert_8,bert_9,bert_10,bert_11,bert_12,bert_13,bert_14,bert_15,bert_16,bert_17,bert_18,bert_19,bert_20,bert_21,bert_22,bert_23,bert_24,bert_25,bert_26,bert_27,bert_28,bert_29,bert_30,bert_31,bert_32,bert_33,bert_34,bert_35,bert_36,bert_37,bert_38,bert_39
mit professional development,-0.37780315,-0.25417966,0.06916779,-0.3337811,-0.47841674,-0.058651097,0.10902044,-0.19359358,0.044127643,-0.22842063,0.20504063,0.04149397,-0.033618867,-0.004084072,0.17714204,0.10125737,0.15752664,-0.12961935,-0.074223936,0.06007694,-0.08085322,-0.06744639,-0.060124148,-0.076235086,-0.28356987,0.09153378,0.071918674,0.055763923,-0.047609154,-0.07260028,0.12829962,0.11634762,0.06606418,-0.005886316,-0.09816026,-0.100160375,-0.12410053,0.059651382,0.060504258,-0.039623372
generative ai course,-0.8942851,0.40076104,-0.026831534,-0.026864348,-0.04428948,0.10300375,-0.041708577,0.0098178135,0.068298206,0.038543068,-0.01774376,-0.012840182,0.015903523,-0.049067557,-0.038523793,-0.026099717,-0.017305132,0.055984624,-0.0061894883,0.003790974,-0.023496684,0.0114102485,-0.003643668,0.018861983,-0.02013729,-0.018826485,0.05353889,-0.004931895,0.027243806,-0.0129434625,-0.0025651697,0.0029877005,0.008791576,0.040505636,-0.010717566,-0.026585802,-0.012034023,0.01635965,0.0087852655,-0.014038738
generative ai courses,-0.8839204,0.38364467,-0.0997197,-0.045863535,-0.010338605,0.16907161,-0.013669205,-0.015955823,-0.0022413947,-0.0022595862,-0.004374925,0.050040666,0.010484242,-0.027463924,0.041364998,-0.016555227,-0.006134317,0.040973883,-0.05370161,-0.034039587,-0.014270647,-0.0030783727,0.05698071,0.034628063,-0.053574402,0.02436288,-0.0343704,-0.017439594,0.021504495,0.05279769,-0.022793524,0.009549994,-0.023926903,-0.034545593,-0.04108794,-0.010058582,0.022750743,-0.024359833,0.0043887864,-0.03200351
online ai and ml courses,-0.79883873,-0.0769061,-0.33094296,0.13160834,0.12507012,-0.14101699,0.27044287,-0.08110783,-0.13291372,-0.06882184,-0.10766993,0.067604244,-0.082292914,-0.07654054,0.011826324,-0.07037164,0.05818222,-0.058762345,0.02322584,-0.04003123,0.037250295,-0.06282268,-0.011186866,-0.02478823,0.023086902,0.017662248,-0.07149371,0.026493153,-0.08268976,0.078157015,-0.045606375,-0.056360293,-0.01729063,-0.037519626,-0.010850124,0.012192661,-0.09509801,-0.047917362,0.029390417,-0.058925666
mit ai course,-0.81012464,-0.15174903,-0.031227842,-0.15301847,-0.46017545,-0.11646461,0.10865507,0.02226276,-0.07410205,0.08873315,-0.0068611405,0.021351693,-0.00576384,-0.09984867,-0.041404665,-0.013587437,0.046935182,0.031848982,-0.024361426,0.0058311936,-0.0062574595,-0.028052976,-0.062254027,0.004539885,0.069793366,-0.015381776,0.0036896842,0.007726592,-0.055146646,0.032310244,-0.026429465,0.03576817,0.08814034,0.008513706,0.03626097,-0.011523177,-0.03433335,0.034613002,-0.037507705,-0.0005341874
stanford ai professional program,-0.8033773,-0.12142528,0.055054165,0.059552286,-0.06007302,-0.22831704,0.0060312496,-0.0059961206,0.23600739,0.1493339,-0.10380636,-0.15528114,0.04723816,0.14819613,0.14000095,0.036502294,0.08099868,-0.21457125,0.034178294,-0.019933984,0.09937232,-0.09965921,0.019861545,0.0076780138,-0.051557142,-0.013784656,0.037575055,-0.04280744,0.019896405,-0.059620157,0.090771824,0.12171714,0.0034120618,0.0043383045,-0.066363856,-0.0037154143,0.0015582355,-0.084462956,-0.013392025,0.012258261
mit xpro ai,-0.6768643,-0.17043762,0.19401897,-0.1604008,-0.31489816,-0.1766848,0.004192973,-0.083712325,-0.1841532,0.027145112,0.039031614,-0.031640824,0.063463144,-0.065196574,-0.13525255,0.12069527,-0.011949583,0.12953281,0.34660384,0.09533099,0.12701999,-0.043729562,0.21527557,0.030810243,0.065069355,0.06969892,0.027398894,-0.025773702,0.019260973,0.009181147,-0.027107744,0.04253151,0.032865994,-0.045714285,-0.045841172,0.051962733,0.005067034,-0.010352802,-0.024867544,-0.0024267368
mit artificial intelligence course,-0.833225,-0.2124368,-0.15092307,-0.11234039,-0.33127713,-0.18584134,-0.050556377,0.13214192,-0.078512624,-0.018986555,0.048866063,-0.021536646,-0.021017853,-0.02001771,0.10693559,-0.026509974,-0.043396346,0.098719366,-0.12061244,0.02144829,0.0051488793,0.028666481,-0.05679762,-0.019283228,0.026135331,-0.010624614,-0.014923757,-0.0400911,0.006308685,-0.002001814,-0.0050439276,-0.037041787,0.006143793,-0.03910097,0.02388014,-0.0087510925,0.015537665,0.00604141,-0.025910458,-0.015501924
professional certificate in ai,-0.68105906,-0.47532383,0.055508625,-0.31408167,0.15152833,0.16903128,0.15018934,-0.048770834,0.08146231,-0.07164496,-0.05732382,-0.06755173,0.113261364,-0.062034324,-0.050797544,0.028550712,-0.036410034,-0.13477002,0.045171153,0.11765043,-0.039044995,0.016817259,-0.017013798,-0.0020962288,-0.15913169,0.03513584,0.09655246,0.049077716,0.038343407,-0.0038997957,-0.02428319,0.046424434,0.057920653,0.017113026,0.009352808,-0.012655341,0.014425596,0.003014605,0.073687255,-0.052973922
generative ai course mit,-0.8504153,0.3504073,0.06580515,-0.2007046,-0.26891607,0.014992976,0.01960121,0.005814055,0.0003730394,0.024198337,0.0045532105,0.022088852,-0.03692812,-0.0800639,0.0022164104,-0.011371159,-0.0025898488,0.08976104,-0.024222447,-0.0109923715,-0.013668132,-0.01925043,0.006387037,0.023370804,0.0015763178,-0.05494639,-0.046918474,-0.011169481,-0.012357657,-0.039833397,-0.021263545,0.027360018,0.018171081,0.045953814,0.049766596,-0.031554885,-0.016926512,0.0044156113,0.031258397,-0.045097686
prompt engineering course,-0.5472179,-0.04977859,-0.24464583,0.03484766,-0.32910907,0.18837206,-0.33757278,-0.4219341,0.09284211,-0.2677993,-0.014315164,-0.14476201,-0.07868921,0.081912436,-0.080365285,0.025273275,-0.021481337,0.06489957,0.06549973,-0.08175664,0.018699063,0.08221488,-0.1631489,0.05838372,0.045639776,0.07310772,-0.018446824,0.059515473,-0.0068826713,-0.030175474,0.027019383,-0.054836966,-0.010478581,-0.04750045,-0.012094703,-0.052302554,0.0071329083,-0.06497689,-0.033293106,0.01774277
mit xpro ai course,-0.7546203,-0.15312538,-0.066189244,-0.12388245,-0.3450494,-0.064180695,-0.041224655,-0.0964229,-0.17784372,-0.031146485,0.018879272,-0.07169514,0.010038038,-0.10758959,-0.09471858,0.08819618,-0.022995418,0.12442315,0.30820122,0.11203713,0.118986614,-0.071109496,0.16624232,0.017873378,0.07412899,0.047058724,0.040950343,-0.042671055,-0.009009904,0.029191336,-0.0035719967,0.02490623,0.008816746,-0.028398618,-0.028060865,0.017345464,-0.026870972,0.002377695,-0.02139794,-0.004894758
online generative ai course,-0.8392074,0.39852697,-0.1953118,0.0067319362,0.118724085,-0.15112741,0.14696768,-0.0748816,-0.029406438,-0.07343917,-0.05018414,0.0057666698,-0.020836156,-0.0037460627,-0.08547068,0.046877686,0.004957833,0.013159844,-0.004002845,0.02487559,0.006724169,0.012064211,-0.028941656,-0.05334893,0.015272289,-0.012389249,0.052873068,-0.009046686,-0.03086626,-0.0034384392,0.023289597,-0.035114035,0.019882837,0.024388775,-0.020390078,0.0021741216,-0.0013816335,0.04774448,0.022727499,-0.029884322
artificial intelligence course,-0.86642295,-0.22458845,-0.2666946,0.10015936,-0.10840978,-0.06994242,-0.11694808,0.12237051,-0.0023135704,-0.028167253,0.028710335,-0.054128356,0.04051999,-0.09537633,0.036742643,-0.071083315,-0.043613154,0.12140592,-0.07057667,0.03234541,-0.0043907925,0.05055136,-0.055475034,0.06652649,0.0008546036,0.040629808,0.056940373,-0.04434636,0.06212838,-0.018296873,-0.018866662,-0.039893333,-0.0019229795,-0.031671323,0.012627505,-0.022541529,0.050643183,-0.024666525,-0.010929992,-0.00262424
mit generative ai course,-0.8660878,0.33162898,0.07344319,-0.19956021,-0.25766894,0.0025266972,0.03141875,0.052365523,-0.020244366,0.011022989,-0.01747597,0.0042637237,-0.018707478,-0.05482469,0.015064424,-0.0073788255,0.0095939385,0.07316969,-0.016911456,0.011795991,-0.0055152564,-0.01477988,-0.027365625,-0.014278304,-0.0033148488,-0.06061818,-0.039293278,-0.00752737,-0.02797039,-0.020805826,0.009593174,0.012095062,0.020432428,0.021562632,0.046058327,-0.025976913,-0.008336558,-0.010983488,0.031282865,-0.03762187
generative ai fundamentals,-0.7532479,0.43772566,0.29825965,-0.0744149,0.09055146,-0.022090493,-0.0843581,0.15205282,-0.013182327,0.03219839,-0.057197247,-0.027195275,0.064531095,0.05801641,0.037319664,0.037315447,0.09710307,-0.019953417,0.032918885,-0.009645222,0.04076075,0.06237002,-0.03405604,0.02649587,-0.1057099,-0.05222421,-0.037495032,0.08856371,-0.040210947,0.09677475,-0.09282771,-0.040140614,-0.02292416,-0.034410495,0.016438589,0.08013075,0.10827218,0.05323465,-0.07893128,0.009477431
ai certification mit,-0.7769776,-0.41589767,0.08579291,-0.35425565,-0.102042876,0.03447739,0.095391534,-0.034127902,-0.037708636,0.06658715,0.002031449,0.11685736,-0.071627386,0.031940293,0.030145545,0.017385969,0.08019832,0.012373461,-0.08005746,0.007246044,0.049988557,0.05144769,-0.029964,-0.047182966,0.06401652,-0.063321546,0.001029047,0.006299623,-0.08041575,0.014401601,0.028727466,0.025091501,-0.023495229,0.004226822,-0.0151189985,-0.025690645,-0.035194557,0.034777045,-0.009842665,0.01171309
driving innovation with generative ai mit,-0.6456076,0.20729268,0.44085464,-0.1250013,-0.092430666,-0.016508734,0.005985418,-0.08866817,-0.2885198,-0.081811264,-0.12920468,0.02564357,-0.08629647,0.23823465,0.107629776,-0.26016244,0.053716894,0.030163802,-0.11839847,0.07734435,-0.14251518,-0.10107015,0.0066598975,0.050041247,-0.021417301,0.0056061153,-0.008653293,0.004444857,-0.022062136,-0.011406457,0.024884773,-0.030416425,0.018138992,0.026346106,0.011437753,0.015577021,0.03689261,0.006242959,-0.018801311,0.0016907947
generative ai course usa,-0.9053696,0.35212097,-0.009464787,-0.045973644,-0.047740467,0.051614173,-0.020148229,0.01087822,0.066954724,0.048744153,-0.02720132,-0.023363784,0.0500164,-0.026592562,-0.032583155,-0.07904152,-0.040128585,0.06246492,-0.028499026,-0.057784278,0.0036559626,0.034472004,0.023245826,0.060336914,0.016975313,-0.013035554,0.043654826,-0.021534001,0.014206263,-0.031124774,-0.037766118,0.026478982,0.04705385,0.033071697,-0.0012627176,-0.032464936,-0.005500118,0.02473459,-0.06054988,0.011842702
artificial intelligence certification mit,-0.7622864,-0.4258361,0.05240785,-0.3525749,-0.03479687,-0.08599194,-0.09088966,0.05504983,0.037426632,-0.00424847,0.09818234,0.10241956,-0.1238564,0.031895753,0.056846827,-0.012997703,0.025001729,0.114749126,-0.12274993,-0.009236991,0.03591242,0.040933654,-0.019665109,-0.014456516,0.06294051,-0.06441933,0.0014201046,-0.02947824,-0.060315374,0.01732255,0.0038615516,-0.0028524606,-0.022963487,-0.015013593,-0.02685895,-0.01801174,-0.001777583,0.041054063,0.011723178,-0.015798854
mit ai class,-0.79282683,-0.11792808,0.0986737,-0.087902255,-0.37266353,-0.12025936,0.12223132,0.059329208,-0.037194885,0.188682,-0.025515066,0.02335713,0.02138169,-0.13297209,-0.04862986,-0.046005826,0.09072725,-0.007559096,0.015123623,0.028623302,0.01074157,0.041982185,-0.061073266,-0.039488927,-0.004576877,0.049533695,-0.17468786,0.032415226,-0.014657345,-0.21066205,-0.0085357595,-0.062924124,-0.020558624,0.004556608,-0.04338328,-0.009250489,0.06884478,-0.012972235,0.003586736,-0.030835515
certification for artificial intelligence,-0.70749795,-0.49394688,0.01084645,-0.23853813,0.27617484,0.07447778,-0.18376201,0.10153284,0.058213376,0.0055998727,0.0366011,0.0393202,-0.12672326,-0.011727221,-0.055145137,-0.006509091,0.051193006,0.121931374,-0.05233837,0.016149336,0.11188229,0.025342293,-0.011366357,0.033345528,0.022970043,-0.02280947,-0.013248226,-0.028586498,-0.07147569,0.0073333657,-0.010792626,-0.01957876,0.0349767,0.009924701,-0.03081914,0.018127618,-0.017382283,-0.013284467,-0.0056714355,-0.035490308
learn how to program ai,-0.8024062,-0.041008085,0.11898259,0.2903321,0.1119737,-0.005670453,-0.14499238,-0.069828175,0.051153917,0.16473456,0.046680797,-0.08051816,0.08904561,-0.04491168,0.1381129,0.14283831,0.10150894,0.035683297,-0.04101051,0.15680237,-0.032128118,-0.06547668,-0.10506181,-0.04105631,0.084026664,-0.1609345,0.042979486,-0.045453448,-0.017362462,-0.05790137,-0.072176516,0.041227136,-0.0064977147,0.054842263,-0.020766512,0.12619287,-0.072377704,-0.030021716,0.01653495,-0.023628555
course on generative ai,-0.8599996,0.44342586,0.03654187,-0.059703022,0.00656818,0.06947175,-0.039012138,0.13926542,0.002745615,-0.0041860407,-0.010872578,-0.0117378,0.025689228,-0.056724768,-0.011320309,0.018460758,0.036778975,0.0051221345,0.047050167,0.03799112,0.020678964,0.0055209403,-0.07455586,0.019031126,0.0045453794,0.052175313,0.034555405,0.055440158,-0.0053201555,0.03231232,0.00678614,-0.02968931,0.03844617,0.047059644,-0.011090067,-0.048596762,-0.0069968873,-0.04002727,-0.008426438,-0.011649825
artificial intelligence training,-0.8214135,-0.16373056,-0.041901425,0.14883298,0.10104099,-0.11460184,-0.14913802,0.0039249836,0.1354801,0.11082386,0.0759729,0.18357338,-0.010368633,-0.11565436,0.07572263,-0.08024119,0.09288911,0.039438292,-0.02234118,0.109156236,0.030231496,0.048661277,-0.01841063,0.074418396,-0.12525621,-0.015726376,-0.07729468,-0.115617275,0.12469792,-0.0016867043,-0.16152677,0.051400602,0.030055275,-0.084632285,-0.029336214,0.07406995,-0.0037889073,0.07419268,-0.043667533,0.0064565144
driving innovation with ai mit xpro,-0.60164714,-0.124339454,0.3895915,0.032775186,-0.06271737,-0.03538604,-0.035127882,-0.17952482,-0.36926797,-0.031506337,-0.16542484,-0.07825356,-0.04418434,0.2426143,0.0064834873,-0.2374113,0.0186542,0.115137875,0.17530236,0.23244871,0.014912925,-0.1141977,0.12956958,0.025737843,-0.014022383,0.06309291,0.02309834,-0.02040865,-0.0071447794,0.005380933,0.01765429,-0.028071994,-0.026118746,0.0014944837,-0.03781686,0.03630048,0.0015403028,0.009538086,0.03312271,-0.054619342
generative ai online training,-0.70608795,0.44108415,-0.022995979,-0.0645708,0.30079702,-0.25284874,0.16459775,-0.1855173,-0.013598389,0.017177472,-0.027824486,0.17260483,-0.015256579,0.0012711162,-0.06008383,0.010238812,0.11140494,-0.016397621,0.022864245,0.025922986,-0.0023775017,-0.006470018,-0.046720054,0.012683141,-0.034204476,-0.006697546,-0.01274174,-0.046348847,0.07961354,-0.040063545,-0.10290036,0.0023435499,0.0516358,-0.07220545,-0.039307848,0.032397825,-0.032997616,0.018173516,-0.009194619,0.031034194
ai for business,-0.6967473,-0.21571411,0.45951608,0.29857355,0.058650617,0.030413562,0.21592501,0.035313793,-0.016202942,-0.028335666,0.021107614,-0.04331868,-0.05608726,-0.15185024,-0.11456264,-0.018856803,0.022386663,-0.09966973,-0.014176991,-0.0079664,-0.07117332,0.028664302,-0.093407415,0.09124875,0.055397585,0.047307167,0.062143765,-0.10527795,-0.040902946,0.017169021,-0.07883759,0.020563945,-0.053405114,-0.033001415,-0.0027022916,-0.022800261,-0.0333284,-0.05681474,-0.03240662,-0.006951078
designing and building ai products and services,-0.59793556,-0.1540516,0.4400077,0.24919051,0.17624392,-0.011762172,0.04023811,-0.110557884,-0.17959526,0.09604829,-0.0465697,-0.28238493,-0.26085952,-0.10641807,0.055882424,0.14254396,-0.02020105,0.014702665,-0.15499221,-0.13274868,0.021154737,0.076134995,0.035911057,0.0026092678,-0.10373349,-0.0203882,-0.00960284,0.096595064,0.08279443,-0.013354504,-0.05707934,-0.015594712,0.043206073,0.0191566,0.06064796,-0.024556883,-0.061907046,0.006964221,0.021283457,0.00041416817
courses about ai,-0.88693506,-0.124101266,-0.22152647,0.21494111,-0.040222537,0.14300099,0.041879777,0.10980183,-0.12873968,0.0472458,-0.058563475,-0.01493252,0.032818526,-0.044398036,0.024341887,0.053547684,0.052803326,-0.03871667,-0.046144556,0.0743872,0.06506001,0.03956586,-0.0047437754,-0.058943372,-0.022123603,-0.009228806,-0.02054858,0.036594216,-0.03920584,0.08543982,0.0016240226,-0.0063019064,-0.026342124,-0.016130673,-0.03807125,-0.0026448774,0.039757043,-0.03620753,0.0075419247,0.0027679903
best generative ai courses,-0.8713276,0.35497737,-0.11790875,-0.05079365,0.019724112,0.19814657,-0.018501636,0.046344265,-0.087200984,-0.013497455,0.040178183,0.075156964,-0.008881541,0.08426856,0.00022836406,0.072410345,-0.041756313,-0.05688353,-0.013503534,-0.07353788,-0.050246086,-0.04787745,0.06962096,0.024056964,-0.0065482953,0.003954937,-0.032512534,-0.010313993,0.03265934,0.003778637,-0.011397014,0.040957987,-0.024288446,-0.009954574,-0.032735746,-0.0209643,0.015479504,-0.02141397,0.000755809,-0.029358031
generative ai workshop online,-0.72772723,0.49575904,0.09009034,-0.065323606,0.20438565,-0.15454212,-0.0011681588,-0.10944803,-0.002021615,0.06757039,0.080625646,0.0345316,-0.009833439,0.051079705,-0.013075056,0.062493466,0.032787267,-0.0024753846,-0.05061793,0.0077702054,-0.0058124335,0.1448331,0.054720465,-0.11973779,0.01712952,0.10314521,0.114605255,-0.02915679,-0.054146085,-0.04891678,0.079121,0.096460804,0.07962994,-0.09751714,0.04361341,0.042973455,0.082333826,-5.1706967e-05,-0.011459295,-0.034773786
learn generative ai tools,-0.7428164,0.49734572,0.18807338,-0.087971576,0.113723,0.050634775,-0.11153179,-0.042248946,0.018008264,0.005835315,0.0618595,0.058922194,0.014201047,0.03753951,0.086495586,0.10141449,0.13194452,-0.03216081,-0.03205617,-0.019597173,-0.060586575,-0.046292335,0.031901695,-0.09797588,0.03060519,-0.035397697,0.05506416,0.00093327404,0.0075682593,0.09097185,-0.04270538,0.022078361,0.017279407,-0.048296202,-0.007558151,0.121849716,0.13875198,0.10771477,-0.017934432,-0.011857446
artificial intelligence certification,-0.7462747,-0.48146686,-0.006997699,-0.20462239,0.23893023,0.03934229,-0.17330238,0.07761558,0.094487414,0.022213679,0.0547442,0.052558172,-0.076182626,-0.04646951,-0.040469427,-0.04956698,0.05579891,0.15045932,-0.06098445,0.009236497,0.0668724,0.05292105,-0.02814576,0.062194623,0.031204792,-0.009261604,0.025527807,-0.022398327,-0.03169097,0.0080058165,-0.013226195,-0.008451552,-0.0005457821,-0.009694488,-0.04469693,0.0016396464,0.0038425196,0.0035638395,0.01512735,-0.006700581
ai class,-0.79531807,-0.05746605,0.057222743,0.17049779,-0.06450115,0.016259795,0.033963047,0.010508808,0.02189666,0.2896052,-0.017805329,0.003883701,0.12767573,-0.17539255,-0.15365586,-0.096858345,0.045960624,-0.025883112,0.046377484,0.040717114,-0.0038724737,0.06990816,-0.06224817,0.0015306085,-0.06545269,0.110412635,-0.118852206,0.059698492,0.052461512,-0.2454986,-0.011738932,-0.11392753,-0.10273581,0.010740358,-0.07314957,-0.023859937,0.13615549,-0.023199618,-0.00527094,-0.0052328617
ai certification courses,-0.84132344,-0.35456452,-0.20278858,-0.085684665,0.08719333,0.2523912,0.056908667,-0.043748993,-0.051761523,0.06378,-0.025847936,0.042348355,-0.04512878,-0.028256586,0.031002777,0.002544784,0.025942981,0.030736737,-0.06820135,0.016395865,0.06340683,0.007331409,0.035419136,-0.036932047,0.003340929,-0.015076672,-0.011243171,0.0009866729,-0.026456052,0.054697193,0.04129717,0.01963166,-0.068182096,-0.028977595,-0.033376314,-0.016638646,0.02303529,-0.02627084,0.010944712,0.03044807
artificial intelligence master online,-0.78439164,-0.0885324,-0.08294594,0.0010820411,0.19185606,-0.4136312,0.14124657,0.010166119,-0.054255523,-0.18066558,0.11772578,0.10539096,0.011233617,0.018484935,-0.11012917,-0.015610985,0.009945874,0.04226417,0.059644673,0.035223365,0.05921214,-0.028765697,-0.054282464,0.027167404,-0.07225276,-0.059280302,0.075939745,0.12488953,-0.006702864,-0.0028835908,0.082733795,0.014190275,-0.014452624,0.010854543,0.0954551,-0.004914521,0.039515875,-0.012602134,0.007057951,0.07439213
best course on artificial intelligence,-0.84292585,-0.16599146,-0.25016424,0.14681064,-0.046154585,-0.01334609,-0.15946892,0.3080284,-0.12270826,-0.033065367,0.062828586,-0.03832898,-0.023975253,0.033021685,-0.04214429,0.048852842,-0.077955455,8.5621265e-05,0.019119876,0.054803837,0.0036211258,-0.022885574,-0.04270434,0.05204065,-0.005418855,-0.0004912742,-0.04015902,-0.017263949,0.023214575,-0.034607038,0.009394844,-0.016513329,0.056375228,0.013398354,0.048447646,-0.031113006,-0.025505146,0.04254703,0.0040040906,-0.008341081
artificial intelligence for engineers,-0.6391628,-0.1449014,0.22833613,0.18382528,-0.10152752,-0.14250657,-0.4853466,-0.045799803,0.13219124,-0.16494054,-0.1979795,0.19601871,0.054790366,-0.015741756,-0.18456239,0.07051686,-0.029323356,-0.047468808,-0.12273239,-0.021834034,-0.045589693,-0.015880331,0.11453821,-0.04871446,-0.043536633,0.056183558,-0.026376348,-0.029264132,-0.028095735,0.05700935,0.014336312,-0.013436846,-0.011482419,0.0055543487,0.030572413,-0.017577235,-0.04583225,-0.0072071194,-0.0014687546,-0.024885068
