Keyword,bert_0,bert_1,bert_2,bert_3,bert_4,bert_5,bert_6,bert_7,bert_8,bert_9,bert_10,bert_11,bert_12,bert_13,bert_14,bert_15,bert_16,bert_17,bert_18,bert_19,bert_20,bert_21,bert_22,bert_23,bert_24,bert_25,bert_26,bert_27,bert_28,bert_29,bert_30,bert_31,bert_32,bert_33,bert_34,bert_35,bert_36,bert_37,bert_38,bert_39
course on machine learning and artificial intelligence,-0.7845972,-0.1861944,-0.26089427,0.05811844,0.04266827,-0.08622156,-0.13972434,0.2299176,-0.08778839,-0.07139191,-0.035473786,0.0025342181,-0.077982634,-0.16327195,0.16047964,-0.06871718,-0.0021323783,0.009157204,0.12715113,-0.025640609,0.039900403,-0.028218616,-0.10524968,-0.02634018,-0.012917174,0.18471494,-0.046584073,-0.027808204,0.0022157666,0.048389405,0.064570144,-0.07060176,0.108570665,0.01831409,0.13604933,0.039868057,0.026812086,0.012477853,-0.05750568,-0.05626527
ai learning course,-0.90065485,-0.119694784,-0.2104956,0.20425574,-0.054497313,0.10348632,0.038274523,-0.06556206,-0.0042396085,0.100046806,-0.05775896,0.013802065,0.049399067,-0.11668384,0.03934213,-0.014376698,0.039672676,-0.0025614044,-0.04812013,0.09069004,-0.018804017,-0.019927647,-0.043675333,-0.05112276,0.0388143,-0.03469766,0.008584654,-0.07569814,0.024317522,-0.017660482,-0.03188212,0.044201218,0.028345583,0.043537524,0.020753587,-0.0021069231,-0.024242878,0.04550883,-0.044893112,-0.008362854
best ai learning course,-0.8694926,-0.11373152,-0.26370746,0.17965853,-0.029061642,0.13339391,0.017160697,0.019901207,-0.11370746,0.12764102,0.027871069,0.07599758,-0.00021513939,0.063439004,-0.046296954,0.060052354,-0.038132668,-0.094167404,0.02031923,0.010958851,-0.063686706,-0.081525415,0.009483658,-0.037589125,0.054454487,-0.038235012,-0.011035341,-0.068492144,0.059705794,-0.06495129,-0.016990755,0.067317545,0.042698845,0.07516346,0.043811485,-0.012870417,-0.058311146,0.049681567,-0.06144988,0.01566314
artificial intelligence online program,-0.68460387,-0.116262145,-0.070739865,0.16124731,0.27862212,-0.56323355,0.056466594,-0.06392006,0.09285357,-0.046916224,0.08837873,-0.113667145,0.0487027,-0.074840926,-0.031814363,0.046053603,-0.039716616,0.071772836,-0.051294412,0.031936515,-0.053273194,0.0066543347,-0.0124484245,0.029168645,0.044232864,0.06913668,-0.039218094,-0.013586434,-0.0030635055,-0.017812507,-0.019018898,-0.014276848,-0.01631759,0.04940237,-0.039450865,0.025937516,-0.06223926,-0.09700083,0.011801386,-0.0046606497
top artificial intelligence certification,-0.724853,-0.43701094,0.012577597,-0.19252309,0.23662487,0.05589683,-0.13080652,0.17121202,0.024700478,0.036489457,0.13577719,0.10060237,-0.10712386,0.15567869,-0.09137547,-0.005279874,0.025370697,0.16446078,-0.01706626,-0.11108598,0.06679122,-0.042993337,0.06770848,0.050807282,0.060275152,0.0014081917,0.030435884,0.005257963,0.003743442,-0.039890036,-0.008885043,-0.019503975,0.003794048,0.030023275,-0.010694043,-0.00018154696,-0.015467332,-0.030105308,-0.039085153,0.045882672
graduate certificate artificial intelligence,-0.77267843,-0.39691058,-0.01277286,-0.24053207,0.051298514,-0.094426304,-0.07272765,0.12036111,0.14548127,-0.15931223,0.02465523,-0.092325926,0.12718318,-0.023604367,0.042513072,0.019452943,-0.14022641,0.0051665967,-0.00024779697,0.0025649483,-0.13438417,0.0028499893,0.07099803,0.066768825,-0.04882196,0.005784012,-0.036124416,0.081560336,0.03091581,0.009021548,-0.03216462,7.6161064e-05,-0.08107127,-0.013270232,-0.028610706,0.009950824,-0.021267878,0.074356005,-0.05683604,-0.07003758
ai for engineers,-0.7591788,-0.14781176,0.27639496,0.21788748,-0.081586376,-0.040989183,-0.28690934,-0.09132328,0.02123623,-0.06751761,-0.25575644,0.17838387,0.12020885,0.0041843,-0.16865528,0.06301953,0.03515669,-0.09819803,-0.035672877,-0.0024058975,-0.0062295343,0.013930481,0.032884013,-0.04544957,0.009508803,0.022144036,0.04445408,0.0088075595,-0.055685442,0.02932021,0.030026164,0.0062111253,-0.023404341,0.05621687,0.01866788,-0.010142998,-0.005690656,-0.044826485,-0.019144544,0.013081202
python and ai course,-0.82142437,-0.13729157,-0.1479025,0.21582656,-0.019264994,-0.01710758,-0.1336683,0.025936952,0.03978712,0.1404414,-0.020191388,-0.093019985,0.07475501,-0.0753197,-0.07175467,0.02860346,0.043761805,0.00053638563,-0.04911116,0.062532164,-0.08194312,-0.13560677,-0.10827147,-0.004394461,0.03974036,-0.10809315,0.14174585,0.038360465,-0.092902064,0.14374596,0.043256667,-0.02636621,-0.04807065,0.14522627,-0.028987478,0.010104562,0.08386679,0.05965735,-0.025368743,-0.15429606
best introduction to artificial intelligence,-0.706276,-0.035623137,0.019261025,0.22253662,0.020106345,-0.07899324,-0.272651,0.36988518,-0.13240616,-0.017381191,0.10932502,-0.17296615,-0.050067175,0.10399854,-0.009265578,0.06179132,-0.0039519966,-0.0734904,0.11592209,0.19705996,-0.05008536,0.13711748,-0.05159482,-0.11443954,-0.059687458,0.047082912,-0.063367225,0.0033782488,-0.072066054,0.0054468443,-0.018429747,-0.02099796,-0.13472426,0.047346495,-0.021274567,-0.04998243,-0.11206141,0.043751728,0.009676728,0.08252703
artificial intelligence for engineering,-0.5906075,-0.11767824,0.26787546,0.1547677,-0.08157836,-0.16190742,-0.4926937,-0.07442808,0.09985946,-0.14892474,-0.23824881,0.1990098,0.03616926,-0.05559066,-0.17845325,0.070977464,-0.09743163,-0.033269055,-0.16185063,-0.023794027,-0.060207084,-0.031749856,0.112481914,-0.053890537,-0.032839585,0.02890641,-0.118043825,-0.022390574,-0.014403676,0.040414266,-0.0045830244,-0.056935616,0.026572047,-0.056416955,0.03967259,-0.061659824,-0.046026956,0.0015219903,0.01518888,-0.006962869
artificial intelligence master's degree online,-0.68615717,-0.2290379,-0.23331366,-0.107308574,0.17352505,-0.38351104,0.19596958,-0.008753798,-0.08603921,-0.31711456,0.0063446686,0.021716483,0.08729273,-0.022299716,-0.0032329021,-0.024688492,-0.028503878,0.029473295,0.034295492,-0.0171699,0.0024945554,0.007851369,-0.053416293,0.116315044,-0.071923524,-0.0909916,0.02876026,0.10023162,-0.029683346,0.0062415274,0.05019502,0.01747815,-0.092238635,0.004926231,0.07335755,-0.013471373,-0.005365461,0.036209904,-0.073086865,0.097176895
ai related certifications,-0.77480465,-0.4675014,0.040152863,-0.17316216,0.23500536,0.19360356,0.062652275,-0.030289363,-0.006459166,0.053185318,-0.048129205,-0.007754689,-0.05966657,-0.02862676,-0.07284613,-0.011457715,0.07761435,0.01345232,-0.022045849,0.019043248,0.0773971,0.0793615,-0.0018587948,0.019258408,-0.0012986358,-0.007215785,-0.031225517,-0.0037703244,-0.050462857,0.06347056,0.044398766,0.05989982,-0.016513152,0.0300085,-0.008838482,-0.03575589,-0.007865028,0.023245456,0.025492815,0.015167801
course in generative ai,-0.86715,0.40380886,0.026866272,-0.06324239,-0.023552693,0.112743944,-0.025351787,0.11993414,0.040194083,0.012224483,-0.032598514,0.009325396,0.03820833,-0.11448914,-0.027097192,-0.060354285,0.027427318,0.026030708,0.046002142,0.01185598,0.0049506268,-0.030079557,-0.072811075,0.07068435,-0.03951792,0.0038113338,0.006457709,0.03797831,-0.013168395,0.05405139,-0.013623808,-0.020202085,0.06300484,0.03419777,0.014854916,-0.025419977,-0.020113982,-0.04166399,0.017517451,0.00026814768
courses in generative ai,-0.86483216,0.3990464,-0.06433098,-0.0656996,-0.0009057853,0.17929178,-0.02085535,0.10578188,-0.04656006,-0.06568884,-0.009456514,0.023901379,0.023027897,-0.057209052,0.057453297,0.0025183551,0.023891352,0.0057912907,-0.019870419,-0.0129054235,0.016977847,-0.0047485433,0.02134245,0.028910888,-0.051465064,0.034018967,-0.04976811,0.034356717,-0.0084556565,0.08176521,0.000305721,-0.016983835,0.007845189,-0.02125691,-0.04526695,-0.026895935,0.023804259,-0.069737755,0.011281115,-0.015086527
ai for engineering,-0.74733126,-0.16250814,0.28368926,0.17793368,-0.09518141,-0.041929502,-0.29839584,-0.12126554,-0.00782467,-0.09265672,-0.28594673,0.16571872,0.09695098,-0.023001973,-0.15082769,0.06418985,-0.0017337223,-0.118646026,-0.04437113,-0.039699864,0.020356117,0.016814588,0.028938022,-0.02027346,0.01861935,0.0110821035,-0.027020637,0.015397166,-0.0767704,0.012633241,0.008870459,-0.009764374,-0.0031937356,0.03649614,0.01583797,-0.043684464,0.007497189,-0.04435851,-0.015014414,0.026954364
ai generated courses,-0.8993004,-0.029689858,-0.15888792,0.13291356,-0.030532787,0.15569535,0.04832132,-0.15686862,-0.013966925,0.087080084,-0.013209808,-0.022812972,0.07125531,-0.08608672,0.032202154,-0.07974424,-0.07787362,0.042181797,-0.12992556,-0.011612803,0.011806821,-0.013663356,0.046435222,-0.008567835,-0.041703656,0.046506837,-0.09945347,0.020072782,-0.024816023,0.0406757,0.000810976,0.05315437,-0.093872346,-0.033863667,0.013513987,0.06382804,-0.007173987,0.00019743675,0.07668366,0.011753998
online artificial intelligence degree,-0.67362446,-0.2639421,-0.27638224,-0.054424923,0.19521648,-0.4059565,0.17402332,0.019841747,-0.06889265,-0.2846125,-0.052259963,0.0048989034,0.12287417,-0.04342486,-0.013592001,-0.004788817,0.036112495,0.055450927,-0.034719814,-0.01676406,-0.02904,-0.045235965,-0.019539563,0.14374809,-0.049273286,-0.030595906,0.026601825,0.100394286,-0.01051437,-0.02384223,-0.025545964,-0.033636183,-0.0698057,-0.017483726,-0.019071441,-0.018834615,0.026108643,-0.013385337,-0.06791277,0.01210253
machine learning engineer training,-0.5848479,-0.09354546,0.011677779,0.058117487,0.02032116,0.03378016,-0.43597212,-0.22596142,0.10386327,-0.09028215,-0.058836713,0.335246,-0.1271989,-0.18072593,0.22596495,-0.07852394,0.14029643,-0.20052831,0.19444348,-0.07233348,0.04197869,-0.1242988,-0.034492847,-0.043598343,-0.043782383,0.02902276,0.02520826,-0.012089166,0.13987467,-0.0282887,0.003932403,-0.014589279,0.0076628695,-0.0054337257,0.013878601,0.08266668,-0.036475487,0.014849654,-0.069529764,0.035689875
best ai certification,-0.7629392,-0.374115,0.005096248,-0.17712255,0.21993035,0.19357294,0.006554886,0.029647488,-0.07164999,0.1780065,0.045583867,0.12769699,-0.080792174,0.1830332,-0.17818618,0.046663377,0.011302746,-0.053376697,0.033775486,-0.04135219,0.015697805,-0.027818598,0.0115580605,0.020277102,0.054068748,-0.033840638,0.035877723,0.03298073,0.0012796425,-0.06776513,0.027909404,0.039795514,-0.0034910936,0.057129562,-0.00054737047,-0.0069142347,-0.056642227,0.010248199,-0.021991124,0.05222212
ai courses near me,-0.86454695,-0.18095127,-0.21121001,0.1580922,-0.07147841,0.117514946,0.121816814,-0.10140588,-0.13633701,0.07445246,-0.041923665,-0.008098339,0.056283686,-0.049324583,0.006636413,-0.054241404,0.033244092,0.0035846368,-0.0483006,-0.03322364,-0.074434385,0.0879142,0.08137449,0.081440784,-0.020986708,0.04981542,0.072976604,-0.0013959054,0.013907139,0.08995677,-0.04265846,0.08503907,0.0033458038,-0.00787782,0.055090886,0.020867577,0.029153181,-0.07758617,0.0510159,0.044147838
what to study to become artificial intelligence engineer,-0.6319632,-0.32263327,-0.021667808,0.07827625,-0.022138048,0.055027843,-0.34932047,0.12057678,-0.17065212,-0.34687418,-0.12770616,0.10266581,0.098330714,-0.037892748,0.11736586,0.0760277,0.022943648,-0.017306719,-0.07986511,0.08859363,0.023522042,0.0009912574,0.014329115,0.056899667,0.052945286,-0.16377701,0.14198363,0.017625747,0.07687657,-0.1503576,-0.12177633,0.005203841,-0.053775284,-0.05241011,-0.09564064,0.034338202,0.01608953,-0.018731944,0.108208895,-0.045770746
best course on generative ai,-0.8510124,0.4257207,-0.0037430879,-0.03406933,0.009106402,0.11855521,-0.06686337,0.17308928,-0.06503105,-0.037003584,0.0294226,-0.013066601,-0.008126315,0.026382932,-0.014007881,0.08231824,-0.013086194,-0.08015285,0.08278076,0.02827958,-0.0030442108,0.01341761,-0.04933178,0.004834231,0.017917793,0.037986092,-0.014870191,0.042785138,0.003908292,-0.015537978,0.02024944,0.014309059,0.031039076,0.06532393,0.0076872935,-0.047356784,-0.029704615,0.0013448814,-0.009168655,0.018563181
generative ai courses online,-0.85432744,0.36159942,-0.24994053,-0.024064295,0.123904526,-0.045322187,0.12876248,-0.123566605,-0.06582399,-0.0795151,-0.025000447,0.044772577,-0.0015169266,0.009500693,-0.0064469706,0.03793334,0.0014736638,0.030052258,-0.050439414,-0.0075971144,-0.00020987424,0.0050531505,0.020412449,-0.04590157,-0.012123902,0.026504226,-0.0051073334,-0.03907014,-0.008782447,0.023171239,-0.0014560694,-0.007577872,0.010262386,-0.026254635,-0.008307021,0.011331255,0.025939932,0.012593685,0.005611883,-0.03494633
generative ai stanford course,-0.84131736,0.43143985,-0.0019500303,-0.050905026,-0.078614414,-0.020689566,-0.06529028,0.06860751,0.15459956,0.039240055,-0.11580703,-0.0910327,-0.059768252,0.07003584,0.04349121,-0.04544769,0.009594946,-0.036371406,-0.00438578,-0.06258978,0.08744969,-0.035534445,0.024688136,0.031683527,-0.0154073695,-0.028102893,0.0082816705,-0.040825386,0.04366725,-0.028143141,0.014561365,0.044866297,-0.052010182,0.01211853,0.010335637,-0.026319807,0.0048613334,0.016480904,0.02205101,-0.017432658
best courses on artificial intelligence,-0.80815154,-0.18232279,-0.30288765,0.14318319,0.004736239,0.018663038,-0.14074706,0.31797707,-0.19708334,-0.061836496,0.049993522,-0.012584497,-0.027048372,0.072803706,0.0146885095,0.09183205,-0.050669014,-0.005905927,-0.029917201,0.01735926,0.004144323,-0.022900937,0.027542599,0.0004761195,-0.04161305,0.015526387,-0.06933668,-0.027517365,0.016719012,0.019169284,-0.0037251248,-0.018103842,-0.0035391506,-0.058713116,0.011179676,-0.020134926,0.032190055,0.0024640756,0.033317618,-0.018585311
ai short course,-0.79299897,-0.037052896,-0.0065212054,0.17710903,-0.08227142,-0.016547937,0.03584932,0.021403976,0.04432793,0.2595497,-0.049736906,-0.0119769685,0.09147997,-0.14208433,-0.23022506,-0.101323515,0.07874088,0.023683604,0.06641911,-0.02339572,-0.05014457,-0.04160777,-0.13312657,-0.017518394,0.012104317,0.018635238,0.1665989,0.103653274,-0.010148267,0.11547482,-0.094874255,-0.04563703,0.062166236,-0.13300326,0.03705562,-0.04610277,-0.110762194,-0.0049075843,0.15354262,0.08590026
best place to study artificial intelligence,-0.6930508,-0.29144102,-0.226901,0.090694696,-0.010689538,-0.071458854,-0.11908992,0.2507736,-0.2218324,-0.11852689,0.0218934,0.012043886,0.047255576,0.10127538,0.02320379,0.13089629,-0.014234421,-0.06504993,-0.019596508,-0.0029725586,-0.11517402,0.0996613,0.030001545,0.15602781,0.02949855,0.006820331,0.046506383,-0.14375135,-0.0544018,-0.117616825,-0.13357279,0.08038891,0.18711992,0.079141736,0.061598543,0.07039456,0.105447605,0.0044619553,0.08518817,0.110292576
ai for enterprise,-0.69793373,-0.24832839,0.42378178,0.30324253,0.05559171,-0.05899836,0.1337626,0.010533522,0.033595372,-0.005280196,0.037527647,-0.05171583,0.063073315,0.016667893,-0.12414752,0.023904739,0.07778019,-0.06450978,0.09690619,0.046462327,-0.06789496,0.015446428,-0.10267826,0.045859497,-0.043525476,0.05630412,-0.024505509,-0.16322057,-0.073333725,0.13664766,-0.058801077,0.027176214,-0.040371776,-0.021156868,-0.006848461,-0.122042544,0.10082139,0.03328,-0.023001181,-0.031502116
executive education ai,-0.65679777,-0.17201373,0.19231462,0.21343201,-0.06342652,0.15883046,0.2681632,-0.054418936,0.29795986,-0.07867495,0.07359867,0.068528615,0.23789968,0.20663549,0.11804065,0.081217736,0.14491111,0.18719919,0.024459569,-0.04465782,0.044081092,0.059419684,0.09933322,-0.025247442,-0.04034276,0.07341121,-0.05411358,-0.066062436,0.04391215,-0.04557902,-0.049331218,-0.07862895,-0.016656483,0.113206096,0.07488273,-0.038342476,-0.07441091,0.013582564,2.1079923e-05,0.0047787884
generative ai training course,-0.87726295,0.3569905,-0.07881234,-0.07683446,0.037294652,0.15778887,-0.03980378,-0.07265939,0.034860577,0.03336979,0.005751833,0.08978404,-0.0009906703,-0.05744487,0.11091034,-0.02655876,0.034066528,0.018666701,0.013818774,0.036695745,-0.017022593,0.020523597,0.012345305,0.004713218,-0.02358896,-0.02305001,-0.0141185485,-0.06386877,0.10259442,-0.026465902,-0.03543407,0.022152668,0.035873838,-0.030185448,-0.021683238,-0.016957702,-0.006126975,-0.009831696,-0.06360006,0.039551117
course generator ai,-0.852532,0.08525762,-0.120514676,0.12875117,-0.050841708,0.057510104,-0.085513055,-0.23381546,0.14957279,0.094871,0.009214223,0.006989368,0.07496494,-0.09103813,-0.05569966,-0.08296104,-0.19957662,0.06747793,-0.0525968,0.03298539,-0.07238126,-0.037188172,0.09521312,-0.031303924,-0.012284587,0.0031264804,-0.06078701,-0.0025334095,-0.009453992,-0.030144297,0.083922975,-0.013350171,-0.07243255,0.07057443,0.041881956,0.07132955,-0.032456703,0.10582071,0.026053742,0.06752152
courses on generative ai,-0.8449061,0.43983215,-0.04984149,-0.06284209,0.012578568,0.13551393,-0.03410396,0.14724913,-0.06680468,-0.07103337,0.0015134286,0.0024755723,0.0025687485,-0.015637152,0.060832437,0.05773593,0.026128307,-0.019213127,-0.0024219262,0.0061751753,0.036518957,0.02279262,-0.0013603654,-0.010868315,-0.012165299,0.07059042,-0.028436769,0.047978092,-0.01149734,0.062373206,0.023056526,-0.033231128,0.0025638556,-0.009167456,-0.057854198,-0.051613905,0.03085419,-0.06012805,-0.020281332,-0.0053622075
google generative ai course,-0.882914,0.35038224,-0.012965638,-0.0021464746,-0.026847582,0.0036381637,-0.0036784988,0.034197345,0.051684696,-0.041009706,-0.02314961,-0.06373101,-0.0038944492,-0.06599625,0.016291048,-0.032020424,0.035160307,0.02151291,-0.03277027,-0.047308758,-0.012013279,0.04797114,-0.011950656,-0.040951382,0.10151327,0.0320534,0.04159695,0.013400663,0.04181481,-0.016384294,0.042041168,-0.0632118,-0.070819154,0.061804045,0.08986435,0.14946906,-0.064817674,0.05109655,0.06796193,-0.0034568382
best course for artificial intelligence,-0.8361268,-0.17328112,-0.28603604,0.16195361,-0.056414153,0.05672319,-0.15725677,0.2585012,-0.12795737,-0.029034583,0.087473944,-0.0076844143,-0.06319478,0.039110072,-0.028188901,0.04755252,-0.08429056,-0.033221766,0.0070113456,0.03792513,-0.022314245,-0.07130981,-0.028428933,0.0450748,-0.01493095,-0.024292277,-0.04561111,-0.043506134,0.037453428,-0.014173335,0.009535851,0.0055294223,0.043298952,0.02018936,0.045566827,-0.021657841,-0.029844742,0.020813225,0.020152152,-0.013163357
best ai classes online,-0.80020404,-0.02951806,-0.28281373,0.14980209,0.1546114,-0.144997,0.1989405,-0.06497673,-0.16264927,0.11091711,0.04977677,0.0682081,-0.0072424756,0.065032244,-0.16405988,0.0828602,0.038685285,-0.13650315,0.04935429,-0.04049901,-0.04638653,-0.03027851,0.005464921,-0.0876855,-0.023266407,0.029381324,-0.09914404,0.039481495,-0.016744127,-0.14127436,-0.031112399,-0.07511291,-0.04751539,0.03736502,-0.041625936,0.003927633,0.059005503,0.0055861883,-0.012244946,0.00016427018
artificial intelligence for leadership,-0.5460768,-0.052128434,0.28129593,0.29440802,-0.051865358,-0.09707896,0.045311794,0.18011868,0.29221758,-0.12733656,0.21802144,0.17170532,-0.044976942,0.14579917,-0.14731386,-0.075279556,-0.18371134,0.1115006,-0.016355187,0.12461147,0.10655485,-0.07946783,0.02013769,-0.2026233,-0.10209459,-0.13462448,-0.08734192,0.23397097,0.060065106,-0.01562425,-0.046674922,0.049930703,0.1172227,-0.06996143,0.066686735,0.080737345,0.009026432,-0.080014214,-0.015787778,0.022669034
stanford generative ai course,-0.8542576,0.38080922,-0.017845739,-0.041694127,-0.08584005,-0.04392917,-0.057006873,0.10694619,0.14790912,0.031685695,-0.13674061,-0.10900841,-0.044826116,0.07487149,0.05566642,-0.033843715,0.029463496,-0.059114568,0.00914843,-0.056951303,0.09426384,-0.04604231,0.008571051,0.013836291,0.012024698,-0.04806515,0.020411642,-0.0428367,0.022887843,-0.019514106,0.031432744,0.03456711,-0.057926532,0.01225723,0.0061851293,-0.031075144,0.02375748,0.016292596,0.037030865,-0.01999041
bootcamp ai,-0.6430023,-0.0979473,0.06891552,0.1978495,0.05461978,-0.12736744,-0.114694856,-0.25449866,-0.022367593,0.3179024,0.03537539,0.23950794,-0.058195792,0.115805015,0.27138692,-0.058161125,-0.20722908,-0.07775223,0.206202,0.022963187,-0.057009466,0.20953219,-0.034171317,0.0127774365,-0.0071172207,-0.111150734,0.03483494,0.056602903,-0.017155543,0.060776837,-0.02044568,-8.545709e-05,-0.0220266,0.05273469,-0.012869676,-0.11130645,0.013444066,-0.04619703,0.0030018636,-0.045027282
generative ai course stanford,-0.864509,0.39893103,0.009137022,-0.043798402,-0.079992354,-0.015031251,-0.06205847,0.08197105,0.14572309,0.03928404,-0.10659444,-0.092210695,-0.035844393,0.04519825,0.029891295,-0.04985522,0.02322123,-0.015197598,0.0067720283,-0.06263618,0.06955871,-0.039157256,0.019425334,0.03312668,0.0019484524,-0.042404506,0.014511802,-0.032370955,0.027849212,-0.035627626,0.011935277,0.037637774,-0.049446516,0.025079885,0.014456716,-0.021517819,0.0035073697,0.02615057,0.029814392,-0.018699132
course generative ai,-0.85457444,0.37447387,-0.08088086,-0.041082017,-0.08459997,0.10080446,-0.017568793,-0.05969125,0.17322662,0.0591415,-0.046803325,0.061465114,-0.023068896,-0.08460496,-0.07258878,-0.10772236,-0.0760942,0.074011326,0.0032494757,0.0030337605,-0.02909101,-0.040565435,-0.002032415,0.079901434,-0.018834744,-0.006690986,-0.0055812504,-0.0034922077,0.03131062,-0.0017659611,0.009054133,0.038450647,0.008937652,0.06850737,-0.0020160011,-0.024122879,-0.06740665,0.039159287,0.029832516,-0.023107339
artificial intelligence workshop,-0.7157986,-0.024676085,0.054897156,0.13508306,0.05780935,-0.24197124,-0.21314213,0.0463297,0.13874379,0.2188494,0.22672552,-0.059348878,-0.019402133,-0.048758388,-0.053888723,-0.07479128,0.011769401,0.059385262,-0.07197936,0.01580823,-0.09606012,0.18925598,0.106651135,-0.14054061,0.018043693,0.1492281,0.096574835,-0.07698576,-0.06194343,-0.040046874,0.17765562,0.12327062,0.05752268,-0.15924405,0.10371895,-0.006282759,0.08738591,-0.016266469,0.017057529,-0.0010381014
best generative ai course,-0.8873609,0.3811377,-0.054689117,-0.018468415,-0.016322918,0.13265537,-0.04673691,0.08319926,-0.010775407,0.028174967,0.02781568,0.0049872254,-0.010323185,0.05987148,-0.074225135,0.06359677,-0.048808943,-0.03959458,0.045513853,-0.02778074,-0.05122421,-0.015036716,0.0030923383,0.00810711,0.02191922,-0.019261662,0.036409263,0.013550272,0.025151078,-0.046646886,0.0080625275,0.025218973,0.00777413,0.06659928,-0.0024736265,-0.017111562,-0.02701389,0.028887903,0.010551287,-0.0030807827
certification in machine learning and ai,-0.67192346,-0.39192596,0.011126577,-0.249199,0.33112344,0.17568965,-0.096522056,0.041940376,0.03165095,0.079086915,-0.038084377,0.1297383,-0.19592631,-0.076858915,0.040674925,-0.085712746,0.13824628,0.004262259,0.124325775,-0.06749117,0.06930597,-0.045758545,-0.10820099,-0.014689195,0.032263342,0.06921311,-0.06347988,0.0051340903,-0.08230571,0.04913462,0.047042374,-0.021646868,0.047055315,0.05025823,0.051432174,0.07207046,-0.060826726,-0.03255844,-0.054016303,-0.04787697
artificial intelligence stanford online,-0.7005279,-0.009626455,-0.03297067,0.077713706,0.038924344,-0.545593,-0.021811744,0.11237703,0.2004479,0.041592553,-0.0938204,-0.11457898,-0.100698255,0.15908864,-0.070655644,-0.06834207,0.058183115,-0.08380859,-0.0051668957,-0.08710704,0.12834622,-0.09203496,-0.021554936,0.015299149,-0.0046400004,0.049281903,-0.05954889,-0.11168353,0.026356278,0.0088312095,0.008960102,0.07377105,-0.0654194,-0.012794997,0.055658795,0.0035050395,0.009829711,0.014010891,0.06652254,0.009828345
artificial intelligence summer course,-0.85828495,-0.08241105,-0.22646731,0.17116536,-0.10253911,-0.107704595,-0.15575853,0.087630816,0.047711954,0.09753101,0.07785758,-0.08604,-0.06015722,-0.04728114,0.064123034,-0.108661905,-0.03837948,0.16834103,-0.013894223,-0.03271669,-0.021872398,0.048744883,0.02270865,-0.055072762,-0.005482413,-0.04376058,0.10054743,-0.03511348,0.024498112,-0.018500501,0.008664324,-0.059648465,-0.007284658,0.04183885,-0.06672884,-0.02041062,-0.055319395,0.03885748,-0.024446532,-0.087788194
best courses on generative ai,-0.83801067,0.40547115,-0.08266817,-0.060462296,0.038955186,0.17125475,-0.051161483,0.15164937,-0.13080299,-0.07302265,0.038543,0.03224352,-0.012347457,0.07327502,0.04062095,0.11068129,-0.0070602377,-0.081110135,0.013687013,-0.034707725,0.002136764,-0.022051096,0.026167937,-0.016804904,-0.00046869265,0.048466425,-0.057739776,0.028674217,0.0086880615,0.021433989,0.013383665,0.0094534,0.010559497,0.001870616,-0.025952252,-0.047119085,0.023267142,-0.039196856,-0.007093296,0.008223862
generative ai course online,-0.8719203,0.38541162,-0.18144704,0.009956305,0.09487094,-0.08095241,0.08313088,-0.069052115,-0.009112439,-0.04274372,-0.03495809,-0.010594452,-0.006228231,0.0043254243,-0.05251892,0.051013052,-0.0037366827,0.023495682,-0.014796018,0.03751355,0.013610717,0.031759404,-0.015483114,-0.069371976,0.008125782,-0.010588353,0.057089303,-0.03510503,-0.022060115,-0.019927613,0.023246082,-0.011147195,0.039518677,0.021839706,0.0021141418,-0.009304941,0.00823785,0.061506458,-0.0071919383,-0.04008489
ai certification classes,-0.8112695,-0.3888039,-0.12948418,-0.14689277,0.12034704,0.22736467,0.043920435,-0.06447891,0.0063609127,0.1264312,-0.0024174508,0.013505978,-0.05720277,-0.07189931,-0.029253203,0.0031444507,0.04062389,-0.0045329477,-0.020996938,0.009506744,0.0435917,0.055012465,0.020814328,-0.046072282,-0.01801913,0.031823196,-0.06862289,0.0060045477,-0.020298336,-0.0855913,0.048492376,-0.043757245,-0.10914146,0.009191537,-0.08427198,-0.041308302,0.063548125,-0.025818795,-0.0031382984,0.035406493
ai for managers course,-0.81800276,-0.077526785,0.09162016,0.33294415,-0.06746083,0.10200769,0.15821458,0.026674112,0.15433967,-0.11336441,0.032660246,0.13391866,-0.04488661,-0.100595824,0.039866425,-0.01682152,-0.11187571,-0.058517784,0.10761922,0.07117038,0.07516231,0.02425157,0.022678327,0.006133066,0.033081062,-0.06148625,-0.031079652,0.079967804,-0.02033933,-0.031576462,0.09229095,0.07847627,0.0016324098,0.059965737,-0.013203412,0.031105392,0.082907856,0.08755072,0.05583689,0.07168444
generative ai online courses,-0.8345464,0.35942635,-0.262055,-0.016189797,0.13451317,-0.08705767,0.17559548,-0.14997686,-0.05297401,-0.079662204,-0.034072462,0.053019535,-0.013294397,-0.0052918056,-0.052137543,0.012741353,-0.016645929,0.043087695,-0.039925735,-0.012012856,-0.008184023,-0.0006198158,0.02016312,-0.0035954271,-0.018711604,0.021769172,-0.015762866,-0.0139143495,-0.007386444,0.032115776,-0.005653149,-0.015395378,-0.009255426,-0.015954563,-0.028071173,0.013773883,-0.012791839,0.00074946636,0.025139512,-0.033266146
