Keyword,bert_0,bert_1,bert_2,bert_3,bert_4,bert_5,bert_6,bert_7,bert_8,bert_9,bert_10,bert_11,bert_12,bert_13,bert_14,bert_15,bert_16,bert_17,bert_18,bert_19,bert_20,bert_21,bert_22,bert_23,bert_24,bert_25,bert_26,bert_27,bert_28,bert_29
ai certificate programs,-0.7439611,-0.41529635,0.040521838,-0.24181291,0.22527203,0.07436816,0.022378739,-0.11628501,0.10602845,0.071958885,0.021983383,-0.1843541,0.06880946,-0.005370976,0.027263636,0.11150774,-0.11059508,-0.07313367,-0.023780152,0.09094468,-0.13903947,-0.08386968,0.022761533,-0.02233621,0.062388238,-0.019241357,-0.060508642,-0.036898002,-0.021326674,0.10613274
generative ai certification,-0.8156031,0.10142681,0.1651793,-0.38312605,0.2662956,0.19613066,-0.0711127,-0.037627205,0.059808884,0.01709306,-0.013763237,0.07859168,-0.054334983,0.006118965,-0.036227874,-0.019920778,0.053761557,0.08112916,-0.0035530962,-0.039802007,0.03663019,0.013532052,-0.0006900679,0.064592734,0.038865745,-0.024403462,-0.014701436,-0.0071837925,-0.022351876,-0.002550177
gen ai courses,-0.9068893,0.014387163,-0.093373366,0.062829584,0.0065471577,0.14741752,-0.0902557,-0.06461404,-0.117669955,0.04548207,0.11195587,-0.04513609,0.21434577,-0.02472881,0.030335935,-0.1270057,0.025425794,-0.038753472,-0.005037373,-0.1001184,0.03810783,0.05341445,0.025521716,-0.057451863,-0.05215488,-0.047043618,-0.036547203,-0.03664717,0.029736705,0.08682874
stanford ai certificate,-0.6847473,-0.36584073,-0.02209823,-0.3832112,0.017051544,-0.09603118,0.05764597,0.005956255,0.21719046,0.06815356,-0.24587046,-0.1818319,-0.0025807233,0.13080776,0.043866836,-0.077037,-0.03999036,-0.18051209,0.039710764,-0.03366324,0.124005385,-0.0361606,0.028057357,0.022080952,0.038238652,-0.03496901,-0.03858841,-0.043751806,0.075116135,0.0133743705
harvard ai certificate,-0.6392685,-0.40942538,0.041428316,-0.41212332,-0.045169316,-0.032264054,0.15351242,0.05866887,0.14835571,-0.015445177,-0.13930212,-0.07780466,0.13110802,0.16234924,0.047970507,-0.051138792,-0.14160624,-0.1586328,-0.0071650096,-0.0897369,-0.004070984,0.12897749,-0.0012240327,-0.075180456,0.18498805,0.07158163,0.018938936,0.08400116,0.059122376,-0.0021839077
mit ai courses,-0.8669521,-0.16184515,-0.12480526,-0.062648214,-0.33000886,-0.003120215,0.12350838,0.041723542,-0.13400547,0.053431734,-0.0189762,0.057226527,-0.03306131,-0.039725043,0.101125635,0.02071142,0.050238106,-0.023289949,-0.084906496,0.013701654,0.01944684,-0.02393198,0.002879236,-0.064057544,0.0037626922,-0.026462384,-0.09671,-0.008347962,-0.07910149,0.084230065
best ai courses,-0.8779078,-0.13168058,-0.23908,0.13503695,-0.026457582,0.16781135,0.040817663,0.066704296,-0.18059315,0.12627785,0.023944737,0.08770801,0.0124991415,0.09456118,-0.054908056,0.057782196,-0.02300547,-0.1169423,0.0003403932,-0.053611927,-0.02739791,-0.07396872,0.05005405,-0.0074787354,-0.012312297,-0.013637299,-0.03816684,0.010989273,0.01904663,0.033906635
learn prompt engineering,-0.52613777,0.00011589744,-0.10268862,0.095884904,-0.20753781,0.14983046,-0.33571535,-0.49564496,0.14378513,-0.22756508,0.07918327,-0.22192942,-0.06241643,0.17821494,-0.0494821,0.123149864,0.11342366,0.0729979,0.09104501,-0.026299473,0.029443422,0.0655494,-0.23018721,0.022215227,0.057328746,-0.0451243,-0.043192804,0.032135893,-0.06462026,-0.00906761
mit applied generative ai,-0.73199016,0.39983973,0.35229275,-0.30099294,-0.14729476,-0.105034746,0.018966889,0.07861803,-0.08624558,0.044066202,-0.022995047,0.083480254,0.03422427,-0.031739328,0.053710356,-0.00114992,0.016538143,0.05439424,0.0028869025,-0.028298287,0.00669966,-0.007653766,-0.018192528,0.06422352,0.007985948,-0.059029996,-0.10174328,0.010164384,-0.047298674,-0.059661284
ai diploma,-0.8621505,-0.26618972,0.011289388,-0.03187223,-0.034108855,0.053913765,0.13916224,-0.091307916,0.028510556,0.020863736,-0.06603556,-0.033376623,0.26936767,-0.081133656,-0.029952366,0.013543736,0.061937068,0.0007107404,-0.0023717617,-0.0662509,0.012558241,0.14022098,0.08394545,0.10209127,-0.0055009862,-0.019136017,0.04246502,0.11448267,0.07079111,-0.011821353
online ai training courses,-0.782841,-0.08917861,-0.3756958,0.13228546,0.17999497,-0.09031885,0.25311947,-0.21350974,-0.14378725,0.01515386,-0.055991486,0.10966375,-0.024104973,-0.053026795,0.010243787,0.0042029363,0.06720067,-0.014657643,-0.0308278,0.041018553,0.051938873,-0.028877595,-0.004017166,-0.079139575,-0.02955062,-0.014978581,-0.07532931,-0.045063652,0.030761532,0.062001545
mit generative ai,-0.71933126,0.40524858,0.35739356,-0.30382925,-0.18291982,-0.10721329,0.04264681,0.0913779,-0.05392476,0.06944075,-0.015674273,0.117002755,0.008007258,-0.0038244831,0.011698775,0.012943412,0.03718368,0.08088811,-0.009666041,0.00817808,-0.0052660806,-0.012297672,-0.06224227,0.01763244,-0.02153277,-0.045638394,-0.0677674,0.01848412,-0.016212575,-0.030481337
generative ai crash course,-0.8303065,0.4306392,0.06979226,-0.02100788,0.03245773,0.068721674,-0.08533598,-0.0008196651,0.022554114,0.13990198,-0.02586725,0.030500898,0.018590208,0.057337567,0.027981889,-0.017114187,0.029672394,0.058399934,0.03774107,-0.031545028,-0.14745192,-0.06929857,0.033464704,0.13614862,-0.047366448,0.00033754122,0.11068084,-0.04801001,-0.026184762,-0.09992112
best prompting courses,-0.5333834,-0.010270243,-0.41599286,0.10448328,-0.23763576,0.30134216,-0.0041076154,-0.26876175,0.11467149,-0.041096315,0.20296223,-0.098411046,-0.19667622,0.24146983,-0.13166152,-0.035908904,-0.07173043,0.039386403,0.04371689,0.012684873,-0.14718832,0.014776926,-0.18116836,0.15902963,-0.0775654,0.08193937,-0.16167416,0.026470162,0.0020081135,0.047270276
ai for business leaders,-0.63554174,-0.11628871,0.48292273,0.34715778,0.013618914,0.059145607,0.27835193,0.1403869,0.12935929,-0.14455697,0.112082586,0.046631288,-0.15716095,0.01784012,-0.07399005,-0.06407521,-0.06837182,-0.06851523,0.0012404061,0.047304057,-0.032056462,-0.07424963,-0.050034937,-0.08285085,0.07824195,-0.054329433,0.033600505,0.012814309,-0.054177888,-0.013215831
mit,-0.46382055,-0.17240994,0.04463366,-0.37781423,-0.63947976,-0.2568341,0.09420375,-0.038310368,-0.05454291,0.00015988307,0.1998697,0.15081467,-0.07368496,0.033071548,-0.014044555,0.036069535,0.016758855,-0.034924418,-0.09178249,-0.1197999,-0.08140157,0.04244649,-0.06210915,0.056965113,-0.045292202,0.07591885,0.038878795,0.009341009,0.020321578,0.042966343
applied gen ai for digital transformation mit,-0.58240616,-0.0041986327,0.38737476,-0.15605834,0.046247616,-0.098904066,-0.12124375,-0.10553085,-0.29860467,-0.17211634,0.2662188,-0.072591946,0.2950571,-0.063177414,0.009593805,-0.17401169,-0.050149973,-0.0896011,0.0029876444,-0.1648688,0.09065963,-0.04011857,-0.06699267,-0.0816108,-0.024502423,-0.20740129,-0.13924988,-0.07039646,-0.019163786,-0.07225768
mitx,-0.3012299,-0.054085772,0.244078,-0.36071444,-0.55238616,-0.23630908,0.017385352,-0.089119606,-0.10497072,0.15843202,0.2284136,0.18736812,-0.17993437,0.069937214,-0.15942772,0.11215688,-0.038026,-0.023502596,-0.049298674,-0.055431325,-0.059102062,-0.04242588,-0.065291755,-0.05333454,-0.01069338,0.011539101,0.17101859,-0.06631984,0.2806641,0.1272743
google's introduction to generative ai,-0.734234,0.47809213,0.22732134,-0.051785428,0.09989076,-0.07700976,-0.07392531,0.16168614,-0.06564914,-0.08469689,0.013263391,-0.09322747,0.040791377,0.052005317,0.101073965,-0.0197393,0.12090784,-0.06517812,0.02759843,0.019275852,0.0066601248,0.18493487,-0.044931173,-0.08858325,0.078590706,0.13141774,0.029815404,0.07960265,0.015432684,0.010430611
stanford agentic ai course,-0.853728,-0.009708767,-0.01095992,0.14167626,-0.15670106,-0.12192546,0.06642774,0.110674456,0.16866496,0.1739335,-0.13055544,-0.16320686,-0.026960326,0.0839041,-0.038436234,-0.005686907,0.07179274,-0.062833935,0.04122536,0.0042154905,0.15455696,-0.082844235,-0.08358859,-0.0062206085,-0.075147085,-0.13381569,0.08292676,0.029016813,0.014513204,0.055150006
designing ai products and services,-0.61311316,-0.14998859,0.4329531,0.25009817,0.16780949,-0.02187266,0.03335637,-0.094190456,-0.18803993,0.111116424,-0.035936482,-0.2687523,-0.26426524,-0.12379655,0.048590284,0.14098048,-0.024279563,0.00080808357,-0.15368022,-0.12906708,0.047462165,0.08948483,0.003397746,0.03139955,-0.13753918,-0.02277382,-0.04003579,0.06635725,0.0818784,0.009071921
ai for executives,-0.66650987,-0.15439187,0.4905534,0.36243334,0.021251738,0.053343706,0.20119722,0.084099814,0.17613538,-0.09239756,0.10970433,0.11077307,0.06709714,0.0926418,-0.010537961,0.051514715,0.0802856,0.05372622,0.044055127,-0.019756729,0.031232538,0.023418812,-0.040781725,0.012170278,0.0011533827,0.08891376,-0.00090791413,-0.038574208,-0.03078866,0.063391544
genai for digital transformation,-0.36303848,0.100330606,0.3108473,-0.065823786,0.21791196,0.031077292,-0.18618208,-0.13042891,-0.25408047,-0.1480491,0.45778754,-0.19097677,0.32594284,-0.0946869,-0.17961651,-0.23149098,-0.028141098,-0.11233837,0.07619413,-0.18434821,0.11989079,0.047094595,-0.060494967,-0.060828105,-0.05714561,-0.1073347,-0.016611962,-0.16221496,0.033579174,0.061830383
generative ai for business,-0.62825364,0.27073509,0.5216224,0.0678002,0.06625539,0.0808256,0.15725301,0.05219802,0.079263605,-0.18595162,0.09862314,-0.012685304,-0.19685219,-0.15540352,-0.059278898,-0.030433884,-0.06112438,-0.09535249,-0.0062198373,-0.059497744,-0.12085604,-0.014663183,-0.029407565,0.16489652,0.043311678,0.059535194,0.024962254,-0.18013199,0.031570066,-0.008741275
