Keyword,bert_0,bert_1,bert_2,bert_3,bert_4,bert_5,bert_6,bert_7,bert_8,bert_9,bert_10,bert_11,bert_12,bert_13,bert_14,bert_15,bert_16,bert_17,bert_18,bert_19,bert_20,bert_21,bert_22,bert_23,bert_24,bert_25,bert_26,bert_27,bert_28,bert_29
ai generated courses,-0.91011876,-0.030047068,-0.16079974,0.13451166,-0.030899953,0.15756862,0.048901748,-0.15875533,-0.014134307,0.08812852,-0.013367452,-0.023081874,0.07210451,-0.087166466,0.03258438,-0.080723636,-0.078868754,0.04256905,-0.13171756,-0.012207311,0.011893265,-0.0139075145,0.046834145,-0.008987318,-0.042744044,0.047905046,-0.10078381,0.01750225,-0.01950747,0.035979636
online artificial intelligence degree,-0.6783183,-0.2657815,-0.2783078,-0.054804523,0.19657606,-0.4087847,0.17523754,0.019980574,-0.0693726,-0.28659534,-0.05262385,0.0049383556,0.12372532,-0.043747336,-0.013681812,-0.0048203124,0.036337554,0.055772558,-0.035085194,-0.01712055,-0.029121473,-0.045727678,-0.019911317,0.14424929,-0.050193723,-0.03017042,0.02653953,0.09962618,-0.009353302,-0.022597238
machine learning engineer training,-0.5892182,-0.09424435,0.011764927,0.058551755,0.020473024,0.034030914,-0.43923032,-0.22764973,0.10463892,-0.09095835,-0.059276793,0.33775494,-0.12815036,-0.18206431,0.22767471,-0.07910012,0.14135946,-0.20195183,0.19597155,-0.07265332,0.042495795,-0.12540169,-0.034859676,-0.04418437,-0.044437252,0.029226571,0.02521536,-0.0108411545,0.14014907,-0.034606025
best ai certification,-0.767394,-0.37629905,0.005126995,-0.17815687,0.22121485,0.19470268,0.006592299,0.029820433,-0.072068736,0.17904481,0.045848597,0.12844196,-0.08125773,0.1841356,-0.17921121,0.04696133,0.011415799,-0.05357806,0.034149636,-0.041295648,0.015876904,-0.028054222,0.011574071,0.020350212,0.05453108,-0.034418087,0.036310807,0.035140656,-0.0037890663,-0.07137644
ai courses near me,-0.874621,-0.18305984,-0.21367136,0.15993337,-0.072311275,0.11888496,0.123235404,-0.10258653,-0.1379226,0.0753201,-0.042413153,-0.008179281,0.056932867,-0.04996421,0.0067384425,-0.05499228,0.033511505,0.0037273539,-0.049248245,-0.034112148,-0.07509918,0.088527866,0.08167243,0.081801854,-0.022446502,0.051775075,0.07260716,-0.0034959542,0.017911235,0.09744977
what to study to become artificial intelligence engineer,-0.64996034,-0.33182105,-0.022284694,0.08050521,-0.022768423,0.05659379,-0.35926792,0.124011315,-0.17551047,-0.35675305,-0.13134037,0.10558597,0.10112966,-0.039004285,0.12069438,0.078130536,0.023529423,-0.017768882,-0.082338415,0.090882964,0.024048707,0.0011832247,0.014441904,0.05874758,0.054250862,-0.16856846,0.14592887,0.02119497,0.07506154,-0.12047529
best course on generative ai,-0.85499173,0.4277114,-0.0037610712,-0.03422867,0.009149258,0.11910929,-0.067176215,0.17389838,-0.06533547,-0.037177205,0.029559596,-0.013131946,-0.008157289,0.026539972,-0.014062884,0.082715295,-0.0131024765,-0.0803947,0.083326794,0.028787145,-0.003064446,0.0135479625,-0.049502585,0.005071146,0.018437993,0.03767744,-0.014642568,0.045448124,-0.0011011565,-0.014761832
generative ai courses online,-0.8556636,0.36216462,-0.25033194,-0.024102682,0.12409823,-0.045392703,0.128964,-0.123760015,-0.065927334,-0.07963954,-0.025038602,0.04483999,-0.0015205526,0.009510473,-0.0064665996,0.037990898,0.0014715963,0.03006508,-0.050517153,-0.0076676537,-0.0003055681,0.0051690973,0.020529153,-0.045834742,-0.011957941,0.026524644,-0.0049631572,-0.03940728,-0.007175791,0.023970867
generative ai stanford course,-0.8441704,0.43290296,-0.0019571274,-0.05107758,-0.07888092,-0.020759936,-0.06551149,0.06883979,0.15512435,0.039373394,-0.11619937,-0.091341436,-0.05997057,0.07026498,0.043637488,-0.045604303,0.009617712,-0.036504187,-0.0043983557,-0.06283617,0.087720476,-0.035628065,0.024718264,0.03177732,-0.015488584,-0.028249567,0.008560892,-0.040293317,0.044777054,-0.031309307
best courses on artificial intelligence,-0.81087744,-0.18293795,-0.30390963,0.1436652,0.0047522904,0.01872571,-0.1412214,0.31905037,-0.19774733,-0.062044255,0.05016276,-0.01262724,-0.027141476,0.07303848,0.014729746,0.092143044,-0.05085148,-0.005978982,-0.030076694,0.017304406,0.0041318513,-0.022969568,0.027628005,0.00046804763,-0.04171664,0.015761033,-0.06958987,-0.028559737,0.019774333,0.017918952
ai short course,-0.8255478,-0.038573585,-0.006789345,0.18437839,-0.08564835,-0.017226992,0.037320282,0.022282777,0.046148706,0.2702028,-0.05178103,-0.012451098,0.095232755,-0.1479201,-0.2396093,-0.105478324,0.08199283,0.024760082,0.06897369,-0.024306407,-0.05192273,-0.043888517,-0.13885142,-0.01892759,0.011134616,0.020624008,0.17299323,0.10646723,-0.010058011,0.13076545
best place to study artificial intelligence,-0.735351,-0.30922917,-0.24074988,0.09622963,-0.0113420775,-0.07582055,-0.12635788,0.2660811,-0.23536855,-0.12576108,0.023229316,0.012782594,0.050131924,0.107409745,0.024619695,0.13876966,-0.015170615,-0.06897994,-0.021051157,-0.0035069776,-0.1222849,0.10556005,0.03157914,0.16585068,0.031369887,0.007744324,0.048769187,-0.15239422,-0.060273755,-0.08728589
ai for enterprise,-0.70912623,-0.25231022,0.43057752,0.3081066,0.05648312,-0.05994379,0.13590783,0.010702138,0.03413404,-0.0053641056,0.038130343,-0.052544847,0.064085394,0.0169276,-0.12615523,0.024298515,0.07901561,-0.065621614,0.09838843,0.04718247,-0.06899293,0.015860548,-0.104361065,0.046625827,-0.04392973,0.05743425,-0.024882803,-0.16842814,-0.069693156,0.14788571
executive education ai,-0.66904473,-0.1752208,0.19590016,0.21741194,-0.064609036,0.1617934,0.27316263,-0.05543523,0.30351323,-0.08014467,0.07496916,0.06980153,0.24234346,0.21055467,0.12025303,0.08279643,0.14772074,0.190795,0.025294514,-0.044927955,0.04493041,0.060605273,0.10152933,-0.025256494,-0.040032785,0.07368457,-0.054474715,-0.0645216,0.039323747,-0.036668934
generative ai training course,-0.8824396,0.3590969,-0.079277724,-0.07728827,0.03751493,0.15871964,-0.040039305,-0.07308849,0.03506581,0.033565715,0.0057851076,0.09031123,-0.0009924112,-0.05776222,0.11156845,-0.02671013,0.03428635,0.018864796,0.0140017895,0.037122734,-0.01707765,0.020691263,0.01242717,0.0048828726,-0.023318553,-0.023761073,-0.01408129,-0.06161974,0.100421615,-0.017633302
course generator ai,-0.8702083,0.08702522,-0.12301393,0.13142008,-0.051895786,0.058702197,-0.08728653,-0.23866329,0.152675,0.09683742,0.00940491,0.0071417564,0.076522455,-0.09294183,-0.056819774,-0.084744826,-0.20374791,0.0690564,-0.053900298,0.033589702,-0.073743016,-0.038291395,0.096489795,-0.032633927,-0.013465285,0.0044112555,-0.06291733,-0.0032361047,-0.008151696,-0.049802348
courses on generative ai,-0.850527,0.44275808,-0.0501735,-0.06326047,0.012662515,0.13641518,-0.034331195,0.14822908,-0.0672483,-0.071505904,0.0015239341,0.0024916213,0.0025871044,-0.015747044,0.061239716,0.058094226,0.026283434,-0.01928347,-0.0024827314,0.0061881295,0.036813397,0.022902528,-0.0015225459,-0.011011494,-0.012329184,0.07126295,-0.029010996,0.047842957,-0.01064156,0.059341557
google generative ai course,-0.9086035,0.36057693,-0.013343364,-0.00220895,-0.027628709,0.0037440252,-0.003785335,0.03519218,0.0531887,-0.042202063,-0.023821294,-0.06558915,-0.0040117456,-0.0679296,0.016754625,-0.03295253,0.036177445,0.022080826,-0.03373159,-0.048800502,-0.012503887,0.049452465,-0.012203948,-0.041861482,0.10462739,0.032968413,0.04321331,0.013925715,0.044896718,-0.028365297
best course for artificial intelligence,-0.83918685,-0.17391554,-0.28708327,0.16254544,-0.056620516,0.056930467,-0.1578319,0.2594474,-0.12842643,-0.029140294,0.087794736,-0.0077183763,-0.06342234,0.039279446,-0.028296653,0.04777818,-0.08454747,-0.033357278,0.0071789427,0.03832555,-0.022530666,-0.071339756,-0.028329507,0.04548509,-0.014339175,-0.024980655,-0.044871952,-0.041404933,0.035483535,-0.013605143
best ai classes online,-0.80751455,-0.029788028,-0.28539783,0.15116982,0.15602359,-0.1463209,0.20075849,-0.065570116,-0.16413479,0.111930676,0.05023199,0.06883092,-0.0073100184,0.06561373,-0.16557015,0.08359387,0.039019085,-0.13779059,0.04977182,-0.040959112,-0.04688354,-0.03048223,0.00553441,-0.08838032,-0.0232715,0.02977553,-0.10033848,0.039383683,-0.017829778,-0.13373476
artificial intelligence for leadership,-0.55771565,-0.053238906,0.2872906,0.30068362,-0.05297081,-0.09914753,0.04627847,0.18395656,0.2984466,-0.13005272,0.22266811,0.17536098,-0.045930844,0.1489131,-0.1504449,-0.07695081,-0.1876463,0.114050366,-0.016801918,0.12736304,0.10871845,-0.0811785,0.020316584,-0.20684722,-0.104700394,-0.13693215,-0.09011164,0.24130072,0.054832835,0.0014502193
stanford generative ai course,-0.8580517,0.3825006,-0.017925417,-0.041879296,-0.08622132,-0.044124357,-0.057259753,0.107420914,0.14856699,0.031827044,-0.13734701,-0.109491624,-0.045027796,0.07517919,0.055903494,-0.03400103,0.02955924,-0.05945187,0.009115124,-0.05737105,0.09461552,-0.046181876,0.008538678,0.013839147,0.011932003,-0.048261106,0.020801183,-0.043253906,0.025714863,-0.02644828
bootcamp ai,-0.64932436,-0.09891013,0.06959271,0.19979486,0.05515661,-0.12862004,-0.115822345,-0.25700143,-0.022588644,0.32102767,0.035725202,0.2418562,-0.058770396,0.11695258,0.27403843,-0.05869942,-0.20923766,-0.07860802,0.20827985,0.023382975,-0.05776898,0.21187623,-0.03416413,0.013371111,-0.0067688674,-0.112412594,0.036089934,0.058008514,-0.018193567,0.06802066
generative ai course stanford,-0.86758876,0.4003523,0.009169127,-0.043954305,-0.08027721,-0.015084939,-0.062279366,0.08226274,0.14624272,0.039424337,-0.10697364,-0.092538856,-0.035972133,0.045350045,0.029997937,-0.050031234,0.023295477,-0.015266075,0.0067951684,-0.06288508,0.06976427,-0.039264355,0.019448232,0.03323174,0.0018744026,-0.04259161,0.014929748,-0.031791702,0.028522912,-0.037943084
course generative ai,-0.86092645,0.3772571,-0.081482455,-0.041387606,-0.08522864,0.10155364,-0.017699728,-0.060135957,0.17451304,0.05958019,-0.047150835,0.06191497,-0.023232719,-0.085194565,-0.07311771,-0.1084962,-0.076594286,0.07467389,0.0034916128,0.003462245,-0.02943646,-0.04069919,-0.0019279566,0.0808714,-0.018344408,-0.00732169,-0.005044689,-6.909831e-05,0.026370322,0.001481669
artificial intelligence workshop,-0.7502841,-0.025864704,0.057541568,0.14159137,0.060594242,-0.25362968,-0.22340998,0.04856277,0.14543019,0.22939436,0.2376481,-0.062194813,-0.020344188,-0.05117439,-0.056495223,-0.07845397,0.012217896,0.06211096,-0.0758545,0.015851263,-0.10039486,0.19809376,0.11134419,-0.14809337,0.017991027,0.15743248,0.099828295,-0.086020224,-0.05532814,-0.08415998
best generative ai course,-0.89063716,0.38254482,-0.054891527,-0.01853688,-0.01638293,0.13314496,-0.046909835,0.08350606,-0.010816,0.028278632,0.027918177,0.0050024684,-0.010356353,0.060120385,-0.074497364,0.0638728,-0.048941955,-0.039708555,0.04585971,-0.027605258,-0.051433187,-0.01495341,0.0032661464,0.00835047,0.022465529,-0.020029264,0.03723754,0.01610504,0.0210953,-0.045193143
certification in machine learning and ai,-0.6807402,-0.3970684,0.011273757,-0.252469,0.3354684,0.17799397,-0.09778919,0.042490337,0.032065343,0.08012385,-0.03858544,0.13143589,-0.1984926,-0.077827945,0.041212358,-0.086807564,0.1401146,0.0043846103,0.12620524,-0.06799651,0.07013504,-0.0462968,-0.109420955,-0.014645854,0.033121925,0.069728464,-0.064278305,0.0049808067,-0.085705005,0.040702987
artificial intelligence stanford online,-0.7067518,-0.009711999,-0.03326381,0.07840462,0.03926955,-0.5504403,-0.022003388,0.11337505,0.20222965,0.041962694,-0.09465303,-0.115595624,-0.101596236,0.16048732,-0.071277015,-0.068948574,0.058707647,-0.08460555,-0.005239351,-0.08794527,0.1293763,-0.092891425,-0.021677889,0.015401781,-0.0048547382,0.05012311,-0.05950471,-0.11353728,0.031383652,0.0021164163
artificial intelligence summer course,-0.86864334,-0.083405726,-0.22920102,0.17323053,-0.103776686,-0.10900479,-0.1576375,0.08868764,0.048285194,0.0987071,0.078794435,-0.08709117,-0.06086398,-0.04775344,0.06488852,-0.109940834,-0.03872627,0.17059587,-0.0135960495,-0.032461856,-0.02195644,0.04946241,0.023113873,-0.055352796,-0.004454546,-0.045380022,0.10191108,-0.03223343,0.018233618,-0.015449962
best courses on generative ai,-0.84033024,0.40659365,-0.08289736,-0.060630083,0.03906333,0.17172855,-0.05130348,0.15206924,-0.13116506,-0.07322497,0.03864989,0.0323305,-0.012378485,0.07348911,0.040737383,0.11098542,-0.007065502,-0.08126324,0.013792914,-0.03467912,0.0021383099,-0.02209183,0.026171077,-0.016790312,-0.00025861774,0.048498373,-0.057795465,0.029566571,0.007756442,0.020875596
generative ai course online,-0.8755215,0.3870032,-0.18219699,0.0099969525,0.09526271,-0.08128651,0.08347454,-0.06933777,-0.009150791,-0.042920846,-0.03510273,-0.010642412,-0.006249447,0.0043670395,-0.052734885,0.051227693,-0.0037203757,0.023665564,-0.014751379,0.037866026,0.013631208,0.031964134,-0.015423361,-0.06942739,0.008434264,-0.010922722,0.057475295,-0.034124136,-0.02437928,-0.021409594
ai certification classes,-0.8232144,-0.3945287,-0.13138986,-0.14905618,0.12211929,0.23071216,0.044566035,-0.06542768,0.0064561837,0.12829354,-0.002452789,0.013711373,-0.058050297,-0.073001064,-0.029687118,0.00313405,0.041153636,-0.0046638986,-0.021574883,0.009252009,0.044289622,0.055671908,0.020841943,-0.047138173,-0.018804735,0.03303763,-0.070369035,0.0034343242,-0.015956825,-0.09921558
ai for managers course,-0.83541197,-0.079176426,0.09356928,0.3400301,-0.068896435,0.104179606,0.16158137,0.027241766,0.15762554,-0.115776815,0.033356596,0.13677545,-0.04585188,-0.10278502,0.04070484,-0.017208798,-0.114333116,-0.059902597,0.10960749,0.07232704,0.0768236,0.024645837,0.02305644,0.0058581023,0.03305627,-0.062353496,-0.031933825,0.07954863,-0.017242093,-0.051911127
generative ai online courses,-0.83597285,0.36004034,-0.26250345,-0.016218226,0.13474303,-0.08720598,0.17589581,-0.1502334,-0.05306539,-0.079798356,-0.03412964,0.05310683,-0.013317296,-0.005300897,-0.052240033,0.012773869,-0.016670998,0.043113265,-0.039956868,-0.012053519,-0.0082881525,-0.0004676868,0.020327741,-0.0034229876,-0.018454878,0.02163568,-0.015602111,-0.01402145,-0.0064226864,0.033917826
best ai certifications 2024,-0.7630964,-0.35409474,0.020906009,-0.13525464,0.21633552,0.179544,-0.026000537,0.02616043,-0.1033573,0.16787799,0.09962815,0.053275578,-0.07454782,0.22568351,-0.21463168,-0.02085844,0.03014477,-0.05152424,0.028375037,-0.13728265,-0.010858559,-0.01640915,0.035612095,-0.013337531,-0.015380605,-0.010851445,0.064097844,0.05043632,0.0031325803,-0.0805324
ai courses for executives,-0.8308568,-0.19125554,-0.0064887414,0.2768277,-0.07143079,0.25147513,0.22017404,0.055650998,0.032434348,-0.12308123,0.05263186,0.07925722,0.044843532,0.04912909,0.12620707,0.047092777,0.024095457,0.044327375,-0.014680284,-0.060399726,0.07765752,-0.034907214,0.05671892,-0.04999132,-0.0076847817,0.04930008,-0.033383954,-0.048726726,0.03099674,0.048681393
ai for executives course,-0.8148906,-0.15579467,0.14931019,0.35300636,-0.09813878,0.15660521,0.22649445,0.02979485,0.17364295,-0.13639326,0.05425293,0.06559198,0.030687694,0.024790216,0.02156878,0.034605887,-0.007615294,0.07410737,0.044210114,-0.015225075,0.04260385,-0.010257345,0.0119567225,-0.012850909,0.06202917,0.060151517,0.0039560157,-0.041891195,-0.0026090944,-0.0016501814
stanford online artificial intelligence course,-0.76729286,-0.09833252,-0.36001801,0.054160718,-0.032697596,-0.38603872,0.030509496,0.0420129,0.080760375,-0.07814285,-0.10478111,-0.14937618,-0.10702606,0.09055931,0.031937063,-0.083699375,-0.008614282,-0.014271566,-0.007861939,-0.056637663,0.14425784,-0.05093707,-0.02080125,0.03528025,0.014991632,-0.004688619,-0.014715827,-0.102511965,0.054670602,-0.007900797
ai strategy course,-0.8776572,-0.099884674,-0.1175742,0.31527385,-0.119224265,0.102604456,0.07253584,-0.03122579,-0.030269235,0.09230566,-0.028613083,-0.019098377,-0.00046420016,0.0022497838,0.016182674,-0.123900615,-0.043648798,0.03674126,-0.008436903,0.115421936,0.0032750468,-0.045895815,-0.047482986,-0.09695514,-0.020153554,-0.06252328,0.00018949994,-0.038395137,0.0984279,0.058346197
professional certificate program in machine learning and artificial intelligence,-0.6744172,-0.40768114,-0.07579021,-0.31378776,0.24300757,-0.010912671,-0.09215899,0.029420994,0.18611048,-0.08418865,0.04666676,-0.083235346,0.0027922303,-0.117319964,0.15850726,-0.02418296,-0.03867175,-0.07696557,0.14455807,0.055104174,-0.16260886,-0.14695154,-0.03945749,-0.015880413,-0.0853241,0.15323909,-0.029936532,-0.018962486,0.04763123,-0.020565666
artificial intelligence specialist certification,-0.7233424,-0.47732398,-0.010219954,-0.21397902,0.22345011,0.070785314,-0.16818106,0.09085543,0.087108545,-0.08578227,0.09721727,0.08328605,-0.07023623,-0.047052965,-0.0019019062,-0.044285737,0.07668489,0.108286016,-0.053262595,0.09934519,0.05140645,0.03668611,0.004464687,0.06199137,-0.09872401,-0.019424735,0.13906814,0.0008310808,0.041512057,-0.04204632
artificial intelligence bootcamp online,-0.59660727,-0.08303944,-0.13265063,0.16224173,0.21940506,-0.37774706,-0.10228955,-0.24271427,-0.015111208,0.11710512,0.07702671,0.2218634,-0.13684407,0.14499357,0.26849756,-0.088816926,-0.2249843,-0.012607388,0.14595246,0.0027779483,-0.06948805,0.23949821,0.009385122,-0.041890252,-0.0024840222,-0.07183078,0.0050776433,-0.0103349555,0.0014678703,0.052871577
northeastern university artificial intelligence,-0.79159826,-0.12092032,-0.05591883,0.057622924,-0.08027453,-0.30044845,-0.04674413,0.18106957,0.17976806,-0.010686297,0.05126421,-0.09014213,0.098631114,0.11563144,0.03870055,-0.114196606,-0.05335355,0.096077636,-0.021626992,-0.18609361,-0.10083414,0.052887183,0.15794973,0.041053224,-0.044003993,0.095591746,-0.08668426,0.09029631,-0.00874542,0.16187875
introduction to generative ai,-0.72606355,0.5247445,0.24394573,-0.059067305,0.0802867,-0.005655973,-0.113948286,0.20356172,-0.030734234,0.012466816,0.0488744,-0.036132332,0.017227925,0.033935364,0.024882557,0.029948946,-0.0038642285,-0.039737154,0.0778767,0.13051505,0.013550446,0.14876121,-0.045050964,-0.0111936005,0.010904229,0.09565092,0.014379287,0.0646645,-0.052212667,-0.016564745
best ai courses 2025,-0.87093973,-0.16279308,-0.16780622,0.10434012,-0.027212534,0.15617597,-0.031323805,0.0461665,-0.15087385,0.11602777,0.115755156,0.006110124,0.04557747,0.173254,-0.122146256,-0.02657511,-0.00023438784,-0.074460275,-0.019940076,-0.16610561,-0.056115642,-0.03676819,0.05923073,-0.021818502,-0.046524692,0.007868665,0.034320764,0.017419266,0.04583712,-0.04963216
ai prompt engineering course,-0.85005206,-0.11765138,-0.11037468,0.17241897,-0.13323705,0.15671821,-0.16232114,-0.2594622,0.018433748,-0.07687981,-0.090007536,-0.14328139,0.021912144,0.07508947,-0.031229915,0.07120849,-0.016292602,0.060038984,0.026640704,-0.017257256,0.04077436,0.0787668,-0.10692109,-0.041913465,0.06818549,-0.060226243,-0.015705459,0.03228138,-0.023094315,-0.05098722
harvard ai course,-0.8512546,-0.18060444,-0.11780873,0.000858604,-0.26556438,-0.06342472,0.088515796,0.08541367,0.055987928,0.055531994,-0.099469274,-0.017263073,0.13510111,0.095510885,-0.0029437102,-0.10361123,-0.05280084,-0.087820865,-0.019494493,-0.17587003,0.01721105,0.04750841,-0.044559374,0.027675055,0.13049445,0.073079206,0.09198109,0.0766883,-0.0074719614,0.027909132
coursera generative ai,-0.83172345,0.39026514,0.044431146,-0.09500108,0.021888439,0.10401648,0.0491769,0.024531744,0.048834734,0.13880932,-0.049593706,0.042216286,0.062820934,-0.12824126,-0.13118564,-0.09859725,-0.12837431,0.08503713,0.047785513,0.0010173661,0.01777242,-0.013887491,0.03783681,0.107451476,-0.05356151,-0.03455213,-0.00074600545,0.11595275,0.01807434,0.008735867
no code ai and machine learning building data science solutions,-0.5443875,-0.18965523,0.09910835,0.13123156,0.24652234,-0.09425807,-0.19927794,-0.027843663,-0.0939522,-0.007597792,0.10989713,-0.09660043,0.008881139,-0.120768026,0.19677787,-0.07754715,0.11713957,0.17536315,0.079818256,-0.29141334,-0.21795543,-0.34367636,-0.0005365905,-0.21530724,0.18047683,0.1152108,0.03314365,0.21411872,-0.011121242,-0.011616243
large language model course,-0.511564,0.10024058,-0.3341712,0.07706909,-0.2185659,0.036312032,-0.061741494,-0.098728895,0.2367947,0.04860171,0.23978263,-0.16014995,-0.1967103,-0.06303822,0.016624115,-0.07781453,0.10947436,-0.16165173,0.025997665,-0.067239106,-0.025141096,-0.076229066,0.32933655,0.028092816,-0.21810925,-0.11839293,0.10964907,-0.021469813,-0.35053957,-0.038200695
driving innovation with ai,-0.57560045,-0.12438701,0.42582497,0.19683369,0.09810195,0.05191791,0.019696107,-0.12230491,-0.2894191,-0.016160324,-0.1976717,-0.0736375,-0.03459983,0.2625144,0.037797414,-0.3458418,0.05339691,0.009628309,-0.1332575,0.18221417,-0.12190456,-0.032420516,-0.010521598,0.08215379,-0.038505606,0.061063696,0.02962675,0.044435672,-0.021914475,-0.024272209
ai executive education,-0.70008355,-0.23992322,0.18642962,0.23182642,-0.035850268,0.20947456,0.2651512,-0.04125798,0.1503106,-0.081879206,0.039086338,0.05698987,0.24471425,0.2007899,0.15652321,0.094865404,0.17792578,0.16142923,-0.009475133,-0.03691165,0.05689733,0.03349259,0.06984126,-0.030941635,-0.036097374,0.021359684,-0.008800975,-0.065519094,0.05729168,-0.009959079
ai graphic design course,-0.85889167,-0.064697504,-0.20521244,0.12757301,-0.036363285,0.17572206,-0.0042752167,-0.09864705,-0.16608632,-0.01018889,-0.0038378418,-0.04176861,0.12155109,-0.11505888,0.12768191,0.06869697,-0.107318155,-0.019769609,-0.12768888,-0.0060973917,0.08385886,0.011912488,-0.013322529,-0.006115204,0.031315062,0.025642239,0.15964474,0.041593194,0.102775514,-0.0651387
ai upskilling programs,-0.58816737,-0.13950314,0.24023771,0.24348588,0.15437804,-0.09717459,-0.021873126,-0.01863315,0.026249379,0.3522615,0.007552401,0.008652172,0.22263399,0.13125977,0.11892519,0.31068012,-0.008336,0.14298339,0.05742112,-0.030896332,-0.15252429,-0.19748951,-0.09098457,0.25869173,-0.035579838,-0.09796179,-0.08156592,0.026353711,0.021088865,-0.015565302
ai for product managers,-0.6627827,-0.056459237,0.47231048,0.33624375,0.08086402,-0.0055747563,0.112887606,0.0048073535,0.048531543,-0.044576377,-0.031224517,0.018212143,-0.29895937,-0.14167224,0.028229956,0.08967895,-0.14124176,-0.08332443,-0.0019398148,-0.10055851,0.09565818,0.013033452,-0.01121717,0.12768176,0.02924401,0.04065349,-0.05800584,0.089272484,0.021327222,-0.03267625
ai course for business leaders,-0.8194052,-0.17224815,0.05914622,0.28998837,-0.10582734,0.17597988,0.24758328,0.062536195,0.072119586,-0.14863692,0.057251103,-0.022749193,-0.13081887,-0.053673305,-0.0022839196,-0.059520368,-0.1059191,-0.035966784,-0.013476127,0.041340675,-0.023418797,-0.06293286,-0.013786456,-0.083045185,0.10530155,-0.062179983,0.07363697,-0.035001684,-0.014544159,-0.038643036
best online courses for learning generative ai,-0.7890299,0.40151793,-0.27853015,-0.08275988,0.14808328,-0.00027675452,0.120025195,-0.018290104,-0.1715398,-0.13819835,-0.008427523,0.07690997,-0.035734065,0.11276742,0.012568782,0.12177809,-0.004966779,-0.050873313,-0.015618863,-0.037522383,-0.033564787,-0.04164274,0.018346991,-0.044170104,0.026252575,0.013550089,-0.0076625696,-0.028286759,0.0011208021,0.02189954
mba in ai,-0.7262719,-0.25922963,0.105747625,0.0816064,-0.16216746,0.11157172,0.23333302,0.029422123,-0.04430983,-0.08201777,-0.03214793,0.1843859,0.07348702,-0.13600448,0.18614748,-0.037140667,-0.062383793,-0.1493011,0.1318886,-0.16624819,-0.062007524,0.13151145,0.055401903,0.21763685,0.113598034,-0.07994637,0.030558927,0.0248451,-0.1586502,-0.031189315
controllable video generation,-0.2339602,0.27576265,0.12890583,-0.054741967,0.07870371,0.025799485,-0.13768911,-0.2258066,-0.047579188,0.18616238,0.32133722,0.09499701,0.18067692,0.07037776,0.15879208,0.026772656,-0.31827137,-0.11830101,-0.24564125,0.14163971,0.42568457,-0.22439131,-0.08083823,0.14375754,0.04060268,0.27235845,0.08519061,0.043671012,-0.14322196,0.010404248
generative ai course for business leaders,-0.8034165,0.23959923,0.15783408,0.11447323,-0.054747906,0.20418493,0.20278867,0.09692914,0.1280814,-0.2564718,0.092843205,0.008741947,-0.1487633,0.003956974,0.03254264,-0.06517397,-0.12755013,-0.010161196,-0.0014915178,0.026104877,-0.047341146,-0.056606527,0.009917798,-0.06896748,0.059121918,-0.06421911,0.06782591,-0.030205132,0.043498475,-0.05637965
ai innovation course,-0.86492145,-0.21092942,-0.055657547,0.21132803,-0.08466367,0.12636931,0.08471294,-0.084866285,-0.1447261,-0.07803114,-0.15345572,-0.13072383,0.018939836,-0.017899044,0.032494932,-0.14151634,0.0033049705,0.03357451,-0.11237534,0.00038237128,0.010876982,0.013342083,0.021402294,-0.049025863,0.043215446,0.061528675,0.021600336,-0.04748672,0.021893565,-0.08327142
learning chatgpt,-0.3215862,0.17533167,-0.15751263,0.13955362,-0.018377574,-0.100681156,-0.12576015,-0.14484951,0.11382379,-0.053964946,0.4180767,-0.08623496,-0.073588505,-0.037966594,-0.044238802,-0.08809198,0.36508417,-0.26004642,-0.12370409,0.25577036,-0.0064656446,0.041817665,0.2481698,0.20556304,0.29512346,-0.04547241,-0.12284631,0.1870646,0.16996862,0.064896725
mit xpro designing and building ai products and services,-0.6471403,-0.19092782,0.42628163,0.061245665,-0.063224934,-0.11276269,0.0113619855,-0.19975224,-0.27235982,-0.02013731,-0.020191547,-0.21948412,-0.21174331,-0.10793831,0.061327975,0.20398472,-0.06567669,0.10640998,0.090936966,-0.04051353,0.1259217,-0.004421151,0.17846112,-0.0059291767,-0.03262943,0.0060871234,0.017823018,0.016142836,0.049168438,0.010890652
mit ai certificate,-0.6740584,-0.39743048,0.11431388,-0.51692283,-0.15238386,-0.040731452,0.15529309,-0.0042564124,-0.005905297,0.019683488,-0.06164154,-0.050904162,-0.0020055487,-0.022985687,0.0044886293,0.03422402,-0.06068928,-0.064138666,-0.032638624,0.098111354,-0.042550784,0.050269265,-0.0054910756,-0.11846459,0.06943115,-0.040067192,-0.06813103,0.010505909,-0.014845935,0.039727066
mit ai program,-0.83525115,-0.16701908,0.18979219,-0.0020354462,-0.21883687,-0.25896546,0.011183709,-0.021615095,0.028893728,0.18497014,0.06508465,-0.044991206,0.08065191,-0.035744984,0.1304971,0.09783716,0.045072142,-0.011518259,-0.07489969,0.061810493,-0.07049653,-0.035504486,-0.04184194,-0.034089528,0.09602984,-0.04668315,-0.050864454,-0.024209676,-0.10261592,-0.0368051
