Day,Budget,t_Clicks_OptCost,t_Clicks_ActCost,tm1_Clicks_OptCost,Actual_Clicks,Opt_Cost,Act_Cost,Opt_Cost_USA,Opt_Cost_A,Opt_Cost_B,Act_Cost_USA,Act_Cost_A,Act_Cost_B,N_Opt,N_Obs,Eval_CV_MSE,Eval_Train_MSE,Eval_Train_R2,Eval_Best_Params,Hist_MSE,Hist_R2,Hist_Bias
2025-12-04,350,312.4097,222.36336,395.8131377833934,308,349.99994798817573,370.06000000000006,0.0,0.0,349.99994798817573,318.31000000000006,25.39,26.36,37,35,6.746827125549316,5.400618076324463,0.9210497140884399,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",,,
2025-12-04,400,358.24594,222.36336,448.34701814927246,308,399.959865001329,370.06000000000006,0.0,0.0,399.959865001329,318.31000000000006,25.39,26.36,42,35,6.746827125549316,5.400618076324463,0.9210497140884399,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",,,
2025-12-04,450,402.05215,222.36336,500.02773314060113,308,449.98128003918805,370.06000000000006,0.0,0.0,449.98128003918805,318.31000000000006,25.39,26.36,46,35,6.746827125549316,5.400618076324463,0.9210497140884399,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",,,
2025-12-04,500,446.93784,222.36336,551.195140867416,308,499.9999999999929,370.06000000000006,0.0,0.0,499.9999999999929,318.31000000000006,25.39,26.36,54,35,6.746827125549316,5.400618076324463,0.9210497140884399,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",,,
2025-12-04,550,487.32874,222.36336,602.2087639981307,308,549.9999999999987,370.06000000000006,0.0,0.0,549.9999999999987,318.31000000000006,25.39,26.36,57,35,6.746827125549316,5.400618076324463,0.9210497140884399,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",,,
2025-12-05,300,342.04428,192.39749,427.1761835870302,303,300.00000000000057,326.77000000000004,0.0,0.0,300.00000000000057,263.14,35.6,28.03,28,38,6.746827125549316,5.400618076324463,0.9210497140884399,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",,,
2025-12-05,350,384.7649,192.39749,492.46764411235733,303,349.84113748753333,326.77000000000004,0.0,0.0,349.84113748753333,263.14,35.6,28.03,32,38,6.746827125549316,5.400618076324463,0.9210497140884399,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",,,
2025-12-05,400,425.0987,192.39749,556.8340338889581,303,399.99128020684236,326.77000000000004,0.0,0.0,399.99128020684236,263.14,35.6,28.03,36,38,6.746827125549316,5.400618076324463,0.9210497140884399,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",,,
2025-12-05,450,475.75592,192.39749,619.5943215421829,303,449.97895889336013,326.77000000000004,0.0,0.0,449.97895889336013,263.14,35.6,28.03,41,38,6.746827125549316,5.400618076324463,0.9210497140884399,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",,,
2025-12-05,500,509.86627,192.39749,682.9641405441798,303,499.99999758897064,326.77000000000004,0.0,0.0,499.99999758897064,263.14,35.6,28.03,48,38,6.746827125549316,5.400618076324463,0.9210497140884399,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",,,
2025-12-05,550,550.4554,192.39749,747.1242785457982,303,549.9999999999939,326.77000000000004,0.0,0.0,549.9999999999939,263.14,35.6,28.03,52,38,6.746827125549316,5.400618076324463,0.9210497140884399,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",,,
2025-12-06,300,346.66946,220.87614,510.3947181817666,309,300.0,443.0,0.0,0.0,300.0,368.84999999999997,56.529999999999994,17.62,29,36,6.746827125549316,5.400618076324463,0.9210497140884399,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",,,
2025-12-06,350,393.22824,220.87614,577.9571027316573,309,349.76447688055157,443.0,0.0,0.0,349.76447688055157,368.84999999999997,56.529999999999994,17.62,32,36,6.746827125549316,5.400618076324463,0.9210497140884399,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",,,
2025-12-06,400,444.33688,220.87614,643.1666685143899,309,399.91031605894256,443.0,0.0,0.0,399.91031605894256,368.84999999999997,56.529999999999994,17.62,38,36,6.746827125549316,5.400618076324463,0.9210497140884399,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",,,
2025-12-06,450,475.64243,220.87614,707.4026802832626,309,449.816155429696,443.0,0.0,0.0,449.816155429696,368.84999999999997,56.529999999999994,17.62,44,36,6.746827125549316,5.400618076324463,0.9210497140884399,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",,,
2025-12-06,500,521.44006,220.87614,770.4897289730128,309,499.9019942804512,443.0,0.0,0.0,499.9019942804512,368.84999999999997,56.529999999999994,17.62,50,36,6.746827125549316,5.400618076324463,0.9210497140884399,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",,,
2025-12-06,550,573.12585,220.87614,833.0802100148243,309,549.9999641755692,443.0,0.0,0.0,549.9999641755692,368.84999999999997,56.529999999999994,17.62,56,36,6.746827125549316,5.400618076324463,0.9210497140884399,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",,,
2025-12-07,300,358.3003,189.07526,439.5662546720497,304,299.9999999999996,355.98,0.0,0.0,299.9999999999996,306.54,34.54,14.9,25,34,6.746827125549316,5.400618076324463,0.9210497140884399,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",,,
2025-12-07,350,410.40643,189.07526,506.04527528022027,304,349.9010078229533,355.98,0.0,0.0,349.9010078229533,306.54,34.54,14.9,29,34,6.746827125549316,5.400618076324463,0.9210497140884399,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",,,
2025-12-07,400,467.4387,189.07526,567.7170754864127,304,399.91149259609875,355.98,0.0,0.0,399.91149259609875,306.54,34.54,14.9,33,34,6.746827125549316,5.400618076324463,0.9210497140884399,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",,,
2025-12-07,450,508.10388,189.07526,627.0270454382553,304,449.70197533447316,355.98,0.0,0.0,449.70197533447316,306.54,34.54,14.9,37,34,6.746827125549316,5.400618076324463,0.9210497140884399,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",,,
2025-12-07,500,551.22186,189.07526,686.0201439831236,304,499.999788140914,355.98,0.4376210543167858,0.2420878927173344,499.3200791938799,306.54,34.54,14.9,44,34,6.746827125549316,5.400618076324463,0.9210497140884399,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",,,
2025-12-07,550,594.1512,189.07526,745.406928978976,304,549.9998977508444,355.98,0.5893358072040513,0.0,549.4105619436402,306.54,34.54,14.9,48,34,6.746827125549316,5.400618076324463,0.9210497140884399,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",,,
2025-12-08,300,258.7383,193.11932,480.79509479528207,310,299.93972183427445,355.0,0.0,0.0,299.93972183427445,307.62,30.819999999999993,16.560000000000002,31,35,6.746827125549316,5.400618076324463,0.9210497140884399,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",,,
2025-12-08,350,313.71378,193.11932,548.7041289036379,310,349.9625624121787,355.0,0.0,0.0,349.9625624121787,307.62,30.819999999999993,16.560000000000002,38,35,6.746827125549316,5.400618076324463,0.9210497140884399,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",,,
2025-12-08,400,335.39114,193.11932,615.443757820971,310,399.9870444321132,355.0,0.0,0.0,399.9870444321132,307.62,30.819999999999993,16.560000000000002,42,35,6.746827125549316,5.400618076324463,0.9210497140884399,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",,,
2025-12-08,450,382.97037,193.11932,681.6080722650868,310,450.0000000000038,355.0,0.0,0.0,450.0000000000038,307.62,30.819999999999993,16.560000000000002,45,35,6.746827125549316,5.400618076324463,0.9210497140884399,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",,,
2025-12-08,500,419.33743,193.11932,747.2414444263413,310,500.000000000002,355.0,0.0,0.0,500.000000000002,307.62,30.819999999999993,16.560000000000002,51,35,6.746827125549316,5.400618076324463,0.9210497140884399,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",,,
2025-12-08,550,455.36813,193.11932,812.4210782785761,310,550.0000000000061,355.0,0.0,0.0,550.0000000000061,307.62,30.819999999999993,16.560000000000002,54,35,6.746827125549316,5.400618076324463,0.9210497140884399,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",,,
2025-12-09,300,354.41098,207.37494,485.5339528839498,323,299.8809167225135,362.77,0.0,10.176189014827855,289.70472770768566,303.69,37.0,22.08,26,36,6.746827125549316,5.400618076324463,0.9210497140884399,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",,,
2025-12-09,350,398.59952,207.37494,552.5660011870917,323,349.7494846852406,362.77,0.0,13.856189218613428,335.89329546662714,303.69,37.0,22.08,29,36,6.746827125549316,5.400618076324463,0.9210497140884399,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",,,
2025-12-09,400,440.61737,207.37494,619.8890265122556,323,399.9766184972003,362.77,0.0,10.176189014827813,389.8004294823725,303.69,37.0,22.08,35,36,6.746827125549316,5.400618076324463,0.9210497140884399,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",,,
2025-12-09,450,481.653,207.37494,686.0225502398612,323,449.70756333767497,362.77,0.0,13.856189218613428,435.8513741190616,303.69,37.0,22.08,40,36,6.746827125549316,5.400618076324463,0.9210497140884399,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",,,
2025-12-09,500,521.0753,207.37494,752.6696291753118,323,499.99999999999585,362.77,0.0,10.17618901482786,489.823810985168,303.69,37.0,22.08,44,36,6.746827125549316,5.400618076324463,0.9210497140884399,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",,,
2025-12-09,550,570.72833,207.37494,817.7635842723745,323,549.4094539835363,362.77,0.0,10.17618901482786,539.2332649687085,303.69,37.0,22.08,50,36,6.746827125549316,5.400618076324463,0.9210497140884399,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",,,
2025-12-10,300,335.06244,174.3934,549.5869029971941,285,299.9999999999984,347.52,0.0,13.89716657866134,286.1028334213371,294.57,34.55,18.4,25,38,6.746827125549316,5.400618076324463,0.9210497140884399,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",,,
2025-12-10,350,391.6926,174.3934,629.8617021950387,285,349.8334958264444,347.52,13.89716657866134,13.89716657866134,322.03916266912177,294.57,34.55,18.4,27,38,6.746827125549316,5.400618076324463,0.9210497140884399,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",,,
2025-12-10,400,425.3179,174.3934,704.2440827020865,285,399.82216138994136,347.52,13.89716657866134,55.58866631464536,330.3363284966348,294.57,34.55,18.4,31,38,6.746827125549316,5.400618076324463,0.9210497140884399,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",,,
2025-12-10,450,462.4865,174.3934,775.8354808537003,285,450.0000000000001,347.52,41.69149973598402,55.58866631464536,352.7198339493707,294.57,34.55,18.4,36,38,6.746827125549316,5.400618076324463,0.9210497140884399,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",,,
2025-12-10,500,504.79193,174.3934,845.2060619456457,285,500.00000000000034,347.52,41.69149973598402,55.58866631464536,402.71983394937087,294.57,34.55,18.4,43,38,6.746827125549316,5.400618076324463,0.9210497140884399,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",,,
2025-12-10,550,507.71506,174.3934,913.1195861756763,285,549.9753254249916,347.52,55.588666314645366,125.074499207952,369.3121599023941,294.57,34.55,18.4,44,38,6.746827125549316,5.400618076324463,0.9210497140884399,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",,,
2025-12-11,300,385.26086,128.63017,448.5249235204381,218,299.82177192242045,227.73,0.0,0.0,299.82177192242045,186.05,29.160000000000004,12.52,24,35,6.746827125549316,5.400618076324463,0.9210497140884399,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",,,
2025-12-11,350,418.29205,128.63017,511.8728866407873,218,349.80963883443883,227.73,0.0,0.0,349.80963883443883,186.05,29.160000000000004,12.52,29,35,6.746827125549316,5.400618076324463,0.9210497140884399,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",,,
2025-12-11,400,452.89774,128.63017,573.2903044684291,218,399.93508189262536,227.73,0.0,0.0,399.93508189262536,186.05,29.160000000000004,12.52,35,35,6.746827125549316,5.400618076324463,0.9210497140884399,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",,,
2025-12-11,450,511.83078,128.63017,634.1992222428744,218,449.82780334413707,227.73,0.0,0.0,449.82780334413707,186.05,29.160000000000004,12.52,38,35,6.746827125549316,5.400618076324463,0.9210497140884399,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",,,
2025-12-11,500,549.34454,128.63017,694.687223373229,218,499.99999879923735,227.73,0.0,0.0,499.99999879923735,186.05,29.160000000000004,12.52,43,35,6.746827125549316,5.400618076324463,0.9210497140884399,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",,,
2025-12-11,550,611.2333,128.63017,752.5493250578554,218,550.0000000000019,227.73,0.0,0.6975740401483302,549.3024259598536,186.05,29.160000000000004,12.52,48,35,6.746827125549316,5.400618076324463,0.9210497140884399,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",,,
2025-12-12,300,254.5835,106.50841,333.8154102680171,242,299.99999999992633,240.51999999999995,0.0,0.0,299.99999999992633,172.15999999999997,47.64,20.720000000000002,77,39,6.746827125549316,5.400618076324463,0.9210497140884399,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",,,
2025-12-12,350,301.90762,106.50841,383.47549401561815,242,350.00000000000045,240.51999999999995,0.0,0.0,350.00000000000045,172.15999999999997,47.64,20.720000000000002,83,39,6.746827125549316,5.400618076324463,0.9210497140884399,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",,,
2025-12-12,400,338.15204,106.50841,432.3664403005892,242,399.9999999999992,240.51999999999995,0.0,0.0,399.9999999999992,172.15999999999997,47.64,20.720000000000002,86,39,6.746827125549316,5.400618076324463,0.9210497140884399,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",,,
2025-12-12,450,377.33728,106.50841,481.35935591029295,242,449.9999999999985,240.51999999999995,0.0,0.0,449.9999999999985,172.15999999999997,47.64,20.720000000000002,88,39,6.746827125549316,5.400618076324463,0.9210497140884399,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",,,
2025-12-12,500,406.4172,106.50841,530.0928534223578,242,499.86593316003325,240.51999999999995,0.0,0.0,499.86593316003325,172.15999999999997,47.64,20.720000000000002,89,39,6.746827125549316,5.400618076324463,0.9210497140884399,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",,,
2025-12-12,550,446.61157,106.50841,578.1428594526215,242,549.8420643238185,240.51999999999995,0.0,0.0,549.8420643238185,172.15999999999997,47.64,20.720000000000002,95,39,6.746827125549316,5.400618076324463,0.9210497140884399,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",,,
2025-12-13,300,311.81177,225.3746,477.2825034075117,325,299.6056812497176,450.57,0.0,0.0,299.6056812497176,389.7,38.379999999999995,22.490000000000002,23,34,6.746827125549316,5.400618076324463,0.9210497140884399,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",,,
2025-12-13,350,347.6741,225.3746,544.7855661059967,325,349.9999921902411,450.57,13.457638040148163,26.91527608029636,309.62707806979654,389.7,38.379999999999995,22.490000000000002,28,34,6.746827125549316,5.400618076324463,0.9210497140884399,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",,,
2025-12-13,400,394.17505,225.3746,610.851093022606,325,399.9867863587163,450.57,26.915276080296344,40.852914464830704,332.21859581358916,389.7,38.379999999999995,22.490000000000002,31,34,6.746827125549316,5.400618076324463,0.9210497140884399,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",,,
2025-12-13,450,453.10645,225.3746,675.3589583184449,325,449.9497020793566,450.57,40.85291446483069,37.412914307297434,371.6838733072285,389.7,38.379999999999995,22.490000000000002,34,34,6.746827125549316,5.400618076324463,0.9210497140884399,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",,,
2025-12-13,500,493.32385,225.3746,738.4913097636894,325,499.9999820041279,450.57,40.85291446483069,50.870552347445646,408.27651519185156,389.7,38.379999999999995,22.490000000000002,38,34,6.746827125549316,5.400618076324463,0.9210497140884399,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",,,
2025-12-13,550,547.76465,225.3746,799.8775130079888,325,549.9999572439077,450.57,40.852914464830704,40.852914464830704,468.2941283142462,389.7,38.379999999999995,22.490000000000002,43,34,6.746827125549316,5.400618076324463,0.9210497140884399,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",,,
2025-12-14,300,321.64346,237.32195,451.3831450096968,353,299.88690119569316,524.29,0.0,0.0,299.88690119569316,473.74000000000007,32.760000000000005,17.79,29,39,6.746827125549316,5.400618076324463,0.9210497140884399,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",,,
2025-12-14,350,377.90994,237.32195,517.7113108503754,353,349.9999881089203,524.29,0.0,0.0,349.9999881089203,473.74000000000007,32.760000000000005,17.79,35,39,6.746827125549316,5.400618076324463,0.9210497140884399,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",,,
2025-12-14,400,415.97455,237.32195,582.161469459875,353,399.8616942115626,524.29,0.0,0.0,399.8616942115626,473.74000000000007,32.760000000000005,17.79,39,39,6.746827125549316,5.400618076324463,0.9210497140884399,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",,,
2025-12-14,450,455.37735,237.32195,646.1044545242311,353,449.9040508832203,524.29,0.0,0.0,449.9040508832203,473.74000000000007,32.760000000000005,17.79,46,39,6.746827125549316,5.400618076324463,0.9210497140884399,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",,,
2025-12-14,500,516.8496,237.32195,708.5646178105108,353,499.95396876774987,524.29,0.0,0.0,499.95396876774987,473.74000000000007,32.760000000000005,17.79,50,39,6.746827125549316,5.400618076324463,0.9210497140884399,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",,,
2025-12-14,550,556.99915,237.32195,770.9268017165588,353,549.9838831589179,524.29,0.0,0.0,549.9838831589179,473.74000000000007,32.760000000000005,17.79,54,39,6.746827125549316,5.400618076324463,0.9210497140884399,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",,,
2025-12-15,300,301.7725,192.36325,403.54596359238246,314,299.9662689736558,381.4199999999999,0.0,0.0,299.9662689736558,324.78,36.919999999999995,19.720000000000002,23,38,6.746827125549316,5.400618076324463,0.9210497140884399,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",,,
2025-12-15,350,367.88858,192.36325,466.91485775429913,314,349.9999846906105,381.4199999999999,0.0,0.0,349.9999846906105,324.78,36.919999999999995,19.720000000000002,26,38,6.746827125549316,5.400618076324463,0.9210497140884399,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",,,
2025-12-15,400,393.36774,192.36325,530.402652336454,314,399.99991322825576,381.4199999999999,0.0,0.0,399.99991322825576,324.78,36.919999999999995,19.720000000000002,30,38,6.746827125549316,5.400618076324463,0.9210497140884399,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",,,
2025-12-15,450,448.99356,192.36325,593.6348787453003,314,449.9652042539366,381.4199999999999,0.0,0.0,449.9652042539366,324.78,36.919999999999995,19.720000000000002,32,38,6.746827125549316,5.400618076324463,0.9210497140884399,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",,,
2025-12-15,500,490.17932,192.36325,656.9250300827276,314,499.160529667903,381.4199999999999,0.0,0.0,499.160529667903,324.78,36.919999999999995,19.720000000000002,34,38,6.746827125549316,5.400618076324463,0.9210497140884399,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",,,
2025-12-15,550,544.26917,192.36325,719.5543624764492,314,549.8835171632662,381.4199999999999,0.0,0.0,549.8835171632662,324.78,36.919999999999995,19.720000000000002,37,38,6.746827125549316,5.400618076324463,0.9210497140884399,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",,,
