Budget,Spend USA,Clicks USA,Purch USA,Spend A,Clicks A,Purch A,Spend B,Clicks B,Purch B
Actual,0.7528175625232393,0.4777951263720262,0.7616130091614122,0.15113823798100492,0.19491900543023388,0.1829365025019517,0.09604419949575607,0.3272858561027636,0.05545048833663518
353,0.9320050604535578,0.8873248089353065,0.9304358241939876,0.06798673744938892,0.11267519398210149,0.06956417580601207,8.202097053546696e-06,0.0,0.0
