Budget,Spend Exact match,Clicks Exact match,Purch Exact match,Spend Phrase match,Clicks Phrase match,Purch Phrase match,Spend Broad match,Clicks Broad match,Purch Broad match
Actual,0.02588982939779061,0.01094404134070617,0.012700786592305682,0.05213109565781311,0.025792764930766644,0.02824528615249472,0.9219790749443962,0.9632631876019567,0.9590539307690573
353,0.15947117074652029,0.154797043246091,0.15245073860668956,0.22976466020199415,0.22898067618394286,0.22800098640899696,0.6107641690514857,0.6162223037082915,0.6195482764363551
