Day,k_policy,Budget,t_Clicks_OptCost,t_Clicks_ActCost,tm1_Clicks_OptCost,Actual_Clicks,Opt_Cost,Act_Cost,Opt_Purch,Act_Purch,N_Opt,N_Obs,Avg_Cost_Change,Pct_New_Keywords,Oracle_k,Hist_MSE,Hist_R2,Hist_Bias,Opt_Cost_Region_USA,Act_Cost_Region_USA,Opt_Clicks_Region_USA,Act_Clicks_Region_USA,Opt_Purch_Region_USA,Act_Purch_Region_USA,Opt_Cost_Region_B,Act_Cost_Region_B,Opt_Clicks_Region_B,Act_Clicks_Region_B,Opt_Purch_Region_B,Act_Purch_Region_B,Opt_Cost_Region_A,Act_Cost_Region_A,Opt_Clicks_Region_A,Act_Clicks_Region_A,Opt_Purch_Region_A,Act_Purch_Region_A,Opt_Cost_Origin_new,Act_Cost_Origin_new,Opt_Clicks_Origin_new,Act_Clicks_Origin_new,Opt_Purch_Origin_new,Act_Purch_Origin_new,Opt_Cost_Origin_existing,Act_Cost_Origin_existing,Opt_Clicks_Origin_existing,Act_Clicks_Origin_existing,Opt_Purch_Origin_existing,Act_Purch_Origin_existing,Opt_Cost_Origin_existing searches,Act_Cost_Origin_existing searches,Opt_Clicks_Origin_existing searches,Act_Clicks_Origin_existing searches,Opt_Purch_Origin_existing searches,Act_Purch_Origin_existing searches,Opt_Cost_Match_Exact match,Act_Cost_Match_Exact match,Opt_Clicks_Match_Exact match,Act_Clicks_Match_Exact match,Opt_Purch_Match_Exact match,Act_Purch_Match_Exact match,Opt_Cost_Match_Phrase match,Act_Cost_Match_Phrase match,Opt_Clicks_Match_Phrase match,Act_Clicks_Match_Phrase match,Opt_Purch_Match_Phrase match,Act_Purch_Match_Phrase match,Opt_Cost_Match_Broad match,Act_Cost_Match_Broad match,Opt_Clicks_Match_Broad match,Act_Clicks_Match_Broad match,Opt_Purch_Match_Broad match,Act_Purch_Match_Broad match
2025-12-11,50,353,103.181816,145.1985,443.43718502862333,218,353.989999999995,332.15,0.11845478532176267,0.11274467565675547,449,42,0.23741087100565597,0.8017817371937639,384,,,,274.26999819765706,245.10999999999999,74.095245,65.94135,0.09621633048313494,0.0856281077161836,0.0,36.96,0.0,53.43685,0.0,0.007375388003367345,79.72000180233792,50.08,29.086575,25.820288,0.022238454838627724,0.019741179937204537,17.51000211229777,0.0,3.6917036,0.0,0.004793859638649117,0.0,20.209999908000697,332.15,6.187602,145.1985,0.007065525855162589,0.11274467565675547,316.26999797969654,0.0,93.30251,0.0,0.10659540401621195,0.0,97.10000213750413,9.92,27.828655,1.7424116,0.031213400085900775,0.0015284165592838567,108.59999976918866,19.209999999999997,32.257793,3.2795372,0.036551685537808694,0.0031190163697810604,148.28999809330224,303.02000000000004,43.095367,140.17654,0.050689701445697725,0.10809724175020145
2025-12-12,50,353,88.82448,140.33434,219.75110374411423,199,353.87000896626625,327.43000000000006,0.09080340600216796,0.11128578369149676,331,36,0.17479989755213743,0.8972809667673716,384,,,,265.7100076873275,265.49999999999994,42.869247,69.651985,0.05566783784186646,0.09044654729390782,0.0,33.08,0.0,52.99216,0.0,0.007314010989291429,88.16000127893881,28.850000000000005,45.95523,17.69019,0.0351355681603015,0.01352522540829752,56.85000167684552,0.0,7.295414,0.0,0.009473454588544728,0.0,35.050000981000885,327.43000000000006,7.7756996,140.33434,0.010097129249900298,0.11128578369149676,261.97000630841984,0.0,73.75337,0.0,0.07123282216372293,0.0,2.190000033075705,3.73,0.38073844,0.7185989,0.0004944076896205993,0.0007130497210711538,127.65000369505016,17.68,20.27848,2.989052,0.02609186639027713,0.0034016404850047274,224.0300052381404,306.02,68.16526,136.62668,0.06421713137178946,0.10717109015234393
2025-12-13,50,353,102.63359,130.60094,253.18273560241735,187,353.9099999583215,329.93,0.12650816837300954,0.1020013705276962,333,35,0.5068850109670737,0.8858858858858859,384,,,,328.3600002657944,260.11,89.96175,61.858315,0.11681977640798913,0.08032608052297316,0.0,34.809999999999995,0.0,49.290718,0.0,0.0068031366163524625,25.549999692527134,35.010000000000005,12.67184,19.45189,0.009688391965020427,0.014872153388370578,97.4300008573672,0.0,27.744633,0.0,0.03529960179636762,0.0,22.240000220319125,329.93,7.5638714,130.60094,0.009266898390757916,0.1020013705276962,234.23999888063514,0.0,67.32507,0.0,0.081941666255954,0.0,49.310000689232865,20.84,14.377057,3.336072,0.01794280401578024,0.003744957479279667,48.02000049302271,11.04,13.1355295,4.46541,0.016695688270408085,0.0021867517986443622,256.57999877606596,298.05,75.12099,122.799446,0.09186967672482048,0.09606966402963024
2025-12-14,50,353,99.01169,153.16321,266.3672334017036,222,353.890008391934,364.54,0.12824914727066328,0.1268878098895831,370,40,0.3094443239265311,0.7972972972972973,384,,,,352.78000836292466,255.29,98.40788,68.39384,0.12778750231348868,0.08881277964466992,0.0,29.900000000000002,0.0,42.67294,0.0,0.005889745620760988,1.1100000290092975,79.34999999999998,0.6038041,42.096436,0.0004616449571745917,0.0321852846241522,108.2900028932333,0.0,26.693916,0.0,0.03466337045713252,0.0,34.06000109958082,364.54,14.149151,153.16321,0.018373370866971692,0.1268878098895831,211.5400043991199,0.0,58.16862,0.0,0.07521240470816579,0.0,98.90000248408779,16.619999999999997,28.48412,2.9634676,0.03698803523080839,0.002841181318429601,129.01000317825708,6.279999999999999,35.350258,1.1033448,0.04590405309843614,0.0013264273252769087,125.98000272958913,341.64,35.177315,149.0964,0.045357056464632214,0.12272019942229981
2025-12-15,50,353,76.725136,144.00461,229.39232299063497,220,353.989999999999,346.34000000000003,0.09780886073235585,0.1191705530960515,314,38,0.4521586259461119,0.964968152866242,384,,,,348.34999784792507,251.78,73.3121,67.958786,0.09519939165729675,0.08824784445254769,0.0,29.330000000000002,0.0,43.44325,0.0,0.005996064736373318,5.640002152073904,65.23,3.4130301,32.602566,0.0026094690750591036,0.024926643907130498,97.59999937831435,0.0,17.616732,0.0,0.02287619725296036,0.0,53.63999960557185,346.34000000000003,14.130214,144.00461,0.01806831923976787,0.1191705530960515,202.75000101611278,0.0,44.978188,0.0,0.0568643454780209,0.0,13.179999834446473,14.489999999999998,4.551181,2.5851278,0.0053959145950483005,0.002613408346576292,13.129999844840478,13.25,4.6671987,3.845346,0.005546569524797045,0.002555554671394603,327.680000320712,318.6,67.50676,137.57413,0.08686637692210883,0.11400158880155266
2025-12-16,50,353,96.095856,147.2535,306.18644490415465,218,353.89999671924255,340.7199999999999,0.1124612097799965,0.11380644923591121,403,39,0.33499704116912704,0.9503722084367245,384,,,,302.929996775641,248.91,73.0167,65.34871,0.0948157968674088,0.08485853051419733,0.0,39.41,0.0,53.744766,0.0,0.007417886586432005,50.9699999436016,52.4,23.079151,28.16,0.017645412912587696,0.02153003213528188,23.91000040670668,0.0,3.3002505,0.0,0.0042855379041265955,0.0,40.050000281941415,340.7199999999999,10.676762,147.2535,0.012790548042387245,0.11380644923591121,289.93999603059444,0.0,82.118835,0.0,0.09538512190355264,0.0,88.63999897952522,5.83,22.947598,1.2355988,0.02842633360442824,0.001238563643419253,146.73999939294845,20.36,38.376976,3.48311,0.044412970378056395,0.0034270873478129925,118.51999834676892,314.53000000000003,34.771275,142.53477,0.03962190368529634,0.10914080531970448
2025-12-17,50,353,66.97514,123.995224,189.33727880840783,187,353.969996306695,300.26,0.07532728515012864,0.10615913476052805,435,43,0.500240270520953,0.9402298850574713,384,,,,310.0999963994999,228.72999999999996,45.170845,64.951706,0.0586565761419116,0.08434299235253512,0.0,28.7,0.0,37.230213,0.0,0.005138537174716363,43.86999990719509,42.83,21.804295,21.81331,0.016670709008217037,0.016677605233276573,123.73999847744767,0.0,20.559708,0.0,0.026697797127498982,0.0,35.33999964826492,300.26,7.0217714,123.995224,0.007736585499259317,0.10615913476052805,194.88999818098242,0.0,39.393658,0.0,0.04089289931744182,0.0,10.319999905585156,4.53,4.5651684,0.9276024,0.003490348809404541,0.0008602087420281732,58.119999108649246,20.57,8.329246,4.260227,0.007515004932904755,0.0038372873444433428,285.5299972924606,275.16,54.080723,118.80739,0.06432192913068577,0.10146163739388053
2025-12-18,50,353,71.01623,172.92831,423.5424372047702,235,353.98999999978844,394.76,0.07945456952494806,0.13590910627172986,455,40,0.4280167360885751,0.9406593406593406,384,,,,283.9800009738206,293.96999999999997,47.114002,78.14546,0.06117986185740858,0.10147575694811072,0.0,41.00999999999999,0.0,60.70466,0.0,0.008378495246334066,70.00999902596783,59.78000000000001,23.90223,34.078194,0.018274707667539476,0.026054854077285073,63.07999837487943,0.0,3.7803302,0.0,0.004908945382135752,0.0,17.70999959026085,394.76,2.9007692,172.92831,0.003214007254198413,0.13590910627172986,273.20000203464815,0.0,64.33513,0.0,0.07133161478508208,0.0,105.9800056419509,5.6899999999999995,22.538116,1.6485198,0.02502502410377462,0.0009307408654536149,95.05999789839443,19.18,20.9048,3.716732,0.022866066481020922,0.002559722925039253,152.94999645944313,369.88999999999993,27.573315,167.56308,0.03156347646336598,0.13241864200060643
2025-12-19,50,353,80.57724,132.19669,442.59138723063506,193,353.98999999999893,334.16999999999996,0.0903906246967223,0.11147772773663478,490,39,0.053118227403330914,0.5020408163265306,384,,,,275.47000210050135,256.35,53.904564,65.90987,0.0699977420125455,0.08558722092422441,0.0,28.300000000000004,0.0,39.566166,0.0,0.0054609468272243935,78.5199978994975,49.519999999999996,26.672676,26.720648,0.020392882684176796,0.020429559985185974,40.55999943615953,0.0,3.9301543,0.0,0.005103500369277303,0.0,28.69999952904164,334.16999999999996,8.601565,132.19669,0.010294347600636581,0.11147772773663478,284.73000103479774,0.0,68.045525,0.0,0.07499277550721777,0.0,85.92999921191942,23.439999999999998,22.237778,4.215869,0.02420770731190127,0.0035969371962941126,102.29000337084162,22.500000000000004,24.708715,4.9816856,0.027491489812223217,0.004357874258978006,165.76999741723785,288.23,33.63075,122.99913,0.03869142633420454,0.10352292382545625
2025-12-20,50,353,110.99288,153.43065,205.43533130401784,204,353.98999999997073,310.96999999999997,0.14344566896029923,0.11174892081438764,318,37,1.1777131910807357,0.9276729559748428,384,,,,351.9300001112208,218.19,109.71179,59.612625,0.14246619746980255,0.07740994674312981,0.0,37.550000000000004,0.0,59.677906,0.0,0.008236781178603188,2.0599998887499567,55.230000000000004,1.2810904,34.140114,0.0009794714904966808,0.02610219289265464,180.31000721862372,0.0,52.548073,0.0,0.06823627620363765,0.0,19.58999928778897,310.96999999999997,6.2601624,153.43065,0.008129130404616366,0.11174892081438764,154.08999349355804,0.0,52.184647,0.0,0.06708026235204521,0.0,2.490000064662448,3.63,0.15348992,0.5503362,0.00019931424854922783,0.0007146387486738502,2.4900000646624445,12.899999999999999,0.15349,3.0636208,0.0001993143646485962,0.002542495190273623,349.00999987064586,294.44,110.685905,149.8167,0.14304703512262984,0.10849178768433522
2025-12-21,50,353,82.92436,152.22185,433.3464904705064,209,353.98999999999,370.59000000000003,0.09509790560338086,0.12858133686353956,519,39,0.27024292109132614,0.9730250481695568,384,,,,285.11000037068555,286.64,59.359287,78.40677,0.07708097004969715,0.10181506679492681,0.0,31.76,0.0,47.355057,0.0,0.006535974384718846,68.87999962930446,52.19,23.56508,26.460024,0.0180169355536837,0.02023029568389389,35.22999896678659,0.0,9.261549,0.0,0.012026579389704905,0.0,35.19000807685927,370.59000000000003,8.186782,152.22185,0.010078155938031073,0.12858133686353956,283.56999295634415,0.0,65.476036,0.0,0.07299316894610887,0.0,98.51999742600097,12.100000000000001,23.75035,2.053876,0.026675197467015348,0.0020166055073104804,104.10000604479245,18.14,25.04909,3.5555563,0.028361672591795034,0.003560057928144812,151.36999652919656,340.34999999999997,34.124928,146.61241,0.04006103517999948,0.12300467618457755
2025-12-22,50,353,39.342537,140.52531,309.3579221781033,210,353.98999999999546,312.3,0.051088229835201115,0.11185217896651309,718,36,0.25234196090913535,0.9052924791086351,384,,,,353.98999999999546,231.84,39.342537,63.63315,0.051088229835201115,0.08263078487404187,0.0,33.47,0.0,47.191467,0.0,0.006513395136784953,0.0,46.99000000000001,0.0,29.70071,0.0,0.022707998955686273,147.99999964754582,0.0,19.001806,0.0,0.02467478513830898,0.0,24.990000051892686,312.3,3.5708988,140.52531,0.004636988339292943,0.11185217896651309,181.00000030055696,0.0,16.769833,0.0,0.021776456976795824,0.0,100.75000016795838,4.55,12.331873,0.9707028,0.01601354687017633,0.0008376116813075051,118.9799995532581,8.52,12.667669,2.0202713,0.01644959380670322,0.0018307731509706862,134.260000278779,299.23,14.342997,137.53435,0.01862508915832156,0.10918379560825466
2025-12-23,50,353,123.69368,145.77408,224.57682108957013,219,353.9400045041043,338.21999999999997,0.16056203240919215,0.11322146755916129,381,35,0.8428892033505244,0.9133858267716536,384,,,,353.53000450497575,256.5,123.5807,64.887024,0.16047565533100935,0.08425899956789011,0.0,35.13,0.0,52.479637,0.0,0.007243271629715678,0.4099999991285885,46.589999999999996,0.112976074,28.407415,8.637707818280449e-05,0.021719196361555497,31.680000873277404,0.0,13.862249,0.0,0.018000815114626877,0.0,42.40000071433335,338.21999999999997,14.150577,145.77408,0.018375221026506072,0.11322146755916129,279.8600029164936,0.0,95.68086,0.0,0.1241860036984188,0.0,0.0,9.91,0.0,3.144217,0.0,0.0015625261146731465,70.48000033453205,19.79,22.036024,3.5005865,0.028614867049857017,0.0034311857129951124,283.4600041695723,308.52000000000004,101.65765,139.12927,0.1319471727896947,0.10822775731540643
2025-12-24,50,353,118.860306,106.024506,251.96751805121406,155,353.69000338172003,219.02999999999997,0.15437499465628918,0.07460895187886711,399,32,0.13572360261012345,0.7794486215538847,384,,,,352.510003337173,161.66,118.91463,43.868996,0.1544165240327539,0.05696606035980668,0.0,32.309999999999995,0.0,47.68853,0.0,0.00658200056393967,1.1800000445470045,25.060000000000002,-0.05431795,14.466988,-4.152937646473953e-05,0.011060890955120759,105.98000113539271,0.0,35.56474,0.0,0.04618257765034903,0.0,24.860000238419495,219.02999999999997,9.540798,106.024506,0.012389198274510332,0.07460895187886711,222.8500020079078,0.0,73.75476,0.0,0.09580321377785678,0.0,45.200000563159676,1.5699999999999998,15.510446,0.37775987,0.020141081893103017,0.0002888203930343674,215.63000267702233,4.95,76.15025,1.506974,0.09889936466593438,0.001296925651475349,92.860000141538,212.51,27.199614,104.13977,0.03533454809725178,0.07302320393755433
2025-12-25,50,353,117.15861,138.72902,243.6673539676786,182,353.89998651683834,285.69999999999993,0.15179243070677095,0.10627583138053015,356,33,0.08596751754540358,0.8567415730337079,384,,,,351.859986601385,173.6,116.514755,50.653015,0.1513001618766346,0.06577544513716192,0.0,29.66,0.0,42.836956,0.0,0.005912383310959557,2.039999915453261,82.43999999999998,0.6438583,45.23905,0.0004922688301363608,0.034588002932408664,65.27999729450437,0.0,18.94613,0.0,0.024602487739636306,0.0,34.049998674412414,285.69999999999993,12.016594,138.72902,0.015604141487908525,0.10627583138053015,254.56999054792152,0.0,86.195885,0.0,0.11158580395601264,0.0,40.28999881027382,3.5300000000000002,14.454317,0.6704125,0.01876964432708251,0.0007063608162845537,47.539998636593744,13.919999999999998,16.623844,3.1155014,0.02158688373615154,0.0030303708794598722,266.0699890699707,268.25,86.080444,134.94312,0.1114358989283571,0.10253910337737424
2025-12-26,50,353,111.4003,180.96811,364.90434236186275,213,353.82000652700367,498.00000000000006,0.1335265568143264,0.17033415740301788,392,35,0.31384613244567267,0.8826530612244898,384,,,,295.6100055288366,416.17,90.55296,109.959206,0.11758750097365449,0.14278747631071467,0.0,30.47,0.0,42.6851,0.0,0.005891424651229943,58.210000998167054,51.36,20.847336,28.323784,0.015939055840671908,0.02165525644107327,31.62000076528284,0.0,9.814583,0.0,0.012744719927527594,0.0,25.76000056064247,498.00000000000006,7.762931,180.96811,0.009492973317651747,0.17033415740301788,296.4400052010783,0.0,93.82279,0.0,0.11128886586364807,0.0,34.26000058523958,15.260000000000002,12.524961,2.3365355,0.01386808933630379,0.002763212803105667,72.87000143662918,10.190000000000001,23.01982,1.668863,0.025524350704474556,0.0018559078070946357,246.69000450513488,472.55000000000007,75.855515,176.9627,0.09413412507772989,0.1657150332113368
2025-12-27,50,353,70.97011,146.22794,279.66048660823446,204,353.9900000664792,334.48,0.09215819501864636,0.11959130980585386,361,33,0.30995592751851386,0.7534626038781164,384,,,,353.9900000664792,253.48999999999998,70.97011,70.096306,0.09215819501864636,0.09102351966854287,0.0,31.009999999999998,0.0,47.306576,0.0,0.006529283535173693,0.0,49.98,0.0,28.825054,0.0,0.0220385066021373,44.81999987754685,0.0,7.1062946,0.0,0.009227874393401113,0.0,33.8299997812455,334.48,7.1908264,146.22794,0.009337643714611252,0.11959130980585386,275.34000040768683,0.0,56.67299,0.0,0.0735926787682239,0.0,24.499999680408955,9.54,4.915591,1.4754827,0.006383137700328516,0.001915987257048177,39.969999448652416,12.31,11.165009,2.758245,0.014498315747251397,0.0023520745820886447,289.5200009374178,312.63,54.88951,141.9942,0.07127674466704961,0.11532324541087129
