Location,Region,Opt_Conversions,Act_Conversions,Opt_Clicks,Act_Clicks,Opt_Spend,Act_Spend
"Alberta, Canada",USA,0.0,0.0,0.004553318646798127,0.007791761808785216,0.008264393216739805,0.014800889520621746
Australia,A,0.047395831388830814,0.007602167259728824,1.624999933331342,0.260645734619274,3.1096244112293894,0.8150300382304752
Austria,B,0.0,0.0,0.201831245175617,0.0040864577422937785,0.10791002222475586,0.008935963777490298
Belgium,A,0.09479166277766163,0.015204334519457649,2.0515624158308197,0.3290652399568334,3.9259008191771043,1.028975423265975
Brazil,C,0.0,0.0,0.0,0.0,0.0,0.0
"British Columbia, Canada",USA,0.0,0.0,0.021248820351724592,0.036361555107664346,0.038567168344785754,0.06907081776290148
Canada,A,0.1015624958332089,0.016290358413704624,2.430729066941466,0.389882578034664,4.6514798484639615,1.2191490988530858
Chile,B,0.1210987471053702,0.002451874645376267,2.798726599768556,0.05666554735980706,1.4963523081832812,0.12391203104786544
China,B,0.16146499614049362,0.003269166193835023,6.848806919625938,0.13866713272183556,3.661746754160049,0.30322703751617075
Colombia,B,0.2691083269008227,0.005448610323058371,6.606609425415197,0.13376338343108302,3.5322547274903418,0.29250388098318236
Denmark,A,0.006770833055547258,0.0010860238942469748,1.4828124391648496,0.23783923284008748,2.8375322752468177,0.7437149098853085
Egypt,B,6.235912705109313,0.12625792271107011,134.13704554371506,2.7158598155284452,71.71700077057274,5.938841526520051
France,A,0.20312499166641776,0.03258071682740924,6.7979163877694475,1.0903679898239627,13.008595453642945,3.409542326597488
Germany,A,0.23697915694415406,0.03801083629864412,7.034895544713602,1.1283788261226069,13.462082346947232,3.528400873839432
Hong Kong,B,0.05382166538016454,0.0010897220646116743,2.1259557825164994,0.04304402155216114,1.1366522341007617,0.0941254851228978
Hungary,B,0.0,0.0,1.6415607940950183,0.03323652297065607,0.8776681807613477,0.07267917205692108
India,C,0.0,0.0,0.0,0.0,0.0,0.0
Ireland,A,0.0,0.0,0.3182291536107212,0.05104312302960782,0.6089681138657554,0.15961004915346805
Israel,A,0.3723958180550992,0.059731314183583614,7.576562189157382,1.2152607376623648,14.498623817357029,3.80007755324959
Italy,A,0.047395831388830814,0.0076021672597288235,1.069791622776467,0.17159177529102201,2.047169404059348,0.5365614418350628
Japan,A,0.0812499966665671,0.013032286730963695,2.0786457480530083,0.33340933553382124,3.977727892697594,1.0425592572364828
"Manitoba, Canada",USA,0.0,0.0,0.003035545764532085,0.005194507872523478,0.005509595477826536,0.009867259680414499
Mexico,A,0.4401041486105719,0.07059155312605338,19.899478350253396,3.1918242251918594,38.0799422691799,9.980722009830695
Netherlands,A,0.040624998333283556,0.006516143365481848,0.6093749749992533,0.09774215048222773,1.1661091542110211,0.30563626433642815
Norway,A,0.0,0.0,0.20312499166641776,0.03258071682740925,0.38870305140367367,0.1018787547788094
"Ontario, Canada",USA,0.00607109152906417,0.010389015745046954,0.09106637293596255,0.15583523617570433,0.1652878643347961,0.2960177904124349
Poland,B,0.013455416345041136,0.0002724305161529186,0.9015128951177561,0.018252844582245544,0.4819980992705762,0.03991397153945666
Portugal,B,0.013455416345041134,0.0002724305161529185,0.7131370662871801,0.014438817356104684,0.3812820785274707,0.031573738680465716
"Quebec, Canada",USA,0.0,0.0,0.03339100340985293,0.05713958659775825,0.0606055502560919,0.10853985648455948
Romania,B,0.10764333076032907,0.0021794441292233486,2.9601915959090497,0.059934713553642084,1.582680325963086,0.13106080206985768
Saudi Arabia,B,0.06727708172520566,0.0013621525807645928,4.453742810208615,0.09017450084661605,2.381214490426279,0.19718693402328588
Singapore,B,0.17492041248553475,0.0035415967099879414,2.0855895334813757,0.042226730003702376,1.1150702296558106,0.09233829236739974
South Africa,B,0.5382166538016453,0.01089722064611674,14.531849652644425,0.29422495744515204,7.769521600182422,0.6433893919793013
Spain,A,0.2302083238886068,0.03692481240439714,7.502083025546363,1.2033144748256481,14.356099365175682,3.7627220098306937
Sweden,A,0.0,0.0,0.20989582472196505,0.03366674072165622,0.40165981978379617,0.10527471327143638
Switzerland,A,0.013541666111094516,0.0021720477884939497,0.4536458147216663,0.07276360091454731,0.8681034814682046,0.22752921900600764
Taiwan,B,0.013455416345041134,0.0002724305161529185,1.8299366229255942,0.03705055019679692,0.978384201504453,0.08101940491591202
Turkiye,B,0.4390502353386922,0.008889407742069732,22.995306533675297,0.4655837521053378,12.294548532140517,1.0181041397153945
United Arab Emirates,B,0.09418791441528794,0.00190701361307043,3.188933673774749,0.06456603232824171,1.7049783511511425,0.1411882276843467
United Kingdom,A,0.0,0.0,0.6432291402769896,0.10317226995346261,1.2308929961116333,0.32261605679956307
United States,USA,3.162461932947171,5.411690246673684,66.05044029045364,113.02729679823835,119.8832880020276,214.70170338613906
