Budget,Spend USA,Clicks USA,Purch USA,Spend A,Clicks A,Purch A,Spend B,Clicks B,Purch B
Actual,0.6559716457585227,0.2894519692486456,0.4879710312555627,0.24196764422524608,0.22225371866596325,0.32858913537953294,0.10206071001623136,0.4882942922953229,0.18343983336490421
357,0.3681747506743833,0.05541740741607198,0.1195494946125,0.36424519607841666,0.3021451225372958,0.5716152357595594,0.2675800532471999,0.6424374777718916,0.3088352696279403
