Budget,Spend Exact match,Clicks Exact match,Purch Exact match,Spend Phrase match,Clicks Phrase match,Purch Phrase match,Spend Broad match,Clicks Broad match,Purch Broad match
Actual,0.1162492052099554,0.02231712612274045,0.03657728510906154,0.0815969279871878,0.03198481167902235,0.04666381792761226,0.8021538668028569,0.9456980539266071,0.9167588968186897
357,0.11116641690759518,0.05798303117351838,0.08950338738610797,0.39095180841654914,0.4166396830426058,0.3936102600697145,0.49788177467585554,0.5253772902524082,0.5168863508429233
