Budget,Spend New,Clicks New,Purch New,Spend Existing,Clicks Existing,Purch Existing,Spend Existing searches,Clicks Existing searches,Purch Existing searches
Actual,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
357,0.0045699396990145375,0.0074239782782412386,0.0038936196279035122,0.20607980441813267,0.2856922685087136,0.3573522961878459,0.7893502558828528,0.7068837671996598,0.6387540795233018
