Day,Budget,t_Clicks_OptCost,t_Clicks_ActCost,tm1_Clicks_OptCost,Actual_Clicks,Opt_Cost,Act_Cost,Opt_Cost_USA,Opt_Cost_A,Opt_Cost_B,Opt_Cost_new,Opt_Cost_existing,Opt_Cost_existing_searches,Act_Cost_USA,Act_Cost_A,Act_Cost_B,Act_Cost_new,Act_Cost_existing,Act_Cost_existing_searches,N_Opt,N_Obs,Eval_CV_MSE,Eval_Train_MSE,Eval_Train_R2,Eval_Best_Params,Hist_MSE,Hist_R2,Hist_Bias
2025-12-01,300,346.2627,221.91217,311.95058909884835,322,299.99999999999994,355.41,101.60358545936519,99.41138062515131,98.98503391548351,0.0,299.99999999999994,0.0,300.35,35.54,19.52,0.0,355.41,0.0,15,31,6.746827125549316,5.400618076324463,0.9210497140884399,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",,,
2025-12-01,350,408.25635,221.91217,354.2943986758607,322,349.9999999999993,355.41,117.03257521817005,116.6666666666666,116.30075811516272,0.0,349.9999999999993,0.0,300.35,35.54,19.52,0.0,355.41,0.0,19,31,6.746827125549316,5.400618076324463,0.9210497140884399,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",,,
2025-12-01,400,424.48837,221.91217,398.1542876763202,322,399.9999982399679,355.41,134.55358840376397,132.9499277828938,132.49648205331016,0.0,399.9999982399679,0.0,300.35,35.54,19.52,0.0,355.41,0.0,20,31,6.746827125549316,5.400618076324463,0.9210497140884399,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",,,
2025-12-01,450,480.20697,221.91217,437.4300884058456,322,449.99999860492767,355.41,159.65358632594473,145.93716962022594,144.40924265875714,0.0,449.99999860492767,0.0,300.35,35.54,19.52,0.0,355.41,0.0,22,31,6.746827125549316,5.400618076324463,0.9210497140884399,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",,,
2025-12-01,500,510.79312,221.91217,479.64742985350165,322,499.73868632537796,355.41,167.5293096425477,166.3550314475045,165.85434523532575,0.0,499.73868632537796,0.0,300.35,35.54,19.52,0.0,355.41,0.0,24,31,6.746827125549316,5.400618076324463,0.9210497140884399,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",,,
2025-12-01,550,541.13696,221.91217,522.1684178980296,322,549.9999811936018,355.41,190.6435894181787,180.0714481532231,179.28494362220005,0.0,549.9999811936018,0.0,300.35,35.54,19.52,0.0,355.41,0.0,22,31,6.746827125549316,5.400618076324463,0.9210497140884399,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",,,
2025-12-02,300,255.78798,200.57773,372.4787319731614,292,299.87857988245855,350.34000000000003,102.8424219857671,98.45736888957524,98.5787890071162,0.0,299.87857988245855,0.0,297.8,37.61,14.93,0.0,350.34000000000003,0.0,48,32,6.746827125549316,5.400618076324463,0.9210497140884399,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",,,
2025-12-02,350,296.85675,200.57773,429.5686834351583,292,349.9999982644992,350.34000000000003,123.4549472868409,113.3019952968907,113.24305568076764,0.0,349.9999982644992,0.0,297.8,37.61,14.93,0.0,350.34000000000003,0.0,57,32,6.746827125549316,5.400618076324463,0.9210497140884399,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",,,
2025-12-02,400,319.90115,200.57773,487.9108473009336,292,399.99999280184534,350.34000000000003,133.33333333332786,133.33332613518394,133.33333333333354,0.0,399.99999280184534,0.0,297.8,37.61,14.93,0.0,350.34000000000003,0.0,70,32,6.746827125549316,5.400618076324463,0.9210497140884399,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",,,
2025-12-02,450,386.73547,200.57773,544.9861727197008,292,449.2532555073769,350.34000000000003,149.61484198508685,149.67989477094912,149.95851875134082,0.0,449.2532555073769,0.0,297.8,37.61,14.93,0.0,350.34000000000003,0.0,66,32,6.746827125549316,5.400618076324463,0.9210497140884399,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",,,
2025-12-02,500,415.86548,200.57773,599.7978251165513,292,499.999999999999,350.34000000000003,166.6666666666658,166.6666666666665,166.66666666666666,0.0,499.999999999999,0.0,297.8,37.61,14.93,0.0,350.34000000000003,0.0,70,32,6.746827125549316,5.400618076324463,0.9210497140884399,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",,,
2025-12-02,550,474.89157,200.57773,656.9241235071149,292,549.9906232289682,350.34000000000003,185.18242093026151,182.53221103847568,182.27599126023088,0.0,549.9906232289682,0.0,297.8,37.61,14.93,0.0,350.34000000000003,0.0,71,32,6.746827125549316,5.400618076324463,0.9210497140884399,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",,,
2025-12-03,300,332.59607,202.77689,419.44012773155225,276,299.99999999999875,359.4600000000001,100.39657817704763,99.99146987094574,99.61195195200534,0.0,299.99999999999875,0.0,315.23,38.870000000000005,5.359999999999999,0.0,359.4600000000001,0.0,45,36,6.746827125549316,5.400618076324463,0.9210497140884399,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",,,
2025-12-03,350,383.75327,202.77689,476.5705656690929,276,349.9999943110051,359.4600000000001,117.28212109040932,116.5059709619614,116.21190225863431,0.0,349.9999943110051,0.0,315.23,38.870000000000005,5.359999999999999,0.0,359.4600000000001,0.0,28,36,6.746827125549316,5.400618076324463,0.9210497140884399,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",,,
2025-12-03,400,423.8138,202.77689,533.742535461866,276,400.000000000003,359.4600000000001,133.6893502158661,133.4519042768968,132.85874550724012,0.0,400.000000000003,0.0,315.23,38.870000000000005,5.359999999999999,0.0,359.4600000000001,0.0,35,36,6.746827125549316,5.400618076324463,0.9210497140884399,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",,,
2025-12-03,450,470.01474,202.77689,589.3674960079218,276,449.97272230844055,359.4600000000001,150.08424173551936,150.09657934132306,149.79190123159808,0.0,449.97272230844055,0.0,315.23,38.870000000000005,5.359999999999999,0.0,359.4600000000001,0.0,42,36,6.746827125549316,5.400618076324463,0.9210497140884399,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",,,
2025-12-03,500,507.7545,202.77689,645.8675854459522,276,499.99999999999943,359.4600000000001,166.8344600706347,166.67874736976543,166.4867925595993,0.0,499.99999999999943,0.0,315.23,38.870000000000005,5.359999999999999,0.0,359.4600000000001,0.0,37,36,6.746827125549316,5.400618076324463,0.9210497140884399,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",,,
2025-12-03,550,567.45496,202.77689,699.8485738734456,276,549.97739779931,359.4600000000001,183.5642434776457,183.32402437569385,183.0891299459704,0.0,549.97739779931,0.0,315.23,38.870000000000005,5.359999999999999,0.0,359.4600000000001,0.0,48,36,6.746827125549316,5.400618076324463,0.9210497140884399,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",,,
