Budget,Spend Exact match,Clicks Exact match,Purch Exact match,Spend Phrase match,Clicks Phrase match,Purch Phrase match,Spend Broad match,Clicks Broad match,Purch Broad match
Actual,0.11509759734944305,0.02349810177654449,0.03773869651210867,0.07901409080568611,0.03545637166553092,0.05121777216352769,0.8058883118448709,0.9410455347887736,0.9110435291531054
178,0.1262118930309694,0.10271380958099952,0.09626785719609429,0.2661260392994323,0.2976607261728995,0.3005138063644082,0.6076620676695982,0.5996254624429886,0.6032183370312462
