Day,Budget,t_Clicks_OptCost,t_Clicks_ActCost,tm1_Clicks_OptCost,Actual_Clicks,Opt_Cost,Act_Cost,Opt_Purch,Act_Purch,N_Opt,N_Obs,Avg_Cost_Change,Pct_New_Keywords,Eval_CV_MSE,Eval_Train_MSE,Eval_Train_R2,Eval_Best_Params,Hist_MSE,Hist_R2,Hist_Bias,Opt_Cost_Region_B,Act_Cost_Region_B,Opt_Clicks_Region_B,Act_Clicks_Region_B,Opt_Purch_Region_B,Act_Purch_Region_B,Opt_Cost_Region_A,Act_Cost_Region_A,Opt_Clicks_Region_A,Act_Clicks_Region_A,Opt_Purch_Region_A,Act_Purch_Region_A,Opt_Cost_Region_USA,Act_Cost_Region_USA,Opt_Clicks_Region_USA,Act_Clicks_Region_USA,Opt_Purch_Region_USA,Act_Purch_Region_USA,Opt_Cost_Origin_new,Act_Cost_Origin_new,Opt_Clicks_Origin_new,Act_Clicks_Origin_new,Opt_Purch_Origin_new,Act_Purch_Origin_new,Opt_Cost_Origin_existing,Act_Cost_Origin_existing,Opt_Clicks_Origin_existing,Act_Clicks_Origin_existing,Opt_Purch_Origin_existing,Act_Purch_Origin_existing,Opt_Cost_Origin_existing searches,Act_Cost_Origin_existing searches,Opt_Clicks_Origin_existing searches,Act_Clicks_Origin_existing searches,Opt_Purch_Origin_existing searches,Act_Purch_Origin_existing searches,Opt_Cost_Match_Exact match,Act_Cost_Match_Exact match,Opt_Clicks_Match_Exact match,Act_Clicks_Match_Exact match,Opt_Purch_Match_Exact match,Act_Purch_Match_Exact match,Opt_Cost_Match_Phrase match,Act_Cost_Match_Phrase match,Opt_Clicks_Match_Phrase match,Act_Clicks_Match_Phrase match,Opt_Purch_Match_Phrase match,Act_Purch_Match_Phrase match,Opt_Cost_Match_Broad match,Act_Cost_Match_Broad match,Opt_Clicks_Match_Broad match,Act_Clicks_Match_Broad match,Opt_Purch_Match_Broad match,Act_Purch_Match_Broad match
2025-12-11,178,92.32424,106.05346,173.62094071886423,205,178.5700000000001,424.93,0.09363214782567567,0.27848426913618385,87,46,0.3754303125906889,0.7816091954022989,1.808143949508667,1.6075465679168701,0.9134912490844727,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",1.494765281677246,0.9034402966499328,-2.2434189717335048e-05,59.523333333333156,22.14,83.08325,27.627506,0.06449155804769731,0.021445247767069426,59.52333333333333,119.01,7.114494,37.673527,0.021733293020632333,0.11508477646951444,59.523333333333674,283.78000000000003,2.1264973,40.752426,0.007407296757346028,0.14195424489959996,0.0,0.0,0.0,0.0,0.0,0.0,25.43999965434633,424.93,2.5164845,106.05346,0.00807534731842909,0.27848426913618385,153.1300003456538,0.0,89.807755,0.0,0.08555680061269723,0.0,77.51333333282344,38.89,19.494766,2.964491,0.03283170430827917,0.00981960179710531,36.19000014551104,43.74,35.36426,7.02806,0.027509021168836374,0.021898352345896176,64.86666652166568,342.29999999999995,37.465214,96.0609,0.033291421193045706,0.24676630548706308
2025-12-12,178,112.08612,144.86601,188.09217058625393,184,178.53999978792137,328.5400000000001,0.11523488567960825,0.2731110819973134,146,35,0.46502269933973994,0.910958904109589,1.808143949508667,1.6075465679168701,0.9134912490844727,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",1.5260478258132937,0.9017971754074096,-3.3396144695690065e-05,53.66000051112485,46.629999999999995,100.130875,81.48249,0.0777243965537543,0.06324900199461599,53.76999979689524,64.9,9.645837,25.4906,0.0294660221158447,0.0778684669435161,71.1099994799013,217.01,2.3094172,37.89291,0.008044467010009253,0.1319936130591813,0.7600000061288339,0.0,0.049319983,0.0,0.00015066225749535715,0.0,56.299998971323525,328.5400000000001,60.30633,144.86601,0.06617003588148843,0.2731110819973134,121.48000081046902,0.0,51.730476,0.0,0.048914191281104906,0.0,24.09999944515664,21.919999999999998,26.142653,1.6165316,0.02087229089725069,0.005487419385344299,32.51000163262154,28.659999999999997,24.98847,2.9016302,0.02166090136936858,0.008294202401987541,121.92999871014321,277.96,60.955,140.34784,0.07270169421465031,0.259329457680913
2025-12-13,178,101.70842,142.84875,137.20338564661597,182,178.38000122170226,336.40000000000003,0.12830600227163996,0.27466082315673157,88,35,2.6705359129390227,0.7840909090909091,1.808143949508667,1.6075465679168701,0.9134912490844727,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",1.525627613067627,0.902451992034912,-7.939409204491614e-05,57.959999675363676,43.230000000000004,80.842674,76.90857,0.06275235859102947,0.05969859565068948,57.910000687038355,93.39,16.634754,34.371,0.050815697855383146,0.10499622958453081,62.510000859300234,199.78,4.2309904,31.569195,0.01473794582522736,0.1099659979215113,0.0,0.0,0.0,0.0,0.0,0.0,53.21000077133546,336.40000000000003,15.750102,142.84875,0.04869830864365572,0.27466082315673157,125.17000045036679,0.0,85.95831,0.0,0.0796076927974931,0.0,22.44000025033179,50.43,18.006035,3.2994065,0.014654163472511228,0.011377723719058534,37.14000039572065,23.650000000000002,20.126814,5.7371063,0.017750230400126646,0.016557155213207962,118.8000005756498,262.32,63.57556,133.81226,0.09590160980455407,0.24672594860459163
2025-12-14,178,86.33367,145.90286,109.67766390674791,178,177.130001419952,413.4800000000001,0.12489305011072374,0.3211966672445512,100,38,1.0010353929108085,0.8,1.808143949508667,1.6075465679168701,0.9134912490844727,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",1.4828176498413086,0.905549943447113,8.8946421260606e-05,33.740000837619135,38.21,61.85439,64.15633,0.048013114450913004,0.04979994576581277,71.42000039393662,90.74999999999999,19.576996,31.160788,0.05980364399620941,0.09518969947730986,71.97000018839624,284.52000000000004,4.9022856,50.585762,0.01707629166360134,0.1762070220014286,0.0,0.0,0.0,0.0,0.0,0.0,33.950000113854216,413.4800000000001,7.510486,145.90286,0.02330224071212466,0.3211966672445512,143.18000130609778,0.0,78.82319,0.0,0.10159080974714517,0.0,22.460000067914205,37.900000000000006,4.251907,2.4857044,0.013348845432012554,0.00838867896943769,60.2400007603581,51.63,50.747547,9.747647,0.062445000473450404,0.030180329748977604,94.43000059167969,323.95,31.334215,133.66951,0.0490992079762062,0.28262766357394264
2025-12-15,178,143.25146,126.19648,149.5129544599781,182,178.44999685922267,332.14000000000004,0.15930217810885772,0.25660821530276595,96,37,0.8761013535385945,0.59375,1.808143949508667,1.6075465679168701,0.9134912490844727,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",1.5086301565170288,0.9042171239852904,-4.746959449107203e-05,57.679998842884274,32.68,122.27893,62.78758,0.0949163467912997,0.04873748527716788,57.629999325836344,86.68,20.227766,30.343784,0.06179161115503814,0.09269392499132258,63.13999869050202,212.78,0.7447524,33.065117,0.0025942201625198807,0.11517680503427549,0.0,0.0,0.0,0.0,0.0,0.0,28.0899998646813,332.14000000000004,18.826483,126.19648,0.01634635296223834,0.25660821530276595,150.3599969945413,0.0,124.42497,0.0,0.14295581747537003,0.0,8.849999867416535,67.02000000000001,0.26883268,3.950329,0.0008212277644383476,0.01354878925777488,57.379999765716434,42.760000000000005,42.69399,8.22633,0.06325606200830794,0.024831854095418028,112.21999722608965,222.36,100.28863,114.01982,0.09522488544673499,0.21822757529766282
2025-12-16,178,143.37344,130.12947,183.18968669121318,178,178.51999935637372,352.65,0.15067285077823328,0.26257299816437263,147,41,1.590811182691109,0.8027210884353742,1.808143949508667,1.6075465679168701,0.9134912490844727,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",1.5236403942108154,0.903623104095459,-0.0001061306348012,57.49000156291125,38.720000000000006,126.12453,65.31605,0.09790140686115,0.05070015413013721,60.48999857491855,93.49999999999999,17.063133,32.421288,0.05212431233828902,0.09904026969864192,60.539999218543926,220.43000000000004,0.18577945,32.392136,0.0006471315787942478,0.11283257433559349,0.0,0.0,0.0,0.0,0.0,0.0,82.12999988726598,352.65,105.58153,130.12947,0.11706340213496795,0.26257299816437263,96.38999946910775,0.0,37.791924,0.0,0.033609444273351184,0.0,25.920000292737726,45.050000000000004,32.37054,2.979103,0.025462729847114875,0.010035673225489108,51.369999189298696,34.63999999999999,39.40518,5.8677745,0.06197001491688815,0.018063540321098102,101.22999987433732,272.96000000000004,71.597725,121.28259,0.06324010216665574,0.23447378563045035
2025-12-17,178,112.42613,118.2205,164.87774748502628,163,177.96999910466607,319.74999999999994,0.12456343643537708,0.24489659670352062,149,35,0.34229521996422824,0.6644295302013423,1.808143949508667,1.6075465679168701,0.9134912490844727,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",1.5400490760803225,0.902932345867157,6.194987928874692e-05,43.28999945932489,32.46,96.77455,57.359543,0.07511912993165636,0.04452409119918766,65.57999953309883,79.72,11.84335,27.130348,0.03617896765866776,0.0828775538374994,69.10000011224236,207.57000000000002,3.8082323,33.730618,0.013265338845052979,0.11749495166683357,0.7599999689102535,0.0,0.049319863,0.0,0.00015066189333584701,0.0,76.23999955080144,319.74999999999994,105.70339,118.2205,0.10270568298652183,0.24489659670352062,100.9699995849544,0.0,6.67343,0.0,0.021707090463040882,0.0,26.839999811589056,43.80999999999999,32.48352,2.9482446,0.025849129167795155,0.009895840095049749,39.16999965613158,19.6,32.955143,2.2938614,0.027337665204470195,0.00723180705185644,111.95999963694544,256.34,46.98746,112.97839,0.07137664253272191,0.22776894943555862
2025-12-18,178,110.4754,124.63933,151.97495973302307,174,178.08000204328263,342.63999999999993,0.11346107481978089,0.26816011576930554,152,42,0.4927687991013144,0.881578947368421,1.808143949508667,1.6075465679168701,0.9134912490844727,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",1.519315242767334,0.9045427441596984,8.805201710961439e-05,54.729999562870496,31.02,98.56169,56.5432,0.07650635228249841,0.04389042403334311,60.9700007827912,86.81,10.605046,30.176182,0.0323962039381252,0.09218193419971142,62.380001697620926,224.81000000000003,1.308666,37.919937,0.004558518599157274,0.13208775753625102,2.2000000643614306,0.0,0.0,0.0,0.0,0.0,64.06000058153151,342.63999999999993,69.8621,124.63933,0.07314378342256629,0.26816011576930554,111.82000139738969,0.0,40.613297,0.0,0.04031729362997094,0.0,24.730000198085598,48.12,20.544859,3.4910474,0.01657182641623088,0.011726511233541006,43.33000029382762,38.52,23.137728,5.628042,0.023914587027617354,0.017650098090858247,110.0200015513694,256.0,66.79281,115.52023,0.07297466025791108,0.2387834940386251
2025-12-19,178,156.5279,109.66382,169.71560344698798,152,178.10000286746413,242.35000000000002,0.16703936370083294,0.20050014440028324,77,33,0.9376042312979689,0.7792207792207793,1.808143949508667,1.6075465679168701,0.9134912490844727,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",1.5403608083724976,0.9035025238990784,-8.334930202474647e-05,57.980000409220295,34.18,137.68443,63.84515,0.10687453118737907,0.04955840196551727,57.74000028739928,57.33000000000001,12.771758,20.207905,0.03901505649007826,0.061730927614267135,62.38000217084456,150.84,6.0717077,25.610767,0.02114977602337562,0.08921081482049883,0.0,0.0,0.0,0.0,0.0,0.0,52.289999995392876,242.35000000000002,69.94491,109.66382,0.06438141183593417,0.20050014440028324,125.81000287207127,0.0,86.58299,0.0,0.10265795737180392,0.0,31.920001035168312,38.629999999999995,3.2907424,2.7679367,0.011035951557021192,0.009346771649093205,76.870001295207,20.810000000000002,69.07063,2.779366,0.07160910979269032,0.0086676118549113,69.31000053708885,182.91000000000003,84.16652,104.11652,0.08439430066131756,0.18248576326003701
2025-12-20,178,138.60222,130.50385,180.5376997001789,173,178.52999788841925,291.04,0.1468265469977122,0.2651781174503131,103,34,1.0288369208434713,0.8446601941747572,1.808143949508667,1.6075465679168701,0.9134912490844727,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",1.5163155794143677,0.9053558707237244,-4.811891082018893e-05,58.99000227834614,35.17,121.97966,64.25114,0.09468404450720101,0.049873540332796264,58.95000016676549,102.13,13.439636,36.112465,0.04105528199525122,0.11031605815843724,60.58999544330765,153.74,3.182935,30.140255,0.011087220495259951,0.10498851895907958,6.990000044909942,0.0,0.2158885,0.0,0.00070974023427149,0.0,78.45000196665802,291.04,93.618706,130.50385,0.09634337381074347,0.26517811745031306,93.0899958768513,0.0,44.767635,0.0,0.04977343357556559,0.0,22.290000885853555,38.019999999999996,25.723116,2.9391642,0.020843206515451095,0.010114326972564956,52.259995747004105,20.929999999999996,31.668392,3.4412951,0.037056080610971265,0.010400060687806838,103.98000125556162,232.09,81.21072,124.1234,0.08892725304038372,0.24466372361572455
2025-12-21,178,117.75462,124.58887,168.8003078713631,184,178.5700000000001,375.89,0.12237061951977884,0.26632415658887587,182,38,0.5814535644896057,0.9010989010989011,1.808143949508667,1.6075465679168701,0.9134912490844727,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",1.5480334758758545,0.9038049578666688,8.978155689438795e-06,45.380001639762106,34.47,104.1644,57.511936,0.08085534288441341,0.04464238319872188,65.36999985539124,79.36000000000001,13.590218,27.930843,0.04151527663536544,0.08532289951452145,67.81999850484675,262.06,0.0,39.1461,0.0,0.13635887387563256,0.0,0.0,0.0,0.0,0.0,0.0,43.13000018636511,375.89,40.189327,124.58887,0.049099830885894716,0.26632415658887587,135.43999981363496,0.0,77.56529,0.0,0.07327078863388414,0.0,23.72000117022573,56.459999999999994,0.19727945,3.9409251,0.0004902691457289108,0.01372755201805102,80.56999976305895,42.88,76.21884,7.3455453,0.07762885149553866,0.022961426510567318,74.27999906671542,276.55,41.338497,113.302414,0.044251499693389,0.2296351786131479
2025-12-22,178,109.29005,123.87024,129.54948859986214,167,155.77999861093946,398.87,0.1380326459708257,0.2844109704528297,32,32,3.7426521403705975,0.28125,1.808143949508667,1.6075465679168701,0.9134912490844727,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",1.5178908109664917,0.9060792326927184,-3.021063109755122e-05,44.1599998149049,29.659999999999997,86.901764,50.05003,0.0674556004046463,0.03885024145457573,60.340000195783894,76.97,17.288353,27.02101,0.052812311617620816,0.08254354090823979,51.27999860025065,292.23999999999995,5.099925,46.799206,0.01776473394855861,0.1630171880900142,0.0,0.0,0.0,0.0,0.0,0.0,35.83999995166135,398.87,58.29881,123.87024,0.048662049600678,0.2844109704528297,119.93999865927809,0.0,50.99124,0.0,0.08937059702348105,0.0,31.979999626986842,53.629999999999995,27.639204,2.293952,0.028826393132468885,0.007962306364074486,44.34000068589575,20.209999999999997,14.199373,2.082759,0.030611633984479164,0.006512112683728078,79.45999829805685,325.03000000000003,67.45147,119.49353,0.0785946180804475,0.26993654516978643
