Budget,Spend USA,Clicks USA,Purch USA,Spend A,Clicks A,Purch A,Spend B,Clicks B,Purch B
Actual,0.6565582424505209,0.2921124673209376,0.48584680864757324,0.24263815192093435,0.23142897641799876,0.3375620628881376,0.10080360562854483,0.4764585842248455,0.17659112846428862
178,0.3895771117964778,0.03573644935562882,0.09721210977388597,0.37459576361653707,0.17886197109623564,0.4266911450217138,0.23582712458698493,0.7854015785080039,0.47609674520439993
