Budget,avg clicks (opt),se clicks (opt),avg cost (opt),se cost (opt),avg purch (opt),se purch (opt),clicks/$ (opt),avg kws (opt),se kws (opt),improvement in clicks,improvement in clicks/$,improvement in purch,avg clicks (act),se clicks (act),avg cost (act),se cost (act),avg purch (act),se purch (act),clicks/$ (act),avg n kws (act),se n kws (act)
178,98.93287529032257,6.166189858525477,176.19709312626551,0.8768391138224855,0.12668540096102024,0.003910457633200435,0.5614898267329858,112.35483870967742,7.365357503546371,-0.19091832530290295,0.5236470063165317,-0.5053105469898849,122.27798303225806,2.7533507291456325,331.8109677419355,10.232678848688424,0.25609076601523956,0.006712483100639549,0.3685170019074211,35.225806451612904,0.7865942340710879
