Region,Opt_Purchases,Act_Purchases,Opt_Clicks,Act_Clicks,Opt_Spend,Act_Spend
A,0.05980364399620941,0.09518969947730986,19.576998,31.160786,71.4200003939366,90.75
B,0.048013114450913004,0.04979994576581277,61.854385,64.15633,33.740000837619135,38.21
C,0.0,0.0,0.0,0.0,0.0,0.0
USA,0.01707629166360134,0.1762070220014286,4.902286,50.585762,71.97000018839624,284.52
