Budget,Spend New,Clicks New,Purch New,Spend Existing,Clicks Existing,Purch Existing,Spend Existing searches,Clicks Existing searches,Purch Existing searches
Actual,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
177,0.18087228009610684,0.12637215232937662,0.12798205833838833,0.0795337972941738,0.08000424825255487,0.07990434089968483,0.7395939226097196,0.7936236191899165,0.7921136019981542
