Day,Budget,t_Clicks_OptCost,t_Clicks_ActCost,tm1_Clicks_OptCost,Actual_Clicks,Opt_Cost,Act_Cost,Opt_Purch,Act_Purch,N_Opt,N_Obs,Avg_Cost_Change,Pct_New_Keywords,Eval_CV_MSE,Eval_Train_MSE,Eval_Train_R2,Eval_Best_Params,Hist_MSE,Hist_R2,Hist_Bias,Opt_Cost_Region_A,Act_Cost_Region_A,Opt_Clicks_Region_A,Act_Clicks_Region_A,Opt_Purch_Region_A,Act_Purch_Region_A,Opt_Cost_Region_USA,Act_Cost_Region_USA,Opt_Clicks_Region_USA,Act_Clicks_Region_USA,Opt_Purch_Region_USA,Act_Purch_Region_USA,Opt_Cost_Region_B,Act_Cost_Region_B,Opt_Clicks_Region_B,Act_Clicks_Region_B,Opt_Purch_Region_B,Act_Purch_Region_B,Opt_Cost_Origin_new,Act_Cost_Origin_new,Opt_Clicks_Origin_new,Act_Clicks_Origin_new,Opt_Purch_Origin_new,Act_Purch_Origin_new,Opt_Cost_Origin_existing,Act_Cost_Origin_existing,Opt_Clicks_Origin_existing,Act_Clicks_Origin_existing,Opt_Purch_Origin_existing,Act_Purch_Origin_existing,Opt_Cost_Origin_existing searches,Act_Cost_Origin_existing searches,Opt_Clicks_Origin_existing searches,Act_Clicks_Origin_existing searches,Opt_Purch_Origin_existing searches,Act_Purch_Origin_existing searches,Opt_Cost_Match_Exact match,Act_Cost_Match_Exact match,Opt_Clicks_Match_Exact match,Act_Clicks_Match_Exact match,Opt_Purch_Match_Exact match,Act_Purch_Match_Exact match,Opt_Cost_Match_Phrase match,Act_Cost_Match_Phrase match,Opt_Clicks_Match_Phrase match,Act_Clicks_Match_Phrase match,Opt_Purch_Match_Phrase match,Act_Purch_Match_Phrase match,Opt_Cost_Match_Broad match,Act_Cost_Match_Broad match,Opt_Clicks_Match_Broad match,Act_Clicks_Match_Broad match,Opt_Purch_Match_Broad match,Act_Purch_Match_Broad match
2025-12-11,177,59.842037,154.3391,271.6390671546806,218,177.00000000619733,332.15,0.07191863957737828,0.11871987724279069,265,42,0.3135579086128216,0.879245283018868,2.6854658126831055,2.0746939182281494,0.9179665446281433,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",2.001908302307129,0.9052206873893738,1.4859036078379228e-05,52.43000081495525,50.08,10.841433,27.337463,0.008288933678520084,0.02090115007470351,124.56999919124208,245.10999999999999,49.000603,69.18388,0.06362970589885819,0.08983868443772959,0.0,36.96,0.0,57.817764,0.0,0.007980042730357592,3.6299999674579477,0.0,1.405621,0.0,0.0018252684489954787,0.0,10.739999952251669,332.15,4.7275677,154.3391,0.005766768699770832,0.11871987724279069,162.63000008648766,0.0,53.708847,0.0,0.06432660132693283,0.0,45.39999949149432,9.92,10.597622,1.4578161,0.012489331746245435,0.0011188548326946067,49.02500110860578,19.209999999999997,16.715847,2.9926612,0.019691173587080852,0.0029806267321725428,82.5749994060972,303.02000000000004,32.52857,149.8886,0.039738134790908486,0.11462039892837292
2025-12-12,177,41.27976,145.00725,97.01649472829152,199,176.9999999999999,327.43000000000006,0.05360380779103144,0.11551166280167764,222,36,0.32343294191065197,0.9054054054054054,2.6854658126831055,2.0746939182281494,0.9179665446281433,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",2.030755519866944,0.9040011167526244,-7.85513968873138e-05,0.0,28.850000000000005,0.0,17.094378,0.0,0.013069691025674783,176.9999999999999,265.49999999999994,41.27976,73.05924,0.05360380779103144,0.09487103911406847,0.0,33.08,0.0,54.85363,0.0,0.007570932661934391,35.020000761210106,0.0,5.6724305,0.0,0.007365930927932675,0.0,28.470000770657702,327.43000000000006,7.166426,145.00725,0.009305958803790084,0.11551166280167764,113.50999846813198,0.0,28.440899,0.0,0.03693191620171878,0.0,0.4100000134516575,3.73,0.18234526,0.38880342,0.00023678433284669275,0.0003904702695321094,61.13000176741517,17.68,15.15466,2.6070125,0.019679075757004758,0.003272944227382921,115.45999821913296,306.02,25.94275,142.01144,0.03368794505024441,0.11184825360482162
2025-12-13,177,55.122658,137.99945,135.38196182651663,187,176.9398531780928,329.93,0.07121881788681614,0.10798501483830877,198,35,0.22424240931189912,0.8888888888888888,2.6854658126831055,2.0746939182281494,0.9179665446281433,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",2.0025081634521484,0.9056293964385986,-0.0001757629324052,3.729999951597107,35.010000000000005,0.67544687,20.431679,0.0005164202006847893,0.015621260757171277,173.20985322649568,260.11,54.447212,65.60542,0.07070239768613135,0.08519187625906058,0.0,34.809999999999995,0.0,51.96236,0.0,0.007171877822076925,42.34000179691495,0.0,15.01861,0.0,0.0195024078125504,0.0,13.620000292174463,329.93,4.3926687,137.99945,0.005704097572183657,0.10798501483830877,120.97985108900338,0.0,35.71138,0.0,0.04601231374047534,0.0,17.48000035375984,20.84,2.8237405,2.9799137,0.0036269611634578394,0.0034612661804501533,22.630000391865458,11.04,7.337093,3.9098399,0.00952757732769496,0.0018079833012850646,136.82985243246748,298.05,44.961826,131.10971,0.05806428032445828,0.10271577147044647
2025-12-14,177,63.96257,163.9021,138.48845699091657,222,176.809854395431,364.54,0.08287580739361217,0.1333440446610485,222,40,0.37285149465195805,0.8423423423423423,2.6854658126831055,2.0746939182281494,0.9179665446281433,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",1.9986356496810915,0.9060728549957277,-0.0001142682293419,2.459850633149673,79.34999999999998,0.34223127,47.22522,0.00026165661787403257,0.03610654906560745,174.35000376228135,255.29,63.620335,69.91096,0.08261415077573814,0.09078283546116309,0.0,29.900000000000002,0.0,46.765907,0.0,0.006454660134277939,52.75985192951704,0.0,14.573797,0.0,0.018924797665385094,0.0,14.15000042978156,364.54,3.8595405,163.9021,0.005011803540145438,0.1333440446610485,109.90000203613243,0.0,45.52923,0.0,0.05893920618808164,0.0,57.04985195146464,16.619999999999997,15.472325,3.1526508,0.02009157959921568,0.002886657774761987,57.9100013327332,6.279999999999999,21.623705,0.53011584,0.02807945019954297,0.0006768428321015988,61.8500011112332,341.64,26.866537,160.21933,0.03470477883324678,0.12978054265570854
2025-12-15,177,80.4584,152.32489,121.69401811635187,220,177.0000000000049,346.34000000000003,0.10373368208986955,0.1252265823099465,140,38,0.48708237920379566,0.9714285714285714,2.6854658126831055,2.0746939182281494,0.9179665446281433,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",2.0460400581359863,0.9042950868606568,-0.0002677258841001,4.110000155132811,65.23,1.3961517,34.213448,0.0010674428376679264,0.026158260996078,172.88999984487205,251.78,79.06225,71.317924,0.10266623925220163,0.09260985190224878,0.0,29.330000000000002,0.0,46.79351,0.0,0.006458469411619706,57.959999211393495,0.0,24.450617,0.0,0.031750332660445774,0.0,36.35000186056166,346.34000000000003,16.321512,152.32489,0.021194290780817276,0.1252265823099465,82.6899989280497,0.0,39.68627,0.0,0.050789061125393026,0.0,9.159999924191295,14.489999999999998,3.305534,1.9752498,0.004133018636654394,0.002054199062032874,10.499999894276357,13.25,4.6156063,3.9548895,0.0057539456814829585,0.0027311270712445605,157.34000018153716,318.6,72.53727,146.39474,0.09384671746213388,0.12044124966694596
2025-12-16,177,125.56945,156.51152,167.6537800089257,218,176.99999562512733,340.7199999999999,0.15633113197882473,0.11930424443107897,212,39,0.45002699235284166,0.9433962264150944,2.6854658126831055,2.0746939182281494,0.9179665446281433,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",2.0746920108795166,0.903444230556488,1.809552611740689e-05,12.720000004366216,52.4,12.597677,31.169182,0.009631690237196906,0.023830734727686164,164.2799956207611,248.91,112.97178,67.3604,0.14669944174162783,0.0874708071695473,0.0,39.41,0.0,57.98193,0.0,0.008002702533845498,7.7400000744623645,0.0,1.661099,0.0,0.0021570191433364473,0.0,14.96999993891425,340.7199999999999,8.6065445,156.51152,0.009709765054608854,0.11930424443107897,154.28999561175067,0.0,115.30182,0.0,0.14446434697939728,0.0,45.089998675378745,5.83,30.983665,0.6635818,0.039754778008336995,0.000653657499746811,52.07999871637377,20.36,39.289642,3.7579641,0.04845827237597112,0.0035486414893599614,79.8299982333748,314.53000000000003,55.296158,152.08997,0.06811808443587414,0.11510195136864076
2025-12-17,177,21.27454,128.59319,101.07855828021619,187,177.00000000000315,300.26,0.02741171194793589,0.10874332386362531,275,43,0.3872306174914358,0.9490909090909091,2.6854658126831055,2.0746939182281494,0.9179665446281433,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",1.9443849325180051,0.909841537475586,-4.342839538600218e-05,12.290002200204276,42.83,0.40137392,23.59142,0.0003068747693007369,0.018037074455792435,164.70999779979888,228.72999999999996,20.873163,65.67164,0.027104837178635155,0.0852778801943641,0.0,28.7,0.0,39.330135,0.0,0.005428369213468776,65.4299991550585,0.0,5.4351716,0.0,0.007058304174023617,0.0,21.889999677746992,300.26,4.135508,128.59319,0.005244427705310617,0.10874332386362531,89.68000116719769,0.0,11.703859,0.0,0.015108980378199972,0.0,0.0,4.53,0.0,0.4408276,0.0,0.0004703253018966775,34.09007409970432,20.57,3.9407923,3.3192527,0.005015802854493751,0.002923543424470617,142.90992590029884,275.16,17.333744,124.83311,0.022395909403040454,0.10534945251283702
2025-12-18,177,40.49857,181.5881,280.4925593661028,235,177.00000000003988,394.76,0.04719825527024016,0.1410093934864608,291,40,0.3347291707371527,0.9587628865979382,2.6854658126831055,2.0746939182281494,0.9179665446281433,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",2.0482842922210693,0.9050706028938292,-0.0001916434170918,58.609999172347145,59.78000000000001,10.095978,38.999023,0.007718988895144867,0.02981712473024568,118.39000082769272,293.96999999999997,30.402588,78.85374,0.039479266375095294,0.10239547694925893,0.0,41.00999999999999,0.0,63.735344,0.0,0.008796791806956182,0.0,0.0,0.0,0.0,0.0,0.0,9.450003191040919,394.76,2.96883,181.5881,0.003482961306214158,0.1410093934864608,167.54999680899897,0.0,37.52974,0.0,0.04371529502953507,0.0,45.40999934183961,5.6899999999999995,5.2494645,1.0596225,0.005920392670224019,0.0005685857683302886,44.530002722285765,19.18,10.32347,3.5439003,0.011384055709067283,0.002444841056675195,87.05999793591451,369.88999999999993,24.925632,176.98459,0.029893806763636042,0.13799596339687392
2025-12-19,177,36.99225,139.14096,312.2357858551535,193,176.95999632783645,334.16999999999996,0.04174162668287757,0.11681998200081486,289,39,0.0749618612961574,0.2491349480968858,2.6854658126831055,2.0746939182281494,0.9179665446281433,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",2.09492301940918,0.9032456874847412,-3.638949531775255e-05,69.09999754032795,49.519999999999996,11.787966,28.930897,0.00901261659483601,0.022119428239857485,107.85999878750846,256.35,25.20428,68.49402,0.03272901008804156,0.08894288028726938,0.0,28.300000000000004,0.0,41.716034,0.0,0.0057576734736879956,6.11000026196884,0.0,0.9937048,0.0,0.0012903748198348965,0.0,11.259999840132064,334.16999999999996,3.0307312,139.14096,0.0035633429361053197,0.11681998200081486,159.58999622573555,0.0,32.96781,0.0,0.03688790802491117,0.0,50.35999852252372,23.439999999999998,6.1569533,4.1695433,0.006876490708810373,0.0035526629668116523,50.769998544959535,22.500000000000004,11.810734,4.9550195,0.012748810833552336,0.004325442520673293,75.82999926035319,288.23,19.024567,130.01639,0.022116324339032732,0.1089418721135248
2025-12-20,177,67.91832,160.99951,96.19525484532613,204,176.9199935727067,310.96999999999997,0.08703426536892862,0.11719028021369735,220,37,0.4815595287873437,0.9772727272727273,2.6854658126831055,2.0746939182281494,0.9179665446281433,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",1.9546400308609009,0.9098108410835266,-0.0004241470437003,22.289999567100512,55.230000000000004,2.1742632,36.779842,0.0016623564509191133,0.028120425873294858,154.62999400560616,218.19,65.744064,61.976036,0.08537190891800951,0.08047894778731292,0.0,37.550000000000004,0.0,62.243645,0.0,0.008590906553089575,84.57999609213255,0.0,36.62401,0.0,0.047219421855859846,0.0,15.64999954255065,310.96999999999997,4.0356636,160.99951,0.004953232130306807,0.11719028021369735,76.6899979380235,0.0,27.258652,0.0,0.03486161257558386,0.0,0.0,3.63,0.0,0.27399248,0.0,0.00035579278374220033,12.270000113290294,12.899999999999999,2.163662,2.9996357,0.0027302434486961937,0.002248798250829374,164.64999345941638,294.44,65.75466,157.72589,0.08430402518909978,0.11458568501166418
2025-12-21,177,38.445385,158.61896,301.3899319882048,209,176.96999939524508,370.59000000000003,0.043628593741807456,0.13319667249910755,294,39,0.28848732856279663,0.9897959183673469,2.6854658126831055,2.0746939182281494,0.9179665446281433,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",2.04993748664856,0.90558522939682,0.0001511864933311,68.39999999696087,52.19,11.787966,28.695541,0.00901261659483601,0.02193948474334734,108.5699993982842,286.64,26.657417,80.41599,0.03461597714697145,0.10442414344208614,0.0,31.76,0.0,49.507416,0.0,0.006833044313674063,8.10000004484418,0.0,2.2270818,0.0,0.0028919758232724677,0.0,9.620000056589355,370.59000000000003,3.0127668,158.61896,0.0035400150581901095,0.13319667249910755,159.24999929381156,0.0,33.205536,0.0,0.03719660304263038,0.0,53.78999971502691,12.100000000000001,7.2084355,1.8088057,0.008241892346068794,0.0018965811441252634,55.44999972380729,18.14,14.084186,2.9991236,0.01570099981404068,0.003223970819770065,67.72999995641088,340.34999999999997,17.152763,153.81102,0.019685701399412486,0.12807612120913328
2025-12-22,177,29.42497,148.15508,154.5635629129207,210,176.99999999999946,312.3,0.03820977953442127,0.11617378172428008,355,36,0.15110950881287197,0.9211267605633803,2.6854658126831055,2.0746939182281494,0.9179665446281433,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",1.9232059717178345,0.9116250276565552,-0.000142521363248,0.0,46.99000000000001,0.0,30.60802,0.0,0.023401694448865855,176.99999999999946,231.84,29.42497,65.95973,0.03820977953442127,0.08565197403114111,0.0,33.47,0.0,51.58731,0.0,0.007120113244273111,72.030000149572,0.0,7.9692397,0.0,0.010348451255406125,0.0,14.21000002950745,312.3,3.1043525,148.15508,0.004031155209672165,0.11617378172428008,90.75999982092002,0.0,18.35138,0.0,0.023830173688539614,0.0,16.70000000915764,4.55,3.0719643,0.5280399,0.003989097207284844,0.0004970655634209724,39.41999974833843,8.52,8.110521,1.3407943,0.010531911786906037,0.0011756125452209029,120.8800002425034,299.23,18.242485,146.28624,0.023688771469025337,0.11450110485137721
