Budget,Spend USA,Clicks USA,Purch USA,Spend A,Clicks A,Purch A,Spend B,Clicks B,Purch B
Actual,0.7528175625232393,0.4667266736375446,0.753356084528688,0.15113823798100492,0.19922094286172062,0.1893329461112728,0.09604419949575607,0.33405239748130167,0.05731096936003866
177,0.9248683678376058,0.9529617377190502,0.9717585075217808,0.07513163216239425,0.04703825839569663,0.02824149247821917,0.0,0.0,0.0
