Budget,Spend Exact match,Clicks Exact match,Purch Exact match,Spend Phrase match,Clicks Phrase match,Purch Phrase match,Spend Broad match,Clicks Broad match,Purch Broad match
Actual,0.02588982939779061,0.008673302385761127,0.01041901121678239,0.05213109565781311,0.02119283968802817,0.023693544716428188,0.9219790749443962,0.970133869997935,0.965887440170131
177,0.1412566771261209,0.1079849139081831,0.10755787953358721,0.22185231585750292,0.2040958480851515,0.20130873588017043,0.6368910070163766,0.6879192517601266,0.6911333907595053
