Match type,Region,day_of_week,is_weekend,month,is_public_holiday,days_to_next_course_start,last_month_searches,three_month_avg,six_month_avg,mom_change,search_trend,Competition (indexed value),Top of page bid (low range),Top of page bid (high range),Avg. CPC,competition_x_is_exact,competition_x_is_phrase,competition_x_is_broad,bert_0,bert_1,bert_2,bert_3,bert_4,bert_5,bert_6,bert_7,bert_8,bert_9,Conv. value,Clicks,EPC
Broad match,A,Monday,0,11,0,91,10.0,10.0,10.0,0.0,0.0,100.0,0.0,0.0,1.08,0.0,0.0,100.0,-0.8092449,0.36710018,-0.31328717,0.015747942,0.06739202,-0.1609234,0.17473084,-0.19219719,0.09924266,-0.06485039,0.0,5,0.0
Broad match,C,Saturday,1,2,0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39,0.0,0.0,0.0,-0.74526215,0.44104588,0.060153354,-0.0014971796,0.31532508,-0.3348134,0.08552831,-0.16527824,0.012759637,0.010839185,0.0,22,0.0
Exact match,B,Saturday,1,7,0,72,50.0,26.666666666666668,28.333333333333332,100.0,0.28571428571428437,92.0,6.62,30.09,0.28,92.0,0.0,0.0,-0.798748,-0.44620466,0.054916356,-0.36944106,-0.036471285,-0.0901068,-0.09518444,0.057799112,0.03915082,-0.0041851564,0.0,1,0.0
Phrase match,C,Wednesday,0,3,0,208,10.0,23.333333333333332,21.666666666666668,-33.33333333333333,0.8571428571428559,88.0,4.34,11.78,1.24,0.0,88.0,0.0,-0.90898854,-0.12718704,-0.22703624,0.22028287,-0.04122848,0.14654316,0.042950604,0.112733215,-0.13189043,0.04868282,0.0,2,0.0
Broad match,USA,Thursday,0,1,0,18,20.0,10.0,10.0,0.0,0.0,35.0,3.81,14.11,11.6,0.0,0.0,35.0,-0.90268445,0.3918075,0.04967085,-0.0076598655,-0.025231732,0.05226331,-0.09014706,0.13100111,0.017233595,-0.012998304,14597.1,11,1327.009090909091
Broad match,B,Saturday,1,11,0,72,50.0,56.666666666666664,55.0,40.0,5.999999999999984,67.0,5.0,13.97,0.27,0.0,0.0,67.0,-0.8535487,0.39322186,-0.2152002,-0.008989994,0.124145895,-0.1358814,0.14381914,-0.10016546,-0.019195976,-0.07401129,0.0,1,0.0
Broad match,USA,Sunday,1,11,0,78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.34,0.0,0.0,0.0,-0.8175422,0.050402407,0.17429712,-0.41868722,0.25495476,0.06712134,-0.08668139,-0.10401919,0.18709326,0.023686627,0.0,1,0.0
Exact match,B,Thursday,0,12,0,53,90.0,163.33333333333334,202.0,23.52941176470588,-19.000000000000007,80.0,6.34,22.72,0.55,80.0,0.0,0.0,-0.85684127,-0.21845795,-0.15520018,-0.11552582,-0.34067073,-0.19110656,-0.05198222,0.13585432,-0.080935985,-0.019456562,0.0,1,0.0
Phrase match,A,Saturday,1,3,0,212,880.0,3466.6666666666665,7066.666666666667,-33.33333333333333,-2982.857142857142,80.0,4.81,13.33,1.23,0.0,80.0,0.0,-0.9022731,0.40434077,-0.027070574,-0.027104585,-0.04468361,0.10392434,-0.042078514,0.009840618,0.0690102,0.03895656,0.0,1,0.0
Exact match,USA,Thursday,0,1,0,39,30.0,106.66666666666667,91.66666666666667,100.0,10.571428571428568,94.0,6.51,16.04,6.79,94.0,0.0,0.0,-0.8745607,0.45093387,0.03716099,-0.060712785,0.0066776513,0.07064054,-0.03969984,0.14177087,0.0027217215,-0.0042533376,0.0,1,0.0
Exact match,USA,Wednesday,0,3,0,208,10.0,13.333333333333334,18.333333333333332,100.0,-2.5714285714285725,94.0,6.24,20.12,44.08,94.0,0.0,0.0,-0.8660836,0.35686338,0.06701868,-0.20440228,-0.27387127,0.015276083,0.01996831,0.0058584586,0.0002780766,0.024572898,0.0,3,0.0
Phrase match,B,Sunday,1,12,0,57,10.0,10.0,11.666666666666666,0.0,-0.8571428571428561,51.0,4.64,14.89,0.48,0.0,51.0,0.0,-0.83805835,-0.08068177,-0.34719166,0.13806958,0.1312182,-0.14793527,0.28366524,-0.08517886,-0.13945492,-0.072603114,0.0,5,0.0
Broad match,USA,Monday,0,12,0,49,50.0,43.333333333333336,56.666666666666664,66.66666666666666,-9.142857142857146,67.0,5.0,13.97,2.7,0.0,0.0,67.0,-0.8535487,0.39322186,-0.2152002,-0.008989994,0.124145895,-0.1358814,0.14381914,-0.10016546,-0.019195976,-0.07401129,0.0,2,0.0
Broad match,USA,Monday,0,9,1,28,480.0,640.0,578.3333333333334,0.0,51.714285714285715,56.0,3.13,9.16,5.27,0.0,0.0,56.0,-0.89803255,-0.13573188,0.061539162,0.06657218,-0.06715081,-0.25520322,0.006749168,-0.0067575066,0.26348567,0.16655837,0.0,1,0.0
Exact match,USA,Sunday,1,11,0,99,20.0,36.666666666666664,32.5,0.0,6.999999999999995,86.0,4.39,16.59,11.41,86.0,0.0,0.0,-0.86145025,0.36461413,-0.25202405,-0.024268305,0.12493407,-0.045703582,0.12987927,-0.12454675,-0.06620319,-0.07996352,0.0,1,0.0
Phrase match,A,Sunday,1,12,0,64,10.0,10.0,11.666666666666666,0.0,-0.8571428571428561,51.0,4.64,14.89,0.64,0.0,51.0,0.0,-0.83805835,-0.08068177,-0.34719166,0.13806958,0.1312182,-0.14793527,0.28366524,-0.08517886,-0.13945492,-0.072603114,0.0,2,0.0
Broad match,USA,Saturday,1,8,0,44,590.0,1000.0,1000.0,0.0,-3.065906014231778e-14,88.0,3.54,12.32,2.8,0.0,0.0,88.0,-0.81461406,-0.39945433,0.0054421606,-0.18912184,0.23481753,0.20666838,0.007064994,0.031974852,-0.07635049,0.19050108,0.0,3,0.0
Phrase match,USA,Sunday,1,1,0,29,2400.0,1700.0,1700.0,18.75,-6.131812028463556e-14,85.0,4.18,13.29,2.39,0.0,85.0,0.0,-0.8567417,-0.17755342,-0.29309025,0.16594632,-0.05780861,0.058124933,-0.16113113,0.26491535,-0.1314304,-0.029844452,0.0,1,0.0
Phrase match,USA,Tuesday,0,11,0,76,320.0,2760.0,2217.5,125.0,1635.0,64.0,2.34,6.2,8.54,0.0,64.0,0.0,-0.92618227,0.36755332,-0.013600151,-0.0022537243,-0.028163558,0.0038094432,-0.0038611386,0.03587499,0.05433628,-0.042882755,0.0,1,0.0
Broad match,B,Friday,0,9,0,24,2400.0,3600.0,3366.6666666666665,0.0,160.00000000000009,85.0,4.18,13.29,1.48,0.0,0.0,85.0,-0.9021714,-0.13531978,-0.24568778,0.13876624,-0.027187057,0.17244366,0.04197599,0.06856882,-0.18533617,0.12987567,0.0,34,0.0
Broad match,A,Friday,0,12,0,52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.27,0.0,0.0,0.0,-0.8175422,0.050402407,0.17429712,-0.41868722,0.25495476,0.06712134,-0.08668139,-0.10401919,0.18709326,0.023686627,0.0,1,0.0
Broad match,USA,Saturday,1,12,0,51,20.0,10.0,10.0,0.0,-3.24316903706033e-16,35.0,3.81,14.11,5.71,0.0,0.0,35.0,-0.90268445,0.3918075,0.04967085,-0.0076598655,-0.025231732,0.05226331,-0.09014706,0.13100111,0.017233595,-0.012998304,0.0,11,0.0
Exact match,USA,Wednesday,0,6,0,110,140.0,196.66666666666666,178.33333333333334,-19.047619047619047,8.857142857142852,83.0,4.17,14.99,15.0,83.0,0.0,0.0,-0.70305336,-0.18113448,0.51736104,0.29299313,0.20721897,-0.013856932,0.047423225,-0.12976518,-0.21024461,0.11391434,0.0,1,0.0
Exact match,A,Friday,0,1,0,24,1600.0,1206.6666666666667,901.6666666666666,90.0,237.99999999999991,88.0,4.0,12.65,2.21,88.0,0.0,0.0,-0.9284576,-0.12338971,-0.21699543,0.21056151,-0.056184717,0.106688954,0.0394658,-0.067668945,-0.004854815,0.10304732,0.0,1,0.0
Broad match,C,Wednesday,0,12,0,68,20.0,10.0,10.0,0.0,-3.24316903706033e-16,35.0,3.81,14.11,0.32,0.0,0.0,35.0,-0.90268445,0.3918075,0.04967085,-0.0076598655,-0.025231732,0.05226331,-0.09014706,0.13100111,0.017233595,-0.012998304,0.0,40,0.0
Phrase match,USA,Sunday,1,12,0,71,880.0,10666.666666666666,8600.0,-18.51851851851852,-340.0000000000007,80.0,4.81,13.33,5.04,0.0,80.0,0.0,-0.9022731,0.40434077,-0.027070574,-0.027104585,-0.04468361,0.10392434,-0.042078514,0.009840618,0.0690102,0.03895656,0.0,4,0.0
Exact match,USA,Monday,0,7,0,84,140.0,196.66666666666666,190.0,23.52941176470588,5.7142857142857135,83.0,4.17,14.99,26.71,83.0,0.0,0.0,-0.70305336,-0.18113448,0.51736104,0.29299313,0.20721897,-0.013856932,0.047423225,-0.12976518,-0.21024461,0.11391434,0.0,1,0.0
Phrase match,USA,Tuesday,0,11,0,76,90.0,113.33333333333333,126.66666666666667,22.22222222222222,-8.571428571428573,80.0,6.34,22.72,1.33,0.0,80.0,0.0,-0.85684127,-0.21845795,-0.15520018,-0.11552582,-0.34067073,-0.19110656,-0.05198222,0.13585432,-0.080935985,-0.019456562,0.0,4,0.0
Exact match,B,Friday,0,11,0,87,880.0,10666.666666666666,9650.0,-75.67567567567568,1419.999999999998,80.0,4.81,13.33,1.67,80.0,0.0,0.0,-0.9022731,0.40434077,-0.027070574,-0.027104585,-0.04468361,0.10392434,-0.042078514,0.009840618,0.0690102,0.03895656,0.0,1,0.0
Broad match,B,Monday,0,9,0,14,2400.0,3600.0,3366.6666666666665,0.0,160.00000000000009,85.0,4.18,13.29,1.51,0.0,0.0,85.0,-0.9021714,-0.13531978,-0.24568778,0.13876624,-0.027187057,0.17244366,0.04197599,0.06856882,-0.18533617,0.12987567,0.0,14,0.0
Broad match,A,Monday,0,12,0,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,0.0,0.0,0.0,-0.74526215,0.44104588,0.060153354,-0.0014971796,0.31532508,-0.3348134,0.08552831,-0.16527824,0.012759637,0.010839185,400.0,13,30.76923076923077
Exact match,USA,Tuesday,0,6,0,97,3600.0,3133.3333333333335,2850.0,24.137931034482758,242.8571428571427,59.0,3.31,12.86,6.68,59.0,0.0,0.0,-0.7399608,-0.06303479,0.52730674,0.37539992,0.09027633,-0.0062376494,0.12597775,0.005724602,0.05395887,-0.05003704,0.0,1,0.0
Exact match,A,Thursday,0,7,0,88,880.0,1106.6666666666667,1013.3333333333334,60.0,91.42857142857136,84.0,2.8,8.32,3.5,84.0,0.0,0.0,-0.9142036,-0.19395994,-0.12651962,0.0009201052,-0.28519648,-0.068121724,0.09499706,0.09174237,0.060365137,0.05950286,0.0,2,0.0
Broad match,A,Sunday,1,1,0,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.98,0.0,0.0,0.0,-0.8175422,0.050402407,0.17429712,-0.41868722,0.25495476,0.06712134,-0.08668139,-0.10401919,0.18709326,0.023686627,0.0,2,0.0
Broad match,A,Friday,0,12,0,45,50.0,43.333333333333336,56.666666666666664,66.66666666666666,-9.142857142857146,67.0,5.0,13.97,1.6,0.0,0.0,67.0,-0.8535487,0.39322186,-0.2152002,-0.008989994,0.124145895,-0.1358814,0.14381914,-0.10016546,-0.019195976,-0.07401129,0.0,1,0.0
Broad match,A,Saturday,1,2,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.54,0.0,0.0,0.0,-0.74526215,0.44104588,0.060153354,-0.0014971796,0.31532508,-0.3348134,0.08552831,-0.16527824,0.012759637,0.010839185,0.0,5,0.0
Phrase match,USA,Friday,0,1,0,38,2400.0,2400.0,2683.3333333333335,0.0,-77.14285714285724,83.0,6.68,24.85,0.73,0.0,83.0,0.0,-0.82910264,-0.15530398,-0.031958725,-0.15660436,-0.4709601,-0.11919204,0.11120213,0.022870833,-0.07600036,0.090818,200.0,4,50.0
Phrase match,B,Saturday,1,1,0,37,2400.0,2966.6666666666665,3550.0,-17.24137931034483,-414.2857142857142,86.0,3.86,11.09,0.25,0.0,86.0,0.0,-0.5837946,-0.05310581,-0.26099914,0.03717354,-0.35111913,0.2009468,-0.36013666,-0.44978184,0.09891235,-0.28532633,0.0,1,0.0
Exact match,USA,Tuesday,0,12,0,48,110.0,316.6666666666667,372.0,-19.230769230769234,-82.00000000000001,79.0,4.99,14.73,7.78,79.0,0.0,0.0,-0.893217,0.3638952,-0.12087004,-0.052072998,0.020220913,0.20312375,-0.01893877,0.047493756,-0.08916215,-0.013785926,0.0,1,0.0
Phrase match,C,Tuesday,0,2,0,216,9900.0,7700.0,6950.0,50.0,642.8571428571424,71.0,3.57,11.25,1.69,0.0,71.0,0.0,-0.91757745,-0.18289874,-0.046809375,0.1662612,0.11286512,-0.12799539,-0.16662343,0.0042069624,0.15047182,0.12337624,0.0,1,0.0
Broad match,USA,Sunday,1,11,0,78,70.0,83.33333333333333,73.33333333333333,28.57142857142857,5.142857142857137,80.0,5.35,22.88,0.88,0.0,0.0,80.0,-0.79635614,-0.20052645,0.22827151,-0.18871479,-0.37047443,-0.20789817,0.0048540086,-0.09808453,-0.21631148,0.031261045,1000.0,54,18.51851851851852
Phrase match,C,Saturday,1,12,0,65,8100.0,6200.0,5880.0,0.0,360.0000000000007,49.0,7.08,28.91,0.52,0.0,49.0,0.0,-0.7403708,-0.22922023,0.48828283,0.3172715,0.062306534,0.032341115,0.22945145,0.03755762,-0.018016355,-0.030277733,0.0,2,0.0
Phrase match,USA,Thursday,0,7,0,74,10.0,16.666666666666668,16.666666666666668,-50.0,-0.5714285714285706,51.0,4.64,14.89,5.4,0.0,51.0,0.0,-0.83805835,-0.08068177,-0.34719166,0.13806958,0.1312182,-0.14793527,0.28366524,-0.08517886,-0.13945492,-0.072603114,0.0,16,0.0
Phrase match,C,Wednesday,0,3,0,208,10.0,10.0,10.0,0.0,0.0,86.0,0.0,0.0,1.96,0.0,86.0,0.0,-0.7377918,-0.44599098,-0.08291108,-0.34326646,0.26586983,-0.01190587,-0.100970276,0.031531505,0.20340568,-0.093046576,0.0,1,0.0
Exact match,B,Friday,0,8,0,52,9900.0,9900.0,9900.0,0.0,0.0,71.0,3.57,11.25,1.79,71.0,0.0,0.0,-0.91757745,-0.18289874,-0.046809375,0.1662612,0.11286512,-0.12799539,-0.16662343,0.0042069624,0.15047182,0.12337624,0.0,1,0.0
Exact match,USA,Wednesday,0,11,0,75,30.0,90.0,85.0,22.22222222222222,13.999999999999984,94.0,6.51,16.04,13.72,94.0,0.0,0.0,-0.86025095,0.44782016,-0.050746,-0.06398498,0.012806737,0.13796455,-0.034733735,0.15007192,-0.067870304,-0.07227333,0.0,1,0.0
Broad match,B,Monday,0,8,0,56,20.0,10.0,10.0,0.0,0.0,78.0,4.08,10.9,0.42,0.0,0.0,78.0,-0.7153118,-0.17499116,0.5051204,0.29178116,0.19576791,-0.025540017,0.039027955,-0.10963565,-0.21878478,0.13052528,0.0,6,0.0
Phrase match,USA,Friday,0,1,0,38,10.0,16.666666666666668,20.0,-50.0,-1.1428571428571437,74.0,8.2,18.93,5.29,0.0,74.0,0.0,-0.73928726,-0.4312187,0.012242813,-0.27417773,0.3643264,0.19331484,-0.10628197,0.046073414,0.03445167,0.08643849,0.0,1,0.0
Broad match,B,Wednesday,0,1,0,19,50.0,66.66666666666667,58.333333333333336,-55.55555555555556,2.5714285714285765,67.0,5.0,13.97,0.14,0.0,0.0,67.0,-0.8535487,0.39322186,-0.2152002,-0.008989994,0.124145895,-0.1358814,0.14381914,-0.10016546,-0.019195976,-0.07401129,0.0,1,0.0
Broad match,A,Friday,0,9,0,24,2400.0,2966.6666666666665,2600.0,24.137931034482758,257.14285714285705,83.0,6.68,24.85,2.02,0.0,0.0,83.0,-0.892277,-0.16657296,-0.12845108,-0.06448014,-0.33965012,-0.0032095737,0.1271333,0.04292366,-0.13797604,0.054978352,0.0,2,0.0
Phrase match,B,Tuesday,0,1,0,20,880.0,1060.0,970.0,30.0,70.28571428571425,80.0,8.52,38.89,0.57,0.0,80.0,0.0,-0.7014937,-0.2748619,-0.28781664,-0.056678686,0.20328997,-0.42274722,0.18121779,0.020696403,-0.07167877,-0.29640955,0.0,1,0.0
Broad match,B,Friday,0,12,0,66,50.0,36.666666666666664,34.0,0.0,3.0,88.0,5.96,15.94,1.43,0.0,0.0,88.0,-0.9048005,0.08451529,-0.07490813,-0.32395953,0.077380784,0.1945735,-0.0056696283,-0.048922975,0.11431275,-0.065518335,0.0,2,0.0
Phrase match,B,Monday,0,12,0,56,30.0,90.0,82.0,-36.36363636363637,4.0000000000000036,94.0,6.51,16.04,0.55,0.0,94.0,0.0,-0.8745607,0.45093387,0.03716099,-0.060712785,0.0066776513,0.07064054,-0.03969984,0.14177087,0.0027217215,-0.0042533376,0.0,1,0.0
Broad match,B,Wednesday,0,11,0,89,20.0,26.666666666666668,30.0,0.0,-1.7142857142857157,62.0,1.88,6.47,0.18,0.0,0.0,62.0,-0.4652787,-0.31303203,0.08518586,-0.411065,-0.589188,-0.07220814,0.13434274,-0.23878485,0.054711603,-0.28085515,0.0,4,0.0
Broad match,USA,Tuesday,0,10,0,104,10.0,10.0,10.0,0.0,0.0,94.0,6.24,20.12,1.43,0.0,0.0,94.0,-0.8660836,0.35686338,0.06701868,-0.20440228,-0.27387127,0.015276083,0.01996831,0.0058584586,0.0002780766,0.024572898,0.0,3,0.0
Phrase match,USA,Wednesday,0,1,0,33,480.0,596.6666666666666,618.3333333333334,-33.33333333333333,-3.7142857142857233,56.0,3.13,9.16,2.27,0.0,56.0,0.0,-0.89803255,-0.13573188,0.061539162,0.06657218,-0.06715081,-0.25520322,0.006749168,-0.0067575066,0.26348567,0.16655837,0.0,1,0.0
Broad match,B,Tuesday,0,8,0,41,2400.0,3600.0,3250.0,0.0,180.0000000000001,85.0,4.18,13.29,1.46,0.0,0.0,85.0,-0.9021714,-0.13531978,-0.24568778,0.13876624,-0.027187057,0.17244366,0.04197599,0.06856882,-0.18533617,0.12987567,0.0,17,0.0
Phrase match,B,Friday,0,11,0,87,1600.0,676.6666666666666,627.5,0.0,84.99999999999989,88.0,4.0,12.65,0.79,0.0,88.0,0.0,-0.9284576,-0.12338971,-0.21699543,0.21056151,-0.056184717,0.106688954,0.0394658,-0.067668945,-0.004854815,0.10304732,0.0,6,0.0
Broad match,A,Saturday,1,1,0,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.57,0.0,0.0,0.0,-0.8175422,0.050402407,0.17429712,-0.41868722,0.25495476,0.06712134,-0.08668139,-0.10401919,0.18709326,0.023686627,0.0,2,0.0
Exact match,A,Monday,0,8,0,35,8100.0,9900.0,9300.0,0.0,308.5714285714282,85.0,4.18,13.54,4.28,85.0,0.0,0.0,-0.73328626,-0.51195157,0.011241888,-0.2472338,0.28622937,0.0771871,-0.19041793,0.10554664,0.060216464,0.005970414,0.0,1,0.0
Phrase match,A,Tuesday,0,1,0,34,390.0,300.0,241.66666666666666,0.0,35.714285714285715,64.0,3.28,9.96,1.66,0.0,64.0,0.0,-0.70229524,-0.1592141,0.2508891,0.20197664,-0.111562885,-0.15659219,-0.5331855,-0.05016263,0.14585052,-0.18069167,0.0,1,0.0
Phrase match,USA,Monday,0,2,0,7,320.0,596.6666666666666,1678.3333333333333,22.916666666666664,-282.57142857142856,64.0,2.34,6.2,2.38,0.0,64.0,0.0,-0.92618227,0.36755332,-0.013600151,-0.0022537243,-0.028163558,0.0038094432,-0.0038611386,0.03587499,0.05433628,-0.042882755,0.0,1,0.0
Phrase match,USA,Monday,0,10,0,105,2400.0,2966.6666666666665,2600.0,-33.33333333333333,188.57142857142844,83.0,6.68,24.85,1.62,0.0,83.0,0.0,-0.82910264,-0.15530398,-0.031958725,-0.15660436,-0.4709601,-0.11919204,0.11120213,0.022870833,-0.07600036,0.090818,200.0,7,28.571428571428573
Exact match,USA,Friday,0,7,0,66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.73,0.0,0.0,0.0,-0.69874966,-0.15100035,0.51692986,0.23895194,0.11911082,0.06304836,0.023767002,-0.14901562,-0.35113665,-0.020083774,0.0,1,0.0
Phrase match,A,Sunday,1,11,0,99,880.0,880.0,880.0,0.0,-2.734567689471782e-13,80.0,8.52,38.89,3.47,0.0,80.0,0.0,-0.71138155,-0.12080967,-0.07350798,0.16755264,0.2895131,-0.5852683,0.058681145,-0.06629053,0.096470945,-0.048605677,0.0,2,0.0
Phrase match,USA,Friday,0,2,0,213,40.0,33.333333333333336,28.333333333333332,33.33333333333333,3.7142857142857144,68.0,9.63,29.08,21.04,0.0,68.0,0.0,-0.76208746,-0.19958912,0.22314249,0.24764283,-0.07360151,0.18429159,0.3112261,-0.06302846,0.3460642,-0.09106079,0.0,1,0.0
Phrase match,USA,Monday,0,12,0,56,90.0,96.66666666666667,118.33333333333333,-18.181818181818183,-11.142857142857151,80.0,6.34,22.72,1.38,0.0,80.0,0.0,-0.85684127,-0.21845795,-0.15520018,-0.11552582,-0.34067073,-0.19110656,-0.05198222,0.13585432,-0.080935985,-0.019456562,0.0,15,0.0
Phrase match,A,Monday,0,12,0,49,2400.0,2966.6666666666665,3550.0,-17.24137931034483,-414.2857142857142,86.0,3.86,11.09,2.7,0.0,86.0,0.0,-0.5837946,-0.05310581,-0.26099914,0.03717354,-0.35111913,0.2009468,-0.36013666,-0.44978184,0.09891235,-0.28532633,0.0,1,0.0
Phrase match,USA,Tuesday,0,1,0,27,2400.0,1700.0,1700.0,18.75,-6.131812028463556e-14,85.0,4.18,13.29,4.9,0.0,85.0,0.0,-0.8237086,-0.18583246,-0.30871952,0.14593616,0.0048228716,0.019017514,-0.14342184,0.32421955,-0.20084265,-0.06288417,0.0,3,0.0
Broad match,C,Wednesday,0,12,1,47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,-0.8175422,0.050402407,0.17429712,-0.41868722,0.25495476,0.06712134,-0.08668139,-0.10401919,0.18709326,0.023686627,0.0,1,0.0
Broad match,USA,Monday,0,11,0,84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.24,0.0,0.0,0.0,-0.74526215,0.44104588,0.060153354,-0.0014971796,0.31532508,-0.3348134,0.08552831,-0.16527824,0.012759637,0.010839185,0.0,6,0.0
Phrase match,USA,Sunday,1,12,0,57,10.0,6.666666666666667,8.333333333333334,100.0,-0.8571428571428571,97.0,5.27,12.02,1.44,0.0,97.0,0.0,-0.8419911,0.09405592,0.016696027,-0.35377502,0.36511332,0.031028645,0.053654745,-0.12667674,-0.001717742,-0.05974572,0.0,1,0.0
Phrase match,USA,Thursday,0,1,1,39,480.0,596.6666666666666,618.3333333333334,-33.33333333333333,-3.7142857142857233,56.0,3.13,9.16,0.61,0.0,56.0,0.0,-0.89803255,-0.13573188,0.061539162,0.06657218,-0.06715081,-0.25520322,0.006749168,-0.0067575066,0.26348567,0.16655837,0.0,1,0.0
Exact match,A,Thursday,0,7,0,81,2400.0,4133.333333333333,4050.0,0.0,-54.28571428571437,86.0,3.86,11.09,2.02,86.0,0.0,0.0,-0.5837946,-0.05310581,-0.26099914,0.03717354,-0.35111913,0.2009468,-0.36013666,-0.44978184,0.09891235,-0.28532633,0.0,1,0.0
Broad match,A,Saturday,1,1,0,37,50.0,43.333333333333336,56.666666666666664,66.66666666666666,-9.142857142857146,67.0,5.0,13.97,0.59,0.0,0.0,67.0,-0.8535487,0.39322186,-0.2152002,-0.008989994,0.124145895,-0.1358814,0.14381914,-0.10016546,-0.019195976,-0.07401129,0.0,4,0.0
Broad match,USA,Saturday,1,12,0,51,50.0,43.333333333333336,56.666666666666664,66.66666666666666,-9.142857142857146,67.0,5.0,13.97,1.41,0.0,0.0,67.0,-0.8535487,0.39322186,-0.2152002,-0.008989994,0.124145895,-0.1358814,0.14381914,-0.10016546,-0.019195976,-0.07401129,0.0,2,0.0
Phrase match,A,Saturday,1,2,0,2,40.0,46.666666666666664,38.333333333333336,75.0,7.142857142857142,87.0,3.22,10.38,1.11,0.0,87.0,0.0,-0.8903785,-0.04550422,0.13202338,0.32216498,0.12422718,-0.0062851524,-0.16079961,-0.07734003,0.05587347,0.18303889,0.0,2,0.0
Broad match,A,Sunday,1,12,0,50,880.0,1526.6666666666667,1713.3333333333333,-32.30769230769231,-182.8571428571428,80.0,4.81,13.33,0.35,0.0,0.0,80.0,-0.9022731,0.40434077,-0.027070574,-0.027104585,-0.04468361,0.10392434,-0.042078514,0.009840618,0.0690102,0.03895656,0.0,1,0.0
Phrase match,A,Monday,0,2,0,217,170.0,173.33333333333334,156.66666666666666,23.52941176470588,12.571428571428555,68.0,1.57,22.51,3.58,0.0,68.0,0.0,-0.8298566,-0.09366395,-0.08775339,0.0011453731,0.20297791,-0.4376213,0.14943793,0.010897007,-0.057124864,-0.1908849,0.0,1,0.0
Phrase match,USA,Monday,0,12,0,70,8100.0,6200.0,5880.0,0.0,360.0000000000007,49.0,7.08,28.91,9.22,0.0,49.0,0.0,-0.7403708,-0.22922023,0.48828283,0.3172715,0.062306534,0.032341115,0.22945145,0.03755762,-0.018016355,-0.030277733,0.0,2,0.0
Phrase match,B,Wednesday,0,3,0,208,8100.0,8200.0,7450.0,-18.181818181818183,317.142857142857,85.0,4.18,13.54,3.42,0.0,85.0,0.0,-0.77187246,-0.4979816,-0.0072373496,-0.21164195,0.24711579,0.040689487,-0.17922606,0.08048019,0.09761124,0.02310076,0.0,1,0.0
Exact match,USA,Saturday,1,1,0,16,110.0,253.33333333333334,191.66666666666666,-71.7948717948718,26.571428571428577,86.0,4.88,20.92,13.38,86.0,0.0,0.0,-0.8766873,0.3356876,0.074343055,-0.20200188,-0.2608235,0.0025626617,0.03181466,0.052949816,-0.02063194,0.0111612575,0.0,2,0.0
Exact match,A,Tuesday,0,1,0,20,2400.0,2066.6666666666665,2016.6666666666667,0.0,25.714285714285644,83.0,6.68,24.85,6.5,83.0,0.0,0.0,-0.85061014,-0.12652305,0.10586461,-0.09430632,-0.39983216,-0.12901376,0.13112679,0.06365051,-0.04061945,0.2023545,0.0,1,0.0
Exact match,USA,Wednesday,0,1,0,12,10.0,20.0,18.333333333333332,-66.66666666666666,-0.2857142857142858,73.0,5.02,13.76,7.08,73.0,0.0,0.0,-0.88978976,0.41435167,0.027568012,-0.06489064,-0.02416335,0.11569404,-0.026069894,0.12300158,0.041085877,0.012250421,0.0,2,0.0
Exact match,B,Saturday,1,6,0,100,1600.0,1600.0,1650.0,0.0,-42.85714285714297,88.0,4.0,12.65,3.23,88.0,0.0,0.0,-0.9284576,-0.12338971,-0.21699543,0.21056151,-0.056184717,0.106688954,0.0394658,-0.067668945,-0.004854815,0.10304732,0.0,2,0.0
Exact match,USA,Wednesday,0,8,0,40,140.0,183.33333333333334,190.0,-19.047619047619047,-1.1428571428571488,83.0,4.17,14.99,12.47,83.0,0.0,0.0,-0.70305336,-0.18113448,0.51736104,0.29299313,0.20721897,-0.013856932,0.047423225,-0.12976518,-0.21024461,0.11391434,0.0,3,0.0
Exact match,USA,Monday,0,12,0,70,880.0,10666.666666666666,8600.0,-18.51851851851852,-340.0000000000007,80.0,4.81,13.33,5.73,80.0,0.0,0.0,-0.8976268,0.38959363,-0.101265095,-0.046576805,-0.010493872,0.17169696,-0.0138876885,-0.016313346,-0.0020330648,-0.0023835998,0.0,1,0.0
Phrase match,A,Monday,0,2,0,7,170.0,173.33333333333334,156.66666666666666,23.52941176470588,12.571428571428555,68.0,1.57,22.51,4.07,0.0,68.0,0.0,-0.8298566,-0.09366395,-0.08775339,0.0011453731,0.20297791,-0.4376213,0.14943793,0.010897007,-0.057124864,-0.1908849,0.0,1,0.0
