Match type,Region,day_of_week,is_weekend,month,is_public_holiday,days_to_next_course_start,last_month_searches,three_month_avg,six_month_avg,mom_change,search_trend,Competition (indexed value),Top of page bid (low range),Top of page bid (high range),Avg. CPC,competition_x_is_exact,competition_x_is_phrase,competition_x_is_broad,bert_0,bert_1,bert_2,bert_3,bert_4,bert_5,bert_6,bert_7,bert_8,bert_9,Conv. value,Clicks,EPC
Phrase match,USA,Sunday,1,11,0,92,8100.0,6700.0,6675.0,-18.51851851851852,269.99999999999835,85.0,4.18,13.54,12.5,0.0,85.0,0.0,-0.73328626,-0.51195157,0.011241888,-0.2472338,0.28622937,0.0771871,-0.19041793,0.10554664,0.060216464,0.005970414,0.0,2,0.0
Phrase match,USA,Saturday,1,12,0,51,8100.0,6700.0,6420.0,-18.181818181818183,-119.99999999999973,85.0,4.18,13.54,3.04,0.0,85.0,0.0,-0.77187246,-0.4979816,-0.0072373496,-0.21164195,0.24711579,0.040689487,-0.17922606,0.08048019,0.09761124,0.02310076,0.0,1,0.0
Broad match,USA,Saturday,1,12,0,58,50.0,50.0,60.0,0.0,-5.14285714285714,88.0,5.96,15.94,1.75,0.0,0.0,88.0,-0.9048005,0.08451529,-0.07490813,-0.32395953,0.077380784,0.1945735,-0.0056696283,-0.048922975,0.11431275,-0.065518335,0.0,3,0.0
Phrase match,A,Sunday,1,2,0,8,10.0,23.333333333333332,20.0,50.0,2.8571428571428563,88.0,4.34,11.78,1.53,0.0,88.0,0.0,-0.90898854,-0.12718704,-0.22703624,0.22028287,-0.04122848,0.14654316,0.042950604,0.112733215,-0.13189043,0.04868282,0.0,2,0.0
Exact match,B,Friday,0,7,1,87,10.0,20.0,18.333333333333332,-66.66666666666666,0.2857142857142853,50.0,0.0,0.0,1.69,50.0,0.0,0.0,-0.8845134,0.38759318,-0.08371361,-0.042519916,-0.08755364,0.1043408,-0.018248267,-0.06194654,0.17932956,0.060905512,0.0,2,0.0
Broad match,USA,Friday,0,8,0,59,70.0,63.333333333333336,58.333333333333336,40.0,4.285714285714282,80.0,5.35,22.88,6.67,0.0,0.0,80.0,-0.79635614,-0.20052645,0.22827151,-0.18871479,-0.37047443,-0.20789817,0.0048540086,-0.09808453,-0.21631148,0.031261045,0.0,3,0.0
Exact match,USA,Sunday,1,1,0,29,10.0,20.0,18.333333333333332,-66.66666666666666,-0.2857142857142858,73.0,5.02,13.76,3.25,73.0,0.0,0.0,-0.88978976,0.41435167,0.027568012,-0.06489064,-0.02416335,0.11569404,-0.026069894,0.12300158,0.041085877,0.012250421,0.0,1,0.0
Broad match,USA,Saturday,1,9,0,9,320.0,343.3333333333333,333.3333333333333,-17.94871794871795,1.714285714285683,57.0,3.16,10.71,1.98,0.0,0.0,57.0,-0.7822442,0.5093535,0.24218735,-0.05517231,0.1064206,-0.082061,-0.07879232,0.1723811,-0.06985812,-0.0899521,0.0,3,0.0
Exact match,A,Wednesday,0,1,0,33,10.0,10.0,10.0,0.0,0.0,94.0,6.24,20.12,3.38,94.0,0.0,0.0,-0.8660836,0.35686338,0.06701868,-0.20440228,-0.27387127,0.015276083,0.01996831,0.0058584586,0.0002780766,0.024572898,0.0,1,0.0
Phrase match,A,Wednesday,0,10,0,117,10.0,13.333333333333334,15.0,0.0,-2.0000000000000004,51.0,4.64,14.89,1.84,0.0,51.0,0.0,-0.83805835,-0.08068177,-0.34719166,0.13806958,0.1312182,-0.14793527,0.28366524,-0.08517886,-0.13945492,-0.072603114,0.0,9,0.0
Broad match,B,Wednesday,0,12,0,40,10.0,20.0,21.666666666666668,-66.66666666666666,-0.8571428571428579,71.0,6.18,13.07,0.31,0.0,0.0,71.0,-0.7502887,0.021803664,0.22608626,-0.61155033,-0.018834295,0.04112883,0.079301335,-0.0001064511,0.029913358,-0.047463454,200.0,4,50.0
Broad match,A,Sunday,1,1,0,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.88,0.0,0.0,0.0,-0.74526215,0.44104588,0.060153354,-0.0014971796,0.31532508,-0.3348134,0.08552831,-0.16527824,0.012759637,0.010839185,0.0,3,0.0
Broad match,A,Monday,0,12,0,42,880.0,1526.6666666666667,1713.3333333333333,-32.30769230769231,-182.8571428571428,80.0,4.81,13.33,0.66,0.0,0.0,80.0,-0.9022731,0.40434077,-0.027070574,-0.027104585,-0.04468361,0.10392434,-0.042078514,0.009840618,0.0690102,0.03895656,0.0,3,0.0
Exact match,USA,Monday,0,2,0,217,110.0,213.33333333333334,196.66666666666666,27.27272727272727,2.857142857142855,86.0,4.88,20.92,20.44,86.0,0.0,0.0,-0.8766873,0.3356876,0.074343055,-0.20200188,-0.2608235,0.0025626617,0.03181466,0.052949816,-0.02063194,0.0111612575,0.0,2,0.0
Broad match,USA,Friday,0,9,0,17,320.0,523.3333333333334,421.6666666666667,0.0,63.714285714285715,79.0,1.55,6.26,3.67,0.0,0.0,79.0,-0.654466,0.35682112,-0.32055682,0.2839941,-0.03742162,-0.20494115,-0.25605592,-0.29377985,0.23132885,-0.110264026,0.0,5,0.0
Phrase match,USA,Sunday,1,11,0,78,30.0,90.0,85.0,22.22222222222222,13.999999999999984,94.0,6.51,16.04,13.27,0.0,94.0,0.0,-0.8745607,0.45093387,0.03716099,-0.060712785,0.0066776513,0.07064054,-0.03969984,0.14177087,0.0027217215,-0.0042533376,0.0,2,0.0
Broad match,USA,Wednesday,0,12,0,54,20.0,26.666666666666668,31.666666666666668,-33.33333333333333,-1.9999999999999991,35.0,3.81,14.11,0.93,0.0,0.0,35.0,-0.90268445,0.3918075,0.04967085,-0.0076598655,-0.025231732,0.05226331,-0.09014706,0.13100111,0.017233595,-0.012998304,0.0,3,0.0
Exact match,USA,Saturday,1,2,0,9,90.0,266.6666666666667,223.33333333333334,336.3636363636364,32.57142857142855,80.0,6.34,22.72,7.0,80.0,0.0,0.0,-0.85684127,-0.21845795,-0.15520018,-0.11552582,-0.34067073,-0.19110656,-0.05198222,0.13585432,-0.080935985,-0.019456562,0.0,3,0.0
Phrase match,USA,Sunday,1,4,0,169,70.0,46.666666666666664,53.333333333333336,25.0,-6.2857142857142865,80.0,5.35,22.88,7.86,0.0,80.0,0.0,-0.79635614,-0.20052645,0.22827151,-0.18871479,-0.37047443,-0.20789817,0.0048540086,-0.09808453,-0.21631148,0.031261045,0.0,1,0.0
Exact match,A,Wednesday,0,7,0,82,880.0,1106.6666666666667,1013.3333333333334,60.0,91.42857142857136,84.0,2.8,8.32,2.57,84.0,0.0,0.0,-0.9142036,-0.19395994,-0.12651962,0.0009201052,-0.28519648,-0.068121724,0.09499706,0.09174237,0.060365137,0.05950286,0.0,3,0.0
Exact match,B,Sunday,1,7,0,85,720.0,676.6666666666666,563.3333333333334,0.0,65.71428571428571,76.0,3.65,11.25,1.13,76.0,0.0,0.0,-0.7538497,0.5448258,0.25328204,-0.06132478,0.08335474,-0.0058824136,-0.118356384,0.21157998,-0.032192267,0.0130280275,0.0,2,0.0
Exact match,USA,Saturday,1,11,0,93,30.0,13.333333333333334,12.5,100.0,2.999999999999997,91.0,2.51,8.21,14.17,91.0,0.0,0.0,-0.79678077,-0.040187974,0.021727238,0.25105634,0.02267791,-0.0891232,-0.30759495,0.41735896,-0.14964335,-0.019247122,0.0,2,0.0
Exact match,B,Sunday,1,7,0,85,50.0,56.666666666666664,56.666666666666664,-28.57142857142857,-1.142857142857147,78.0,3.36,9.58,2.09,78.0,0.0,0.0,-0.9209187,-0.0693697,-0.22003233,0.13678439,-0.038991146,0.18839437,-0.004574024,-0.105618864,-0.17795172,-0.010796982,0.0,2,0.0
Phrase match,C,Monday,0,3,0,210,20.0,46.666666666666664,43.333333333333336,-42.857142857142854,2.8571428571428568,86.0,5.75,24.38,0.88,0.0,86.0,0.0,-0.9414623,-0.031081704,-0.16633704,0.13914293,-0.031953376,0.16299175,0.05054728,-0.16436535,-0.014260511,0.091061816,0.0,4,0.0
Phrase match,A,Thursday,0,1,0,32,2400.0,2966.6666666666665,3550.0,-17.24137931034483,-414.2857142857142,86.0,3.86,11.09,2.06,0.0,86.0,0.0,-0.5837946,-0.05310581,-0.26099914,0.03717354,-0.35111913,0.2009468,-0.36013666,-0.44978184,0.09891235,-0.28532633,0.0,2,0.0
Broad match,A,Tuesday,0,12,0,62,20.0,26.666666666666668,26.666666666666668,-33.33333333333333,-1.1428571428571432,62.0,1.88,6.47,1.02,0.0,0.0,62.0,-0.4652787,-0.31303203,0.08518586,-0.411065,-0.589188,-0.07220814,0.13434274,-0.23878485,0.054711603,-0.28085515,200.0,3,66.66666666666667
Exact match,USA,Thursday,0,2,0,4,2400.0,2733.3333333333335,2433.3333333333335,131.57894736842107,342.85714285714255,83.0,6.68,24.85,10.26,83.0,0.0,0.0,-0.85061014,-0.12652305,0.10586461,-0.09430632,-0.39983216,-0.12901376,0.13112679,0.06365051,-0.04061945,0.2023545,0.0,1,0.0
Broad match,USA,Thursday,0,7,0,60,320.0,343.3333333333333,313.3333333333333,21.875,19.42857142857142,79.0,1.55,6.26,5.53,0.0,0.0,79.0,-0.654466,0.35682112,-0.32055682,0.2839941,-0.03742162,-0.20494115,-0.25605592,-0.29377985,0.23132885,-0.110264026,0.0,2,0.0
Broad match,USA,Friday,0,11,0,73,10.0,6.666666666666667,7.5,0.0,0.999999999999998,33.0,0.0,0.0,2.83,0.0,0.0,33.0,-0.92217237,0.34501824,-0.08460283,-0.05831535,-0.013991112,0.11299075,-0.02751387,0.025269616,0.062209886,-0.042118,0.0,2,0.0
Broad match,USA,Monday,0,12,0,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1,0.0,0.0,0.0,-0.8175422,0.050402407,0.17429712,-0.41868722,0.25495476,0.06712134,-0.08668139,-0.10401919,0.18709326,0.023686627,0.0,1,0.0
Exact match,B,Sunday,1,6,0,106,1600.0,1600.0,1650.0,0.0,-42.85714285714297,88.0,4.0,12.65,2.53,88.0,0.0,0.0,-0.9284576,-0.12338971,-0.21699543,0.21056151,-0.056184717,0.106688954,0.0394658,-0.067668945,-0.004854815,0.10304732,0.0,1,0.0
Phrase match,USA,Monday,0,12,0,63,90.0,163.33333333333334,202.0,23.52941176470588,-19.000000000000007,80.0,6.34,22.72,8.79,0.0,80.0,0.0,-0.85684127,-0.21845795,-0.15520018,-0.11552582,-0.34067073,-0.19110656,-0.05198222,0.13585432,-0.080935985,-0.019456562,0.0,4,0.0
Exact match,C,Thursday,0,11,0,81,10.0,10.0,10.0,0.0,-2.3737566748886996e-15,51.0,4.64,14.89,0.33,51.0,0.0,0.0,-0.83805835,-0.08068177,-0.34719166,0.13806958,0.1312182,-0.14793527,0.28366524,-0.08517886,-0.13945492,-0.072603114,0.0,1,0.0
Exact match,USA,Monday,0,1,0,14,320.0,103.33333333333333,93.33333333333333,142.85714285714286,9.71428571428571,90.0,4.37,13.32,6.91,90.0,0.0,0.0,-0.90681326,-0.11861312,-0.27502805,0.18736835,-0.030312255,0.13912211,0.01793076,0.020724876,-0.11884602,0.13313213,0.0,1,0.0
Phrase match,A,Sunday,1,12,0,57,90.0,163.33333333333334,202.0,23.52941176470588,-19.000000000000007,80.0,6.34,22.72,3.88,0.0,80.0,0.0,-0.85684127,-0.21845795,-0.15520018,-0.11552582,-0.34067073,-0.19110656,-0.05198222,0.13585432,-0.080935985,-0.019456562,0.0,3,0.0
Broad match,USA,Wednesday,0,9,0,12,2400.0,2400.0,3433.3333333333335,0.0,-560.0000000000001,18.0,1.43,7.34,8.33,0.0,0.0,18.0,-0.36293444,-0.06516549,0.29407912,-0.43461242,-0.6655464,-0.28475448,0.021092642,-0.107150026,-0.12576249,0.19204743,0.0,1,0.0
Phrase match,USA,Sunday,1,3,0,197,1900.0,2733.3333333333335,2483.3333333333335,0.0,185.71428571428564,51.0,9.4,29.22,6.38,0.0,51.0,0.0,-0.75879645,-0.2699838,0.46073326,0.32969147,0.06042416,-0.06411882,0.14545362,0.011469897,0.03577864,-0.0058630467,0.0,1,0.0
Phrase match,C,Saturday,1,11,0,79,10.0,16.666666666666668,15.0,0.0,3.9999999999999982,88.0,4.34,11.78,0.7,0.0,88.0,0.0,-0.90898854,-0.12718704,-0.22703624,0.22028287,-0.04122848,0.14654316,0.042950604,0.112733215,-0.13189043,0.04868282,0.0,5,0.0
Broad match,USA,Saturday,1,11,0,86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.23,0.0,0.0,0.0,-0.74526215,0.44104588,0.060153354,-0.0014971796,0.31532508,-0.3348134,0.08552831,-0.16527824,0.012759637,0.010839185,0.0,4,0.0
Phrase match,USA,Sunday,1,1,0,29,8100.0,9300.0,9600.0,-18.181818181818183,-257.14285714285745,78.0,3.74,13.2,2.62,0.0,78.0,0.0,-0.89922076,-0.23309001,-0.276791,0.103950225,-0.11251609,-0.072584055,-0.121404864,0.1269498,-0.0026515354,-0.029348094,600.0,55,10.909090909090908
Broad match,C,Friday,0,1,0,38,20.0,10.0,10.0,0.0,0.0,35.0,3.81,14.11,0.21,0.0,0.0,35.0,-0.90268445,0.3918075,0.04967085,-0.0076598655,-0.025231732,0.05226331,-0.09014706,0.13100111,0.017233595,-0.012998304,0.0,92,0.0
Broad match,A,Friday,0,11,0,87,50.0,56.666666666666664,55.0,40.0,5.999999999999984,67.0,5.0,13.97,0.36,0.0,0.0,67.0,-0.8535487,0.39322186,-0.2152002,-0.008989994,0.124145895,-0.1358814,0.14381914,-0.10016546,-0.019195976,-0.07401129,0.0,1,0.0
Broad match,C,Monday,0,12,0,49,10.0,10.0,8.0,0.0,1.0000000000000007,33.0,0.0,0.0,0.26,0.0,0.0,33.0,-0.92217237,0.34501824,-0.08460283,-0.05831535,-0.013991112,0.11299075,-0.02751387,0.025269616,0.062209886,-0.042118,0.0,5,0.0
Exact match,A,Saturday,1,6,0,107,8100.0,9300.0,8750.0,22.22222222222222,368.57142857142804,85.0,4.18,13.54,1.45,85.0,0.0,0.0,-0.73328626,-0.51195157,0.011241888,-0.2472338,0.28622937,0.0771871,-0.19041793,0.10554664,0.060216464,0.005970414,0.0,1,0.0
Phrase match,A,Friday,0,11,0,73,10.0,16.666666666666668,15.0,200.0,5.999999999999998,50.0,0.0,0.0,1.86,0.0,50.0,0.0,-0.8845134,0.38759318,-0.08371361,-0.042519916,-0.08755364,0.1043408,-0.018248267,-0.06194654,0.17932956,0.060905512,0.0,1,0.0
Exact match,A,Sunday,1,12,0,64,70.0,150.0,330.0,1200.0,-111.00000000000001,86.0,5.66,26.82,4.77,86.0,0.0,0.0,-0.8025453,-0.42958352,0.088617556,-0.36591458,-0.10541282,0.03560675,0.098589964,-0.0350562,-0.03910782,0.06909771,0.0,1,0.0
Broad match,USA,Thursday,0,12,0,53,20.0,26.666666666666668,31.666666666666668,-33.33333333333333,-1.9999999999999991,35.0,3.81,14.11,1.92,0.0,0.0,35.0,-0.90268445,0.3918075,0.04967085,-0.0076598655,-0.025231732,0.05226331,-0.09014706,0.13100111,0.017233595,-0.012998304,400.0,7,57.142857142857146
Broad match,B,Friday,0,11,0,94,880.0,1866.6666666666667,1966.6666666666667,-45.83333333333333,-114.28571428571416,80.0,4.81,13.33,0.19,0.0,0.0,80.0,-0.9022731,0.40434077,-0.027070574,-0.027104585,-0.04468361,0.10392434,-0.042078514,0.009840618,0.0690102,0.03895656,0.0,3,0.0
Exact match,USA,Saturday,1,6,0,107,2400.0,3633.3333333333335,4050.0,22.22222222222222,-174.28571428571433,86.0,3.86,11.09,5.9,86.0,0.0,0.0,-0.5837946,-0.05310581,-0.26099914,0.03717354,-0.35111913,0.2009468,-0.36013666,-0.44978184,0.09891235,-0.28532633,0.0,2,0.0
Broad match,USA,Saturday,1,11,0,86,50.0,43.333333333333336,56.666666666666664,-40.0,-6.857142857142855,67.0,5.0,13.97,1.44,0.0,0.0,67.0,-0.8535487,0.39322186,-0.2152002,-0.008989994,0.124145895,-0.1358814,0.14381914,-0.10016546,-0.019195976,-0.07401129,0.0,8,0.0
Exact match,B,Thursday,0,8,0,46,50.0,36.666666666666664,31.666666666666668,25.0,3.7142857142857126,92.0,6.62,30.09,0.95,92.0,0.0,0.0,-0.798748,-0.44620466,0.054916356,-0.36944106,-0.036471285,-0.0901068,-0.09518444,0.057799112,0.03915082,-0.0041851564,0.0,2,0.0
Phrase match,B,Saturday,1,12,0,44,2400.0,1600.0,1660.0,0.0,-59.99999999999991,85.0,4.18,13.29,0.52,0.0,85.0,0.0,-0.8237086,-0.18583246,-0.30871952,0.14593616,0.0048228716,0.019017514,-0.14342184,0.32421955,-0.20084265,-0.06288417,0.0,1,0.0
Phrase match,USA,Wednesday,0,12,0,61,20.0,23.333333333333332,26.0,50.0,-1.0000000000000002,87.0,3.9,10.31,2.32,0.0,87.0,0.0,-0.9168682,-0.15324393,-0.16508907,0.24090193,-0.02150854,-0.019097993,-0.1491514,0.028950708,0.044597924,0.15709953,0.0,1,0.0
Phrase match,USA,Monday,0,6,0,91,10.0,16.666666666666668,16.666666666666668,0.0,1.7142857142857135,51.0,4.64,14.89,6.96,0.0,51.0,0.0,-0.83805835,-0.08068177,-0.34719166,0.13806958,0.1312182,-0.14793527,0.28366524,-0.08517886,-0.13945492,-0.072603114,0.0,35,0.0
Phrase match,USA,Monday,0,11,0,84,10.0,33.333333333333336,25.0,-33.33333333333333,3.142857142857142,86.0,0.0,0.0,1.69,0.0,86.0,0.0,-0.8513745,0.4043049,-0.19814363,0.0068273274,0.12043746,-0.1533268,0.14915222,-0.075809814,-0.029775683,-0.074142136,0.0,1,0.0
Exact match,B,Saturday,1,6,0,100,50.0,63.333333333333336,70.0,40.0,-2.2857142857142843,88.0,5.96,15.94,6.78,88.0,0.0,0.0,-0.9048005,0.08451529,-0.07490813,-0.32395953,0.077380784,0.1945735,-0.0056696283,-0.048922975,0.11431275,-0.065518335,0.0,1,0.0
Broad match,B,Saturday,1,8,0,30,20.0,10.0,10.0,0.0,0.0,78.0,4.08,10.9,0.41,0.0,0.0,78.0,-0.7153118,-0.17499116,0.5051204,0.29178116,0.19576791,-0.025540017,0.039027955,-0.10963565,-0.21878478,0.13052528,0.0,1,0.0
Broad match,USA,Tuesday,0,8,0,41,201000.0,192000.0,198000.0,0.0,-3085.7142857142862,4.0,2.12,6.07,6.83,0.0,0.0,4.0,-0.49505177,-0.18401952,0.047640845,-0.4032601,-0.6825471,-0.27412596,0.10059819,-0.040871087,-0.05801608,0.00058594166,3100.0,59,52.54237288135593
Broad match,B,Sunday,1,2,0,1,10.0,10.0,8.333333333333334,0.0,1.4285714285714284,33.0,0.0,0.0,0.63,0.0,0.0,33.0,-0.92217237,0.34501824,-0.08460283,-0.05831535,-0.013991112,0.11299075,-0.02751387,0.025269616,0.062209886,-0.042118,0.0,11,0.0
Exact match,USA,Friday,0,8,0,45,720.0,920.0,873.3333333333334,13.636363636363635,21.71428571428572,75.0,3.39,22.42,3.5,75.0,0.0,0.0,-0.75871205,-0.40535825,-0.02448513,-0.42460057,0.018901901,-0.106403805,0.0638112,0.006604035,0.2402898,0.074978456,0.0,1,0.0
Broad match,USA,Thursday,0,1,0,11,20.0,10.0,10.0,0.0,0.0,35.0,3.81,14.11,2.47,0.0,0.0,35.0,-0.90268445,0.3918075,0.04967085,-0.0076598655,-0.025231732,0.05226331,-0.09014706,0.13100111,0.017233595,-0.012998304,0.0,5,0.0
Phrase match,USA,Monday,0,12,0,63,110.0,96.66666666666667,102.0,0.0,-6.0,75.0,4.09,15.71,7.48,0.0,75.0,0.0,-0.7882521,-0.12007274,0.08448185,0.2425539,0.06697881,-0.15611923,-0.14079636,-0.31252366,-0.028202279,0.38874435,0.0,2,0.0
Broad match,A,Saturday,1,1,0,23,50.0,43.333333333333336,36.666666666666664,25.0,3.9999999999999996,88.0,5.96,15.94,3.36,0.0,0.0,88.0,-0.9048005,0.08451529,-0.07490813,-0.32395953,0.077380784,0.1945735,-0.0056696283,-0.048922975,0.11431275,-0.065518335,0.0,1,0.0
Phrase match,USA,Sunday,1,12,0,71,9900.0,6600.0,6360.0,0.0,120.00000000000006,71.0,3.57,11.25,8.9,0.0,71.0,0.0,-0.91757745,-0.18289874,-0.046809375,0.1662612,0.11286512,-0.12799539,-0.16662343,0.0042069624,0.15047182,0.12337624,0.0,6,0.0
Phrase match,C,Monday,0,11,1,91,390.0,213.33333333333334,202.5,23.809523809523807,30.99999999999996,64.0,3.28,9.96,0.64,0.0,64.0,0.0,-0.8353515,-0.16264278,0.30412558,0.23974691,-0.08978405,-0.045111,-0.31561497,-0.10023321,0.023535898,-0.07385607,0.0,2,0.0
Phrase match,USA,Thursday,0,2,0,4,390.0,373.3333333333333,293.3333333333333,50.0,55.4285714285714,64.0,3.28,9.96,5.34,0.0,64.0,0.0,-0.8353515,-0.16264278,0.30412558,0.23974691,-0.08978405,-0.045111,-0.31561497,-0.10023321,0.023535898,-0.07385607,0.0,1,0.0
Phrase match,B,Wednesday,0,11,0,75,10.0,16.666666666666668,15.0,0.0,3.9999999999999982,88.0,4.34,11.78,0.83,0.0,88.0,0.0,-0.90898854,-0.12718704,-0.22703624,0.22028287,-0.04122848,0.14654316,0.042950604,0.112733215,-0.13189043,0.04868282,0.0,4,0.0
Exact match,USA,Friday,0,1,0,10,10.0,46.666666666666664,33.333333333333336,-60.0,5.714285714285713,66.0,2.94,13.84,3.85,66.0,0.0,0.0,-0.8876882,0.40962723,0.009382104,-0.044971805,-0.082134284,-0.015428917,-0.06372814,0.08411514,0.14957723,0.040131807,0.0,2,0.0
Phrase match,USA,Wednesday,0,11,0,96,90.0,33.333333333333336,35.0,-25.0,-2.000000000000011,79.0,3.01,10.34,11.57,0.0,79.0,0.0,-0.79455495,-0.47941825,0.04117669,-0.17757691,0.24098727,0.19853029,0.06427612,-0.030812552,-0.006663333,0.054746415,0.0,1,0.0
Phrase match,USA,Wednesday,0,1,0,12,10.0,13.333333333333334,13.333333333333334,100.0,0.5714285714285721,95.0,8.52,24.75,3.47,0.0,95.0,0.0,-0.8684224,-0.20608692,-0.28876844,0.06433304,0.04724341,-0.09541744,-0.15480998,0.25421363,-0.0975835,-0.07996958,0.0,1,0.0
Broad match,B,Wednesday,0,11,0,82,10.0,26.666666666666668,23.333333333333332,50.0,1.7142857142857146,71.0,6.18,13.07,0.39,0.0,0.0,71.0,-0.7502887,0.021803664,0.22608626,-0.61155033,-0.018834295,0.04112883,0.079301335,-0.0001064511,0.029913358,-0.047463454,200.0,4,50.0
Broad match,USA,Thursday,0,12,0,53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.82,0.0,0.0,0.0,-0.8175422,0.050402407,0.17429712,-0.41868722,0.25495476,0.06712134,-0.08668139,-0.10401919,0.18709326,0.023686627,200.0,3,66.66666666666667
Phrase match,B,Monday,0,1,0,14,8100.0,6600.0,6000.0,0.0,308.5714285714286,49.0,7.08,28.91,0.66,0.0,49.0,0.0,-0.7403708,-0.22922023,0.48828283,0.3172715,0.062306534,0.032341115,0.22945145,0.03755762,-0.018016355,-0.030277733,0.0,2,0.0
Broad match,B,Monday,0,10,0,112,880.0,2066.6666666666665,2150.0,26.31578947368421,-42.85714285714278,80.0,4.81,13.33,0.22,0.0,0.0,80.0,-0.9022731,0.40434077,-0.027070574,-0.027104585,-0.04468361,0.10392434,-0.042078514,0.009840618,0.0690102,0.03895656,0.0,6,0.0
Phrase match,USA,Wednesday,0,1,0,26,170.0,150.0,145.0,21.428571428571427,4.28571428571428,68.0,1.57,22.51,4.47,0.0,68.0,0.0,-0.8298566,-0.09366395,-0.08775339,0.0011453731,0.20297791,-0.4376213,0.14943793,0.010897007,-0.057124864,-0.1908849,0.0,2,0.0
Phrase match,USA,Sunday,1,12,0,64,8100.0,6700.0,6420.0,-18.181818181818183,-119.99999999999973,85.0,4.18,13.54,6.61,0.0,85.0,0.0,-0.73328626,-0.51195157,0.011241888,-0.2472338,0.28622937,0.0771871,-0.19041793,0.10554664,0.060216464,0.005970414,0.0,3,0.0
Broad match,USA,Thursday,0,7,0,81,590.0,1000.0,1100.0,0.0,-85.7142857142857,88.0,3.54,12.32,9.62,0.0,0.0,88.0,-0.81461406,-0.39945433,0.0054421606,-0.18912184,0.23481753,0.20666838,0.007064994,0.031974852,-0.07635049,0.19050108,0.0,1,0.0
Phrase match,USA,Tuesday,0,1,0,34,8100.0,12266.666666666666,24150.0,-33.108108108108105,-6237.142857142855,78.0,3.74,13.2,5.63,0.0,78.0,0.0,-0.89922076,-0.23309001,-0.276791,0.103950225,-0.11251609,-0.072584055,-0.121404864,0.1269498,-0.0026515354,-0.029348094,0.0,7,0.0
Phrase match,USA,Saturday,1,11,0,79,10.0,10.0,10.0,0.0,-2.3737566748886996e-15,51.0,4.64,14.89,5.15,0.0,51.0,0.0,-0.83805835,-0.08068177,-0.34719166,0.13806958,0.1312182,-0.14793527,0.28366524,-0.08517886,-0.13945492,-0.072603114,0.0,1,0.0
Broad match,USA,Saturday,1,11,0,100,50.0,43.333333333333336,56.666666666666664,-40.0,-6.857142857142855,67.0,5.0,13.97,1.58,0.0,0.0,67.0,-0.8535487,0.39322186,-0.2152002,-0.008989994,0.124145895,-0.1358814,0.14381914,-0.10016546,-0.019195976,-0.07401129,0.0,7,0.0
Phrase match,B,Tuesday,0,11,0,90,320.0,76.66666666666667,80.0,0.0,-8.000000000000025,90.0,4.37,13.32,1.31,0.0,90.0,0.0,-0.90681326,-0.11861312,-0.27502805,0.18736835,-0.030312255,0.13912211,0.01793076,0.020724876,-0.11884602,0.13313213,0.0,2,0.0
Phrase match,USA,Thursday,0,12,0,53,880.0,920.0,904.0,13.636363636363635,24.00000000000003,80.0,8.52,38.89,10.55,0.0,80.0,0.0,-0.71138155,-0.12080967,-0.07350798,0.16755264,0.2895131,-0.5852683,0.058681145,-0.06629053,0.096470945,-0.048605677,0.0,1,0.0
Phrase match,USA,Sunday,1,12,0,64,10.0,20.0,16.0,0.0,3.0000000000000013,88.0,4.34,11.78,4.86,0.0,88.0,0.0,-0.90898854,-0.12718704,-0.22703624,0.22028287,-0.04122848,0.14654316,0.042950604,0.112733215,-0.13189043,0.04868282,0.0,14,0.0
Phrase match,A,Thursday,0,11,0,81,9900.0,6200.0,6300.0,0.0,119.99999999999824,71.0,3.57,11.25,1.19,0.0,71.0,0.0,-0.91757745,-0.18289874,-0.046809375,0.1662612,0.11286512,-0.12799539,-0.16662343,0.0042069624,0.15047182,0.12337624,0.0,6,0.0
Exact match,B,Tuesday,0,6,0,97,50.0,23.333333333333332,25.0,0.0,-0.8571428571428583,92.0,6.62,30.09,2.2,92.0,0.0,0.0,-0.798748,-0.44620466,0.054916356,-0.36944106,-0.036471285,-0.0901068,-0.09518444,0.057799112,0.03915082,-0.0041851564,0.0,2,0.0
Phrase match,B,Monday,0,1,0,14,10.0,20.0,16.666666666666668,0.0,2.285714285714285,88.0,4.34,11.78,0.65,0.0,88.0,0.0,-0.90898854,-0.12718704,-0.22703624,0.22028287,-0.04122848,0.14654316,0.042950604,0.112733215,-0.13189043,0.04868282,0.0,2,0.0
Phrase match,B,Monday,0,12,0,56,8100.0,22466.666666666668,27000.0,22.31404958677686,-6640.000000000002,78.0,3.74,13.2,0.57,0.0,78.0,0.0,-0.89922076,-0.23309001,-0.276791,0.103950225,-0.11251609,-0.072584055,-0.121404864,0.1269498,-0.0026515354,-0.029348094,0.0,3,0.0
Exact match,B,Friday,0,9,0,24,880.0,1900.0,2150.0,0.0,-128.57142857142853,80.0,4.81,13.33,0.97,80.0,0.0,0.0,-0.9022731,0.40434077,-0.027070574,-0.027104585,-0.04468361,0.10392434,-0.042078514,0.009840618,0.0690102,0.03895656,0.0,1,0.0
