Budget,avg clicks (opt),se clicks (opt),avg cost (opt),se cost (opt),avg conv (opt),se conv (opt),avg purch (opt),se purch (opt),clicks/$ (opt),avg kws (opt),se kws (opt),improvement in clicks,improvement in clicks/$,improvement in conv,improvement in purch,avg clicks (act),se clicks (act),avg cost (act),se cost (act),avg conv (act),se conv (act),avg purch (act),se purch (act),clicks/$ (act),avg n kws (act),se n kws (act)
363,106.06515033333335,5.809284870060442,363.0951804527597,0.06616917447699727,2.894961737206115,0.1469722359991146,0.07326714922140493,0.0036114776070459032,0.29211390302971235,347.0,62.907357536173045,0.5669370544340079,0.17602394978945354,0.631592085250238,1.5937571469393144,67.6894774,3.2089370398128665,272.51166666666666,17.216219191144955,1.774317100074749,0.08612783793432201,0.028247497768964853,0.0015814897913778965,0.24839111744451312,33.166666666666664,0.7702564632361666
