Day,Budget,t_Clicks_OptCost,t_Clicks_ActCost,tm1_Clicks_OptCost,Actual_Clicks,Opt_Cost,Act_Cost,Opt_Conv,Act_Conv,Opt_Purch,Act_Purch,N_Opt,N_Obs,Avg_Cost_Change,Pct_New_Keywords,Eval_CV_MSE,Eval_Train_MSE,Eval_Train_R2,Eval_Best_Params,Hist_MSE,Hist_R2,Hist_Bias,Opt_Cost_Region_B,Act_Cost_Region_B,Opt_Clicks_Region_B,Act_Clicks_Region_B,Opt_Conv_Region_B,Act_Conv_Region_B,Opt_Purch_Region_B,Act_Purch_Region_B,Opt_Cost_Region_USA,Act_Cost_Region_USA,Opt_Clicks_Region_USA,Act_Clicks_Region_USA,Opt_Conv_Region_USA,Act_Conv_Region_USA,Opt_Purch_Region_USA,Act_Purch_Region_USA,Opt_Cost_Region_A,Act_Cost_Region_A,Opt_Clicks_Region_A,Act_Clicks_Region_A,Opt_Conv_Region_A,Act_Conv_Region_A,Opt_Purch_Region_A,Act_Purch_Region_A,Opt_Cost_Origin_new,Act_Cost_Origin_new,Opt_Clicks_Origin_new,Act_Clicks_Origin_new,Opt_Conv_Origin_new,Act_Conv_Origin_new,Opt_Purch_Origin_new,Act_Purch_Origin_new,Opt_Cost_Origin_existing,Act_Cost_Origin_existing,Opt_Clicks_Origin_existing,Act_Clicks_Origin_existing,Opt_Conv_Origin_existing,Act_Conv_Origin_existing,Opt_Purch_Origin_existing,Act_Purch_Origin_existing,Opt_Cost_Origin_existing searches,Act_Cost_Origin_existing searches,Opt_Clicks_Origin_existing searches,Act_Clicks_Origin_existing searches,Opt_Conv_Origin_existing searches,Act_Conv_Origin_existing searches,Opt_Purch_Origin_existing searches,Act_Purch_Origin_existing searches
2025-07-01,363,0.0,77.381454,290.45057571121686,104,363.27999999999486,297.22,0.0,2.0371773824599835,0.0,0.030708014057875432,2019,29,,,2.6854658126831055,2.0746939182281494,0.9179665446281433,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",1.733014702796936,0.9116649627685548,-0.0002558045671685,0.0,23.279999999999998,0.0,31.89299,0.0,0.8120366732088189,0.0,0.0,328.31999142002525,234.17,0.0,27.746283,0.0,0.82200315968465,0.0,0.0219788580119551,34.960008579969646,39.77,0.0,17.742176,0.0,0.4031375495665146,0.0,0.008729156045920332,64.07999832539973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.59999920033155,297.22,0.0,77.381454,0.0,2.0371773824599835,0.0,0.030708014057875432,268.60000247426365,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-07-02,363,65.67459,64.33918,222.61992699710973,100,363.14000825259933,312.2799999999999,1.8504160428461813,1.7081701166607142,0.04788274871895559,0.03244407128369514,218,30,3.1415773000617033,0.8577981651376146,2.6854658126831055,2.0746939182281494,0.9179665446281433,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",1.6669080257415771,0.9149632453918456,-0.0010406766105703,0.0,14.259999999999998,0.0,16.227905,0.0,0.4131834284923568,0.0,0.0,341.19000845608883,258.28,51.87912,29.231037,1.536955451022434,0.8659901186571285,0.04109537199550657,0.02315498868036359,21.94999979651051,39.74,13.795474,18.880241,0.31346059182374764,0.42899656951122883,0.006787376723449009,0.009289082603331559,262.80000679760354,0.0,38.251892,0.0,1.1332394302228077,0.0,0.030300745486150357,0.0,4.82000007984402,312.2799999999999,0.801698,64.33918,0.02375087028127269,1.708170116660714,0.0006350547433086767,0.03244407128369515,95.52000137515178,0.0,26.620998,0.0,0.693425835931075,0.0,0.01694695099189419,0.0
2025-07-03,363,94.48969,49.93177,245.44887607526596,78,363.2600047197097,152.52,2.7727516940265624,1.3083392553929425,0.0736935754995347,0.01905982166945042,265,25,0.8372905142179503,0.8679245283018868,2.6854658126831055,2.0746939182281494,0.9179665446281433,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",1.7190816402435305,0.9121595621109008,-0.0004912767596684,0.0,15.95,0.0,21.37505,0.0,0.5442363709558027,0.0,0.0,347.70000438496334,110.52,90.64074,16.692078,2.6852959177588342,0.4945145881782145,0.07179989152249264,0.01322241379531815,15.560000334746308,26.05,3.848949,11.864644,0.08745577626772866,0.26958829625892544,0.001893683977042039,0.005837407874132269,71.54000249587381,0.0,13.161032,0.0,0.3833827927594647,0.0,0.010141796361939912,0.0,32.750000051491725,152.52,9.848618,49.93177,0.2878462875280994,1.3083392553929425,0.007630774981525415,0.01905982166945042,258.97000217234415,0.0,71.48004,0.0,2.1015228115119244,0.0,0.05592100944415495,0.0
2025-07-04,363,142.95741,67.45099,214.75984747415956,97,363.2799962572627,179.04000000000002,3.9769542157982913,1.747804435869222,0.10201409631633121,0.01828127557404934,258,31,0.7441214707453654,0.4728682170542636,2.6854658126831055,2.0746939182281494,0.9179665446281433,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",1.6313365697860718,0.91654235124588,-0.0005590865546481,0.0,33.98,0.0,39.698986,0.0,1.0107874607877276,0.0,0.0,277.0699967455679,121.89,105.54857,15.417248,3.126950662418948,0.45674682488549234,0.08360892997791039,0.012212573021520732,86.20999951169487,23.17,37.40885,12.334755,0.850003553379344,0.28027015019600227,0.01840516633842081,0.0060687025525286015,95.36999642152617,0.0,40.02668,0.0,1.1396347623719838,0.0,0.029698790192167816,0.0,63.419999703000286,179.04000000000002,27.26325,67.45099,0.712030137230741,1.7478044358692222,0.017437317658029524,0.018281275574049335,204.4900001327362,0.0,75.66749,0.0,2.1252892380196404,0.0,0.054877986486044264,0.0
2025-07-05,363,134.85442,98.83219,216.3396523474603,146,363.2599900239187,493.35,3.8730656880976047,2.5985016343057494,0.10151529722553126,0.04787102791272615,269,30,0.15103483565752657,0.5427509293680297,2.6854658126831055,2.0746939182281494,0.9179665446281433,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",1.7260234355926514,0.9115749597549438,-0.0003392831757555,0.0,24.99,0.0,26.33642,0.0,0.6705592226991679,0.0,0.0,324.3399906376151,393.08000000000004,117.16954,40.65841,3.4712303813567944,1.2045340837058376,0.09281433870387401,0.03220703385919773,38.91999938630356,75.28,17.684868,31.83737,0.40183530674081,0.7234083279007446,0.008700958521657264,0.015663994053528415,69.31999760900418,0.0,28.765385,0.0,0.8454154895596667,0.0,0.022491398251059995,0.0,47.54999866972411,493.35,18.91416,98.83219,0.5275215670305377,2.5985016343057503,0.013555605438990053,0.04787102791272615,246.38999374519034,0.0,87.174866,0.0,2.500128690722623,0.0,0.06546829510501383,0.0
2025-07-06,363,110.36168,74.542625,277.7423315098243,100,363.1399983356659,292.14,3.1130204991434325,1.9641023327328249,0.08061683103394225,0.03236126204875738,216,32,0.9048333175295765,0.5648148148148148,2.6854658126831055,2.0746939182281494,0.9179665446281433,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",1.6237049102783203,0.9168731570243835,-0.0006268150016551,0.0,22.97,0.0,26.292202,0.0,0.6694333736933813,0.0,0.0,317.1599973443261,231.62,87.68953,28.727024,2.5978642366700253,0.8510584322746193,0.06946212860545632,0.022755742751666534,45.98000099133979,37.550000000000004,22.67215,19.523403,0.5151562624734075,0.44361052676482454,0.011154702428485928,0.009605519297090841,107.55000305651744,0.0,33.560555,0.0,0.8627237166673193,0.0,0.020866273322414943,0.0,32.80999953811359,292.14,9.720898,74.542625,0.2802679702964991,1.964102332732825,0.007364638196481573,0.032361262048757375,222.7799957410349,0.0,67.08022,0.0,1.9700288446836784,0.0,0.05238592021885775,0.0
2025-07-07,363,120.16432,84.0899,231.016640663381,134,363.17999595011213,351.05999999999995,3.47203200315147,2.2030548071721,0.09136428680291991,0.03703306943707875,226,32,0.6102001557580762,0.672566371681416,2.6854658126831055,2.0746939182281494,0.9179665446281433,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",1.689795732498169,0.913343608379364,-0.0005424105579432,0.0,24.42,0.0,27.900381,0.0,0.7103797391003218,0.0,0.0,330.64999628635,273.21000000000004,107.42905,31.278444,3.1826611483837928,0.9266460013928388,0.08509852627248923,0.024776815821209882,32.52999966376207,53.42999999999999,12.735279,24.911072,0.28937085476767743,0.5660290666789397,0.006265760530430672,0.012256253615868868,14.979999575086067,0.0,4.831989,0.0,0.14048530439478432,0.0,0.003711703785410508,0.0,28.999999651567194,351.05999999999995,10.388279,84.0899,0.3077601005802047,2.2030548071721006,0.008228941060265919,0.03703306943707875,319.1999967234588,0.0,104.94406,0.0,3.023786666872055,0.0,0.07942364373205457,0.0
2025-07-08,363,106.849915,77.05039,276.2178147028411,125,363.2800000000002,249.97999999999996,2.9684172516186407,1.9840366119990938,0.07607149638770719,0.02885518319978807,405,30,0.9060999708501228,0.6765432098765433,2.6854658126831055,2.0746939182281494,0.9179665446281433,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",1.780897617340088,0.9086570739746094,-0.0003953934513544,0.0,23.529999999999998,0.0,31.413033,0.0,0.799816381850015,0.0,0.0,308.06999974259304,178.99999999999997,78.302,21.328918,2.319752105885307,0.631884215578521,0.06202591992194636,0.016895425875885824,55.21000025740721,47.449999999999996,28.547905,24.308437,0.6486651457333348,0.5523360145705581,0.014045576465760842,0.011959757323902247,2.689999947157188,0.0,1.5071101,0.0,0.044649201614708554,0.0,0.0011938378229754158,0.0,39.82000648513953,249.97999999999996,10.58909,77.05039,0.3137092514563415,1.9840366119990942,0.00838801045173696,0.02885518319978807,320.7699935677035,0.0,94.753716,0.0,2.610058812674229,0.0,0.06648964849071523,0.0
2025-07-09,363,118.29782,75.8422,206.39771533480155,115,362.8599949573194,244.59999999999997,3.2917933326763316,1.9593790700847316,0.0844539412805286,0.031020617321724515,432,29,0.1529502303387943,0.48842592592592593,2.6854658126831055,2.0746939182281494,0.9179665446281433,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",1.687976598739624,0.9134050607681274,-0.0003307364485382,0.0,21.79,0.0,27.095575,0.0,0.6898883450619436,0.0,0.0,297.84999517799764,173.85,87.46474,23.446857,2.5912043746581865,0.69462965403573,0.06928405610073068,0.01857312390721446,65.00999977932173,48.959999999999994,30.833084,25.29977,0.7005889580181455,0.5748610709870576,0.01516988517979792,0.012447493414510053,25.94999942811198,0.0,7.5190096,0.0,0.2227559550165457,0.0,0.005956085994248935,0.0,49.85999946606129,244.59999999999997,19.382313,75.8422,0.5252646811842027,1.9593790700847311,0.013225363310884444,0.031020617321724515,287.04999606314607,0.0,91.3965,0.0,2.5437727562740826,0.0,0.06527249362939322,0.0
2025-07-10,363,92.66498,76.26939,201.23865624243433,125,363.0899933210101,352.82,2.654656291196151,2.007739259250367,0.06946416435975142,0.038057059037539774,413,34,1.483063952096511,0.7239709443099274,2.6854658126831055,2.0746939182281494,0.9179665446281433,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}",1.6195971965789795,0.9168540835380554,-0.0005614917808045,0.0,19.060000000000002,0.0,18.674877,0.0,0.4754864934453799,0.0,0.0,321.52999398602174,284.74,79.54028,32.387054,2.3564372884351656,0.959489247085011,0.06300681447071589,0.025654984019489,41.55999933498834,49.019999999999996,13.124688,25.207457,0.2982190027609848,0.5727635187199758,0.0064573498890355165,0.012402075018050782,20.230000144851147,0.0,2.867885,0.0,0.08444549072859556,0.0,0.002249254329171731,0.0,73.60999898469063,352.82,19.718897,76.26939,0.5433892777717473,2.007739259250367,0.013846435617272324,0.03805705903753978,269.2499941914683,0.0,70.0782,0.0,2.0268215493031083,0.0,0.053368475097189956,0.0
