Budget,Spend USA,Conv USA,Clicks USA,Purch USA,Spend A,Conv A,Clicks A,Purch A,Spend B,Conv B,Clicks B,Purch B
Actual,0.7739497391548985,0.40527182570779213,0.3585814161813379,0.6806585503148745,0.14537359256790233,0.2347929388773028,0.27086243910046787,0.3193414496851237,0.08067666827719915,0.3599352354149054,0.370556142157481,0.0
363,0.7908078471192649,0.7188535271937994,0.6622802605685271,0.7594611783465591,0.20917470999268603,0.2811464728062007,0.3377197341705554,0.2405388216534403,1.7442888049039483e-05,0.0,0.0,0.0
