Budget,Spend New,Clicks New,Conv New,Purch New,Spend Existing,Clicks Existing,Conv Existing,Purch Existing,Spend Existing searches,Clicks Existing searches,Conv Existing searches,Purch Existing searches
Actual,0.0,0.0,0.0,0.0,1.0,1.0,1.0000000000000002,1.0,0.0,0.0,0.0,0.0
363,0.21107872348523868,0.17989849638045263,0.18471138862474099,0.18816602854464012,0.11388073513660159,0.13012661249516103,0.12766307702326277,0.12589477868258733,0.6750405413781596,0.6899749091636133,0.6876255437630071,0.6859392024177449
