Region,Opt_Purchases,Act_Purchases,Opt_Clicks,Act_Clicks,Opt_Spend,Act_Spend
A,0.0,0.028120425873294858,0.0,36.779842,0.0,55.23
B,0.0,0.008590906553089575,0.0,62.243645,0.0150027447267192,37.55
USA,0.07510709007480897,0.08047894778731292,57.839222,61.976036,176.96999451054882,218.19
