Region,Opt_Purchases,Act_Purchases,Opt_Clicks,Act_Clicks,Opt_Spend,Act_Spend
A,0.0,0.015621260757171277,0.0,20.431679,0.0,35.01
B,0.0,0.007171877822076925,0.0,51.962364,0.0,34.81
USA,0.06956780654676971,0.08519187625906058,53.573475,65.605415,176.97000674400374,260.11
