Budget,Spend Exact match,Clicks Exact match,Conv Exact match,Purch Exact match,Spend Phrase match,Clicks Phrase match,Conv Phrase match,Purch Phrase match,Spend Broad match,Clicks Broad match,Conv Broad match,Purch Broad match
Actual,0.11509759734944305,0.02349810177654449,0.022880301977631173,0.05500766696098656,0.07901409080568611,0.03545637166553092,0.03445644221839233,0.02726174099240543,0.8058883118448709,0.9410455347887736,0.9426632542570582,0.9177305868308456
357,0.17825132476173447,0.21979578892762452,0.22031622563565034,0.13230822214553997,0.27914392032746527,0.3435456548109346,0.3443726687879851,0.21012160018800688,0.5426047549108003,0.43665856448769824,0.4353111068623287,0.6575701712815434
