Location,Region,Opt_Conversions,Act_Conversions,Opt_Clicks,Act_Clicks,Opt_Spend,Act_Spend
"Alberta, Canada",USA,0.0,0.0,0.0052815306156340095,0.005630121655454225,0.01035357567418389,0.011712097938971551
Australia,A,0.060113968737199625,0.010606124686257296,2.061050356703987,0.3636385606716787,3.9334892039978318,1.0252758055707263
Austria,B,0.0,0.0,0.1777696498461251,0.01801347239051414,0.14497047049928202,0.023479948253557568
Belgium,A,0.12022793747439924,0.02121224937251459,2.6020760753387835,0.4590936828479944,4.966030120047263,1.294410704533042
Brazil,C,0.0,0.0,0.0,0.0,0.0,0.0
"British Columbia, Canada",USA,0.0,0.0,0.02464714287295871,0.02627390105878638,0.04831668647952482,0.054656457048533905
Canada,A,0.12881564729399916,0.02272741004197992,3.0829878252363803,0.5439426803380527,5.883844267646756,1.5336417258328783
Chile,B,0.10666178990767504,0.010808083434308485,2.4650724778662676,0.24978681714846276,2.0102571909233773,0.3255886157826649
China,B,0.14221571987690007,0.014410777912411315,6.032316784778511,0.6112571631181133,4.9193312989423035,0.7967529107373869
Colombia,B,0.23702619979483344,0.024017963187352186,5.818993204963161,0.5896409962494962,4.745366734343165,0.7685769728331177
Denmark,A,0.008587709819599944,0.0015151606694653278,1.8807084504923879,0.3318201866129068,3.5893088986480213,0.9355641725832877
Egypt,B,5.492489614745778,0.5565562519589186,118.14570928773472,11.971753750735697,96.34737469382283,15.604773609314359
France,A,0.2576312945879984,0.04545482008395984,8.622060658878345,1.5212213121431892,16.45509650339093,4.289070453304205
Germany,A,0.3005698436859981,0.053030623431286485,8.922630502564344,1.574251935574476,17.028730345640614,4.438589841616603
Hong Kong,B,0.047405239958966686,0.004803592637470438,1.8725069783791841,0.1897419091800823,1.527022289259104,0.24732212160413972
Hungary,B,0.0,0.0,1.445859818748484,0.14650957544284834,1.1790931600608272,0.19097024579560154
India,C,0.0,0.0,0.0,0.0,0.0,0.0
Ireland,A,0.0,0.0,0.40362236152119746,0.07121255146487042,0.7703083024495754,0.20078317859093392
Israel,A,0.47232404007799694,0.08333383682059305,9.609647288132338,1.695464789131702,18.33989341363989,4.780348443473511
Italy,A,0.060113968737199625,0.010606124686257296,1.3568581514967915,0.23939538577552183,2.5895470592985723,0.6749732386673949
Japan,A,0.10305251783519932,0.018181928033583934,2.636426914617183,0.46515432552585567,5.031588273447226,1.3114986346258874
"Manitoba, Canada",USA,0.0,0.0,0.003521020410422673,0.0037534144369694832,0.00690238378278926,0.007808065292647701
Mexico,A,0.5582011382739965,0.09848544351524632,25.23927915980424,4.453057207558599,48.16885321062345,12.555356635718187
Netherlands,A,0.05152625891759967,0.009090964016791967,0.772893883763995,0.1363644602518795,1.475058451499187,0.38447842708902236
Norway,A,0.0,0.0,0.2576312945879984,0.04545482008395984,0.49168615049972897,0.12815947569634079
"Ontario, Canada",USA,0.007042040820845346,0.0075068288739389664,0.10563061231268019,0.1126024331090845,0.2070715134836778,0.23424195877943102
Poland,B,0.011851309989741673,0.0012008981593676095,0.7940377693126921,0.08046017667762984,0.6475347682301265,0.1048771021992238
Portugal,B,0.011851309989741671,0.0012008981593676093,0.6281194294563086,0.06364760244648329,0.5122289957641298,0.08296248382923674
"Quebec, Canada",USA,0.0,0.0,0.0387312245146494,0.041287558806664314,0.07592622161068185,0.08588871821912471
Romania,B,0.09481047991793339,0.009607185274940876,2.607288197743168,0.2641975950608741,2.126233567322803,0.344372574385511
Saudi Arabia,B,0.05925654994870836,0.006004490796838048,3.922783606604493,0.39749729075067874,3.19901504901749,0.518124191461837
Singapore,B,0.15406702986664175,0.015611676071778924,1.8369530484099592,0.18613921470197947,1.4980281951592476,0.2426261319534282
South Africa,B,0.47405239958966683,0.04803592637470438,12.799414788921005,1.2969700121170182,10.437873875948306,1.6905562742561449
Spain,A,0.29198213386639815,0.05151546276182115,9.51518248011674,1.6787980217675835,18.15960849178999,4.733356635718187
Sweden,A,0.0,0.0,0.2662190044075983,0.04696998075342517,0.50807568884972,0.13243145821955216
Switzerland,A,0.017175419639199888,0.003030321338930656,0.5753765579131963,0.10151576485417697,1.0980990694493946,0.2862228290551611
Taiwan,B,0.011851309989741671,0.0012008981593676095,1.6117781586048674,0.1633221496739949,1.3143989325268237,0.2128848641655886
Turkiye,B,0.3867082449652708,0.0391853069401651,20.253888772468517,2.0523349543592446,16.516968938884865,2.675148771021992
United Arab Emirates,B,0.08295916992819172,0.008406287115573266,2.8087604675687765,0.28461286377012346,2.290533433888656,0.3709831824062096
United Kingdom,A,0.0,0.0,0.8158324328619948,0.14394026359920617,1.5570061432491418,0.4058383397050792
United States,USA,3.6682342737824443,3.910344694579177,76.61388311038694,81.67054473401899,150.18896872971152,169.8956927027213
