Day,N_Estimators,Hist_MSE,Hist_R2,Hist_Bias,CV_Score,best_params
2025-12-02,30,1.387412428855896,0.906960129737854,1.994681715948078e-06,1.6270366668701173,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 30}"
2025-12-01,30,1.3756089210510254,0.9073989987373352,0.00011813391369586384,1.6418469667434692,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 30}"
2025-12-03,30,1.4201955795288086,0.9051136374473572,2.2136568028242365e-05,1.6551489353179931,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 30}"
2025-12-04,30,1.3884695768356323,0.9076896905899048,2.483958889069354e-05,1.6291648626327515,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 30}"
2025-12-05,30,1.3452931642532349,0.9109336137771606,1.5417998894412154e-05,1.6259511947631835,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 30}"
2025-12-06,30,1.364671230316162,0.9099153876304626,-8.582387823042906e-07,1.578682541847229,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 30}"
2025-12-08,30,1.3773233890533447,0.909878671169281,-3.906987425262357e-05,1.642902946472168,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 30}"
2025-12-07,30,1.3636431694030762,0.9103978276252747,2.864893728025087e-05,1.661947536468506,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 30}"
2025-12-09,30,1.3673676252365112,0.9109275937080383,0.00010175914378934064,1.6159217596054076,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 30}"
2025-12-10,30,1.4095858335494995,0.9086524248123169,3.5880712093201844e-05,1.6853627681732177,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 30}"
2025-12-11,30,1.3728886842727661,0.9113133549690247,-1.5218441554484735e-05,1.6019263029098512,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 30}"
2025-12-12,30,1.4031380414962769,0.9097065925598145,2.7959276905627176e-05,1.70945200920105,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 30}"
2025-12-13,30,1.3977384567260742,0.910629153251648,1.4614664935309673e-05,1.6516738414764405,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 30}"
2025-12-14,30,1.3695411682128906,0.9127652645111084,4.8059720440917144e-05,1.66473228931427,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 30}"
2025-12-15,30,1.3776475191116333,0.912533164024353,-6.117617929205582e-05,1.6319331169128417,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 30}"
2025-12-16,30,1.404844880104065,0.9111374020576477,8.778184440753725e-05,1.6648982286453247,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 30}"
2025-12-17,30,1.396741509437561,0.9119648933410645,3.4831999782321744e-06,1.6430070638656615,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 30}"
2025-12-18,30,1.3745143413543701,0.9136404395103455,7.041211480610438e-05,1.6212873220443726,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 30}"
2025-12-19,30,1.4028398990631104,0.9121176600456238,7.580564800234e-05,1.6129536151885986,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 30}"
2025-12-20,30,1.3947492837905884,0.9129437208175659,-3.883279350599368e-05,1.6291951417922974,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 30}"
2025-12-21,30,1.4333409070968628,0.9109319448471069,-1.0192130504418285e-05,1.612885308265686,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 30}"
2025-12-23,30,1.4262781143188477,0.9121437668800354,5.7319895714524224e-05,1.6477609157562256,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 30}"
2025-12-22,30,1.3969507217407227,0.913562536239624,1.5643868290933168e-05,1.6280009508132935,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 30}"
2025-12-24,30,1.405502200126648,0.9139786958694458,-3.0488095577560694e-06,1.6071180820465087,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 30}"
2025-12-25,30,1.4207249879837036,0.9135187864303589,-9.874607675602386e-07,1.6363682270050048,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 30}"
2025-12-26,30,1.3883217573165894,0.9159857630729675,-7.371106801566008e-06,1.6399627447128295,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 30}"
2025-12-27,30,1.4007869958877563,0.9157022833824158,3.905660217705628e-05,1.653518295288086,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 30}"
2025-12-29,30,1.3774895668029785,0.917998731136322,-2.6200785965187322e-05,1.6205264806747437,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 30}"
2025-12-28,30,1.3840903043746948,0.917134702205658,0.00010759172363005915,1.6155970573425293,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 30}"
2025-12-30,30,1.4002320766448975,0.9172061681747437,8.052436409429064e-05,1.68668372631073,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 30}"
2025-12-31,30,1.3994725942611694,0.9174432158470154,1.4193869436436132e-05,1.671862506866455,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 30}"
