Budget,Spend USA,Clicks USA,Purch USA,Spend A,Clicks A,Purch A,Spend B,Clicks B,Purch B
Actual,0.6559716457585227,0.2894519692486456,0.4879710312555627,0.24196764422524608,0.22225371866596325,0.32858913537953294,0.10206071001623136,0.4882942922953229,0.18343983336490421
357,0.35187345662849756,0.0710754516674766,0.14782390039266902,0.34866786318576676,0.3099277249296083,0.5652910417336671,0.2994586801857358,0.6189968313682985,0.28688505787366364
