Budget,Spend New,Clicks New,Purch New,Spend Existing,Clicks Existing,Purch Existing,Spend Existing searches,Clicks Existing searches,Purch Existing searches
Actual,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
357,0.0006950669007917607,4.855767145206038e-05,0.00010099105087000974,0.0925841302113483,0.07629797585593416,0.14134085677596117,0.90672080288786,0.9236534782379032,0.8585581582965092
