Region,Opt_Purchases,Act_Purchases,Opt_Clicks,Act_Clicks,Opt_Spend,Act_Spend
A,0.006530144734347348,0.02200988632025562,8.54104,28.78762,19.42999976710164,53.22
B,0.0,0.005785072365683608,0.0,41.91455,0.0,31.59
USA,0.10978339431117645,0.09275549685708084,84.5431,71.430084,334.56000023289766,265.53000000000003
