Day,Hist_MSE,Hist_R2,Hist_Bias,CV_Score,best_params
2025-07-01,1.733014702796936,0.9116649627685547,-0.0002558045671685477,2.7105187654495237,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}"
2025-07-02,1.6669080257415771,0.9149632453918457,-0.0010406766105703292,3.0206772327423095,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}"
2025-07-03,1.7190816402435303,0.9121595621109009,-0.0004912767596684879,2.800784206390381,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}"
2025-07-04,1.6313365697860718,0.9165423512458801,-0.0005590865546481584,2.7333086013793944,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}"
2025-07-05,1.7260234355926514,0.9115749597549438,-0.0003392831757555003,2.9250280380249025,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}"
2025-07-06,1.6237049102783203,0.9168731570243835,-0.0006268150016551428,2.7224897384643554,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}"
2025-07-07,1.689795732498169,0.913343608379364,-0.0005424105579432622,2.996821141242981,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}"
2025-07-08,1.780897617340088,0.9086570739746094,-0.00039539345135441946,2.8365372896194456,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}"
2025-07-09,1.687976598739624,0.9134050607681274,-0.00033073644853820185,3.291547918319702,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}"
2025-07-10,1.6195971965789795,0.9168540835380554,-0.0005614917808045472,3.1485554933547975,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}"
2025-07-11,1.6991633176803589,0.912722647190094,-0.00017819827078534788,2.817384958267212,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}"
2025-07-12,1.7362172603607178,0.9107108116149902,-0.0002801586657599078,2.597344183921814,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}"
2025-07-13,1.723467230796814,0.9112752079963684,-0.0006806999965822806,2.8384204626083376,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}"
2025-07-15,1.667708158493042,0.9140917062759399,-0.0003089977252946369,3.0079611778259276,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}"
2025-07-14,1.6641712188720703,0.9142682552337646,-0.00045978240253691656,3.0227774143218995,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}"
2025-07-16,1.7262413501739502,0.9110444784164429,-0.000663078592102221,2.4819793701171875,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}"
2025-07-17,1.7946394681930542,0.9075987339019775,-0.0003304222433669959,2.7025410175323485,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}"
2025-07-18,1.8364622592926025,0.9054082632064819,-0.00031996467223420006,2.6562076091766356,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}"
2025-07-19,1.8590458631515503,0.9041765928268433,-0.00020852169426826338,2.6286818027496337,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}"
2025-07-20,1.7776246070861816,0.9082401990890503,-0.00031937950178852876,2.7230962991714476,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}"
2025-07-21,1.6706868410110474,0.9137111902236938,-0.000245044859142711,2.7650044918060304,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}"
2025-07-22,1.8062583208084106,0.906579315662384,-0.0005463422097005752,2.8162302732467652,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}"
2025-07-23,1.8779964447021484,0.9026933908462524,-0.0001962322410652871,2.9376795291900635,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}"
2025-07-24,1.7906427383422852,0.9070799946784973,-0.0001336697826386202,2.7580456733703613,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}"
2025-07-25,1.7935577630996704,0.9068564772605896,-7.51365764452491e-05,2.8368836879730224,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}"
2025-07-26,1.8070082664489746,0.9060662984848022,-0.0004003948761164061,2.3846509218215943,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}"
2025-07-27,1.7504926919937134,0.9088343381881714,-0.00028713088863173414,2.358668088912964,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}"
2025-07-28,1.8008086681365967,0.9061207175254822,-1.3266683879743255e-05,2.543696665763855,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}"
2025-07-29,1.7626497745513916,0.9082717299461365,-0.000176006560119496,2.6640599727630616,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}"
2025-07-30,1.7078847885131836,0.9110161066055298,-0.00014840164000724676,2.372992658615112,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}"
2025-07-31,1.630453109741211,0.9148848652839661,-0.000442299801179494,2.6769280433654785,"{'model__learning_rate': 0.3, 'model__max_depth': 4, 'model__n_estimators': 20}"
