Region,Device,Clicks,All conv.,ConversionRate,AvgConversionRate,BidAdjustment,BidAdjustmentPct,GoogleAdsFormat
A,Mobile phones,28944,9.100000000000001,0.0003144002211166391,0.0015456219460917224,-0.7965865961520311,-79.6586596152031,-80%
B,Computers,46734,28.77,0.0006156117601746052,0.00038638002885077737,0.5932804860687007,59.32804860687006,+59%
A,Computers,39772,97.5,0.002451473398370713,0.0015456219460917224,0.5860756924224175,58.60756924224175,+59%
USA,Mobile phones,26037,20.15,0.0007738986826439297,0.001612686014409804,-0.5201181905659708,-52.011819056597076,-52%
B,Mobile phones,52779,9.8,0.00018567991057049206,0.00038638002885077737,-0.5194370911903345,-51.94370911903346,-52%
USA,Computers,47833,97.6,0.0020404323375075783,0.001612686014409804,0.26523844026409393,26.523844026409392,+27%
A,Tablets,253,0.0,0.0,0.0015456219460917224,,,No adjustment (insufficient data)
B,Tablets,311,0.0,0.0,0.00038638002885077737,,,No adjustment (insufficient data)
USA,Tablets,385,2.0,0.005194805194805195,0.001612686014409804,,,No adjustment (insufficient data)
