Keyword,Region,Match type,Cost,Clicks,t_Clicks_ActCost
mit professional development,USA,Broad match,67.75999999999999,56,221.10304
generative ai course,USA,Broad match,5.76,6,221.10304
generative ai courses,USA,Broad match,1.85,1,221.10304
online ai and ml courses,USA,Phrase match,34.32,22,221.10304
mit xpro ai,USA,Broad match,68.97,57,221.10304
mit artificial intelligence course,USA,Phrase match,23.04,16,221.10304
generative ai certificate course,USA,Broad match,1.58,1,221.10304
generative ai fundamentals course,USA,Broad match,3.52,4,221.10304
generative ai online course,USA,Broad match,3.99,3,221.10304
generative ai online program,USA,Broad match,5.25,5,221.10304
generative ai certificate program,USA,Broad match,1.96,2,221.10304
generative ai foundations course,USA,Broad match,20.0,16,221.10304
mit generative ai certificate,USA,Broad match,10.22,7,221.10304
online course generative ai,USA,Broad match,3.4799999999999995,3,221.10304
prompt engineering course,USA,Phrase match,0.82,1,221.10304
online generative ai course,USA,Phrase match,2.06,2,221.10304
professional ai certificate,USA,Phrase match,1.09,1,221.10304
mit professional development,A,Broad match,2.13,3,221.10304
generative ai course,A,Broad match,2.76,3,221.10304
online ai and ml courses,A,Phrase match,3.48,2,221.10304
mit xpro ai,A,Broad match,8.399999999999999,6,221.10304
generative ai fundamentals course,A,Broad match,3.24,4,221.10304
generative ai online course,A,Broad match,1.31,1,221.10304
generative ai online program,A,Broad match,4.13,7,221.10304
generative ai certificate program,A,Broad match,0.8,1,221.10304
generative ai foundations course,A,Broad match,6.75,5,221.10304
online course generative ai,A,Broad match,2.6,2,221.10304
mit professional development,B,Broad match,5.94,11,221.10304
generative ai online course,B,Broad match,4.69,7,221.10304
online ai and ml courses,B,Phrase match,0.81,3,221.10304
generative ai online program,B,Broad match,4.29,13,221.10304
mit generative ai certificate,B,Broad match,3.99,7,221.10304
generative ai certification online,B,Broad match,1.32,3,221.10304
online course generative ai,B,Broad match,5.8500000000000005,13,221.10304
prompt engineering course,B,Phrase match,0.78,1,221.10304
mit ai course,USA,Phrase match,5.75,5,221.10304
stanford ai professional program,USA,Phrase match,1.72,2,221.10304
artificial intelligence course,B,Exact match,0.36,1,221.10304
