Budget,Spend USA,Clicks USA,Purch USA,Spend A,Clicks A,Purch A,Spend B,Clicks B,Purch B
Actual,0.6565582424505209,0.2921124673209376,0.48584680864757324,0.24263815192093435,0.23142897641799876,0.3375620628881376,0.10080360562854483,0.4764585842248455,0.17659112846428862
357,0.3587640091939983,0.03797371766452397,0.10399805136084582,0.3519148770944459,0.1724212088854887,0.41411352859121664,0.28932111371155583,0.7896050641810936,0.48188842004793714
