Budget,avg clicks (opt),se clicks (opt),avg cost (opt),se cost (opt),avg purch (opt),se purch (opt),clicks/$ (opt),avg kws (opt),se kws (opt),improvement in clicks,improvement in clicks/$,improvement in purch,avg clicks (act),se clicks (act),avg cost (act),se cost (act),avg purch (act),se purch (act),clicks/$ (act),avg n kws (act),se n kws (act)
357,265.1950212903226,10.543398090862244,357.05127616274973,0.05393973347092693,0.33730143698741194,0.008155605551951974,0.7427365171198616,119.41935483870968,9.678573407890859,1.1687879920325612,1.0154742203901137,0.3171167482365985,122.27798303225806,2.7533507291456325,331.8109677419355,10.232678848688424,0.25609076601523956,0.006712483100639549,0.3685170019074211,35.225806451612904,0.7865942340710879
