Keyword,Region,Match type,Origin,Optimal Cost,Gurobi Pred,Gurobi Pred over Base,Actual Model Pred,Diff,t_Clicks_OptCost,Bid
ai and machine learning course online,USA,Exact match,new,0.3099999964632471,1.1535976128099998,0.1260174707888206,1.1535977,-9.97067848285127e-08,0.0,3.197969240928239
ai course online,USA,Broad match,existing,0.8299999927484939,2.42885588725,0.75236879904657,2.4288557,2.296724854744525e-07,0.08535367,1.4341370773753397
ai courses online,USA,Broad match,existing,0.8299999927486614,2.61284038991,0.7367892023947413,2.6128402,2.142813380068276e-07,0.08535373,1.46446227369545
ai engineering,USA,Exact match,existing,0.8299999927486588,2.4374644645500005,0.7045796998786749,2.4374647,-2.49500292426319e-07,0.18234527,1.5314094214736174
ai engineering,USA,Broad match,existing,0.8299999927485615,2.688340670650001,0.7523685761141734,2.6883407,6.740088931422861e-09,0.20395398,1.4341375023209233
ai learning,USA,Broad match,existing,0.8299999927486619,2.4974529640100003,0.6783221856973172,2.497453,-1.0309457731949578e-08,0.08535373,1.5906895179376233
ai online courses,USA,Broad match,existing searches,0.8299999927486615,2.61284038991,0.7367892023947413,2.6128402,2.142813380068276e-07,0.08535373,1.46446227369545
ai online tutorial,USA,Exact match,existing searches,0.8299999927486579,1.32677622435,0.8532386600723512,1.3267761,7.74612671783359e-08,0.18234521,1.2645934145573765
ai online tutorial,USA,Phrase match,existing searches,0.8299999927486615,1.64460769485,0.8532386739111266,1.6446077,3.1695397861852825e-08,0.20395392,1.2645933940467973
ai online tutorial,USA,Broad match,existing searches,0.8299999927486326,1.29870465635,0.8532386743897034,1.2987046,3.2173974595650634e-08,0.20395392,1.2645933933374498
ai pdf,USA,Broad match,existing searches,0.5899999867598396,0.8183128503500002,0.3824913171468752,0.81831306,-2.118410092899481e-07,0.08535373,2.0052742334364324
ai programing,USA,Phrase match,existing searches,0.8299999927486597,2.1906829344500003,0.7045797573793826,2.190683,4.641899442603403e-08,0.08535379,1.5314092964953967
ai programing,USA,Broad match,existing searches,0.8299999927485255,2.4568294865500007,0.7523687464605842,2.4568293,1.7708649968639636e-07,0.08535373,1.4341371776128278
ai programming languages,USA,Exact match,existing searches,0.8299999927485854,1.09479934165,0.7620460707855132,1.0947992,1.806926634984052e-07,0.0,1.4159248790049312
ai programming languages,USA,Phrase match,existing searches,0.8299999927486542,1.30847691475,0.7620460289582214,1.3084768,1.090630492583955e-07,0.02160871,1.4159249567225367
ai programming languages,USA,Broad match,existing searches,0.8299999927486617,1.2415216503500006,0.8098349509595892,1.2415216,5.3441431280276674e-08,0.02160871,1.3323702432140425
ai robotics certification,USA,Exact match,existing searches,0.8299999927486112,1.2051238725899998,0.8210290680646244,1.2051238,9.04321018069254e-08,0.1387235,1.3142043717364036
ai robotics certification,USA,Phrase match,existing searches,0.8299999927486059,1.2635072395900009,0.8210289404490705,1.2635071,1.118281598433413e-07,0.1603322,1.3142045760080239
ai robotics certification,USA,Broad match,existing searches,0.8299999927485269,1.3739760665900005,0.8688178806311382,1.3739761,-4.4822047851056375e-08,0.1603322,1.2419173392118306
ai tools,USA,Exact match,existing searches,0.8299999927486557,2.38282310775,0.7045797090836179,2.382823,1.173325192560526e-07,0.18234521,1.5314094014665973
ai tools,USA,Phrase match,existing searches,0.8299999927486614,2.44120647475,0.7045797304796753,2.4412065,1.95192870755534e-08,0.20395386,1.5314093549621144
ai training,USA,Exact match,existing searches,0.829999992748566,1.1398078857900007,0.6783225893021925,1.1398077,1.8467916085285202e-07,0.13872361,1.5906885714702943
ai training,USA,Phrase match,existing searches,0.8299999927485665,1.2523504441900004,0.6783226674718608,1.2523503,1.138372172082569e-07,0.2890389,1.5906883881598977
ai training,USA,Broad match,existing searches,0.8299999927486608,1.358277199790001,0.6783226709814072,1.3582771,1.1734676363950316e-07,0.2890389,1.5906883799300795
ai with matlab,USA,Exact match,existing searches,0.8299999927486615,1.0367547027499997,0.7828395418556058,1.0367545,2.1380499237722009e-07,0.0,1.3783156482050583
ai with matlab,USA,Phrase match,existing searches,0.8299999927486619,1.23771076785,0.7828393815604036,1.2377106,1.727190797051748e-07,0.02160871,1.37831593043075
ai with matlab,USA,Broad match,existing searches,0.8299999927486605,1.06468974935,0.8306284485954529,1.0646895,2.3232882084833761e-07,0.02160865,1.2990164163023652
analyticsvidhya review,USA,Phrase match,existing searches,0.9500000248890008,1.432318386569,0.7351437778615721,1.4323182,1.759671934831175e-07,0.864292,1.6799435287994127
analyticsvidhya review,USA,Broad match,existing searches,0.9500000248890008,1.4571683103900004,0.7829327280383158,1.4571683,-3.0292983010937746e-08,0.8642921,1.5774024869928054
apple ai,USA,Phrase match,existing searches,0.8299999927486615,1.3821151540300003,0.7045799181481949,1.382115,1.4758316191354481e-07,0.21406043,1.5314089470632815
apple ai,USA,Broad match,existing searches,0.8299999927486615,1.369313932030001,0.7523690229342368,1.3693137,2.151415732232209e-07,0.21406043,1.4341366506095152
applied data science program mit,USA,Exact match,existing,0.5999999888154307,1.6186765194300006,1.0575349688890765,1.6186767,-1.430150677883546e-07,0.06374502,0.7375642493216441
applied data science program mit,USA,Phrase match,existing,0.8299999927485824,1.9175033218300004,1.2438192612564225,1.9175032,8.41056961853326e-08,0.21406043,0.8674893725984142
applied data science program mit,USA,Broad match,existing,0.8299999927486468,2.1836498739299994,1.2916083099422675,2.1836495,3.339824896642085e-07,0.21406043,0.8353925739464081
applied data science program mit,A,Exact match,existing,0.5999999888154302,2.13444881683,1.057535221630415,2.1344485,2.885402050623043e-07,-0.0004348755,0.7375640730504688
applied data science program mit,A,Phrase match,existing,0.5999999888153904,2.1627504022300004,1.0575352103888749,2.1627502,1.580893753683199e-07,0.14988053,0.7375640808906849
applied data science program mit,A,Broad match,existing,0.5999999888154325,2.52589549883,1.1053241716205275,2.5258954,1.4169804218866489e-07,0.14988053,0.7056753172388295
apply for mit,USA,Exact match,existing searches,0.8299999927486588,1.86067220783,1.1263694486594675,1.860672,2.107596872580331e-07,0.07497835,0.9579450080587794
apply for mit,USA,Phrase match,existing searches,0.5999999888154317,1.9182418602300009,0.940084935982259,1.9182421,-2.366709392909172e-07,0.22529387,0.829712247909886
apply for mit,USA,Broad match,existing searches,0.5999999888154316,1.86849089073,0.9878741066342358,1.868491,-1.6285123782822097e-07,0.22529387,0.7895742789712161
apply for mit,A,Exact match,existing searches,0.5999999888154315,2.1901602612300004,0.940085040168294,2.19016,2.251429642718961e-07,0.07497859,0.8297121559560456
apply for mit,A,Phrase match,existing searches,0.5999999888154319,2.3497731846300005,0.9400850695100664,2.349773,2.54484736839089e-07,0.22529387,0.829712130059214
apply for mit,A,Broad match,existing searches,0.5999999888154262,2.3970207596300006,0.9878742123124956,2.3970203,4.196641802955981e-07,0.22529387,0.7895741945061681
apps to learn data analysis,USA,Exact match,existing searches,0.9500000248889996,1.0362572344700005,0.7351438077846673,1.0362569,3.250995781467481e-07,0.91766167,1.6799434604194425
apps to learn data analysis,USA,Phrase match,existing searches,0.9500000248890008,1.148799792870001,0.735143796547369,1.1487998,1.583905606672431e-08,1.0679771,1.6799434860988096
apps to learn data analysis,USA,Broad match,existing searches,0.950000024889,1.2592686198700016,0.7829328261364048,1.2592685,9.76074283620676e-08,1.0679771,1.5774022893511106
artificial intelligence online course,USA,Broad match,existing,0.8299999927486579,2.24050403935,0.5972451100973757,2.240504,1.2937036331095442e-08,0.02160871,1.8066284216162667
automation bootcamp,USA,Exact match,existing searches,0.8299999927486614,1.4027219023490003,0.8794958796286636,1.4027218,1.396918349882981e-07,0.18234527,1.22683916498714
automation bootcamp,USA,Phrase match,existing searches,0.8299999927485686,1.664865149249,0.8794961106671519,1.664865,1.3231174422756453e-07,0.33266068,1.2268388427035242
automation bootcamp,USA,Broad match,existing searches,0.8299999927485295,1.4908544205700005,0.927285053638085,1.4908544,3.8055046669427384e-08,0.33266068,1.1636119727582896
azure machine learning,USA,Exact match,existing searches,0.9500000248889346,1.3533888862100003,0.7673535749879239,1.3533885,3.383126614409093e-07,0.8426834,1.6094276127859972
azure machine learning,USA,Phrase match,existing searches,0.9500000248888796,1.411772253210001,0.7673535367793369,1.4117721,1.2129014015371808e-07,0.86429214,1.6094276929236135
azure machine learning,USA,Broad match,existing searches,0.950000024888924,1.517699008810001,0.7673535402888829,1.5176989,1.247996861408751e-07,0.8642921,1.6094276855628569
azure machine learning studio,USA,Exact match,existing searches,0.9500000248889344,1.2561472033100003,0.7673535619811886,1.2561469,2.95503603808811e-07,0.8426834,1.6094276400659888
azure machine learning studio,USA,Phrase match,existing searches,0.9500000248889932,1.3145305703100003,0.7673535535749236,1.3145305,7.848108207753057e-08,0.86429214,1.6094276576971724
azure machine learning studio,USA,Broad match,existing searches,0.9500000248889088,1.420457325910001,0.7673535570844701,1.4204572,8.199062850877682e-08,0.86429214,1.6094276503361968
best ai books for beginners,USA,Exact match,existing searches,0.8299999927486615,1.19888604705,0.853238652392865,1.1988859,1.293864257956301e-07,0.06374496,1.2645934259392242
best ai books for beginners,USA,Phrase match,existing searches,0.8299999927485255,1.2552313897499998,0.8532387111077269,1.2552314,9.287353330833524e-09,0.08535367,1.2645933389171469
best ai books for beginners,USA,Broad match,existing searches,0.8299999927486055,1.52137794185,0.8532386033566528,1.521378,-9.846372073241129e-08,0.08535373,1.2645934986161969
best ai certification courses online,USA,Exact match,existing searches,0.8299999927485571,1.17050326145,0.7357887057096435,1.170503,2.411634398846729e-07,0.0,1.4664535921796529
best ai certification courses online,USA,Phrase match,existing searches,0.8299999927486617,1.2268486041500002,0.7357887346221834,1.2268487,-1.1735421123759693e-07,0.02160871,1.4664535345560987
best coding classes online,USA,Exact match,existing searches,0.829999992748663,1.2232362374900003,0.8082833931086679,1.2232361,1.5350562532212566e-07,0.0,1.334927823301447
best coding classes online,USA,Phrase match,existing searches,0.8299999927484868,1.17746570709,0.8082834482456245,1.1774658,-8.938064199881526e-08,0.02160871,1.3349277322392255
best coding classes online,USA,Broad match,existing searches,0.8299999927484976,1.44361225919,0.8560724075245032,1.4436125,-1.971317162841047e-07,0.02160871,1.2604073920489756
best online course for machine learning with python,USA,Exact match,new,0.8299999927486255,1.2967547759499998,0.8532386407342405,1.2967547,5.812315650999268e-08,0.18234527,1.264593443218532
best online course for machine learning with python,USA,Phrase match,new,0.8299999927485474,1.56459154045,0.8532387748898498,1.5645915,1.3464831472020933e-08,0.20395392,1.2645932443850865
best online course for machine learning with python,USA,Broad match,new,0.8299999927486611,1.4976362760499995,0.8532386596635859,1.4976363,-4.215678761632091e-08,0.20395392,1.2645934151632163
big data analytics courses,USA,Broad match,existing searches,0.9500000248889992,1.3930048373800006,0.7829327610593524,1.3930049,-5.68765912145608e-08,0.8642921,1.5774024204641457
big data course,USA,Broad match,existing searches,0.9500000248888656,1.2888509399800008,0.7829327948002522,1.288851,-8.27403361380874e-08,0.9828923,1.5774023524849383
big data mit,USA,Exact match,existing searches,0.9500000248889506,2.6626918810689992,1.621147682079131,2.6626918,4.94802541162187e-08,0.9612839,0.7618060007782519
big data mit,USA,Phrase match,existing searches,0.9500000248889506,3.117528207169,1.6211477588276295,3.117528,2.45438042334456e-07,0.9828926,0.7618059647127753
big data mit,USA,Broad match,existing searches,0.9500000248889976,2.94351747849,1.6689367614032076,2.9435174,3.1972055225537594e-08,0.9828923,0.739992108099611
big data mit,A,Exact match,existing searches,0.9500000248889222,2.987963189469,1.6211480992895564,2.987963,2.2827210033327106e-07,0.89710414,0.7618058047237133
big data mit,A,Phrase match,existing searches,0.9500000248890006,3.3585585425689994,1.621148116429168,3.3585582,3.64621001391896e-07,0.9187124,0.7618057966695736
big data mit,A,Broad match,existing searches,0.9500000248889756,3.2815463583900004,1.6689369719459086,3.281546,2.425147562767904e-07,0.9187125,0.7399920147467951
bootcamp for data science,USA,Broad match,existing searches,0.9500000248890006,1.1949047917300009,0.7829327458315634,1.1949047,1.067095540818741e-07,1.1115991,1.5774024511441156
coding bootcamp machine learning,USA,Exact match,existing searches,0.8299999927486592,1.15239763642,0.8794960119788533,1.1523975,1.2303041274641657e-07,0.18234533,1.2268389803673159
coding bootcamp machine learning,USA,Phrase match,existing searches,0.8299999927485588,1.5106859319200003,0.8794959299554312,1.5106859,1.1204668304287681e-08,0.20395392,1.2268390947844467
coding bootcamp machine learning,USA,Broad match,existing searches,0.8299999927486614,1.4177520350200004,0.9272849336844748,1.417752,7.508403676581565e-09,0.20395404,1.1636121232833583
coding classes online,USA,Broad match,existing searches,0.8299999927484443,1.2245294789899996,0.5972454290022067,1.2245296,-1.449952908849639e-07,0.02160871,1.806627456949513
cs109 data science,USA,Broad match,existing searches,0.950000024889,1.6666118561900003,0.7829327642596111,1.6666119,-5.367633248987148e-08,0.86429214,1.5774024140164722
curso cs50 harvard,USA,Exact match,existing searches,0.8299999927486615,2.1204299009900014,1.3022862948040883,2.1204293,6.235699574475007e-07,0.13872337,0.828542844133656
curso cs50 harvard,USA,Phrase match,existing searches,0.8299999927486608,2.23093443509,1.3022864996995276,2.2309341,2.920235937509119e-07,0.1603322,0.828542713774744
curso cs50 harvard,USA,Broad match,existing searches,0.8299999927486397,2.497080987189999,1.350075190757504,2.4970808,1.842725185774441e-07,0.16033244,0.7992147385271359
curso cs50 harvard,A,Exact match,existing searches,0.5999999888152843,2.2594169653900003,1.1160022295959329,2.2594166,3.851898049411773e-07,0.074543715,0.6989233218129695
curso cs50 harvard,A,Phrase match,existing searches,0.5999999888154237,2.2856805264900006,1.1160021960685529,2.2856803,2.324531354069848e-07,0.096152544,0.6989233428104631
curso cs50 harvard,A,Broad match,existing searches,0.5999999888154157,2.648825623090001,1.163791157300206,2.6488254,2.1606180267141895e-07,0.096152544,0.6702233305067427
curso de python mit,USA,Exact match,existing searches,0.8299999927486615,1.970476134470001,1.2646127182750853,1.9704758,3.415851743682197e-07,0.13872331,0.8532256357859515
curso de python mit,USA,Phrase match,existing searches,0.8299999927486615,2.2200235484700013,1.2646125315289307,2.2200232,3.932575989296083e-07,0.2890389,0.8532257617823357
curso de python mit,USA,Broad match,existing searches,0.8299999927486184,2.20722232647,1.3124015171056804,2.207222,3.416067180239679e-07,0.2890389,0.8221569211172423
curso de python mit,A,Exact match,existing searches,0.5999999888153837,2.15664011087,1.0783284291225637,2.1566398,2.964931691273876e-07,0.074543476,0.7233417615583827
curso de python mit,A,Phrase match,existing searches,0.5999999888154312,2.3219465518700004,1.0783284211861015,2.3219464,1.6934741742247186e-07,0.224859,0.7233417668822117
curso de python mit,A,Broad match,existing searches,0.5999999888153944,2.406143874370001,1.1261174385179509,2.4061437,2.090562807310903e-07,0.224859,0.6926453305674292
curso ia harvard,USA,Exact match,existing searches,0.8299999927486615,2.0070016406800013,1.302286388757394,2.007001,7.175232630274309e-07,0.13872361,0.8285427843585251
curso ia harvard,USA,Phrase match,existing searches,0.8299999927486592,2.1175061747800004,1.302286236024965,2.1175056,6.243954788764938e-07,0.1603322,0.8285428815302112
curso ia harvard,USA,Broad match,existing searches,0.8299999927486615,2.227975001779998,1.3500752954163209,2.2279744,5.869545591785652e-07,0.1603322,0.7992146765714503
curso ia harvard,A,Exact match,existing searches,0.5999999888154313,2.1459887050800006,1.1160018467120807,2.1459882,4.791431109651967e-07,0.074543715,0.6989235616034731
curso ia harvard,A,Phrase match,existing searches,0.5999999888153944,2.172252266180001,1.1160018131847005,2.172252,3.26406440986915e-07,0.096152306,0.6989235826007759
curso ia harvard,A,Broad match,existing searches,0.5999999888154335,2.3797196376800005,1.1637910831450884,2.3797193,3.803252641709776e-07,0.096152544,0.6702233732124429
cursos gratuitos mit,USA,Exact match,existing searches,0.5999999888153127,1.6089914064700013,1.0575350146586304,1.6089915,-9.72455138636974e-08,0.25732374,0.7375642174001099
cursos gratuitos mit,USA,Phrase match,existing searches,0.829999992748597,2.1672663123700007,1.2438192398640495,2.167266,4.203411920755684e-07,0.40763927,0.8674893875183276
cursos gratuitos mit,USA,Broad match,existing searches,0.5999999888154319,2.007203275870001,1.105323965262091,2.007203,1.7375818472942228e-07,0.40763903,0.7056754489848688
cursos gratuitos mit,A,Exact match,existing searches,0.5999999888153553,1.9814396268700587,1.0575351483201014,1.9814395,1.5562524668943922e-07,0.19314384,0.7375641241796973
cursos gratuitos mit,A,Phrase match,existing searches,0.5999999888154315,2.2691893157700007,1.0575351295212214,2.2691891,1.9643101145661043e-07,0.34345937,0.7375641372908254
cursos gratuitos mit,A,Broad match,existing searches,0.599999988815398,2.392409067770001,1.1053241306743589,2.3924088,2.19961163061555e-07,0.34345913,0.7056753433801711
data analytics and machine learning course,USA,Broad match,new,0.5599999790984276,0.8158087231700002,0.2748033501689015,0.81580895,-2.286847056165442e-07,0.21406054,2.649167022092371
data driven fluid mechanics,USA,Exact match,existing searches,0.8299999927486614,1.08467253522,0.821029032030913,1.0846725,8.42007128465383e-08,0.06374508,1.3142044294149076
data driven fluid mechanics,USA,Phrase match,existing searches,0.8299999927486615,1.14305590222,0.8210289342176806,1.1430558,1.0559676999477577e-07,0.08535379,1.3142045859825728
data driven fluid mechanics,USA,Broad match,existing searches,0.8299999927486615,1.40920245432,0.868817863694237,1.4092026,-1.2136359384129494e-07,0.08535373,1.2419173634222056
data science,USA,Phrase match,existing searches,0.9500000248889506,2.283816652760001,0.735143499836417,2.2838168,-1.616626064127047e-07,0.86429197,1.6799441641399893
data science,USA,Broad match,existing searches,0.9500000248889998,2.549963204860001,0.7829324889176181,2.5499632,-3.09951015964316e-08,0.864292,1.5774029687579476
data science nigeria,USA,Broad match,existing searches,0.9500000248889992,1.2689346256200005,0.7829328658524679,1.2689345,1.3732349146700076e-07,0.864292,1.5774022093337647
data science research opportunities,USA,Broad match,existing searches,0.9500000248890006,1.51880082309,0.7829327863430213,1.5188007,8.761636727250277e-08,0.98289233,1.5774023695242443
datacamp pricing,USA,Exact match,existing searches,0.9500000248889506,0.9021139719700008,0.7351437934850842,0.9021138,1.7668954432892297e-07,0.96128356,1.6799434930966244
datacamp pricing,USA,Broad match,existing searches,1.109999954646554,1.339201597450001,0.8505120258309671,1.3392015,1.471021005006179e-07,1.3149337,1.6966249708587964
deep learning api,USA,Exact match,existing searches,0.9500000248890008,1.1153446555100002,0.7673535168133296,1.1153444,2.5033574480026743e-07,0.9612837,1.6094277348000134
deep learning api,USA,Phrase match,existing searches,0.9500000248890008,1.3290222286099995,0.7673535941953269,1.329022,1.7870613011616856e-07,0.98289233,1.6094275725009983
deep learning api,USA,Broad match,existing searches,0.9500000248890008,0.9831191901100002,0.7673535350692592,0.983119,1.7918470718303325e-07,0.9828923,1.6094276965104923
deep learning book,USA,Exact match,existing searches,0.9500000248890008,1.1523441054500003,0.7673535027182958,1.1523439,2.3624071099348498e-07,0.9612834,1.609427764362579
deep learning book,USA,Phrase match,existing searches,0.9500000248889988,1.2086894481500008,0.7673535316308358,1.2086893,1.1614163897277765e-07,0.9828921,1.6094277037221503
deep learning book,USA,Broad match,existing searches,0.9500000248890008,1.3191582751500006,0.7673536133992072,1.3191581,1.979100103799425e-07,0.9828923,1.6094275322232778
deep learning course mit,USA,Broad match,existing searches,0.950000024888994,0.9817501661500008,0.6654829737862618,0.9817499,2.739151985231558e-07,0.8005469,1.8557950856791519
deep learning mit,USA,Exact match,existing searches,0.8299999927486583,1.68676580445,1.1848364020986206,1.6867657,1.3367363282945632e-07,0.0,0.9106742404791887
deep learning mit,USA,Phrase match,existing searches,0.8299999927486615,1.7451491714499998,1.184836304285388,1.745149,1.5506968975564916e-07,0.02160871,0.9106743156591904
deep learning mit,USA,Broad match,existing searches,0.5999999888154295,2.07386567655,1.046340966848462,2.0738657,2.4465649506311138e-08,0.02160871,0.7454548853318701
deep learning mit,A,Exact match,existing searches,0.5999999888154313,1.7715164045499998,0.998552284638806,1.7715163,8.146040020307056e-08,0.0,0.7811308405770665
deep learning mit,A,Phrase match,existing searches,0.5999999888154286,1.7456587985499998,0.9985522464259764,1.7456588,4.324757063578488e-08,0.02160871,0.7811308704695596
deep learning mit,A,Broad match,existing searches,0.5999999888153553,2.3576580921500008,1.0463411251395027,2.357658,1.8275669022571608e-07,0.02160871,0.7454547725589673
deep learning nanodegree,USA,Exact match,existing searches,0.5999999888154315,2.05627981232,1.116002235873467,2.0562797,1.530487598877528e-07,0.06374502,0.6989233178816837
deep learning nanodegree,USA,Phrase match,existing searches,0.8299999927486549,2.30094742332,1.3022862032462998,2.300947,4.724075242101833e-07,0.08535373,0.8285429023847083
deep learning nanodegree,USA,Broad match,existing searches,0.5999999888154286,2.3808097314200003,1.1637910079321463,2.3808095,1.859030325235267e-07,0.08535373,0.6702234165273206
deep learning nanodegree,A,Exact match,existing searches,0.5999999888154315,2.38155112072,1.1160022954560227,2.3815508,3.318406052166268e-07,-0.0004348755,0.6989232805666732
deep learning nanodegree,A,Phrase match,existing searches,0.5999999888154299,2.35569351472,1.1160022572431934,2.355693,4.128370654221669e-07,0.021173835,0.6989233044983756
deep learning nanodegree,A,Broad match,existing searches,0.599999988815178,2.7188386113200003,1.1637912184748465,2.7188382,3.964457326866011e-07,0.021173835,0.6702232952762136
deep learning specialization andrew ng coursera,USA,Broad match,existing searches,0.9500000248890008,1.526729738210001,0.6499034518940827,1.5267295,2.736790558621749e-07,0.8005469,1.9002823092513343
deep learning with fpgas,USA,Broad match,existing searches,0.9500000248890008,1.6040895947300005,0.6499034532390642,1.6040894,2.1541939254632325e-07,0.92925364,1.900282305318682
deepfake,USA,Exact match,existing searches,0.9500000248890008,0.9118874154600006,0.7673534832509857,0.91188705,3.657850128346851e-07,0.9176624,1.6094278051928221
deepfake,USA,Phrase match,existing searches,0.9500000248889648,1.024429973860001,0.7673535614206546,1.0244298,1.7573378019442037e-07,1.0679778,1.60942764124169
deepfake,USA,Broad match,existing searches,0.9500000248889996,1.1348988008600005,0.7673536431890258,1.1348985,2.575021513795406e-07,1.0679777,1.6094274697428863
deeplearning ai andrew ng,USA,Exact match,existing searches,0.9500000248889968,1.0679538075100004,0.7673536066185056,1.0679536,2.2093163121184042e-07,0.9176617,1.6094275464449384
deeplearning ai andrew ng,USA,Phrase match,existing searches,0.9500000248889996,1.1263371745100006,0.7673534492006286,1.1263369,2.423276885821224e-07,0.93927044,1.609427876609182
deeplearning ai andrew ng,USA,Broad match,existing searches,0.9500000248890008,1.3924837266100003,0.7673533712518767,1.3924836,1.34576614296833e-07,0.93927044,1.6094280400969576
edureka machine learning course,USA,Broad match,new,0.5599999790983858,0.7722663264299996,0.2748031895186074,0.77226645,-1.211140983059522e-07,0.28903884,2.6491685707985844
edx,USA,Broad match,existing searches,0.5599999790978101,0.9004231299600006,0.2748032416543365,0.90042335,-2.179899810661468e-07,0.21406037,2.649168068195039
edx data science,USA,Broad match,existing searches,0.9500000248890006,1.469519311450001,0.7829327526311838,1.4695193,5.3904529728754376e-08,0.8642921,1.5774024374446785
edx data science harvard,USA,Exact match,existing searches,0.5999999888154288,1.9779056050200003,1.1160020567793387,1.9779056,-2.6045368306526484e-08,0.13872361,0.6989234300437162
edx data science harvard,USA,Phrase match,existing searches,0.829999992748597,2.22257321602,1.3022864413846844,2.2225728,4.125226849005514e-07,0.1603322,0.8285427508758412
edx data science harvard,USA,Broad match,existing searches,0.5999999888153909,2.3024355241200003,1.1637909480473074,2.3024354,1.2601819365798408e-07,0.1603322,0.6702234510147621
edx data science harvard,A,Exact match,existing searches,0.5999999888153837,2.30317691342,1.1160022355711845,2.3031766,2.719557667951733e-07,0.074543715,0.6989233180709398
edx data science harvard,A,Phrase match,existing searches,0.5999999888154316,2.27731930742,1.1160021973583545,2.277319,3.529522265566243e-07,0.096152306,0.6989233420027028
edx data science harvard,A,Broad match,existing searches,0.5999999888154122,2.6404644040200003,1.1637911585900076,2.640464,3.365608938210585e-07,0.096152544,0.6702233297639464
edx harvard,USA,Exact match,existing searches,0.8299999927487139,2.144950061080026,1.3022862961264128,2.1449494,6.248922819196423e-07,0.13872337,0.8285428432924167
edx harvard,USA,Phrase match,existing searches,0.8299999927486615,2.20333342808,1.302286436731733,2.203333,5.270790230937905e-07,0.1603322,0.8285427538362136
edx harvard,USA,Broad match,existing searches,0.8299999927486583,2.469479980179999,1.3500751873943546,2.4694796,4.193279483644119e-07,0.1603322,0.7992147405180641
edx harvard,A,Exact match,existing searches,0.5999999888154225,2.2839371254800005,1.116002230918233,2.2839367,3.865121049884124e-07,0.074543476,0.6989233209850081
edx harvard,A,Phrase match,existing searches,0.5999999888154317,2.2580795194800003,1.1160021927054031,2.258079,4.675085647498634e-07,0.096152306,0.6989233449167263
edx harvard,A,Broad match,existing searches,0.5999999888152843,2.621224616080001,1.163791153937057,2.6212242,4.511172324583869e-07,0.096152306,0.6702233324434218
freecodecamp,USA,Broad match,existing searches,0.9500000248889992,2.34995517355,0.6654827318767214,2.349955,9.161030289916996e-08,0.8005471,1.8557957602789894
generative ai,USA,Broad match,existing searches,0.8299999927486592,3.135340790280001,0.693902115353243,3.1353407,9.966720782017546e-08,0.08535373,1.5549743496948025
generative ai fundamentals databricks,USA,Exact match,existing searches,0.8299999927485828,1.3551508252899995,0.8794960146229618,1.3551506,2.448838107849127e-07,0.25732374,1.226838976678846
generative ai fundamentals databricks,USA,Phrase match,existing searches,0.8299999927485828,1.6729822957899998,0.8794959390547703,1.6729822,7.9908652139693e-08,0.2789324,1.2268390820915016
generative ai fundamentals databricks,USA,Broad match,existing searches,0.829999992748554,1.60602703139,0.927285039870072,1.606027,2.4287033717484974e-08,0.2789324,1.1636119900352386
generative ai fundamentals databricks,A,Broad match,existing searches,0.8299999927486615,1.94405591129,0.927285071598838,1.9440558,1.1562044455182277e-07,0.2147525,1.1636119502202629
google cloud ai certification,USA,Phrase match,existing searches,0.950000024888996,1.2704550212800008,0.73514373959894,1.2704551,-1.007140177922139e-07,0.864292,1.6799436162368098
harvard cs50 python,USA,Exact match,existing searches,0.8299999927486603,2.29088769865,1.348523542403815,2.2908874,3.428455568332822e-07,0.25732374,0.8001343370319539
harvard cs50 python,USA,Phrase match,existing searches,0.8299999927486206,2.60668114485,1.3485235339567505,2.6066806,5.132124267781535e-07,0.2789325,0.8001343420439055
harvard cs50 python,USA,Broad match,existing searches,0.8299999927486661,2.53972588045,1.396312575167407,2.5397255,3.38381518361075e-07,0.27893257,0.7727496047537223
harvard cs50 python,A,Exact match,existing searches,0.5999999888153411,2.37563829875,1.1622396037579343,2.375638,2.906323239848519e-07,0.19314384,0.6711180577033565
harvard cs50 python,A,Phrase match,existing searches,0.5999999888153127,2.60719077195,1.162239595306628,2.6071904,4.013903072142e-07,0.21475267,0.6711180625834063
harvard cs50 python,A,Broad match,existing searches,0.5999999888154385,2.6372340520500006,1.210028489458448,2.6372337,3.179191412350235e-07,0.21475267,0.6446129097416222
