Keyword,Region,Match type,Origin,Optimal Cost,Gurobi Pred,Gurobi Pred over Base,Actual Model Pred,Diff,Bid,t_Clicks_OptCost
about machine learning course,USA,Broad match,new,0.8300000016746475,0.7519622739200007,0.4671779569033991,0.7519623,-3.0195294709045584e-08,2.309612399799404,0.15031546
ai and machine learning course,USA,Broad match,existing searches,0.8300000016746475,0.8194712126800006,0.4671779001304095,0.81947136,-1.465729291272311e-07,2.309612680471072,0.15031534
ai and machine learning course in chennai,USA,Broad match,new,0.8300000016746475,1.154958830480001,0.4671777945798849,1.1549591,-2.521234536700945e-07,2.309613202287033,0.15031534
ai and machine learning courses in hyderabad,USA,Broad match,new,0.8300000016746472,1.154958830480001,0.4671777945798849,1.1549591,-2.521234536700945e-07,2.309613202287032,0.22529382
ai and machine learning free online course,USA,Broad match,new,0.8300000016746475,0.9109510441900012,0.4671779533506152,0.9109511,-3.3748078664963543e-08,2.309612417363489,0.15031534
ai courses for non technical,USA,Exact match,existing searches,0.8300000016746475,0.8359522720400007,0.467177887779823,0.8359521,1.689020306949729e-07,2.3096127415293366,0.0
ai courses for non technical,USA,Broad match,existing searches,0.8300000016746475,1.0058691029500009,0.4671778802823068,1.0058692,-4.721174229338487e-08,2.309612778595216,0.15031534
ai courses in islamabad,USA,Broad match,existing searches,0.8300000016746475,1.2144193888900012,0.4671777726409167,1.2144195,-9.524848754161044e-08,2.3096133107479524,0.22529382
ai free courses,USA,Exact match,existing searches,0.8300000016746475,1.0248401176100006,0.4671778093939056,1.0248402,-1.1810014344249e-07,2.3096131290501267,0.0
ai free courses,USA,Phrase match,existing searches,0.8300000016746475,1.2048904166100003,0.4671777353165129,1.2048906,-1.921775361068967e-07,2.309613495270744,0.1503154
ai machine learning course,USA,Exact match,new,0.8300000016746475,0.8651446430800012,0.4671778409597924,0.86514455,9.227967767699853e-08,2.3096129729960926,0.06374502
ai machine learning courses near me,USA,Broad match,new,0.8300000016746472,0.984988779120001,0.4671778979821531,0.98498887,-8.911654070242747e-08,2.3096126910915227,0.15031534
ai masters,USA,Exact match,existing,0.8300000016746475,0.7737668416600002,0.4671778640846981,0.7737668,2.5997616170947424e-08,2.309612858672221,0.18234527
ai masters,USA,Broad match,existing,1.3500000080369128,1.244918959250001,0.7684132028718271,1.2449188,1.360078134560183e-07,2.283927454511377,0.7690228
ai ml bootcamp,USA,Phrase match,existing searches,0.8300000016746475,0.87459386865,0.4671777037749695,0.87459415,-2.833237243704545e-07,2.3096136512045,0.33266073
ai ml bootcamp,USA,Broad match,existing searches,1.3500000080369128,1.29633050914,0.7684131836433266,1.2963306,-6.20346214397216e-08,2.2839275116635727,0.76902276
ai research programs,USA,Broad match,existing searches,0.8300000016746476,0.7420850327800013,0.4671778908560968,0.742085,5.276901493544983e-08,2.309612726320995,0.33266068
ai training courses,USA,Exact match,existing,0.8300000016746475,0.9972712434300008,0.4671778119572225,0.9972714,-1.751414713258015e-07,2.3096131163777125,0.06374502
ai training courses,USA,Phrase match,existing,0.8300000016746475,1.1773215424300003,0.4671777378798294,1.1773218,-2.492188644342974e-07,2.3096134825983285,0.2140606
aiml courses,USA,Exact match,existing searches,0.8300000016746475,0.8572969063100002,0.4671778901394985,0.8572967,2.010640285377008e-07,2.3096127298636806,0.0
algorithm for machine learning,USA,Broad match,existing searches,0.8300000016746473,1.1974633413800002,0.467177756453395,1.1974636,-2.902499436352457e-07,2.3096133907751257,0.15031534
amazon free machine learning course,USA,Broad match,new,0.8300000016746476,1.0054959657200009,0.4671778681286007,1.0054959,5.984384121582309e-08,2.309612838680158,0.225294
amazon machine learning course,USA,Broad match,new,0.8300000016746475,0.9679474442800008,0.4671778887113058,0.96794754,-9.838738801448701e-08,2.3096127369243145,0.22529393
amazon machine learning free course,USA,Broad match,new,0.8300000016746472,0.984988779120001,0.4671778979821531,0.98498887,-8.911654070242747e-08,2.3096126910915227,0.225294
andrej karpathy machine learning course,USA,Broad match,new,0.8300000016746475,1.620767155780001,0.4671776687041953,1.6207674,-1.991852089933133e-07,2.309613824585945,0.22529387
andrew ng free machine learning course,USA,Broad match,new,0.8300000016746475,1.8870462803900017,0.4671778111517206,1.8870463,-5.6737683662433376e-08,2.3096131203599177,0.1503154
andrew ng machine learning free course,USA,Broad match,new,0.8300000016746475,1.8870462803900008,0.4671778111517202,1.8870463,-5.6737684106522586e-08,2.3096131203599195,0.15031546
app deep learning,USA,Exact match,existing searches,0.8300000016746475,1.0457985980400004,0.4671780450233378,1.0457985,5.7924643970252994e-08,2.309611964156279,0.07497847
app deep learning,USA,Phrase match,existing searches,0.8300000016746475,1.22584889704,0.4671779709459449,1.2258492,-2.545713280177609e-07,2.3096123303765284,0.22529382
app you learn ai,USA,Exact match,existing searches,0.8300000016746475,1.106164011680001,0.4671778413881002,1.1061641,-8.610594881552913e-08,2.309612970878644,0.1387235
app you learn ai,USA,Phrase match,existing searches,0.8300000016746475,1.286214310680001,0.4671776481014182,1.2862146,-2.793926308086725e-07,2.309613926441114,0.28903878
app you learn ai,USA,Broad match,existing searches,0.8300000016746475,1.1959247325900009,0.4671777819636276,1.1959248,-2.6321131940676423e-08,2.3096132646587377,0.2890389
apple ai,USA,Exact match,existing searches,0.8300000016746475,1.382888433310001,0.467177745672672,1.3828887,-2.414260218408515e-07,2.3096134440724043,0.06374502
apple ai,USA,Phrase match,existing searches,0.8300000016746475,1.562938732310001,0.4671774331767002,1.5629392,-4.3471270405603946e-07,2.309614988977716,0.21406043
application of ai in environmental science,USA,Exact match,existing searches,0.8300000016746475,0.7747151801700013,0.4671778330916779,0.7747151,5.460924079603304e-08,2.3096130118941267,0.1387235
application of ai in environmental science,USA,Broad match,existing searches,0.8300000016746475,0.8644759010800007,0.467177952481139,0.8644759,-4.815232435007033e-09,2.3096124216619645,0.28903884
applications of machine learning in engineering,USA,Broad match,existing searches,0.8300000016746475,0.943676138290001,0.4671779218993912,0.9436762,-3.5396980235802296e-08,2.309612572850583,0.15031534
applied machine learning,USA,Exact match,existing,0.8300000016746475,0.9538326783300012,0.467178068888244,0.95383275,-6.722206180587166e-08,2.3096118461741293,0.0
applied machine learning course,USA,Exact match,existing searches,0.8300000016746475,0.9204363874700012,0.467178081681961,0.92043644,-5.4428344720136585e-08,2.309611782925185,0.0
applied machine learning online course,USA,Exact match,new,0.8300000016746475,0.6844749179700006,0.4671778705933679,0.6844747,2.113202203224418e-07,2.309612826494953,0.0
applied machine learning online course download,USA,Broad match,new,0.8300000016746476,0.8678403922200016,0.4671779700398258,0.86784047,-7.666351276025551e-08,2.309612334856157,0.21406043
artificial intelligence and machine learning business applications,USA,Exact match,existing searches,0.8300000016746475,0.7749043808800008,0.4671778784614827,0.7749042,1.893860127610836e-07,2.309612787596924,0.0
artificial intelligence and machine learning course,USA,Broad match,existing,1.3500000080369128,1.1013359616800007,0.7684132050080952,1.101336,-4.066985281880876e-08,2.283927448161823,0.5957439
artificial intelligence and machine learning course in india,USA,Exact match,new,0.8300000016746475,1.1200407600900006,0.467177853634007,1.120041,-2.526739764086017e-07,2.309612910337877,0.0
artificial intelligence and machine learning course in india,USA,Broad match,new,1.3500000080369128,1.2273798944800007,0.7684131028502095,1.2273803,-3.812463176267045e-07,2.2839277518021417,0.595744
artificial intelligence and machine learning courses in india,USA,Exact match,existing searches,0.8300000016746475,0.9369562870900008,0.4671779579560134,0.9369564,-1.1854964754309805e-07,2.309612394595538,0.0
artificial intelligence and machine learning courses in india,USA,Broad match,existing searches,0.6599999962887164,0.9187710820000012,0.2790757356445629,0.91877127,-1.849372547324535e-07,3.07443423267761,0.15031534
artificial intelligence and machine learning free course with certificate,USA,Broad match,new,0.8300000016746475,1.028205511490001,0.4671779250298875,1.0282056,-1.2167345109226346e-07,2.309612557374181,0.15031534
artificial intelligence course online with certificate,USA,Exact match,existing searches,0.8300000016746475,1.0217100702200002,0.4671780787382191,1.02171,3.203488052605508e-08,2.3096117974783104,0.06374499
artificial intelligence course online with certificate,USA,Broad match,existing searches,0.8300000016746475,0.9545203581300004,0.4671779408898575,0.95452034,1.3395808462490777e-08,2.3096124789663994,0.21406043
